osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access
172592782,False,2,297,aleja Wojska Polskiego,secondary,50,False,156.86300000000003,"LINESTRING (15.5897104 51.1114884, 15.5900034 51.1112373, 15.590261 51.1110181, 15.5904052 51.1108917, 15.5904665 51.110827, 15.5905096 51.1107753, 15.59054 51.1107327, 15.5905775 51.1106622, 15.5906046 51.1106034, 15.5906262 51.110544, 15.5906353 51.1105019, 15.5906472 51.1104223, 15.590651 51.1103518, 15.5906477 51.1103007, 15.5906444 51.1102501)",,
"[37403569, 619591100, 1160641198]",False,2,,Targowa,residential,30,True,73.49600000000001,"LINESTRING (15.5897104 51.1114884, 15.5897677 51.1115079, 15.5898157 51.111524, 15.5898534 51.111535, 15.5898865 51.111543, 15.5899074 51.111547, 15.5899567 51.1115548, 15.5900531 51.1115704, 15.5901242 51.111576, 15.5901858 51.1115791, 15.5902304 51.1115803, 15.590449 51.1115778, 15.5906022 51.1115806, 15.5906708 51.1115855, 15.5906998 51.1115908, 15.5907319 51.1115991)",,
921806357,False,2,297,aleja Wojska Polskiego,secondary,50,True,56.032000000000004,"LINESTRING (15.5897104 51.1114884, 15.5893315 51.1118043, 15.589229 51.1118916)",,
280736983,False,2,,Krótka,residential,50,False,18.079,"LINESTRING (15.587797 51.1111968, 15.5877834 51.1111223, 15.5877718 51.111035)",,
280736983,False,2,,Krótka,residential,50,True,51.836,"LINESTRING (15.587797 51.1111968, 15.5878223 51.1115724, 15.5878288 51.1116341, 15.5878342 51.1116623)",,
"[198330056, 198330057, 427664979]",False,2,297;364,Jakuba Jaśkiewicza,secondary,50,False,43.05,"LINESTRING (15.5910157 51.1093412, 15.5908346 51.1094264, 15.5907972 51.1094434, 15.5906509 51.1095129, 15.5906119 51.1095289, 15.5905783 51.1095466, 15.5905553 51.1095625, 15.5905375 51.1095822)",yes,
427664979,False,2,297;364,Jakuba Jaśkiewicza,secondary,50,True,80.271,"LINESTRING (15.5910157 51.1093412, 15.5912231 51.1092305, 15.5914119 51.1091265, 15.5914912 51.1090759, 15.5916622 51.1089744, 15.5918598 51.1088516)",,
"[444991833, 637604844]",False,2,,aleja Wojska Polskiego,secondary,"['40', '50']",True,152.89100000000002,"LINESTRING (15.586559 51.1126907, 15.5865175 51.112699, 15.5864807 51.112703, 15.5864456 51.112705, 15.5862616 51.1127097, 15.5861804 51.1127124, 15.5860555 51.1127169, 15.585935 51.1127181, 15.5858967 51.1127179, 15.5858058 51.1127143, 15.5856946 51.1127077, 15.5853422 51.1126676, 15.5850689 51.1126317, 15.5847425 51.1125889, 15.5846108 51.112571, 15.584505 51.1125589, 15.5844376 51.1125502, 15.5843998 51.112542)",,
"[921806363, 566814619, 538544293]",False,2,,"['Bolesława Chrobrego', 'Przyjaciół Żołnierza']",tertiary,50,False,109.74,"LINESTRING (15.586559 51.1126907, 15.5865501 51.112675, 15.5865436 51.1126594, 15.5865376 51.1126383, 15.5865358 51.1125605, 15.5865329 51.1125325, 15.5865273 51.1124829, 15.5865217 51.1124175, 15.5865165 51.1123782, 15.5865106 51.1123301, 15.586498 51.1122337, 15.5864843 51.1121726, 15.5864063 51.1119097, 15.5863854 51.1118374, 15.5863663 51.1117765, 15.5863492 51.1117149)",,
"[616099640, 616099637]",False,2,297,Przyjaciół Żołnierza,secondary,50,True,170.64199999999997,"LINESTRING (15.586559 51.1126907, 15.5865415 51.1127061, 15.5865347 51.1127185, 15.586531 51.1127367, 15.586532 51.1127591, 15.5865396 51.112785, 15.5865473 51.1128021, 15.586556 51.1128159, 15.5866222 51.1128893, 15.5866553 51.1129279, 15.5866696 51.1129468, 15.5866836 51.1129705, 15.5866946 51.1129927, 15.586707 51.1130254, 15.5867413 51.1131276, 15.5867594 51.1131887, 15.5867886 51.1133132, 15.5868255 51.1135496, 15.5868703 51.1138414, 15.586886 51.1139481, 15.5868886 51.1139647, 15.5869077 51.114087, 15.5869236 51.1141883)",,
