osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge
221873529,False,2,39,Pocztowa,primary,50,False,237.41000000000003,"LINESTRING (17.2010441 50.8111846, 17.2011283 50.8112067, 17.2012122 50.8112228, 17.2012911 50.8112268, 17.201376 50.8112265, 17.2015055 50.8112102, 17.2016193 50.8111945, 17.2018268 50.8111635, 17.2019143 50.8111517, 17.2020162 50.8111369, 17.202717 50.8110359, 17.2031091 50.810977, 17.2032237 50.8109604, 17.2035293 50.8109166, 17.2037238 50.8108904, 17.2038074 50.810878, 17.2038679 50.8108694, 17.2039619 50.8108655, 17.204065 50.8108733, 17.204178 50.8108897, 17.2042615 50.8109159, 17.2043192 50.8109447)",,
221873531,False,2,39,Strzelińska,primary,50,True,106.716,"LINESTRING (17.2010441 50.8111846, 17.2009922 50.8111608, 17.2009437 50.8111319, 17.2008607 50.8110459, 17.2006421 50.8107355, 17.2005956 50.810675, 17.2004674 50.8105266, 17.2004132 50.8104713, 17.2002892 50.8103611)",,
221873529,False,2,39,Pocztowa,primary,50,True,237.41,"LINESTRING (17.2043192 50.8109447, 17.2042615 50.8109159, 17.204178 50.8108897, 17.204065 50.8108733, 17.2039619 50.8108655, 17.2038679 50.8108694, 17.2038074 50.810878, 17.2037238 50.8108904, 17.2035293 50.8109166, 17.2032237 50.8109604, 17.2031091 50.810977, 17.202717 50.8110359, 17.2020162 50.8111369, 17.2019143 50.8111517, 17.2018268 50.8111635, 17.2016193 50.8111945, 17.2015055 50.8112102, 17.201376 50.8112265, 17.2012911 50.8112268, 17.2012122 50.8112228, 17.2011283 50.8112067, 17.2010441 50.8111846)",,
221873530,False,2,39,Stanisława Staszica,primary,50,False,187.11799999999997,"LINESTRING (17.2043192 50.8109447, 17.2044428 50.8110517, 17.2044599 50.8110835, 17.2044788 50.8111313, 17.2045021 50.8112029, 17.2045238 50.8112779, 17.2045472 50.8113571, 17.2045688 50.8114396, 17.2045921 50.8115263, 17.2046155 50.8116129, 17.2046388 50.8116996, 17.2046621 50.8117879, 17.2046838 50.8118779, 17.2047005 50.8119713, 17.2047138 50.8120646, 17.2047221 50.8121613, 17.2047255 50.8122613, 17.2047305 50.8123629, 17.2047377 50.8124143, 17.2047455 50.8124696, 17.2047761 50.8125843)",,
221873530,False,2,39,Stanisława Staszica,primary,50,False,120.88499999999998,"LINESTRING (17.2047761 50.8125843, 17.2048221 50.8126863, 17.2048755 50.8127929, 17.2049368 50.812888, 17.2049988 50.8129773, 17.2050684 50.8130802, 17.2051234 50.8131623, 17.205172 50.813232, 17.2052196 50.8132975, 17.2052706 50.8133591, 17.205341 50.8134215, 17.2054217 50.8134739, 17.2054903 50.8135064, 17.2055564 50.8135265)",,
221873530,False,2,39,Stanisława Staszica,primary,50,True,187.11800000000005,"LINESTRING (17.2047761 50.8125843, 17.2047455 50.8124696, 17.2047377 50.8124143, 17.2047305 50.8123629, 17.2047255 50.8122613, 17.2047221 50.8121613, 17.2047138 50.8120646, 17.2047005 50.8119713, 17.2046838 50.8118779, 17.2046621 50.8117879, 17.2046388 50.8116996, 17.2046155 50.8116129, 17.2045921 50.8115263, 17.2045688 50.8114396, 17.2045472 50.8113571, 17.2045238 50.8112779, 17.2045021 50.8112029, 17.2044788 50.8111313, 17.2044599 50.8110835, 17.2044428 50.8110517, 17.2043192 50.8109447)",,
227319541,True,1,,Ogrodowa,residential,40,False,22.225,"LINESTRING (17.2047761 50.8125843, 17.2046572 50.812597, 17.2046145 50.8126016, 17.2044649 50.8126201)",,
221873530,False,2,39,Stanisława Staszica,primary,50,True,120.88499999999999,"LINESTRING (17.2055564 50.8135265, 17.2054903 50.8135064, 17.2054217 50.8134739, 17.205341 50.8134215, 17.2052706 50.8133591, 17.2052196 50.8132975, 17.205172 50.813232, 17.2051234 50.8131623, 17.2050684 50.8130802, 17.2049988 50.8129773, 17.2049368 50.812888, 17.2048755 50.8127929, 17.2048221 50.8126863, 17.2047761 50.8125843)",,
221873532,False,2,39,1 Maja,primary,50,False,98.46500000000002,"LINESTRING (17.2055564 50.8135265, 17.2056388 50.8135406, 17.2057419 50.8135454, 17.2058415 50.8135312, 17.2059535 50.8135118, 17.2061034 50.8134841, 17.2062447 50.8134598, 17.2063765 50.8134388, 17.2064454 50.8134268, 17.2065132 50.813415, 17.2066401 50.813391, 17.2067954 50.813367, 17.2069147 50.8133515)",,
674684411,False,2,,,tertiary,,True,19.558,"LINESTRING (17.2055564 50.8135265, 17.205508 50.8135666, 17.2054706 50.8135844, 17.2054426 50.8135977, 17.2053301 50.8136173)",,
