osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,bridge
73306221,True,1,75;94,primary,50,False,64.618,"LINESTRING (20.6033621 49.9648586, 20.6032173 49.96488, 20.6031205 49.9649212, 20.6026131 49.9651708)",,,
247811011,True,,75;94,primary,50,False,17.654,"LINESTRING (20.6033621 49.9648586, 20.6033161 49.964847, 20.6032748 49.9648297, 20.6032397 49.9648074, 20.6032122 49.964781, 20.6031935 49.9647516)",Rondo Świętego Jakuba Starszego,roundabout,
45663003,True,1,94,primary,50,False,71.253,"LINESTRING (20.6035304 49.9645543, 20.6038067 49.964464, 20.6044359 49.9642878)",Księdza Jerzego Popiełuszki,,
190835838,True,,75;94,primary,50,False,16.989,"LINESTRING (20.6035304 49.9645543, 20.6035702 49.964571, 20.6036048 49.9645919, 20.603633 49.9646165, 20.603654 49.9646439, 20.603667 49.9646733)",Rondo Świętego Jakuba Starszego,roundabout,
993326585,True,,75;94,primary,50,False,5.345000000000001,"LINESTRING (20.6031935 49.9647516, 20.6031857 49.9647281, 20.6031836 49.9647041)",Rondo Świętego Jakuba Starszego,roundabout,
"[1218860166, 73306223]",True,1,75,primary,50,False,60.708999999999996,"LINESTRING (20.6031836 49.9647041, 20.6030763 49.9646442, 20.6029709 49.9646008, 20.6024528 49.9644309)",Adama Mickiewicza,,
247811012,True,,75;94,primary,50,False,19.139,"LINESTRING (20.6031836 49.9647041, 20.6031883 49.9646755, 20.6031955 49.9646472, 20.603211 49.9646204, 20.6032342 49.9645959, 20.6032643 49.9645747, 20.6033001 49.9645576)",Rondo Świętego Jakuba Starszego,roundabout,
435611775,True,,75;94,primary,50,False,17.209,"LINESTRING (20.6033001 49.9645576, 20.6033437 49.9645445, 20.6033905 49.9645374, 20.6034386 49.9645367, 20.603486 49.9645425, 20.6035304 49.9645543)",Rondo Świętego Jakuba Starszego,roundabout,
190835838,True,,75;94,primary,50,False,11.362,"LINESTRING (20.603667 49.9646733, 20.6036718 49.9647072, 20.6036659 49.9647411, 20.6036497 49.9647735)",Rondo Świętego Jakuba Starszego,roundabout,
435611776,True,,75;94,primary,50,False,24.594,"LINESTRING (20.6036497 49.9647735, 20.6036199 49.964805, 20.6035793 49.964831, 20.6035303 49.9648502, 20.6034758 49.9648615, 20.6034187 49.9648644, 20.6033621 49.9648586)",Rondo Świętego Jakuba Starszego,roundabout,
"[1255408068, 725697276]",False,,,tertiary,,False,26.352,"LINESTRING (20.6036497 49.9647735, 20.603879 49.9648303, 20.603952 49.9648461, 20.6039943 49.9648572)",Adama Mickiewicza,,
305353974,True,2,75,primary,50,False,57.160000000000004,"LINESTRING (20.6024528 49.9644309, 20.6019346 49.964268, 20.6017699 49.9641719)",Adama Mickiewicza,,
"[247811009, 947447651, 911442725]",False,4,75,primary,50,False,104.255,"LINESTRING (20.6004468 49.9637788, 20.6006251 49.9638342, 20.6006827 49.96385, 20.6010386 49.96396, 20.6013411 49.9640477, 20.6017699 49.9641719)",Adama Mickiewicza,,
45662929,False,,,residential,,True,36.201,"LINESTRING (20.60327 49.96525, 20.6030972 49.965556)",19 Stycznia,,
674100588,False,,,residential,,True,32.738,"LINESTRING (20.60327 49.96525, 20.6028826 49.9654068)",11 Listopada,,
674100588,False,,,residential,,False,69.45300000000002,"LINESTRING (20.60327 49.96525, 20.6034491 49.9651865, 20.603679 49.9651049, 20.6037918 49.9650427, 20.6038108 49.9650309, 20.6038293 49.9650189, 20.6038516 49.9650036, 20.6038746 49.9649873, 20.6038885 49.9649772, 20.6039021 49.9649662, 20.603909 49.9649598, 20.6039171 49.9649515, 20.6039437 49.9649181, 20.6039943 49.9648572)",11 Listopada,,
674100588,False,,,residential,,True,69.453,"LINESTRING (20.6039943 49.9648572, 20.6039437 49.9649181, 20.6039171 49.9649515, 20.603909 49.9649598, 20.6039021 49.9649662, 20.6038885 49.9649772, 20.6038746 49.9649873, 20.6038516 49.9650036, 20.6038293 49.9650189, 20.6038108 49.9650309, 20.6037918 49.9650427, 20.603679 49.9651049, 20.6034491 49.9651865, 20.60327 49.96525)",11 Listopada,,
1255408068,False,,,tertiary,,False,36.338,"LINESTRING (20.6039943 49.9648572, 20.6043057 49.9649396, 20.6044625 49.964984)",Adama Mickiewicza,,
"[1255408068, 725697276]",False,,,tertiary,,True,26.352,"LINESTRING (20.6039943 49.9648572, 20.603952 49.9648461, 20.603879 49.9648303, 20.6036497 49.9647735)",Adama Mickiewicza,,
45662940,False,2,,tertiary,,False,37.905,"LINESTRING (20.6044625 49.964984, 20.6047712 49.9650747, 20.6049439 49.9651265)",Adama Mickiewicza,,
45663001,False,,,residential,,False,263.26199999999994,"LINESTRING (20.6044625 49.964984, 20.6045021 49.9649404, 20.6046819 49.9648037, 20.6047143 49.9647847, 20.6047528 49.9647681, 20.6050624 49.9646441, 20.605243 49.9645799, 20.6053251 49.9645527, 20.6054663 49.9645135, 20.6057589 49.9644446, 20.6059149 49.9644111, 20.6060545 49.9643949, 20.6062954 49.9643728, 20.6064446 49.964365, 20.6065462 49.9643482, 20.606633 49.9643313, 20.6067055 49.96431, 20.6067428 49.9642961, 20.6068279 49.9642588, 20.6069517 49.9641912, 20.6070627 49.9641108, 20.6070955 49.9640899, 20.6071155 49.9640832, 20.607142 49.9640811, 20.6071746 49.9640812, 20.6072353 49.9640964, 20.6075412 49.964207, 20.607646 49.9642293)",Wąska,,
1255408068,False,,,tertiary,,True,36.338,"LINESTRING (20.6044625 49.964984, 20.6043057 49.9649396, 20.6039943 49.9648572)",Adama Mickiewicza,,
45662926,False,,,residential,,True,184.906,"LINESTRING (20.6049439 49.9651265, 20.6048913 49.9651862, 20.6046298 49.9655138, 20.6044235 49.9657617, 20.6043416 49.9658554, 20.6040313 49.9661357, 20.6039944 49.9661676, 20.6039671 49.9661965, 20.6039317 49.966247, 20.6039099 49.9662847, 20.6037451 49.9665909)",Osiedlowa,,
45662940,False,2,,tertiary,,False,151.469,"LINESTRING (20.6049439 49.9651265, 20.6050667 49.9651639, 20.6052382 49.9652179, 20.6053474 49.9652566, 20.6054334 49.9652918, 20.6055176 49.9653285, 20.6056021 49.9653694, 20.6056623 49.9654053, 20.605722 49.9654405, 20.6058758 49.9655549, 20.6059497 49.9656091, 20.6060355 49.9656749, 20.606125 49.9657422, 20.6062452 49.9658334, 20.6063637 49.9659232, 20.6064975 49.9660242)",Adama Mickiewicza,,
45662940,False,2,,tertiary,,True,37.905,"LINESTRING (20.6049439 49.9651265, 20.6047712 49.9650747, 20.6044625 49.964984)",Adama Mickiewicza,,
45662945,False,,,tertiary,,False,156.09499999999997,"LINESTRING (20.6103113 49.963882, 20.6102696 49.9639787, 20.6100961 49.9643631, 20.6100741 49.9644038, 20.610049 49.9644481, 20.6099656 49.964534, 20.609845 49.9646106, 20.6097406 49.9646665, 20.6095982 49.9647315, 20.6094975 49.9647755, 20.6094465 49.964803, 20.6094057 49.9648326, 20.609208 49.9650388)",Okocimska,,
45662945,False,,,tertiary,,True,33.245,"LINESTRING (20.6103113 49.963882, 20.6103498 49.9637048, 20.6103402 49.9635849)",Okocimska,,
45662965,False,,,residential,,False,49.958,"LINESTRING (20.6103113 49.963882, 20.6103881 49.9638774, 20.610444 49.9638725, 20.6108399 49.9638238, 20.6109997 49.9638074)",Piastowska,,
45662945,False,,,tertiary,,False,33.245,"LINESTRING (20.6103402 49.9635849, 20.6103498 49.9637048, 20.6103113 49.963882)",Okocimska,,
45662930,False,,,residential,,False,284.148,"LINESTRING (20.609208 49.9650388, 20.6092557 49.9650576, 20.60977 49.96526, 20.60996 49.9654, 20.6100486 49.9655087, 20.61037 49.9663383, 20.60894 49.96664)",Rzeźnicza,,
"[660807304, 45662945, 660807305]",False,,,tertiary,,False,185.77,"LINESTRING (20.609208 49.9650388, 20.6087524 49.9654612, 20.608646 49.9655566, 20.6084603 49.9656771, 20.6081202 49.9658621, 20.6073891 49.9662066)",Okocimska,,yes
45662945,False,,,tertiary,,True,156.09499999999997,"LINESTRING (20.609208 49.9650388, 20.6094057 49.9648326, 20.6094465 49.964803, 20.6094975 49.9647755, 20.6095982 49.9647315, 20.6097406 49.9646665, 20.609845 49.9646106, 20.6099656 49.964534, 20.610049 49.9644481, 20.6100741 49.9644038, 20.6100961 49.9643631, 20.6102696 49.9639787, 20.6103113 49.963882)",Okocimska,,
45662965,False,,,residential,,False,200.10499999999996,"LINESTRING (20.6109997 49.9638074, 20.6114267 49.9637576, 20.6116552 49.9637298, 20.6118729 49.9637068, 20.6122116 49.9636693, 20.6123355 49.9636528, 20.6125294 49.9636304, 20.6131293 49.9635608, 20.6133056 49.9635404, 20.613354 49.9635342, 20.6137523 49.9634865)",Piastowska,,
45662965,False,,,residential,,True,49.958000000000006,"LINESTRING (20.6109997 49.9638074, 20.6108399 49.9638238, 20.610444 49.9638725, 20.6103881 49.9638774, 20.6103113 49.963882)",Piastowska,,
45662965,False,,,residential,,True,200.10499999999996,"LINESTRING (20.6137523 49.9634865, 20.613354 49.9635342, 20.6133056 49.9635404, 20.6131293 49.9635608, 20.6125294 49.9636304, 20.6123355 49.9636528, 20.6122116 49.9636693, 20.6118729 49.9637068, 20.6116552 49.9637298, 20.6114267 49.9637576, 20.6109997 49.9638074)",Piastowska,,
45663130,False,,,residential,,False,52.445,"LINESTRING (20.6006628 49.9668455, 20.6012855 49.9669946, 20.60135 49.96701)",Zakątek,,
674100588,False,,,residential,,True,54.833,"LINESTRING (20.60135 49.96701, 20.60109 49.9674739)",11 Listopada,,
45663130,False,,,residential,,True,52.445,"LINESTRING (20.60135 49.96701, 20.6012855 49.9669946, 20.6006628 49.9668455)",Zakątek,,
674100588,False,,,residential,,False,216.898,"LINESTRING (20.60135 49.96701, 20.60177 49.96623, 20.6017817 49.9662129, 20.602033 49.9658456, 20.6022373 49.9656993, 20.60242 49.96561, 20.6026401 49.9655008, 20.6028826 49.9654068)",11 Listopada,,
246497539,False,,,residential,,True,70.05,"LINESTRING (20.60109 49.9674739, 20.6001652 49.9672665)",Pod Sadem,,
674100588,False,,,residential,,False,54.833,"LINESTRING (20.60109 49.9674739, 20.60135 49.96701)",11 Listopada,,
"[45663129, 674100588]",False,,,residential,,True,92.253,"LINESTRING (20.60109 49.9674739, 20.6009164 49.9677993, 20.6009022 49.9678161, 20.6008824 49.9678362, 20.6008651 49.9678484, 20.600854 49.9678531, 20.6008383 49.9678594, 20.6008154 49.9678658, 20.6007969 49.9678693, 20.6007508 49.9678739, 20.6007021 49.9678715, 20.6005987 49.9678609, 20.6004069 49.9678358, 20.6002228 49.967804)","['11 Listopada', 'Widok']",,
"[45663129, 674100588]",False,,,residential,,False,92.253,"LINESTRING (20.6002228 49.967804, 20.6004069 49.9678358, 20.6005987 49.9678609, 20.6007021 49.9678715, 20.6007508 49.9678739, 20.6007969 49.9678693, 20.6008154 49.9678658, 20.6008383 49.9678594, 20.600854 49.9678531, 20.6008651 49.9678484, 20.6008824 49.9678362, 20.6009022 49.9678161, 20.6009164 49.9677993, 20.60109 49.9674739)","['11 Listopada', 'Widok']",,
45663133,False,,,residential,,True,80.022,"LINESTRING (20.6037451 49.9665909, 20.6026898 49.9663519)",,,
45662926,False,,,residential,,False,184.906,"LINESTRING (20.6037451 49.9665909, 20.6039099 49.9662847, 20.6039317 49.966247, 20.6039671 49.9661965, 20.6039944 49.9661676, 20.6040313 49.9661357, 20.6043416 49.9658554, 20.6044235 49.9657617, 20.6046298 49.9655138, 20.6048913 49.9651862, 20.6049439 49.9651265)",Osiedlowa,,
45662926,False,,,residential,,True,14.039000000000001,"LINESTRING (20.6037451 49.9665909, 20.6037245 49.9666282, 20.60368 49.96671)",Osiedlowa,,
45662926,False,,,residential,,False,14.039000000000001,"LINESTRING (20.60368 49.96671, 20.6037245 49.9666282, 20.6037451 49.9665909)",Osiedlowa,,
45662926,False,,,residential,,True,156.097,"LINESTRING (20.60368 49.96671, 20.6035275 49.9670021, 20.6034303 49.9671882, 20.6032016 49.9676354, 20.6029933 49.9680425)",Osiedlowa,,
45663131,False,,,residential,,False,137.329,"LINESTRING (20.60368 49.96671, 20.6037242 49.9667352, 20.6042135 49.9670149, 20.6042405 49.9670374, 20.6042619 49.9670639, 20.6042672 49.9670784, 20.6042677 49.9670951, 20.6042646 49.9671095, 20.6042612 49.9671231, 20.6042578 49.9671321, 20.6040938 49.9674676, 20.6039732 49.9676898, 20.6039539 49.9677081, 20.6039331 49.9677232, 20.6039216 49.9677291, 20.6039091 49.9677346)",Miła,,
45662929,False,,,residential,,False,93.174,"LINESTRING (20.6026898 49.9663519, 20.6030972 49.965556)",19 Stycznia,,
45663133,False,,,residential,,False,80.022,"LINESTRING (20.6026898 49.9663519, 20.6037451 49.9665909)",,,
45662929,False,,,residential,,True,248.353,"LINESTRING (20.6026898 49.9663519, 20.6018675 49.9678849, 20.6018377 49.9679335, 20.6026549 49.9681254)",19 Stycznia,,
45663131,False,,,residential,,True,137.329,"LINESTRING (20.6039091 49.9677346, 20.6039216 49.9677291, 20.6039331 49.9677232, 20.6039539 49.9677081, 20.6039732 49.9676898, 20.6040938 49.9674676, 20.6042578 49.9671321, 20.6042612 49.9671231, 20.6042646 49.9671095, 20.6042677 49.9670951, 20.6042672 49.9670784, 20.6042619 49.9670639, 20.6042405 49.9670374, 20.6042135 49.9670149, 20.6037242 49.9667352, 20.60368 49.96671)",Miła,,
45662926,False,,,residential,,False,33.007999999999996,"LINESTRING (20.6026549 49.9681254, 20.6028552 49.9681619, 20.6028809 49.9681607, 20.6029057 49.9681555, 20.6029283 49.9681455, 20.6029446 49.9681321, 20.6029515 49.9681201, 20.6029933 49.9680425)",Osiedlowa,,
45662929,False,,,residential,,False,248.353,"LINESTRING (20.6026549 49.9681254, 20.6018377 49.9679335, 20.6018675 49.9678849, 20.6026898 49.9663519)",19 Stycznia,,
