osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,junction
145513663,True,2,Juliusza Słowackiego,tertiary,False,84.28699999999999,"LINESTRING (18.4502371 51.0548534, 18.4506774 51.0554381, 18.4507518 51.0555389)",,,
327060075,False,2,Józefa Piłsudskiego,tertiary,False,82.755,"LINESTRING (18.4502371 51.0548534, 18.4499322 51.0549557, 18.4491952 51.0552069)",,,
335348439,False,2,Józefa Piłsudskiego,tertiary,True,181.257,"LINESTRING (18.4502371 51.0548534, 18.4504283 51.0547827, 18.4510625 51.0545586, 18.4519547 51.0542488, 18.4524981 51.0540552)",,,
"[319780258, 319780260, 319780255]",False,2,"['Most Józefa Góreckiego', 'Józefa Piłsudskiego']",tertiary,False,363.91,"LINESTRING (18.4484395 51.0554587, 18.4483369 51.0554916, 18.4472617 51.0558364, 18.4468122 51.0559807, 18.4465449 51.056044, 18.4464757 51.0560577, 18.4464285 51.0560669, 18.4463364 51.0560836, 18.4461348 51.0561144, 18.4458792 51.0561363, 18.4456114 51.0561496, 18.445281 51.0561619, 18.4442396 51.056199, 18.4434727 51.0562263)",50,yes,
319780258,False,2,Józefa Piłsudskiego,tertiary,True,59.783,"LINESTRING (18.4484395 51.0554587, 18.4489161 51.0553027, 18.4491952 51.0552069)",50,,
201788560,True,,Plac Grunwaldzki,residential,False,56.297000000000004,"LINESTRING (18.4514245 51.0565169, 18.4509862 51.0566392, 18.4508117 51.0566828, 18.4506843 51.0567164)",,,
201788570,True,,Wodna,tertiary,False,62.928999999999995,"LINESTRING (18.4514245 51.0565169, 18.4515226 51.0565917, 18.4518049 51.056951, 18.4518527 51.0570123)",,,
202341332,True,,Kaliska,tertiary,False,17.218,"LINESTRING (18.4509369 51.0586249, 18.450828 51.058486)",50,,
"[449826994, 406931547, 406931542]",False,2,Kaliska,tertiary,True,97.75999999999999,"LINESTRING (18.4509369 51.0586249, 18.4509781 51.0586733, 18.4510579 51.0587638, 18.4511314 51.058839, 18.4512963 51.0590105, 18.4515049 51.0592171, 18.4516689 51.0593737)",50,yes,
220244666,False,,Obrońców Pokoju,residential,False,80.588,"LINESTRING (18.4432111 51.0529236, 18.4441264 51.0524829)",,,
201788544,False,,Fabryczna,tertiary,False,97.822,"LINESTRING (18.4432111 51.0529236, 18.4427938 51.0527419, 18.442072 51.0524126)",,,
201788544,False,,Fabryczna,tertiary,True,193.98299999999998,"LINESTRING (18.4432111 51.0529236, 18.4434428 51.0530694, 18.443596 51.0531609, 18.4437715 51.0532737, 18.4439487 51.053393, 18.4443316 51.0536334, 18.4445249 51.053737, 18.4446752 51.0538033, 18.4447329 51.0538288, 18.4450428 51.0539359, 18.445179 51.0539762, 18.4453422 51.0540102)",,,
335348447,True,,Rondo Kalwaryjskie,tertiary,False,12.888000000000002,"LINESTRING (18.4530382 51.0538895, 18.4529901 51.0538655, 18.4529559 51.0538334, 18.4529391 51.0537962)",,,roundabout
335348448,True,,Warszawska,tertiary,False,17.715,"LINESTRING (18.4530382 51.0538895, 18.4529898 51.0539011, 18.4528671 51.0539451, 18.4528166 51.0539659)",,,
201788544,False,,Fabryczna,tertiary,False,144.51,"LINESTRING (18.4473975 51.0540803, 18.4472544 51.054105, 18.4471618 51.0541064, 18.4462713 51.0540646, 18.4458713 51.0540447, 18.4458558 51.0540439, 18.4454718 51.0540237, 18.4453422 51.0540102)",,,
201788565,True,,Senatorska,residential,False,169.695,"LINESTRING (18.4473975 51.0540803, 18.4474972 51.0542122, 18.4478891 51.0547306, 18.4484395 51.0554587)",,,
333838351,False,,Adama Mickiewicza,tertiary,True,54.917,"LINESTRING (18.4473975 51.0540803, 18.4479139 51.0539224, 18.448104 51.0538642)",,,
220529027,True,,Tadeusza Kościuszki,tertiary,False,167.659,"LINESTRING (18.4491952 51.0552069, 18.4490746 51.0550627, 18.4482755 51.0540839, 18.4481984 51.0539852, 18.448104 51.0538642)",,,
319780258,False,2,Józefa Piłsudskiego,tertiary,False,59.783,"LINESTRING (18.4491952 51.0552069, 18.4489161 51.0553027, 18.4484395 51.0554587)",50,,
327060075,False,2,Józefa Piłsudskiego,tertiary,True,82.755,"LINESTRING (18.4491952 51.0552069, 18.4499322 51.0549557, 18.4502371 51.0548534)",,,
145513663,True,2,Juliusza Słowackiego,tertiary,False,23.734,"LINESTRING (18.4507518 51.0555389, 18.4508134 51.0557488)",,,
201788558,True,,Plac Grunwaldzki,tertiary,False,95.497,"LINESTRING (18.4508134 51.0557488, 18.4510604 51.0560675, 18.4514245 51.0565169)",,,
