osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,access,maxspeed,junction,tunnel
"[106485370, 180050699]",Grunwaldzka,residential,False,True,65.113,"LINESTRING (18.2118701 50.9749838, 18.2118218 50.9748623, 18.2118279 50.9747169, 18.2118523 50.9744024)",,,,,,
173527250,Grunwaldzka,tertiary,False,False,81.356,"LINESTRING (18.2118701 50.9749838, 18.2118799 50.9750667, 18.2119448 50.9756121, 18.2119569 50.9757134)",2,,,,,
"[1159755747, 589318446, 1159755755]",Stanisława Moniuszki,tertiary,False,True,192.023,"LINESTRING (18.2118701 50.9749838, 18.2119734 50.9749334, 18.2120185 50.9749296, 18.212145 50.9749175, 18.2130567 50.9748303, 18.2139346 50.9747464, 18.2139835 50.9747417, 18.2140452 50.9747358, 18.2145558 50.9746869)",,,,,,
106908686,Księcia Józefa Poniatowskiego,residential,False,False,122.956,"LINESTRING (18.2113373 50.9697599, 18.2114591 50.9697632, 18.2130646 50.9695718)",,,,,,
184997220,Tadeusza Kościuszki,tertiary,False,False,32.99,"LINESTRING (18.2113373 50.9697599, 18.2113571 50.9695983, 18.2113736 50.9694641)",2,,,,,
"[184997216, 184997217, 184997219, 184997220, 173527238]",Tadeusza Kościuszki,tertiary,False,True,244.394,"LINESTRING (18.2113373 50.9697599, 18.2113314 50.9698285, 18.2113146 50.9699119, 18.2113143 50.9699214, 18.2113074 50.970159, 18.2113205 50.9702566, 18.2113881 50.9704781, 18.2114149 50.9705617, 18.2115068 50.9707088, 18.211711 50.9708606, 18.2126089 50.9714044, 18.2128663 50.9715917)",2,yes,,,,
370674423,Adama Mickiewicza,residential,False,True,16.924,"LINESTRING (18.2115194 50.9736405, 18.211292 50.9735889)",,,,,,
180050699,Grunwaldzka,residential,False,False,66.667,"LINESTRING (18.2115194 50.9736405, 18.2116307 50.973734, 18.2117077 50.9738239, 18.2117995 50.9739695, 18.2118648 50.9741896)",,,,,,
334477653,Księdza Piotra Ściegiennego,residential,True,False,100.849,"LINESTRING (18.2115194 50.9736405, 18.2118574 50.9736854, 18.2119283 50.9736948, 18.212113 50.9737063, 18.2123162 50.9736866, 18.2129264 50.9735848)",1,,,,,
198493018,Drukarska,residential,False,False,52.665,"LINESTRING (18.2158438 50.9726825, 18.2158397 50.9731253, 18.2158398 50.973137, 18.2158432 50.973156)",,,no,,,
