osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref
512971787,2,IV Dywizji Wojska Polskiego,tertiary,30,False,False,134.477,"LINESTRING (15.6540624 54.0498463, 15.6541366 54.0497601, 15.6542065 54.0496779, 15.6543293 54.0495267, 15.6545131 54.0492781, 15.6545535 54.0492212, 15.654567 54.0491999, 15.6546352 54.0490925, 15.6547414 54.0489253, 15.6548365 54.0487787, 15.6548676 54.0487342)",,
512971788,2,IV Dywizji Wojska Polskiego,tertiary,30,False,True,61.237,"LINESTRING (15.6540624 54.0498463, 15.6540241 54.049888, 15.6539576 54.0499543, 15.653883 54.0500276, 15.6536364 54.0502462, 15.6536012 54.0502789, 15.6535646 54.0503128)",,
"[514613290, 174535859]",2,Tadeusza Kościuszki,residential,30,False,True,287.13500000000005,"LINESTRING (15.6540624 54.0498463, 15.6541197 54.0498636, 15.6541507 54.049873, 15.6546315 54.0500085, 15.6549128 54.0500878, 15.6560996 54.050396, 15.6572045 54.0506871, 15.6572992 54.0507104, 15.6574367 54.0507441, 15.6578967 54.0508574, 15.6580762 54.0509014)",,
215651777,2,Karlińska,tertiary,,False,True,398.577,"LINESTRING (15.6500613 54.0541668, 15.6501193 54.0541635, 15.6502164 54.0541785, 15.6502915 54.05419, 15.6503195 54.0541939, 15.6503541 54.0541982, 15.6509014 54.0542694, 15.6527886 54.0545147, 15.6539261 54.0546578, 15.6540911 54.0546789, 15.6541301 54.0546838, 15.6558603 54.0549089, 15.6560244 54.0549303)",,
436513336,,IV Dywizji Wojska Polskiego,tertiary,30,False,False,169.81300000000002,"LINESTRING (15.6500613 54.0541668, 15.6500795 54.0541199, 15.6501708 54.0540341, 15.6501897 54.0540186, 15.6502309 54.0539813, 15.6503107 54.0539053, 15.6503511 54.0538667, 15.6504013 54.0538188, 15.6504408 54.0537775, 15.6505283 54.0536891, 15.6506074 54.0535983, 15.6506494 54.0535516, 15.6508208 54.0533459, 15.6509138 54.0532343, 15.6510516 54.0530721, 15.651136 54.0529728, 15.6512197 54.0528737, 15.6512685 54.0528175)",,
512971833,2,Kołobrzeska,tertiary,40,False,False,18.728,"LINESTRING (15.6500613 54.0541668, 15.650009 54.0541776, 15.6499193 54.0542164, 15.6498396 54.0542691)",,
512971787,2,IV Dywizji Wojska Polskiego,tertiary,30,False,False,11.952,"LINESTRING (15.6551704 54.048238, 15.6552429 54.0481393)",,
512971787,2,IV Dywizji Wojska Polskiego,tertiary,30,False,True,58.61399999999999,"LINESTRING (15.6551704 54.048238, 15.6551119 54.0483351, 15.655092 54.0483698, 15.6550281 54.0484771, 15.6549461 54.0486138, 15.6548973 54.0486886, 15.6548676 54.0487342)",,
"[174535878, 512971790]",2,Adama Mickiewicza,unclassified,30,False,False,78.545,"LINESTRING (15.6551704 54.048238, 15.6550764 54.0482148, 15.6550107 54.0481986, 15.6543857 54.0480229, 15.6540811 54.0479383)",,
174535860,2,Grunwaldzka,residential,,False,False,89.80199999999999,"LINESTRING (15.6525369 54.0472322, 15.6519917 54.0475845, 15.6518975 54.047664, 15.6518243 54.047742, 15.6517178 54.0478736)",,
174535878,2,Adama Mickiewicza,unclassified,,False,False,10.187999999999999,"LINESTRING (15.6525369 54.0472322, 15.6524874 54.0471915, 15.652444 54.0471586)",,
174535878,2,Adama Mickiewicza,unclassified,,False,True,130.879,"LINESTRING (15.6525369 54.0472322, 15.6527391 54.0473889, 15.6530188 54.0475919, 15.6531783 54.047683, 15.6534836 54.0477801, 15.6540811 54.0479383)",,
215654662,2,Kościelna,residential,,False,True,186.44100000000003,"LINESTRING (15.658607 54.0494083, 15.6586958 54.0494841, 15.6587668 54.0495578, 15.6589485 54.0498582, 15.6590878 54.0500752, 15.6591148 54.0501694, 15.6590943 54.050247, 15.6590466 54.0503418, 15.6589113 54.0505937, 15.658847 54.0507288, 15.6587422 54.050915, 15.6586748 54.0509798)",,
"[232167034, 512971789]",2,Kościelna,residential,30,False,False,270.143,"LINESTRING (15.658607 54.0494083, 15.6585256 54.0494064, 15.6582811 54.0493863, 15.658031 54.049351, 15.6578028 54.0493033, 15.6571474 54.0491631, 15.6570068 54.0491122, 15.6563031 54.0487105, 15.6561494 54.0486253, 15.6560222 54.0485343, 15.6559254 54.0484532, 15.655889 54.0484212, 15.6557874 54.0483422, 15.6557384 54.048312, 15.6556674 54.0482733, 15.6555805 54.0482378, 15.6554669 54.0481983, 15.6554057 54.0481822, 15.6553748 54.048174, 15.6552429 54.0481393)",,
"[232167034, 1009231063]",2,Kościelna,residential,,False,True,121.53900000000002,"LINESTRING (15.658607 54.0494083, 15.6587635 54.0493889, 15.6589509 54.04935, 15.6592712 54.0492603, 15.6595968 54.0491854, 15.6597538 54.0491483, 15.6599638 54.0490855, 15.6600804 54.049034, 15.6601717 54.0489875, 15.6602516 54.0489297)",,
