osmid,oneway,name,highway,maxspeed,reversed,length,bridge,geometry,lanes,tunnel
"[225903177, 170260124, 170260126]",False,"['Most Wielkiej Orkiestry Świątecznej Pomocy', 'Adama Mickiewicza']",tertiary,40,True,94.693,yes,"LINESTRING (20.6906133 53.8299643, 20.6905999 53.8299075, 20.6905636 53.8297532, 20.690501 53.829487, 20.6904696 53.8293337, 20.6904204 53.8291646, 20.6904079 53.8291215)",,
234594931,False,Armii Krajowej,tertiary,40,False,114.75699999999999,,"LINESTRING (20.6906133 53.8299643, 20.690911 53.8299849, 20.6921161 53.830069, 20.6923499 53.8300853)",,
"[234595307, 1212124125, 1212124126]",False,Warmińska,tertiary,40,False,224.70600000000002,,"LINESTRING (20.6906133 53.8299643, 20.6904096 53.8300076, 20.6902902 53.8300293, 20.6896865 53.8301135, 20.6887333 53.8302419, 20.6880007 53.8303029, 20.6873837 53.8303192, 20.6872567 53.8303225)",,
945383122,False,Olsztyńska,tertiary,40,False,145.597,,"LINESTRING (20.6853573 53.8262156, 20.6857041 53.8261813, 20.6860444 53.8261369, 20.6863749 53.8260848, 20.6866749 53.8260299, 20.6874901 53.8258644)",,
62757310,False,Targowa,residential,40,False,162.70000000000002,,"LINESTRING (20.6874901 53.8258644, 20.6876841 53.8258278, 20.6880012 53.8257679, 20.6884362 53.8256913, 20.6891252 53.8255875, 20.6894515 53.8255501, 20.6896019 53.8255329, 20.6897005 53.8255216, 20.6898883 53.8255001)",,
"[170146817, 62757330, 170146806]",False,Obrońców Warszawy,tertiary,40,False,70.235,yes,"LINESTRING (20.6874901 53.8258644, 20.6875339 53.8259558, 20.6875706 53.8260228, 20.6876093 53.8260665, 20.6876788 53.8261036, 20.6878795 53.8261747, 20.6882063 53.8262875)",,
945383122,False,Olsztyńska,tertiary,40,True,145.59699999999998,,"LINESTRING (20.6874901 53.8258644, 20.6866749 53.8260299, 20.6863749 53.8260848, 20.6860444 53.8261369, 20.6857041 53.8261813, 20.6853573 53.8262156)",,
234092900,False,Obrońców Warszawy,tertiary,40,False,22.81,,"LINESTRING (20.6896714 53.8262538, 20.690011 53.8262102)",,
"[62757313, 170146812, 170146807]",False,Adama Mickiewicza,tertiary,40,False,52.153,yes,"LINESTRING (20.6896714 53.8262538, 20.6897191 53.826418, 20.6897473 53.8265153, 20.6897856 53.8266474, 20.6898055 53.8267161)",,
170146817,False,Obrońców Warszawy,tertiary,40,True,97.409,,"LINESTRING (20.6896714 53.8262538, 20.6894092 53.8262764, 20.6888771 53.8263224, 20.688657 53.8263307, 20.6884426 53.8263248, 20.688312 53.8263128, 20.6882063 53.8262875)",,
234594931,False,Armii Krajowej,tertiary,40,True,28.683,,"LINESTRING (20.6927311 53.8302115, 20.6923499 53.8300853)",,
170015179,False,Józefa Ignacego Kraszewskiego,residential,40,False,190.67100000000002,,"LINESTRING (20.6927311 53.8302115, 20.6929028 53.8301997, 20.6929509 53.8302035, 20.6936657 53.83026, 20.6938585 53.8302752, 20.6946618 53.8302293, 20.69469 53.8302277, 20.6952509 53.8302032, 20.6954142 53.8301961, 20.6956036 53.8302451)",,
952272474,False,Wojska Polskiego,tertiary,40,False,190.33599999999998,,"LINESTRING (20.6927311 53.8302115, 20.6928553 53.8303706, 20.6929202 53.8304538, 20.6930426 53.8307946, 20.6930626 53.8310219, 20.6930638 53.831036, 20.6930636 53.8310844, 20.6930621 53.8314699, 20.6930619 53.831527, 20.6930573 53.8316084, 20.6930344 53.8318905)",,
952272474,False,Wojska Polskiego,tertiary,40,True,83.882,,"LINESTRING (20.6930877 53.8330177, 20.6930229 53.8322643)",,
234092890,True,Juliusza Słowackiego,residential,40,False,199.1,,"LINESTRING (20.6930877 53.8330177, 20.6933193 53.8329832, 20.6944059 53.8328211, 20.6947317 53.8327725, 20.695152 53.8327098, 20.6959687 53.832588, 20.6960293 53.832579)",2,
1258254709,False,Wojska Polskiego,tertiary,40,False,28.858999999999998,,"LINESTRING (20.6930877 53.8330177, 20.6930989 53.8331312, 20.6931131 53.8332768)",,
185330330,False,,residential,40,False,21.976,,"LINESTRING (20.6962207 53.8305204, 20.6964258 53.8305326, 20.6965545 53.830531)",,
292723145,False,Józefa Ignacego Kraszewskiego,residential,40,False,24.924,,"LINESTRING (20.6962207 53.8305204, 20.6962643 53.8305415, 20.696388 53.8306063, 20.6964511 53.8306918)",,
292723145,False,Józefa Ignacego Kraszewskiego,residential,40,True,51.014,,"LINESTRING (20.6962207 53.8305204, 20.6957109 53.8302728, 20.6956036 53.8302451)",,
235516593,False,Lipowa,residential,40,True,95.73799999999999,,"LINESTRING (20.6971051 53.8324185, 20.6970785 53.8323492, 20.6967915 53.8316019, 20.6967827 53.8315788)",,
235022998,False,Elizy Orzeszkowej,residential,40,True,116.399,,"LINESTRING (20.6985205 53.8313691, 20.6984583 53.8313769, 20.6983718 53.8313877, 20.6968583 53.8315697, 20.6967827 53.8315788)",,
185330313,False,Fabryczna,residential,40,True,75.771,,"LINESTRING (20.6966925 53.8313425, 20.6966139 53.8313418, 20.6960129 53.8313363, 20.695538 53.831332)",,
235516593,False,Lipowa,residential,40,False,26.934,,"LINESTRING (20.6966925 53.8313425, 20.6967238 53.8314243, 20.6967827 53.8315788)",,
235516593,False,Lipowa,residential,40,True,46.112,,"LINESTRING (20.6966925 53.8313425, 20.6966563 53.831241, 20.6965671 53.8309907, 20.6965478 53.8309367)",,
170146815,False,Grunwaldzka,residential,40,False,44.41,,"LINESTRING (20.6904798 53.8266654, 20.6905334 53.8266607, 20.6911078 53.8266102, 20.6911491 53.8266066)",,
170146815,False,Grunwaldzka,residential,40,True,19.804,,"LINESTRING (20.6904798 53.8266654, 20.6904443 53.8266674, 20.6901797 53.826684)",,
170258971,False,Mikołaja Kopernika,residential,40,False,42.83,,"LINESTRING (20.6904798 53.8266654, 20.6904891 53.8266973, 20.6905905 53.827045)",,
170260115,False,Południowa,residential,40,False,85.379,,"LINESTRING (20.6920853 53.8259051, 20.6927025 53.8260221, 20.6928133 53.8260208, 20.6929359 53.8263323)",,
235859217,False,Tadeusza Kościuszki,tertiary,40,True,131.656,,"LINESTRING (20.6920853 53.8259051, 20.6909848 53.8260621, 20.6902462 53.8261606, 20.6902442 53.8261609, 20.6901325 53.8261758)",,
234092900,False,Obrońców Warszawy,tertiary,40,False,8.844,,"LINESTRING (20.690011 53.8262102, 20.6901325 53.8261758)",,
234092900,False,Obrońców Warszawy,tertiary,40,True,22.81,,"LINESTRING (20.690011 53.8262102, 20.6896714 53.8262538)",,
"[170146803, 170146804, 170146805]",False,Mostowa,residential,40,False,53.836,yes,"LINESTRING (20.690011 53.8262102, 20.6900778 53.8263966, 20.6901155 53.8265093, 20.6901683 53.8266543, 20.6901797 53.826684)",,
