osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,name,geometry
705551667,1,46;463,primary,50,roundabout,True,False,5.923,,"LINESTRING (18.209506 50.6821601, 18.2094223 50.6821651)"
21020127,1,463,secondary,,,True,False,39.069,Powstańców Śląskich,"LINESTRING (18.2094223 50.6821651, 18.2092984 50.6822512, 18.2090832 50.6824424)"
705551668,1,46;463,primary,50,roundabout,True,False,16.427,,"LINESTRING (18.2094223 50.6821651, 18.2093664 50.6821546, 18.2093183 50.6821338, 18.2092825 50.6821046, 18.2092626 50.6820699)"
13778309,1,46;463,primary,50,roundabout,True,False,7.055,,"LINESTRING (18.2092626 50.6820699, 18.2092596 50.6820382, 18.20927 50.6820072)"
13778309,1,46;463,primary,50,roundabout,True,False,12.136,,"LINESTRING (18.20927 50.6820072, 18.2093166 50.6819613, 18.2093907 50.6819335)"
13778313,1,46,primary,50,,True,False,46.18300000000001,Warszawska,"LINESTRING (18.20927 50.6820072, 18.2092224 50.6819465, 18.209169 50.6819087, 18.2088788 50.6816757)"
13778309,1,46;463,primary,50,roundabout,True,False,7.510999999999999,,"LINESTRING (18.2093907 50.6819335, 18.2094433 50.681928, 18.2094962 50.6819321)"
13778311,1,46,primary,60,,True,False,52.359,Warszawska,"LINESTRING (18.209634 50.6820594, 18.2097073 50.6821594, 18.209761 50.6822017, 18.2100646 50.6824401)"
705551667,1,46;463,primary,50,roundabout,True,False,15.107,,"LINESTRING (18.209634 50.6820594, 18.2096132 50.6821027, 18.2095684 50.682138, 18.209506 50.6821601)"
13778312,1,46,primary,50,,True,False,50.685,Warszawska,"LINESTRING (18.2100646 50.6824401, 18.2097081 50.6822341, 18.2096374 50.6821937, 18.209506 50.6821601)"
13778314,1,46,primary,50,,True,False,46.108,Warszawska,"LINESTRING (18.2088788 50.6816757, 18.2092464 50.6818702, 18.2093907 50.6819335)"
"[46103760, 1041637394]","['2', '3']",46,primary,50,,False,True,270.861,Warszawska,"LINESTRING (18.2088788 50.6816757, 18.2079626 50.6810783, 18.2079084 50.681043, 18.2065471 50.6801859, 18.2061688 50.6799481)"
624379065,2,463,secondary,50,,False,True,26.796,Wyzwolenia,"LINESTRING (18.2159631 50.6769457, 18.2155952 50.6770067)"
624379062,,,tertiary,50,,False,True,29.896,Kolejowa,"LINESTRING (18.2159631 50.6769457, 18.2159096 50.6769155, 18.2156464 50.6767668)"
624379066,2,463,secondary,50,,False,False,36.724999999999994,Wyzwolenia,"LINESTRING (18.2159631 50.6769457, 18.2162576 50.676899, 18.2164687 50.6768655)"
598348119,1,463,secondary,50,,True,False,26.805,Wyzwolenia,"LINESTRING (18.2137189 50.6778959, 18.2136341 50.6781309)"
173038930,2,463,secondary,50,,False,False,57.083,Wyzwolenia,"LINESTRING (18.2137189 50.6778959, 18.213734 50.6777899, 18.2137467 50.6776677, 18.2137625 50.6775928, 18.213794 50.6775128, 18.2138506 50.6774391, 18.2138905 50.6774025)"
590750983,1,463,secondary,50,roundabout,True,False,7.536,Rondo Jana Labusa,"LINESTRING (18.2135308 50.6781195, 18.2135664 50.6781179, 18.2136015 50.6781218, 18.2136341 50.6781309)"
590750984,1,463,secondary,50,,True,False,28.264999999999997,Wyzwolenia,"LINESTRING (18.2135308 50.6781195, 18.2135802 50.6780663, 18.2136521 50.6779945, 18.2136837 50.6779542, 18.2137189 50.6778959)"
625768435,,,residential,,,True,False,32.718,XX-lecia,"LINESTRING (18.2096973 50.6790351, 18.2098548 50.6793119)"
22562857,2,,tertiary,50,,False,False,256.82099999999997,Opolska,"LINESTRING (18.2096973 50.6790351, 18.2113124 50.6786639, 18.2122992 50.6784371, 18.2128583 50.6783021, 18.2128979 50.6782925, 18.213074 50.6782408, 18.2131124 50.6782295)"
22562857,2,,tertiary,50,,False,True,90.531,Opolska,"LINESTRING (18.2096973 50.6790351, 18.2091646 50.6791551, 18.2087021 50.6792608, 18.2084882 50.6793105)"
22562857,2,,tertiary,50,,False,False,90.531,Opolska,"LINESTRING (18.2084882 50.6793105, 18.2087021 50.6792608, 18.2091646 50.6791551, 18.2096973 50.6790351)"
22562857,2,,tertiary,50,,False,True,139.37800000000001,Opolska,"LINESTRING (18.2084882 50.6793105, 18.2076921 50.6794928, 18.2073282 50.6795668, 18.2072993 50.6795708, 18.2071353 50.6795935, 18.2070511 50.6796051, 18.206781 50.6796348, 18.2065893 50.6796334)"
173038927,,,residential,,,False,True,33.734,Księdza Jana Dzierżona,"LINESTRING (18.2084882 50.6793105, 18.2085421 50.679407, 18.208679 50.6795611, 18.2087039 50.6795794)"
173038927,,,residential,,,False,False,16.166,Księdza Jana Dzierżona,"LINESTRING (18.2088541 50.6796893, 18.2087039 50.6795794)"
21021641,,,residential,,,True,False,134.47,Lipowa,"LINESTRING (18.2088541 50.6796893, 18.208715 50.679787, 18.208453 50.679943, 18.207932 50.680258, 18.20789 50.680288, 18.207863 50.680318, 18.207857 50.680353, 18.207873 50.680388, 18.20791 50.680425, 18.2081305 50.680573)"
21021641,,,residential,,,True,False,2.714,Lipowa,"LINESTRING (18.209918 50.68172, 18.2099389 50.6817405)"
91570814,1,463,secondary,50,,True,False,10.522,Powstańców Śląskich,"LINESTRING (18.209918 50.68172, 18.2100327 50.6816594)"
"[91570737, 1133869684]",1,463,secondary,,,True,False,43.327999999999996,Powstańców Śląskich,"LINESTRING (18.2090832 50.6824424, 18.2092067 50.6822061, 18.2092626 50.6820699)"
