osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction
686085975,residential,False,True,261.019,"LINESTRING (19.8301563 51.427993, 19.8296513 51.4280747, 19.8294985 51.4281207, 19.8294081 51.4281607, 19.8292035 51.4282546, 19.8271693 51.4293697)",,,
1126026046,tertiary,False,False,64.458,"LINESTRING (19.8301563 51.427993, 19.8301643 51.4276826, 19.8301808 51.4274865, 19.8301706 51.4274139)",2,50,
661127493,tertiary,True,False,8.841999999999999,"LINESTRING (19.8301706 51.4274139, 19.8301463 51.4274091, 19.8301253 51.4274, 19.8301096 51.4273875, 19.8301004 51.4273727, 19.8300987 51.4273568)",,30,roundabout
1126026046,tertiary,False,True,64.458,"LINESTRING (19.8301706 51.4274139, 19.8301808 51.4274865, 19.8301643 51.4276826, 19.8301563 51.427993)",2,50,
"[1175755628, 1190894325]",tertiary,False,True,181.81,"LINESTRING (19.8306908 51.4257155, 19.8306987 51.4258133, 19.8306919 51.4259393, 19.8306123 51.426303, 19.8303076 51.4272177, 19.8302639 51.4272788, 19.8302261 51.4273146)",2,50,
686085975,residential,False,False,261.019,"LINESTRING (19.8271693 51.4293697, 19.8292035 51.4282546, 19.8294081 51.4281607, 19.8294985 51.4281207, 19.8296513 51.4280747, 19.8301563 51.427993)",,,
1103505833,tertiary,True,False,16.495,"LINESTRING (19.8302261 51.4273146, 19.8302469 51.4273248, 19.8302617 51.4273385, 19.8302691 51.4273543, 19.8302684 51.4273708, 19.8302597 51.4273863, 19.8302438 51.4273995, 19.8302222 51.427409, 19.830197 51.427414, 19.8301706 51.4274139)",,30,roundabout
"[1175755628, 1190894325]",tertiary,False,False,181.81,"LINESTRING (19.8302261 51.4273146, 19.8302639 51.4272788, 19.8303076 51.4272177, 19.8306123 51.426303, 19.8306919 51.4259393, 19.8306987 51.4258133, 19.8306908 51.4257155)",2,50,
661127493,tertiary,True,False,11.841000000000001,"LINESTRING (19.8300987 51.4273568, 19.8301042 51.427342, 19.8301161 51.4273287, 19.8301336 51.4273181, 19.8301551 51.4273109, 19.8301791 51.4273079, 19.8302034 51.4273091, 19.8302261 51.4273146)",,30,roundabout
