osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,junction
426025258,Marii Konopnickiej,residential,False,True,62.575,,"LINESTRING (17.5972688 52.5249633, 17.5980402 52.5246528)",,
484826316,Wrzesińska,tertiary,False,False,162.41400000000002,2,"LINESTRING (17.5972688 52.5249633, 17.5973434 52.5252871, 17.5973556 52.5253373, 17.5974483 52.5257297, 17.5974852 52.5259027, 17.5974928 52.5259507, 17.5975053 52.5260304, 17.5975117 52.5261024, 17.5975158 52.526223, 17.597504 52.5263775, 17.5975012 52.5264138)",,
484826316,Wrzesińska,tertiary,False,True,84.55000000000001,2,"LINESTRING (17.5972688 52.5249633, 17.5971952 52.5246441, 17.5970952 52.5242103)",,
"[172631974, 1072526862]",Witkowska,tertiary,False,False,239.068,"['2', '4']","LINESTRING (17.6055108 52.5205245, 17.6053748 52.520635, 17.6053109 52.5206869, 17.605041 52.5209051, 17.6049454 52.5209818, 17.6048994 52.5210161, 17.6048057 52.5210911, 17.6040407 52.521719, 17.6035174 52.5221447, 17.6033929 52.5222454)",50,
172213459,Klonowa,residential,False,True,137.30200000000002,,"LINESTRING (17.6038305 52.5257048, 17.6037247 52.5256564, 17.6022079 52.5249631)",,
248676977,Wawrzyńca Surowieckiego,residential,False,True,233.62300000000002,,"LINESTRING (17.6038305 52.5257048, 17.6037009 52.5258397, 17.6036806 52.5258896, 17.6036379 52.5259945, 17.6035464 52.5262193, 17.603449 52.5264587, 17.603348 52.526707, 17.6032012 52.5270679, 17.603026 52.5274983, 17.6029863 52.5275959, 17.6029605 52.5276593, 17.602916 52.5277241)",,
172631974,Witkowska,tertiary,False,False,289.77,2,"LINESTRING (17.6033929 52.5222454, 17.602094 52.5233007, 17.6020156 52.523363, 17.60154 52.5237509, 17.6013104 52.5239389, 17.6009671 52.524217, 17.6008256 52.5243313)",50,
"[172631974, 1072526862]",Witkowska,tertiary,False,True,239.068,"['2', '4']","LINESTRING (17.6033929 52.5222454, 17.6035174 52.5221447, 17.6040407 52.521719, 17.6048057 52.5210911, 17.6048994 52.5210161, 17.6049454 52.5209818, 17.605041 52.5209051, 17.6053109 52.5206869, 17.6053748 52.520635, 17.6055108 52.5205245)",50,
248878924,Wierzbowa,residential,False,True,116.661,,"LINESTRING (17.6033929 52.5222454, 17.603498 52.5222932, 17.6035599 52.5223213, 17.6047743 52.5228733)",,
483080942,,residential,False,False,83.625,,"LINESTRING (17.5937286 52.5209388, 17.5934866 52.5209536, 17.5932419 52.5210093, 17.5931628 52.5210408, 17.5931031 52.5210899, 17.5928802 52.5213869)",,
