osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction,ref,tunnel
597893706,2,Jasnogórska,residential,False,True,28.060000000000002,"LINESTRING (18.6593471 50.2972723, 18.6594149 50.2973174, 18.6594945 50.2973728, 18.6596213 50.2974539)",,,,,
597893707,2,Powstańców Warszawy,tertiary,False,True,23.639000000000003,"LINESTRING (18.6593471 50.2972723, 18.6593768 50.2972787, 18.659411 50.2972835, 18.6594638 50.2972881, 18.6596762 50.2972996)",50,,,,
314521238,3,Feliksa Orlickiego,tertiary,True,False,33.878,"LINESTRING (18.6595172 50.3039953, 18.6596386 50.3041338, 18.6596739 50.3041682, 18.659764 50.3042558)",,,,,
"[26342468, 387299221, 374109285]",,Wybrzeże Armii Krajowej,residential,False,True,776.3479999999998,"LINESTRING (18.6595172 50.3039953, 18.659585 50.3039195, 18.6596831 50.3038505, 18.6597305 50.3038208, 18.659932 50.3036947, 18.6599981 50.3036528, 18.6602001 50.3035249, 18.6602891 50.3034701, 18.6610186 50.3030097, 18.6612533 50.3028616, 18.6614145 50.3027576, 18.6617093 50.3025753, 18.6622118 50.3022646, 18.662361 50.3021693, 18.6625267 50.3020635, 18.663067 50.3017184, 18.6632183 50.3016218, 18.6634002 50.3015057, 18.6640624 50.3010831, 18.6645325 50.3007831, 18.6645804 50.3007525, 18.664878 50.3005652, 18.6653869 50.3002542, 18.6656797 50.300059, 18.665847 50.2999595, 18.6666274 50.2994683, 18.666654 50.2994517, 18.6672505 50.2990662)",,,,,
"[24270825, 975580556]","['2', '3']",Feliksa Orlickiego,tertiary,False,True,342.995,"LINESTRING (18.6622166 50.2990968, 18.6620664 50.2991868, 18.6618767 50.2993008, 18.6616948 50.2994179, 18.6608915 50.2999425, 18.6606116 50.3001567, 18.6604738 50.3002676, 18.6602704 50.3004413, 18.6601085 50.3005836, 18.6598435 50.3008736, 18.6596476 50.3011022, 18.6596016 50.301156, 18.6592903 50.3015223)",,,,,
"[975580557, 24270190]",2,Jasnogórska,residential,False,False,155.845,"LINESTRING (18.6622166 50.2990968, 18.6621514 50.2990525, 18.6620049 50.2989592, 18.6618614 50.2988707, 18.6615963 50.2987015, 18.6614065 50.2985804, 18.6606641 50.2981065)",,,,,
"[104822342, 975580558, 975580559]","['2', '3']",Feliksa Orlickiego,tertiary,False,False,210.36899999999997,"LINESTRING (18.6622166 50.2990968, 18.6625076 50.2989163, 18.6627055 50.2988067, 18.6628666 50.2987065, 18.6639614 50.2980258, 18.6640918 50.2979355, 18.6641292 50.2979144, 18.6641963 50.297877, 18.664289 50.2978334, 18.6643118 50.2978227, 18.6643718 50.2978039)",,,,,
"[26342468, 374109285, 387299221]",,Wybrzeże Armii Krajowej,residential,False,False,776.3480000000001,"LINESTRING (18.6672505 50.2990662, 18.666654 50.2994517, 18.6666274 50.2994683, 18.665847 50.2999595, 18.6656797 50.300059, 18.6653869 50.3002542, 18.664878 50.3005652, 18.6645804 50.3007525, 18.6645325 50.3007831, 18.6640624 50.3010831, 18.6634002 50.3015057, 18.6632183 50.3016218, 18.663067 50.3017184, 18.6625267 50.3020635, 18.662361 50.3021693, 18.6622118 50.3022646, 18.6617093 50.3025753, 18.6614145 50.3027576, 18.6612533 50.3028616, 18.6610186 50.3030097, 18.6602891 50.3034701, 18.6602001 50.3035249, 18.6599981 50.3036528, 18.659932 50.3036947, 18.6597305 50.3038208, 18.6596831 50.3038505, 18.659585 50.3039195, 18.6595172 50.3039953)",,,,,
26342469,,Marii Konopnickiej,residential,True,False,150.09,"LINESTRING (18.6672505 50.2990662, 18.6672988 50.2990983, 18.6676083 50.2993038, 18.6683005 50.2997632, 18.6686558 50.299999, 18.6687157 50.3000388)",,,,,
26342471,,Wybrzeże Armii Krajowej,residential,False,True,174.087,"LINESTRING (18.6672505 50.2990662, 18.6674181 50.2989585, 18.6676424 50.2988144, 18.6681562 50.2984288, 18.6684023 50.2982441, 18.6688237 50.2978691)",,,,,
26342472,2,Henryka Sienkiewicza,residential,False,False,399.93499999999995,"LINESTRING (18.6687157 50.3000388, 18.6682732 50.3008646, 18.6678867 50.301586, 18.6676956 50.3019426, 18.6676383 50.3020495, 18.6675237 50.3022413, 18.6673609 50.3023942, 18.6673188 50.3024337, 18.6667746 50.3026883, 18.6663399 50.3028433, 18.6659272 50.3029507)",,,,,
"[30810856, 30990638]",1,"['Henryka Sienkiewicza', 'Generała Leona Berbeckiego']",residential,True,False,272.49600000000004,"LINESTRING (18.6687157 50.3000388, 18.6687809 50.2999231, 18.6692813 50.299035, 18.6695377 50.29858, 18.6695819 50.2984057, 18.6695215 50.2983485, 18.6690726 50.2980375, 18.6689104 50.2979278, 18.6688653 50.2978973, 18.6688237 50.2978691)",,,,,
26342472,2,Henryka Sienkiewicza,residential,False,True,399.935,"LINESTRING (18.6659272 50.3029507, 18.6663399 50.3028433, 18.6667746 50.3026883, 18.6673188 50.3024337, 18.6673609 50.3023942, 18.6675237 50.3022413, 18.6676383 50.3020495, 18.6676956 50.3019426, 18.6678867 50.301586, 18.6682732 50.3008646, 18.6687157 50.3000388)",,,,,
33228428,3,Feliksa Orlickiego,tertiary,False,True,140.48000000000002,"LINESTRING (18.6589797 50.3027615, 18.6589704 50.3025954, 18.6589835 50.3024261, 18.6590176 50.3022232, 18.6590614 50.3020546, 18.6591682 50.3017563, 18.6592216 50.3016472, 18.6592903 50.3015223)",,,,,
"[22870136, 384560602, 33039525, 33039526]","['2', '3']",Feliksa Orlickiego,tertiary,True,False,142.981,"LINESTRING (18.6589797 50.3027615, 18.6590821 50.3029716, 18.6591864 50.3032821, 18.659226 50.303465, 18.6593061 50.3036621, 18.6593761 50.3037943, 18.6594215 50.3038648, 18.6594497 50.3039086, 18.6595172 50.3039953)",,yes,,,
"[24270249, 1152970394, 105024974]","['2', '3']","['Powstańców Warszawy', 'Plac Marszałka Józefa Piłsudskiego']",tertiary,False,True,161.819,"LINESTRING (18.6663822 50.2974071, 18.6663112 50.2974525, 18.6662975 50.2974612, 18.6658827 50.2977444, 18.6658181 50.2977707, 18.6657444 50.2977876, 18.6656668 50.2977947, 18.6655761 50.2977921, 18.6649205 50.2977393, 18.6648424 50.2977356, 18.6647602 50.2977349, 18.664693 50.2977385, 18.6645913 50.2977512, 18.6644663 50.2977774, 18.6643718 50.2978039)",,,,,
"[155902128, 604857407]",3,Plac Marszałka Józefa Piłsudskiego,tertiary,False,False,71.467,"LINESTRING (18.6663822 50.2974071, 18.6667658 50.2971554, 18.6668901 50.2970738, 18.6669489 50.2970402, 18.6670027 50.2970166, 18.6670637 50.2969989, 18.6671275 50.2969862)",,,,,
89211865,,Plebiscytowa,residential,True,False,282.84999999999997,"LINESTRING (18.6557874 50.297763, 18.6558575 50.2978097, 18.6565453 50.2982636, 18.6571486 50.2986621, 18.6573052 50.2987704, 18.6574142 50.2988457, 18.6573432 50.298888, 18.6567209 50.2992591, 18.656318 50.2994994, 18.6562207 50.2995574)",30,,,,
"[246322512, 975582854]",3,Stanisława Wyspiańskiego,tertiary,False,False,308.67499999999995,"LINESTRING (18.6562207 50.2995574, 18.6572917 50.3002412, 18.6588021 50.3012058, 18.6588803 50.3012582, 18.6589766 50.3013233, 18.6590781 50.3013919, 18.6592903 50.3015223)",,,,,
"[89815936, 89815932]",,Wybrzeże Wojska Polskiego,living_street,True,False,236.284,"LINESTRING (18.6683667 50.2976417, 18.6676641 50.298221, 18.6669177 50.2987321, 18.6664485 50.2984528, 18.6663844 50.2981723)",,,,,
949977537,,Plac Marszałka Józefa Piłsudskiego,residential,False,True,25.42,"LINESTRING (18.6677058 50.2972002, 18.6674568 50.2973644)",,,,,
105024992,1,Generała Leona Berbeckiego,residential,True,False,67.926,"LINESTRING (18.6677058 50.2972002, 18.6682889 50.29759, 18.6683667 50.2976417)",,,,,
"[105024978, 89815938]",,Plac Marszałka Józefa Piłsudskiego,residential,False,False,120.594,"LINESTRING (18.6663844 50.2981723, 18.6663737 50.2981087, 18.6664074 50.298054, 18.6673988 50.2973995, 18.6674568 50.2973644)",,,,,
140382385,1,Rondo Doktora Stanisława Byliny,secondary,True,False,10.629000000000001,"LINESTRING (18.6673185 50.3045639, 18.6672501 50.3045833, 18.6671757 50.3045884)",,,roundabout,,
344897916,,Stanisława Dubois,unclassified,True,False,30.33,"LINESTRING (18.6673185 50.3045639, 18.6673219 50.3046568, 18.6673164 50.3046841, 18.6673177 50.3047605, 18.6673027 50.3048358)",,,,,
140382385,1,Rondo Doktora Stanisława Byliny,secondary,True,False,9.38,"LINESTRING (18.6672966 50.304296, 18.6673509 50.30432, 18.667393 50.3043525)",,,roundabout,,
140382385,1,Rondo Doktora Stanisława Byliny,secondary,True,False,16.8,"LINESTRING (18.6674293 50.3044365, 18.6674152 50.304486, 18.6673769 50.3045301, 18.6673185 50.3045639)",,,roundabout,,
140382385,1,Rondo Doktora Stanisława Byliny,secondary,True,False,18.687,"LINESTRING (18.6671757 50.3045884, 18.6671142 50.3045814, 18.6670576 50.3045646, 18.6670051 50.3045359, 18.6669674 50.3044989)",,,roundabout,,
140382386,,Doktora Stanisława Byliny,secondary,True,False,26.251000000000005,"LINESTRING (18.6677885 50.304388, 18.6676737 50.3044106, 18.6675515 50.304414, 18.6674975 50.3044239, 18.6674293 50.3044365)",,,,,
151385864,2,Doktora Stanisława Byliny,secondary,False,False,17.484,"LINESTRING (18.6677885 50.304388, 18.6678898 50.3043886, 18.6680338 50.3043785)",,,,,
140382385,1,Rondo Doktora Stanisława Byliny,secondary,True,False,6.025,"LINESTRING (18.6669674 50.3044989, 18.6669531 50.3044734, 18.6669459 50.3044467)",,,roundabout,,
151386049,1,,primary_link,True,False,170.23,"LINESTRING (18.6669674 50.3044989, 18.6668245 50.3045192, 18.6666873 50.3045387, 18.6666053 50.3045504, 18.6661263 50.3045879, 18.6657578 50.3045884, 18.6654149 50.3045771, 18.6650284 50.3045689, 18.6645911 50.304517)",,,,,
1038806828,,Henryka Sienkiewicza,unclassified,True,False,15.475,"LINESTRING (18.6660067 50.3039377, 18.6659473 50.3038038)",,,,,
476988210,,Henryka Sienkiewicza,unclassified,True,False,34.728,"LINESTRING (18.6659473 50.3038038, 18.6661001 50.3039321, 18.6661684 50.3039989, 18.6661955 50.3040681)",,,,,
1103516689,2,Henryka Sienkiewicza,residential,False,True,71.926,"LINESTRING (18.6659473 50.3038038, 18.6659129 50.3037429, 18.6658789 50.3036674, 18.6658579 50.303621, 18.6658521 50.3035931, 18.6658391 50.3035164, 18.6658379 50.3034604, 18.6658343 50.3032941, 18.6658337 50.3032155, 18.6658322 50.3031665)",,,,,
140382621,,Henryka Sienkiewicza,secondary,True,False,23.054,"LINESTRING (18.6666907 50.3042946, 18.6668167 50.3042958, 18.6668583 50.3043028, 18.6668762 50.3043063, 18.6669524 50.3043209, 18.6670079 50.30433)",,,,,
"[462655021, 140382623]",,Henryka Sienkiewicza,secondary,False,"[False, True]",43.4,"LINESTRING (18.6666907 50.3042946, 18.6665404 50.3042394, 18.6663889 50.3041746, 18.6662951 50.3041241, 18.6661955 50.3040681)",,yes,,,
151385846,,Henryka Sienkiewicza,unclassified,True,False,20.13,"LINESTRING (18.6661955 50.3040681, 18.666088 50.3040196, 18.6660067 50.3039377)",,,,,
"[462655021, 140382623]",,Henryka Sienkiewicza,secondary,False,"[False, True]",43.4,"LINESTRING (18.6661955 50.3040681, 18.6662951 50.3041241, 18.6663889 50.3041746, 18.6665404 50.3042394, 18.6666907 50.3042946)",,yes,,,
462655022,,,primary_link,True,False,220.88199999999998,"LINESTRING (18.6661955 50.3040681, 18.6664107 50.3040066, 18.6667578 50.3038823, 18.6671226 50.3037188, 18.6674273 50.3035637, 18.6675935 50.3034745, 18.6677327 50.3033998, 18.6682221 50.3031474, 18.6686938 50.3028972)",,,,,
151385988,1,Drogowa Trasa Średnicowa,primary_link,True,False,23.777,"LINESTRING (18.6659055 50.3041324, 18.6659774 50.3040787, 18.6659902 50.3040353, 18.6660091 50.3039834, 18.6660067 50.3039377)",,,,,
970093528,1,,primary_link,True,False,21.802,"LINESTRING (18.6659055 50.3041324, 18.6660546 50.3040994, 18.6661955 50.3040681)",,,,,
140384037,,,primary_link,True,False,194.031,"LINESTRING (18.659764 50.3042558, 18.6599889 50.3042317, 18.6602124 50.3042078, 18.6606988 50.304192, 18.6610025 50.3041953, 18.6615067 50.3042387, 18.6624667 50.3043574)",,,,,
404737880,3,Feliksa Orlickiego,tertiary,True,False,50.878,"LINESTRING (18.659764 50.3042558, 18.660081 50.3044824, 18.6602413 50.304597)",,,,,
379678997,2,Jana Śliwki,tertiary,True,False,34.794,"LINESTRING (18.6602413 50.304597, 18.6605486 50.3048407)",,,,,
404737884,,,primary_link,True,False,18.138,"LINESTRING (18.6602413 50.304597, 18.6599881 50.3046183)",,,,,
669759380,,,primary_link,True,False,14.285,"LINESTRING (18.6595711 50.3042922, 18.659764 50.3042558)",,,,,
151386123,2,Feliksa Orlickiego,tertiary,True,False,21.972,"LINESTRING (18.6595711 50.3042922, 18.6595125 50.3042342, 18.6594021 50.3041267)",,,,,
466157952,3,Feliksa Orlickiego,tertiary,True,False,46.818,"LINESTRING (18.6599881 50.3046183, 18.6595711 50.3042922)",,,,,
151386006,,,secondary_link,True,False,62.86099999999999,"LINESTRING (18.6677558 50.303937, 18.6676957 50.3040157, 18.667675 50.304076, 18.6676722 50.3041242, 18.6676883 50.3041873, 18.6677372 50.3042528, 18.667775 50.3042787, 18.6678228 50.3043115, 18.6678768 50.3043333, 18.6679071 50.3043455, 18.6680338 50.3043785)",,,,,
151386031,,Stanisława Dubois,secondary,True,False,55.331,"LINESTRING (18.6677558 50.303937, 18.6676896 50.3039721, 18.6675221 50.3040488, 18.6673654 50.3041229, 18.6673093 50.3041734, 18.6672945 50.3042018, 18.6672933 50.3042099, 18.6672886 50.304241, 18.6672929 50.3042655, 18.6672966 50.304296)",,,,,
"[151386120, 669759382, 151386118]",2,Feliksa Orlickiego,tertiary,True,False,70.357,"LINESTRING (18.6594021 50.3041267, 18.6593754 50.3040872, 18.6593003 50.3039953, 18.6592204 50.3038768, 18.6591461 50.3037532, 18.6590928 50.3036417, 18.6590585 50.3035359)",,yes,,,
140382385,1,Rondo Doktora Stanisława Byliny,secondary,True,False,22.299999999999997,"LINESTRING (18.6670079 50.30433, 18.6670694 50.3042988, 18.6671433 50.3042819, 18.6672218 50.3042809, 18.6672966 50.304296)",,,roundabout,,
151385864,2,Doktora Stanisława Byliny,secondary,False,True,17.484,"LINESTRING (18.6680338 50.3043785, 18.6678898 50.3043886, 18.6677885 50.304388)",,,,,
151385996,,,primary_link,True,False,30.081000000000003,"LINESTRING (18.6592163 50.3043568, 18.6592639 50.3043353, 18.6593223 50.3042977, 18.6593605 50.3042444, 18.6593817 50.3042159, 18.6593885 50.3041862, 18.6594021 50.3041267)",,,,,
669759381,,,primary_link,True,False,26.203,"LINESTRING (18.6592163 50.3043568, 18.6593747 50.3043276, 18.6594133 50.3043206, 18.6594635 50.3043116, 18.6595711 50.3042922)",,,,,
140382385,1,Rondo Doktora Stanisława Byliny,secondary,True,False,14.067999999999998,"LINESTRING (18.6669459 50.3044467, 18.6669469 50.304415, 18.666958 50.3043842, 18.6669786 50.3043555, 18.6670079 50.30433)",,,roundabout,,
151385968,,Henryka Sienkiewicza,secondary,True,False,25.096,"LINESTRING (18.6669459 50.3044467, 18.6668882 50.3043932, 18.6668312 50.3043669, 18.6667769 50.304346, 18.6666907 50.3042946)",,,,,
448660301,3,Drogowa Trasa Średnicowa,primary,True,False,116.833,"LINESTRING (18.6645911 50.304517, 18.6642671 50.3045173, 18.6639664 50.3045119, 18.6636057 50.3045033, 18.662948 50.3044741)",,,,902,
151385989,,Drogowa Trasa Średnicowa,primary_link,True,False,40.763,"LINESTRING (18.6607966 50.3045667, 18.6606384 50.3046135, 18.6605962 50.3046426, 18.6605531 50.3046724, 18.660539 50.3046911, 18.6605218 50.3047343, 18.6605144 50.3047528, 18.6605486 50.3048407)",,,,,
448763042,,,primary_link,True,False,39.588,"LINESTRING (18.6607966 50.3045667, 18.6605014 50.3045804, 18.6604385 50.3045833, 18.6603876 50.3045868, 18.6602413 50.304597)",,,,,
1050449853,2,Jana Śliwki,tertiary,True,False,70.505,"LINESTRING (18.6605486 50.3048407, 18.6611593 50.3053406)",,,,,
"[404737881, 669759378, 669759379]","['2', '3']",Jana Śliwki,tertiary,True,False,115.813,"LINESTRING (18.6611593 50.3053406, 18.6608815 50.3052017, 18.660649 50.3050548, 18.6605783 50.3050101, 18.6600921 50.3046823, 18.6599881 50.3046183)",50,,,,
26342471,,Wybrzeże Armii Krajowej,residential,False,False,174.08700000000002,"LINESTRING (18.6688237 50.2978691, 18.6684023 50.2982441, 18.6681562 50.2984288, 18.6676424 50.2988144, 18.6674181 50.2989585, 18.6672505 50.2990662)",,,,,
4601863,3,Prymasa Stefana Wyszyńskiego,tertiary,False,True,18.532,"LINESTRING (18.667595 50.296917, 18.6675531 50.2969386, 18.6675036 50.2969568, 18.6674655 50.2969668, 18.6674282 50.2969726, 18.6673583 50.2969777)",,,,,
"[975706886, 475891631]",1,Prymasa Stefana Wyszyńskiego,residential,True,False,25.642,"LINESTRING (18.667595 50.296917, 18.6675978 50.29702, 18.6675919 50.2970488, 18.6675918 50.2970813, 18.6676233 50.2971442)",,,,,
"[155902128, 604857407]",3,Plac Marszałka Józefa Piłsudskiego,tertiary,False,True,71.467,"LINESTRING (18.6671275 50.2969862, 18.6670637 50.2969989, 18.6670027 50.2970166, 18.6669489 50.2970402, 18.6668901 50.2970738, 18.6667658 50.2971554, 18.6663822 50.2974071)",,,,,
949977535,1,Generała Leona Berbeckiego,residential,True,False,20.582,"LINESTRING (18.6671275 50.2969862, 18.6671429 50.2969233, 18.6671472 50.2968911, 18.6671461 50.2968609, 18.6671275 50.2968032)",,,,,
949977536,3,Plac Marszałka Józefa Piłsudskiego,tertiary,False,False,16.43,"LINESTRING (18.6671275 50.2969862, 18.6671813 50.2969822, 18.6673583 50.2969777)",,,,,
24270190,,Jasnogórska,residential,False,False,30.730999999999998,"LINESTRING (18.6599271 50.2976494, 18.6596388 50.2974649, 18.6596213 50.2974539)",,,,,
24270190,,Jasnogórska,residential,False,True,72.968,"LINESTRING (18.6599271 50.2976494, 18.6604514 50.2979779, 18.6605924 50.2980632, 18.6606641 50.2981065)",,,,,
"[186703322, 283575454, 283575455]",,Andrzeja Mielęckiego,residential,False,False,133.635,"LINESTRING (18.6599271 50.2976494, 18.6597977 50.297736, 18.6597523 50.2977664, 18.6596388 50.2978423, 18.6595683 50.2978895, 18.6588382 50.2983613, 18.6587825 50.2983959, 18.6586066 50.2985053)",30,,,,yes
"[186703322, 283575454, 283575455]",,Andrzeja Mielęckiego,residential,False,True,133.635,"LINESTRING (18.6586066 50.2985053, 18.6587825 50.2983959, 18.6588382 50.2983613, 18.6595683 50.2978895, 18.6596388 50.2978423, 18.6597523 50.2977664, 18.6597977 50.297736, 18.6599271 50.2976494)",30,,,,yes
1103516689,2,Henryka Sienkiewicza,residential,False,False,71.926,"LINESTRING (18.6658322 50.3031665, 18.6658337 50.3032155, 18.6658343 50.3032941, 18.6658379 50.3034604, 18.6658391 50.3035164, 18.6658521 50.3035931, 18.6658579 50.303621, 18.6658789 50.3036674, 18.6659129 50.3037429, 18.6659473 50.3038038)",,,,,
151386031,,Stanisława Dubois,secondary,True,False,114.982,"LINESTRING (18.6688092 50.3031574, 18.6684657 50.303462, 18.6683415 50.3035652, 18.6682247 50.3036534, 18.6681235 50.3037221, 18.6680021 50.3038022, 18.6677558 50.303937)",,,,,
450187532,3,Drogowa Trasa Średnicowa,primary,True,False,109.015,"LINESTRING (18.6624667 50.3043574, 18.6631831 50.3043875, 18.6639996 50.3044059)",,,,902,
140382385,1,Rondo Doktora Stanisława Byliny,secondary,True,False,9.789,"LINESTRING (18.667393 50.3043525, 18.6674206 50.3043928, 18.6674293 50.3044365)",,,roundabout,,
151385922,,Doktora Stanisława Byliny,secondary,True,False,28.622999999999998,"LINESTRING (18.667393 50.3043525, 18.6675286 50.3043536, 18.6676634 50.3043608, 18.6677885 50.304388)",,,,,
"[448763043, 198312427]","['1', '2']",,primary_link,True,False,153.336,"LINESTRING (18.662948 50.3044741, 18.6623931 50.30452, 18.6621337 50.304524, 18.6615641 50.3045277, 18.6611577 50.3045399, 18.6607966 50.3045667)",,,,,
22870126,2,Powstańców Warszawy,tertiary,False,True,127.79899999999999,"LINESTRING (18.6596762 50.2972996, 18.6597353 50.2973027, 18.6598794 50.2973108, 18.6606969 50.2973567, 18.6609725 50.2973686, 18.6612294 50.2973863, 18.6612973 50.2973898, 18.6614684 50.2974)",50,,,,
"[975586779, 216879030]",1,Powstańców Warszawy,residential,True,False,18.159,"LINESTRING (18.6596762 50.2972996, 18.6596282 50.297352, 18.6596202 50.2973726, 18.6596182 50.2973934, 18.6596213 50.2974539)",,,,,
597893707,2,Powstańców Warszawy,tertiary,False,False,23.639000000000003,"LINESTRING (18.6596762 50.2972996, 18.6594638 50.2972881, 18.659411 50.2972835, 18.6593768 50.2972787, 18.6593471 50.2972723)",50,,,,
24270190,,Jasnogórska,residential,False,True,30.730999999999998,"LINESTRING (18.6596213 50.2974539, 18.6596388 50.2974649, 18.6599271 50.2976494)",,,,,
597893706,2,Jasnogórska,residential,False,False,28.06,"LINESTRING (18.6596213 50.2974539, 18.6594945 50.2973728, 18.6594149 50.2973174, 18.6593471 50.2972723)",,,,,
24270190,,Jasnogórska,residential,False,False,72.968,"LINESTRING (18.6606641 50.2981065, 18.6605924 50.2980632, 18.6604514 50.2979779, 18.6599271 50.2976494)",,,,,
"[975580557, 24270190]",2,Jasnogórska,residential,False,True,155.845,"LINESTRING (18.6606641 50.2981065, 18.6614065 50.2985804, 18.6615963 50.2987015, 18.6618614 50.2988707, 18.6620049 50.2989592, 18.6621514 50.2990525, 18.6622166 50.2990968)",,,,,
22870126,2,Powstańców Warszawy,tertiary,False,False,127.799,"LINESTRING (18.6614684 50.2974, 18.6612973 50.2973898, 18.6612294 50.2973863, 18.6609725 50.2973686, 18.6606969 50.2973567, 18.6598794 50.2973108, 18.6597353 50.2973027, 18.6596762 50.2972996)",50,,,,
"[544267189, 22870126]","['2', '4']",Powstańców Warszawy,tertiary,False,True,217.19799999999998,"LINESTRING (18.6614684 50.2974, 18.6616857 50.2974132, 18.6619279 50.2974322, 18.6625873 50.2974882, 18.6632205 50.2975425, 18.6639403 50.2976042, 18.6640826 50.2976199, 18.6641255 50.2976296, 18.6641831 50.2976518, 18.6642313 50.2976749, 18.6642872 50.297712, 18.6643309 50.2977545, 18.6643718 50.2978039)",50,,,,
283579265,1,Młyńska,residential,True,False,97.14599999999999,"LINESTRING (18.6614684 50.2974, 18.6613755 50.2974752, 18.6613693 50.2974807, 18.6607529 50.2980277, 18.6606641 50.2981065)",,,,,
344898882,,Stanisława Dubois,unclassified,True,False,29.169999999999998,"LINESTRING (18.6673027 50.3048358, 18.6672434 50.3047487, 18.6671936 50.3046712, 18.6671859 50.3046357, 18.6671757 50.3045884)",,,,,
669759383,2,Feliksa Orlickiego,tertiary,True,False,86.64099999999999,"LINESTRING (18.6590585 50.3035359, 18.6590412 50.3034764, 18.6590159 50.3033165, 18.658954 50.3029822, 18.6589797 50.3027615)",,,,,
151385818,2,Drogowa Trasa Średnicowa,primary,True,False,394.768,"LINESTRING (18.6639996 50.3044059, 18.6643431 50.3044126, 18.6647064 50.3044062, 18.6651148 50.3043886, 18.6655254 50.3043515, 18.6659035 50.3043019, 18.6662457 50.3042311, 18.6664845 50.3041744, 18.6667049 50.304109, 18.6669562 50.3040302, 18.6673071 50.3038851, 18.6675967 50.3037333, 18.667869 50.303561, 18.6681764 50.3033332, 18.6684198 50.3031435, 18.6686938 50.3028972)",70,,,902,
198312429,1,,primary_link,True,False,138.87199999999999,"LINESTRING (18.6639996 50.3044059, 18.6651579 50.304258, 18.6655517 50.3042055, 18.6658639 50.304141, 18.6659055 50.3041324)",50,,,,
604857408,,Generała Leona Berbeckiego,residential,True,False,8.551,"LINESTRING (18.6676233 50.2971442, 18.6677058 50.2972002)",,,,,
949977537,,Plac Marszałka Józefa Piłsudskiego,residential,False,False,25.42,"LINESTRING (18.6674568 50.2973644, 18.6677058 50.2972002)",,,,,
