osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed
33034544,Zgoda,residential,False,False,95.52399999999999,"LINESTRING (22.2234215 50.9224798, 22.2235944 50.9226086, 22.2236844 50.9226741, 22.2239442 50.9228698, 22.224119 50.9230034, 22.2242725 50.9231138, 22.2243015 50.9231357)",,,
1188796019,Ostrowiecka,residential,False,True,137.974,"LINESTRING (22.2351538 50.9287957, 22.2349361 50.9286378, 22.2346859 50.9284581, 22.234556 50.9283613, 22.2342344 50.9281216, 22.2339635 50.927919, 22.2338666 50.9278572)",,,
893655471,Lubelska,tertiary,False,True,33.18,"LINESTRING (22.234198 50.9277592, 22.2340704 50.9277044, 22.2339926 50.9276646, 22.2338289 50.9275731)",,,
893655472,Aleja Tysiąclecia,tertiary,False,True,25.674,"LINESTRING (22.234198 50.9277592, 22.2340224 50.9278064, 22.2338666 50.9278572)",,,
120254581,Sądowa,residential,False,False,186.969,"LINESTRING (22.2327855 50.9269184, 22.232651 50.9269996, 22.2324967 50.9270851, 22.2320738 50.9273266, 22.2320136 50.927361, 22.2318257 50.9274721, 22.2316599 50.9275707, 22.2315852 50.9276119, 22.2315011 50.9276583, 22.2313715 50.9277127, 22.2311497 50.9277937, 22.2309336 50.9278721, 22.2307866 50.9279254, 22.2306984 50.9279501)",,,
341374486,Lubelska,tertiary,False,False,103.188,"LINESTRING (22.2327855 50.9269184, 22.2332913 50.9272335, 22.2334417 50.9273295, 22.2338289 50.9275731)",,,
"[341374486, 341235807]",Lubelska,tertiary,False,True,121.647,"LINESTRING (22.2327855 50.9269184, 22.232584 50.9267933, 22.232464 50.9267162, 22.2323803 50.9266647, 22.2318491 50.9263331, 22.2315534 50.9261479)",,,
75560200,Lubelska,tertiary,True,False,66.886,"LINESTRING (22.2239219 50.9214672, 22.224208 50.9216097, 22.2246393 50.9218631)",1,,
809952119,Lubelska,tertiary,False,False,80.105,"LINESTRING (22.2246393 50.9218631, 22.2254418 50.922376)",,,
120254578,Grodzka,residential,True,False,177.042,"LINESTRING (22.2246393 50.9218631, 22.2246971 50.9218317, 22.2249776 50.9216794, 22.2264618 50.9208738, 22.2265551 50.9208256)",,,
33024278,Krańcowa,residential,False,False,29.927,"LINESTRING (22.2259448 50.9226726, 22.2259925 50.9226363, 22.2261573 50.9225074, 22.2262136 50.9224635)",,,
