osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction
237207825,Walentego Kochelskiego,residential,50,False,True,169.66699999999997,"LINESTRING (18.5742921 51.2231546, 18.5742879 51.2232458, 18.5742961 51.223306, 18.5743473 51.2234898, 18.5743594 51.2235385, 18.5743667 51.2235679, 18.5744516 51.2239106, 18.5744619 51.223952, 18.5744665 51.2239714, 18.5745212 51.2241996, 18.5745806 51.2244547, 18.5745825 51.2245355, 18.5745856 51.2246664)",,,
"[962307427, 1062682404]",Bartosza Głowackiego,tertiary,50,True,False,336.85900000000004,"LINESTRING (18.5742921 51.2231546, 18.5742019 51.2231815, 18.574028 51.223247, 18.5737943 51.2233322, 18.5735816 51.2234098, 18.5733221 51.2235045, 18.5725494 51.2237871, 18.5711653 51.2242739, 18.5710582 51.2243124, 18.5707526 51.2244235, 18.5705672 51.2244857, 18.5700929 51.2246577)",,,
1132700067,Krakowskie Przedmieście,unclassified,50,False,True,33.036,"LINESTRING (18.5742921 51.2231546, 18.5742878 51.223095, 18.5742828 51.2230532, 18.5742638 51.2229791, 18.5742496 51.2229397, 18.574222 51.2228615)",,,
1132700068,Warszawska,tertiary,50,False,False,29.265,"LINESTRING (18.5742921 51.2231546, 18.5743961 51.2231581, 18.5745131 51.2231721, 18.5746991 51.2232127)",2,,
"[42340641, 549118422]",Józefa Piłsudskiego,primary,50,False,False,87.758,"LINESTRING (18.5689285 51.2185946, 18.5690854 51.2185427, 18.5692099 51.2185089, 18.5692776 51.2184974, 18.5693295 51.2184895, 18.5693759 51.2184824, 18.5696813 51.2184481, 18.5698358 51.2184302, 18.57014 51.2183993)","['2', '3']",43,
42340642,Śląska,primary,50,False,False,113.225,"LINESTRING (18.5689285 51.2185946, 18.5688792 51.2185235, 18.5688061 51.218413, 18.5687029 51.2182528, 18.5685615 51.2179596, 18.5684637 51.2177098, 18.5684324 51.2176272)",2,45,
"[549008000, 319023542]",Mikołaja Kopernika,primary,50,False,True,184.918,"LINESTRING (18.5689285 51.2185946, 18.5686843 51.2186836, 18.5674638 51.2191137, 18.5671855 51.2192115, 18.5666162 51.2194119)","['2', '3']",45,
36961432,Kaliska,residential,,True,False,24.109,"LINESTRING (18.5632171 51.221478, 18.5635438 51.2214063)",,,
437406387,Sieradzka,primary,50,False,True,161.516,"LINESTRING (18.5632171 51.221478, 18.5631798 51.2216439, 18.5631743 51.2216643, 18.5631455 51.2218619, 18.563137 51.2219156, 18.5630923 51.222185, 18.5630372 51.2225569, 18.563029 51.2226095, 18.5629826 51.2229229)",3,45,
549008043,Mikołaja Kopernika,primary,50,False,False,38.17,"LINESTRING (18.5632171 51.221478, 18.5632678 51.221311, 18.5632806 51.2212775, 18.5633426 51.2211442)",3,45,
42340645,Świętej Barbary,residential,50,False,True,224.19099999999997,"LINESTRING (18.5654153 51.2198358, 18.5652579 51.2196449, 18.565038 51.2193789, 18.5650087 51.2193358, 18.5646582 51.2188485, 18.5642188 51.2182372, 18.5640988 51.2180916, 18.5640356 51.218015)",,,
549008000,Mikołaja Kopernika,primary,50,False,False,96.00500000000001,"LINESTRING (18.5654153 51.2198358, 18.565532 51.219795, 18.5656043 51.2197697, 18.5661786 51.2195648, 18.5664196 51.2194811, 18.5666162 51.2194119)",2,45,
"[42340648, 549008043, 711799446]",Mikołaja Kopernika,primary,50,False,True,211.74200000000005,"LINESTRING (18.5654153 51.2198358, 18.5651835 51.2199128, 18.5645653 51.2201314, 18.5643633 51.2202228, 18.5641892 51.2203136, 18.5640391 51.2204087, 18.5639583 51.2204665, 18.5638065 51.2205751, 18.5636396 51.2207281, 18.563544 51.22083, 18.5634698 51.2209286, 18.5634092 51.221024, 18.5633426 51.2211442)","['2', '3']",45,
237264805,Krakowskie Przedmieście,primary,50,False,False,19.785,"LINESTRING (18.5738785 51.2179541, 18.5738327 51.2177785)",2,43,
42340613,18 Stycznia,tertiary,40,False,False,99.37100000000001,"LINESTRING (18.5738785 51.2179541, 18.5740606 51.2179241, 18.5741685 51.2179038, 18.574291 51.2178807, 18.5746629 51.2178094, 18.5750412 51.2177368, 18.5752444 51.2176962)",2,486,
319023535,Józefa Piłsudskiego,primary,50,False,True,29.313,"LINESTRING (18.5738785 51.2179541, 18.5735975 51.2179937, 18.5734668 51.2180086)",3,43,
549008039,Krakowskie Przedmieście,unclassified,50,False,False,92.337,"LINESTRING (18.5738785 51.2179541, 18.5739282 51.2181465, 18.5740177 51.2184974, 18.5740743 51.2187753)",,,
42340650,Nowy Rynek,residential,,True,False,38.944,"LINESTRING (18.5662805 51.220994, 18.5662218 51.2208475, 18.5661463 51.220654)",,,
42340652,Nowy Rynek,residential,,True,False,67.928,"LINESTRING (18.5662805 51.220994, 18.5663774 51.2209141, 18.5667008 51.2207316, 18.5669876 51.2205756)",,,
971699944,Nowy Rynek,residential,,True,False,18.999,"LINESTRING (18.5662805 51.220994, 18.5663442 51.2210802, 18.5663939 51.2211494)",,,
"[953233298, 36962798]",Targowa,residential,50,False,True,91.25099999999999,"LINESTRING (18.5758197 51.2199614, 18.5756916 51.219972, 18.5756458 51.2199759, 18.5755444 51.2199844, 18.5753526 51.2200022, 18.5750618 51.2200269, 18.5749603 51.2200352, 18.5748037 51.2200514, 18.5746024 51.2200772, 18.5745258 51.2200882)",,,
42340631,Jana Kilińskiego,residential,,True,False,59.706999999999994,"LINESTRING (18.5758197 51.2199614, 18.5757983 51.2198741, 18.5757146 51.2195031, 18.5757125 51.2194942, 18.5756978 51.2194299)",,,
42340655,Augustiańska,residential,,True,False,104.051,"LINESTRING (18.5685695 51.2209244, 18.5684155 51.2209401, 18.5676274 51.2210157, 18.5672269 51.2210503, 18.567091 51.221058)",,,
311366766,Ludwika Zamenhofa,residential,,False,False,13.721,"LINESTRING (18.5698072 51.2225048, 18.5700026 51.222489)",,,
36957697,Wodna,residential,,False,True,189.264,"LINESTRING (18.5698072 51.2225048, 18.5698186 51.2225963, 18.5698824 51.2229748, 18.5699011 51.2231074, 18.5699126 51.2231983, 18.5699258 51.2233737, 18.5699347 51.2235276, 18.5699604 51.2241472, 18.5699661 51.2242031)",,,
