osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,access
204187108,2,328;364,Zagrodzieńska,secondary,50,False,False,8.97,,"LINESTRING (15.9110637 51.1282733, 15.9110846 51.1283529)",,
"[193516611, 193516610, 24013419]",2,,Kolejowa,tertiary,50,False,False,52.467,yes,"LINESTRING (15.9110637 51.1282733, 15.9110439 51.1281876, 15.9109109 51.1279, 15.910858 51.1278209)",,
204187108,2,328;364,Zagrodzieńska,secondary,50,False,True,70.91900000000001,,"LINESTRING (15.9108081 51.1289648, 15.91087 51.1288016, 15.9108846 51.1287764, 15.9109453 51.1286597, 15.9110084 51.1285486, 15.9110425 51.1284885, 15.9110672 51.1284403, 15.9110846 51.1283529)",,
256831648,,,Zagrodzieńska,tertiary,,False,False,30.934,,"LINESTRING (15.9108081 51.1289648, 15.9107624 51.1290426, 15.9107519 51.1290917, 15.9107651 51.1291364, 15.9107929 51.1291691, 15.9108522 51.1292202)",,
"[24748428, 504078734]",2,,Tadeusza Kościuszki,tertiary,50,False,False,9.952,,"LINESTRING (15.9128458 51.1214143, 15.9128095 51.1214526, 15.9127718 51.1214908)",,
24751554,,,Plac Władysława Reymonta,tertiary,50,True,False,8.661000000000001,,"LINESTRING (15.9128458 51.1214143, 15.9128111 51.1213853, 15.9127986 51.1213663, 15.9127909 51.1213458)",roundabout,
24751557,2,,Stanisława Staszica,residential,50,False,False,132.315,,"LINESTRING (15.9164324 51.1212984, 15.9166643 51.121326, 15.9167246 51.1213362, 15.9167818 51.1213483, 15.9168125 51.1213552, 15.9168478 51.1213617, 15.9169213 51.1213767, 15.9170859 51.1214078, 15.9172664 51.1214498, 15.9175661 51.1215457, 15.9177449 51.1216164, 15.9179308 51.1217011, 15.9180471 51.1217632, 15.9180775 51.1217815, 15.918116 51.1218049)",,
101331016,,,Marii Konopnickiej,residential,,False,True,60.27,,"LINESTRING (15.9164324 51.1212984, 15.9164945 51.1213603, 15.916534 51.1214297, 15.916544 51.1214496, 15.9165539 51.1214694, 15.9165712 51.1215069, 15.91671 51.1218091)",,
271241267,2,,Henryka Sienkiewicza,tertiary,50,False,True,140.542,,"LINESTRING (15.9164324 51.1212984, 15.9162861 51.121311, 15.9162525 51.1213139, 15.9162223 51.1213165, 15.9161593 51.121322, 15.9159876 51.1213368, 15.9158189 51.1213443, 15.9156341 51.1213409, 15.9150995 51.1213282, 15.9149686 51.1213241, 15.9147878 51.1213261, 15.9146601 51.1213404, 15.9145408 51.1213637, 15.9144412 51.1213917)",,
"[521040377, 852036643]",,,Bolesława Krzywoustego,tertiary,,False,True,72.319,,"LINESTRING (15.9164324 51.1212984, 15.9163791 51.1212243, 15.9163596 51.1211972, 15.9163497 51.1211813, 15.9163319 51.1211511, 15.916198 51.1209249, 15.9161469 51.1207914, 15.9161427 51.120726, 15.9161547 51.1206806)",,
24751557,2,,Stanisława Staszica,residential,50,False,False,82.54599999999999,,"LINESTRING (15.9202489 51.1247008, 15.9203683 51.1249584, 15.9204257 51.1250501, 15.9204851 51.125167, 15.9205545 51.125306, 15.9205838 51.1253499, 15.920614 51.1254064)",,
24751557,2,,Stanisława Staszica,residential,50,False,True,91.802,,"LINESTRING (15.9202489 51.1247008, 15.9201739 51.1245073, 15.9201349 51.1244066, 15.9200645 51.1242446, 15.9199935 51.1240917, 15.9199112 51.123903)",,
24751558,1,,Legnicka,tertiary,50,True,False,57.949,,"LINESTRING (15.9223977 51.1260882, 15.9224922 51.1260736, 15.9225266 51.1260684, 15.9226145 51.1260731, 15.9226415 51.1260753, 15.9226733 51.1260769, 15.9231192 51.1261204, 15.9232111 51.1261436)",,
25886670,2,,Legnicka,residential,50,False,False,40.817,,"LINESTRING (15.9223977 51.1260882, 15.9223914 51.1261067, 15.9223794 51.1261213, 15.9222818 51.1262037, 15.9222653 51.1262192, 15.9222467 51.1262357, 15.9221401 51.1263322, 15.9220731 51.1263916)",,
"[1002558872, 1002558873, 1002558874, 1256541698]","['2', '3']",,Stanisława Staszica,tertiary,50,False,True,154.975,,"LINESTRING (15.9223977 51.1260882, 15.9220509 51.1260633, 15.9218745 51.1260467, 15.9218222 51.1260394, 15.9216503 51.1260138, 15.9215022 51.1259824, 15.9214572 51.1259693, 15.9213397 51.125935, 15.9212257 51.1258906, 15.9211512 51.1258528, 15.9210628 51.1258008, 15.920926 51.1257108, 15.9208247 51.1256324, 15.9207725 51.1255817, 15.920614 51.1254064)",,
