osmid,lanes,name,highway,junction,oneway,reversed,length,geometry
40647102,1,Rondo Porozumienia Jastrzębskiego,secondary,roundabout,True,False,16.009999999999998,"LINESTRING (18.6026665 49.9519744, 18.6026115 49.9520371, 18.6025287 49.9520855)"
40647103,2,Aleja Józefa Piłsudskiego,secondary,,True,False,34.64,"LINESTRING (18.6026665 49.9519744, 18.6027056 49.9520166, 18.6029965 49.9522005)"
40647102,1,Rondo Porozumienia Jastrzębskiego,secondary,roundabout,True,False,9.539000000000001,"LINESTRING (18.6025287 49.9520855, 18.6024696 49.9521053, 18.6024057 49.9521176)"
40647102,1,Rondo Porozumienia Jastrzębskiego,secondary,roundabout,True,False,5.591,"LINESTRING (18.6022159 49.9521079, 18.6021461 49.9520853)"
42732649,2,Aleja Józefa Piłsudskiego,secondary,,True,False,19.204,"LINESTRING (18.6020089 49.9518175, 18.601807 49.9517037)"
1022637061,1,Rondo Porozumienia Jastrzębskiego,secondary,roundabout,True,False,14.786,"LINESTRING (18.6020089 49.9518175, 18.6020588 49.9517593, 18.602133 49.951713)"
1022637061,1,Rondo Porozumienia Jastrzębskiego,secondary,roundabout,True,False,25.498,"LINESTRING (18.602133 49.951713, 18.6022114 49.9516857, 18.6022979 49.9516721, 18.602387 49.9516729, 18.6024729 49.9516881)"
40647102,1,Rondo Porozumienia Jastrzębskiego,secondary,roundabout,True,False,13.751999999999999,"LINESTRING (18.6024057 49.9521176, 18.6023097 49.9521212, 18.6022159 49.9521079)"
42732578,,Sybiraków,tertiary,,True,False,54.004000000000005,"LINESTRING (18.6024057 49.9521176, 18.602409 49.9524488, 18.6024275 49.9526028)"
42732577,,Śląska,residential,,False,False,129.174,"LINESTRING (18.5976626 49.9491765, 18.5978595 49.9492148, 18.5983408 49.9493406, 18.5984716 49.9493748, 18.5985866 49.9494039, 18.5987518 49.9494494, 18.5993401 49.9496044)"
1006889730,3,Mazowiecka,tertiary,,False,True,35.849000000000004,"LINESTRING (18.5976626 49.9491765, 18.5975327 49.9493407, 18.5974486 49.9494678)"
164734228,2,Aleja Józefa Piłsudskiego,secondary,,True,False,8.661,"LINESTRING (18.5970127 49.9502944, 18.596895 49.9502762)"
184975439,1,Warszawska,tertiary,,True,False,18.869000000000003,"LINESTRING (18.5970127 49.9502944, 18.5969669 49.9503965, 18.5969555 49.9504304, 18.5969461 49.9504585)"
172796721,1,Warszawska,tertiary,,True,False,12.313,"LINESTRING (18.5970705 49.9501901, 18.5970127 49.9502944)"
164734226,2,Aleja Józefa Piłsudskiego,secondary,,True,False,22.087,"LINESTRING (18.5970705 49.9501901, 18.5971552 49.9502086, 18.597366 49.9502474)"
151644265,,Jana Nowaka-Jeziorańskiego,residential,,False,False,6.513,"LINESTRING (18.5964141 49.9520182, 18.5963232 49.9520213)"
"[151644265, 151644268]",,Jana Nowaka-Jeziorańskiego,residential,,False,"[False, True]",230.37600000000003,"LINESTRING (18.5964141 49.9520182, 18.5965225 49.9520182, 18.5965374 49.9520183, 18.5967787 49.9520174, 18.5968612 49.9520163, 18.5974948 49.9520061, 18.5995648 49.9520141, 18.5996338 49.9520143)"
184975431,1,Warszawska,tertiary,,True,False,90.717,"LINESTRING (18.5964141 49.9520182, 18.5964525 49.9522934, 18.5965243 49.952563, 18.596553 49.9526936, 18.596561 49.9528276)"
42732577,,Śląska,residential,,False,False,278.26300000000003,"LINESTRING (18.5993401 49.9496044, 18.5995261 49.9496514, 18.6002538 49.9498208, 18.6003503 49.9498446, 18.6005979 49.949911, 18.6006587 49.9499335, 18.6009463 49.9500372, 18.6010737 49.950091, 18.60132 49.9501818, 18.6017854 49.9503639, 18.6018858 49.9504072, 18.6020588 49.9504506, 18.6022624 49.9504454, 18.6024314 49.9504192, 18.6025596 49.9503822, 18.6027625 49.9502924, 18.6028401 49.9502604)"
42732577,,Śląska,residential,,False,True,129.174,"LINESTRING (18.5993401 49.9496044, 18.5987518 49.9494494, 18.5985866 49.9494039, 18.5984716 49.9493748, 18.5983408 49.9493406, 18.5978595 49.9492148, 18.5976626 49.9491765)"
