osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge,junction
512983050,True,1,Międzyrzecka,tertiary,False,24.623999999999995,"LINESTRING (22.7175359 52.2110304, 22.7176818 52.210956, 22.7177123 52.2109292, 22.7177271 52.2109009, 22.7177432 52.2108593)",,,
1134725654,True,1,Rynek,secondary,False,23.344,"LINESTRING (22.7175359 52.2110304, 22.7176305 52.2110293, 22.7177032 52.2110335, 22.7177671 52.211049, 22.7178577 52.211083)",698,,
174314118,True,2,Rynek,secondary,False,7.3549999999999995,"LINESTRING (22.7169836 52.2120107, 22.7169509 52.2120064, 22.7169183 52.2119984, 22.7168872 52.2119836)",698,,
200343487,False,,Jana Kilińskiego,residential,False,131.523,"LINESTRING (22.7169836 52.2120107, 22.7169743 52.2120533, 22.7169734 52.2120754, 22.7169778 52.2120994, 22.7169906 52.2121244, 22.7177867 52.2130738)",,,
1134725653,True,,Rynek,secondary,False,48.935,"LINESTRING (22.7178577 52.211083, 22.7182059 52.2114679)",698,,
200399190,False,,Stanisława Moniuszki,residential,False,202.867,"LINESTRING (22.7241312 52.2108974, 22.7240831 52.2108004, 22.7239272 52.2104863, 22.7237877 52.2103877, 22.7235248 52.2102891, 22.7224268 52.2099653, 22.7219225 52.2098533)",,,
289275552,False,,Bialska,secondary,False,70.193,"LINESTRING (22.7241312 52.2108974, 22.7240828 52.210905, 22.7239468 52.2109264, 22.7231452 52.2110799)",698,,
200568565,False,,Kolejowa,tertiary,False,83.28,"LINESTRING (22.71006 52.2145651, 22.710082 52.2146761, 22.7102099 52.2153084)",,,
"[584130577, 571550390, 215061182]",False,,"['Spacerowa', 'Przemysłowa']",residential,"[False, True]",416.64300000000003,"LINESTRING (22.71006 52.2145651, 22.710246 52.2145437, 22.7104732 52.214519, 22.7117521 52.2143762, 22.7123354 52.2145705, 22.7155742 52.215706)",,,
234030753,False,,Marszałka Józefa Piłsudskiego,tertiary,False,132.77700000000002,"LINESTRING (22.71006 52.2145651, 22.7100511 52.214395, 22.7100673 52.2142222, 22.7101337 52.2139963, 22.710143 52.2139645, 22.7101835 52.2138664, 22.7102034 52.2138182, 22.7102269 52.2137661, 22.7103852 52.2134158, 22.7103942 52.213396)",,,
200568565,False,,Kolejowa,tertiary,True,83.28,"LINESTRING (22.7102099 52.2153084, 22.710082 52.2146761, 22.71006 52.2145651)",,,
200343490,False,,Tadeusza Kościuszki,residential,False,82.241,"LINESTRING (22.7203805 52.213117, 22.720575 52.2133154, 22.7207085 52.2134495, 22.7210436 52.2137343)",,,
200343490,False,,Tadeusza Kościuszki,residential,True,84.152,"LINESTRING (22.7203805 52.213117, 22.7201996 52.2129283, 22.7197551 52.2124644)",,,
234030756,False,,Nowa,residential,False,183.28300000000002,"LINESTRING (22.7203805 52.213117, 22.7214112 52.2127873, 22.7225324 52.2125079, 22.7228467 52.2124826)",,,
200343491,False,,Majora Zenona,residential,True,164.395,"LINESTRING (22.7231452 52.2110799, 22.723165 52.2111255, 22.7232623 52.2113489, 22.7233194 52.2116892, 22.7232864 52.2119451, 22.7228467 52.2124826)",,,
289275552,False,,Bialska,secondary,False,125.35100000000001,"LINESTRING (22.7231452 52.2110799, 22.7230571 52.2110978, 22.72301 52.2111074, 22.7226953 52.2111672, 22.7223259 52.211211, 22.7221358 52.2112336, 22.7219709 52.2112424, 22.7215539 52.2112646, 22.7213409 52.211276)",698,,
