osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed,junction
189277270,522,secondary,False,True,228.68,"LINESTRING (19.2048038 53.7520476, 19.2047387 53.7533231, 19.204729 53.7536125, 19.2047302 53.7536384, 19.204725 53.7537564, 19.2047067 53.7540819, 19.2047071 53.7541033)",,,
350686667,,residential,False,True,4.846,"LINESTRING (19.2047213 53.7543789, 19.2046476 53.7543785)",Łąkowa,,
103541637,522,secondary,True,False,167.86399999999998,"LINESTRING (19.2047213 53.7543789, 19.2047216 53.7544405, 19.2046624 53.7550292, 19.2046276 53.7553742, 19.2045731 53.75577, 19.20457 53.7557927, 19.2045673 53.7558122, 19.2045941 53.7558837)",Kisielicka,,
103537933,,residential,True,False,52.817,"LINESTRING (19.1982319 53.7574796, 19.1982976 53.7575183, 19.198882 53.7577574)",Plac Tadeusza Kościuszki,40,
284609025,,residential,False,True,68.03,"LINESTRING (19.1982319 53.7574796, 19.1981761 53.7573114, 19.1981634 53.7572748, 19.1980913 53.7570493, 19.1980743 53.7570037, 19.198029 53.7568797)",Kwidzyńska,,
95435972,,residential,True,False,15.98,"LINESTRING (19.1984775 53.7589011, 19.1983402 53.7588962, 19.198262 53.7588543)",Rynek,40,
344761485,,residential,False,False,16.78,"LINESTRING (19.1984775 53.7589011, 19.1984031 53.7589162, 19.1983295 53.7589398, 19.1982574 53.7589744)",,,
95435972,,residential,True,False,29.734,"LINESTRING (19.198925 53.7588622, 19.1986885 53.7588828, 19.1984775 53.7589011)",Rynek,40,
95435972,,residential,True,False,17.616,"LINESTRING (19.1990832 53.7587449, 19.1990317 53.7588238, 19.198925 53.7588622)",Rynek,40,
192257333,,residential,True,False,22.762,"LINESTRING (19.1990832 53.7587449, 19.1990984 53.7588183, 19.1991784 53.7589402)",Józefa Ignacego Kraszewskiego,,
95435973,,residential,True,False,38.188,"LINESTRING (19.1983034 53.7585189, 19.1985901 53.7584939, 19.1988781 53.7584688)",Rynek,40,
95435979,,residential,True,False,18.395,"LINESTRING (19.1990819 53.7583791, 19.1990405 53.7584896, 19.1990365 53.7585418)",,40,
95435984,,residential,True,False,72.876,"LINESTRING (19.1990819 53.7583791, 19.1992157 53.7583735, 19.199705 53.758353, 19.1997251 53.7583515, 19.2001852 53.7583176)",Wąska,,
333518982,,residential,True,False,18.835,"LINESTRING (19.1991784 53.7589402, 19.1990728 53.7589005, 19.198925 53.7588622)",,40,
333518983,,residential,False,False,40.785000000000004,"LINESTRING (19.1991784 53.7589402, 19.1992026 53.7590514, 19.1992648 53.7593034)",Józefa Ignacego Kraszewskiego,,
95435980,,residential,False,False,62.434,"LINESTRING (19.1968524 53.7585992, 19.1969506 53.7587831, 19.1971101 53.7590976, 19.1971161 53.7591113, 19.1971279 53.7591365)",Krótka,,
95435982,,residential,False,False,83.96400000000001,"LINESTRING (19.1968524 53.7585992, 19.19793 53.7585009, 19.1980391 53.7584931, 19.1981157 53.7584884)",Jagotty,,
95435980,,residential,False,True,62.434,"LINESTRING (19.1971279 53.7591365, 19.1971161 53.7591113, 19.1971101 53.7590976, 19.1969506 53.7587831, 19.1968524 53.7585992)",Krótka,,
95435986,,residential,False,False,42.399,"LINESTRING (19.1971279 53.7591365, 19.1976384 53.7590911, 19.1977662 53.7590819)",Mikołaja Kopernika,,
"[95435986, 95435987, 355668364]",,residential,False,True,253.62400000000002,"LINESTRING (19.1971279 53.7591365, 19.1970948 53.7591395, 19.1968417 53.7591625, 19.196254 53.7592159, 19.1961534 53.7592668, 19.1962617 53.7596014, 19.1973057 53.7595191, 19.1977782 53.7594818, 19.1978408 53.7594769, 19.1977833 53.7591728, 19.1977718 53.7591112, 19.1977662 53.7590819)","['Miła', 'Mikołaja Kopernika']",,
95435981,,residential,False,True,13.37,"LINESTRING (19.198262 53.7588543, 19.198264 53.758918, 19.1982574 53.7589744)",,,
192257336,,residential,True,False,26.658,"LINESTRING (19.198262 53.7588543, 19.1982357 53.758726, 19.1982132 53.7586163)",,40,
394046261,,residential,True,False,15.599,"LINESTRING (19.1982132 53.7586163, 19.1981157 53.7584884)",,40,
95435973,,residential,True,False,13.068,"LINESTRING (19.1982132 53.7586163, 19.1982297 53.7585584, 19.1983034 53.7585189)",Rynek,40,
95435983,,residential,True,False,54.879,"LINESTRING (19.2000085 53.7588885, 19.1998326 53.7589001, 19.1992627 53.7589376, 19.1991784 53.7589402)",Mikołaja Reja,,
95435991,,residential,False,True,92.47299999999998,"LINESTRING (19.2000085 53.7588885, 19.1997882 53.7592794, 19.1995863 53.7594536, 19.1993587 53.759575, 19.1993233 53.7595924)",Wałowa,,
353189902,,residential,False,False,64.70100000000001,"LINESTRING (19.2000085 53.7588885, 19.2000781 53.7585712, 19.200115 53.7584496, 19.2001852 53.7583176)",Wałowa,,
"[95435990, 353189902]",,residential,False,False,223.36599999999999,"LINESTRING (19.2001852 53.7583176, 19.2000927 53.7579161, 19.2000882 53.7578983, 19.2001068 53.7578396, 19.2001913 53.7577944, 19.2002211 53.75779, 19.2005424 53.7577426, 19.2005925 53.7577272, 19.2006368 53.7576927, 19.2006607 53.7576455, 19.2006682 53.7575895, 19.2006025 53.7574102, 19.2003667 53.7567584, 19.2003127 53.7566093, 19.200294 53.7565504)","['Wałowa', 'Legionów']",,
353189902,,residential,False,True,64.701,"LINESTRING (19.2001852 53.7583176, 19.200115 53.7584496, 19.2000781 53.7585712, 19.2000085 53.7588885)",Wałowa,,
95435981,,residential,False,False,7.836,"LINESTRING (19.1982243 53.7590421, 19.1982574 53.7589744)",,,
95435985,,residential,False,False,35.843,"LINESTRING (19.1982243 53.7590421, 19.1982309 53.7590773, 19.1982841 53.7593625)",Bolesława Prusa,,
95435986,,residential,False,True,30.436999999999998,"LINESTRING (19.1982243 53.7590421, 19.1981397 53.7590489, 19.1977662 53.7590819)",Mikołaja Kopernika,,
