osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge
415735436,1,44,Rondo imienia Kazimierza Płonki,primary,50,roundabout,True,False,16.566000000000003,"LINESTRING (19.2152932 50.0414448, 19.2152229 50.041424, 19.2151651 50.041391, 19.2151245 50.0413488)",
1022371560,1,44,Rondo imienia Kazimierza Płonki,primary,50,roundabout,True,False,9.616,"LINESTRING (19.2153153 50.0411145, 19.2153333 50.0411126, 19.2154015 50.0411125, 19.2154485 50.0411194)",
"[173302344, 29572346, 29572348]",2,,"['Most Piastowski', 'Generała Jarosława Dąbrowskiego']",tertiary,50,,False,"[False, True]",298.59999999999997,"LINESTRING (19.2160375 50.040529, 19.2160846 50.0404677, 19.2162219 50.0402915, 19.2163551 50.0402003, 19.216527 50.0401196, 19.2166128 50.040085, 19.2167126 50.040062, 19.2190306 50.0395959, 19.2192603 50.0395571, 19.2194205 50.039537, 19.2197374 50.0394959)",yes
29955764,1,,Generała Jarosława Dąbrowskiego,tertiary,50,,True,False,85.28200000000001,"LINESTRING (19.2160375 50.040529, 19.2159824 50.04072, 19.2159337 50.0408682, 19.2158839 50.0409693, 19.2158396 50.0410373, 19.2157963 50.0410865, 19.2157385 50.0411346, 19.2156229 50.0412342)",
1022371560,1,44,Rondo imienia Kazimierza Płonki,primary,50,roundabout,True,False,12.754999999999999,"LINESTRING (19.2156229 50.0412342, 19.2156328 50.0412912, 19.2156128 50.0413471)",
132577461,2,,Plac Tadeusza Kościuszki,residential,50,,False,True,31.186999999999998,"LINESTRING (19.2237707 50.0378185, 19.223708 50.0376896, 19.2236404 50.0375508)",
"[132577465, 121761741, 923652215]",,,Plac Tadeusza Kościuszki,residential,50,,False,False,102.964,"LINESTRING (19.2237707 50.0378185, 19.2239181 50.0381301, 19.22409 50.0385627, 19.2241157 50.0386284, 19.224143 50.0387127)",
"[132577466, 29572462]",2,,Plac Tadeusza Kościuszki,residential,50,,False,True,193.16600000000003,"LINESTRING (19.2237707 50.0378185, 19.2239763 50.0377797, 19.2241447 50.037748, 19.2244062 50.0376987, 19.2246051 50.0376612, 19.2247466 50.0376345, 19.2248253 50.0376197, 19.2250076 50.03797, 19.2252832 50.0384683, 19.2253526 50.0385937)",
255398513,,,Generała Jarosława Dąbrowskiego,tertiary,50,,False,False,65.677,"LINESTRING (19.2253526 50.0385937, 19.2262533 50.0384745)",
"[132577466, 29572462]",2,,Plac Tadeusza Kościuszki,residential,50,,False,False,193.16599999999997,"LINESTRING (19.2253526 50.0385937, 19.2252832 50.0384683, 19.2250076 50.03797, 19.2248253 50.0376197, 19.2247466 50.0376345, 19.2246051 50.0376612, 19.2244062 50.0376987, 19.2241447 50.037748, 19.2239763 50.0377797, 19.2237707 50.0378185)",
"[255398513, 172928020]",,,Generała Jarosława Dąbrowskiego,tertiary,50,,False,True,87.39399999999999,"LINESTRING (19.2253526 50.0385937, 19.2247178 50.0386563, 19.2245161 50.0386761, 19.224143 50.0387127)",
171442607,1,44,Legionów,primary,50,,True,False,38.849999999999994,"LINESTRING (19.2151274 50.0412098, 19.2151178 50.0411366, 19.2150697 50.0410543, 19.2149268 50.0408902)",
415735436,1,44,Rondo imienia Kazimierza Płonki,primary,50,roundabout,True,False,17.649,"LINESTRING (19.2151274 50.0412098, 19.2151624 50.0411739, 19.2152101 50.0411446, 19.2153153 50.0411145)",
415735436,1,44,Rondo imienia Kazimierza Płonki,primary,50,roundabout,True,False,2.949,"LINESTRING (19.2153336 50.0414503, 19.2152932 50.0414448)",
259520287,,,Majora Piotra Szewczyka,residential,50,,False,True,146.206,"LINESTRING (19.2153336 50.0414503, 19.2153763 50.0415385, 19.2157813 50.0423739, 19.2158079 50.0424753, 19.2158092 50.04272)",
