osmid,lanes,name,highway,junction,oneway,reversed,length,geometry,maxspeed,bridge
1116465145,1,Rondo Starosty Stanisława Chorobika,tertiary,roundabout,True,False,6.049999999999999,"LINESTRING (19.9427296 49.8359651, 19.9427458 49.8359799, 19.9427563 49.8359967, 19.9427603 49.8360147)",,
1116465148,1,Rondo Starosty Stanisława Chorobika,tertiary,roundabout,True,False,4.035,"LINESTRING (19.9427136 49.836078, 19.9426895 49.8360873, 19.9426626 49.8360927)",,
484223139,2,Juliusza Słowackiego,tertiary,,True,False,32.614000000000004,"LINESTRING (19.9396197 49.8334484, 19.9395137 49.8334512, 19.9394599 49.8334507, 19.9394241 49.8334481, 19.9393887 49.8334433, 19.939354 49.8334368, 19.9393004 49.8334253, 19.9392368 49.8334054, 19.9391869 49.8333847)",50,
549803293,1,Juliusza Słowackiego,tertiary,,True,False,79.353,"LINESTRING (19.9405473 49.8329962, 19.9416527 49.8329661)",40,
"[301443057, 920242002, 920242003]",,Adama Mickiewicza,residential,,False,False,48.364,"LINESTRING (19.9405473 49.8329962, 19.9405375 49.83308, 19.9405222 49.8332103, 19.9405263 49.8332873, 19.9405313 49.8333816, 19.9405339 49.8334304)",,yes
103367258,2,Stefana Żeromskiego,tertiary,,True,False,39.980000000000004,"LINESTRING (19.944195 49.8330867, 19.9439934 49.8332741, 19.943889 49.833387)",40,
1116465149,3,Juliusza Słowackiego,tertiary,,True,False,39.297,"LINESTRING (19.944195 49.8330867, 19.9439527 49.8331711, 19.9436936 49.8332256)",50,
41937327,3,Juliusza Słowackiego,tertiary,,True,False,64.988,"LINESTRING (19.9436936 49.8332256, 19.9433562 49.8332511, 19.9431719 49.8332402, 19.9429876 49.8332134, 19.942805 49.8331743)",50,
83009640,,Adama Mickiewicza,residential,,True,False,263.07099999999997,"LINESTRING (19.94091 49.8306961, 19.9405661 49.8311536, 19.9405056 49.8312415, 19.9404633 49.8313444, 19.9404769 49.8317639, 19.9404971 49.8319487, 19.9405311 49.8322592, 19.9405493 49.8324259, 19.9405697 49.8326123, 19.9405745 49.8327929, 19.9405553 49.8329364, 19.9405473 49.8329962)",,
103367246,,Władysława Jagiełły,residential,,False,False,66.303,"LINESTRING (19.94091 49.8306961, 19.9407986 49.8306705, 19.9400391 49.8304962)",,
650932072,,Adama Mickiewicza,residential,,False,True,53.82,"LINESTRING (19.94091 49.8306961, 19.9409907 49.8305635, 19.9409979 49.8305517, 19.9411453 49.8303321, 19.9412005 49.8302499)",,
79427470,,Jagiellońska,residential,,True,False,85.862,"LINESTRING (19.9433273 49.8303714, 19.9431595 49.8303628, 19.9421349 49.8303033)",,
237728622,2,Marszałka Józefa Piłsudskiego,tertiary,,False,True,158.659,"LINESTRING (19.9433273 49.8303714, 19.9433091 49.8304666, 19.9431673 49.8312073, 19.9430563 49.8317875)",,
991453087,3,Juliusza Słowackiego,tertiary,,True,False,62.828,"LINESTRING (19.9450356 49.8329553, 19.9448394 49.8329551, 19.9446431 49.8329808, 19.9444148 49.8330188, 19.944195 49.8330867)",50,
650932072,,Adama Mickiewicza,residential,,False,False,53.81999999999999,"LINESTRING (19.9412005 49.8302499, 19.9411453 49.8303321, 19.9409979 49.8305517, 19.9409907 49.8305635, 19.94091 49.8306961)",,
83009641,2,Marszałka Józefa Piłsudskiego,tertiary,,True,False,26.622,"LINESTRING (19.942805 49.8331743, 19.9428127 49.8331355, 19.9428233 49.833075, 19.9428373 49.8329946, 19.9428504 49.8329367)",,
250964189,2,Juliusza Słowackiego,tertiary,,True,False,169.647,"LINESTRING (19.942805 49.8331743, 19.942664 49.8331554, 19.9425274 49.8331383, 19.9423267 49.8331335, 19.9421481 49.8331662, 19.94202 49.8332098, 19.9415216 49.8333619, 19.9413128 49.8334046, 19.9409573 49.8334252, 19.9405339 49.8334304)",50,
37032295,2,Juliusza Słowackiego,tertiary,,True,False,173.239,"LINESTRING (19.9428504 49.8329367, 19.9430541 49.8329306, 19.9431653 49.8329115, 19.9433386 49.8328692, 19.9435057 49.8328284, 19.9436161 49.8328027, 19.9440859 49.8327022, 19.9441538 49.8326962, 19.9444482 49.8326687, 19.9447617 49.8326666, 19.944959 49.8326703, 19.9450656 49.8326802, 19.9451984 49.8326975)",50,
237728622,2,Marszałka Józefa Piłsudskiego,tertiary,,False,False,128.636,"LINESTRING (19.9428504 49.8329367, 19.9428743 49.8327977, 19.9430382 49.8318892, 19.9430563 49.8317875)",,
103367390,,Generała Stanisława Maczka,residential,,False,False,106.837,"LINESTRING (19.9442781 49.8355687, 19.9442979 49.8355299, 19.9447345 49.8346541)",,
103367268,,Stanisława Pardyaka,residential,,True,False,263.02500000000003,"LINESTRING (19.933796 49.8322466, 19.9341245 49.8322282, 19.9350903 49.8321743, 19.9360352 49.8321847, 19.9363981 49.8321887, 19.9364442 49.8321888, 19.9366171 49.8321892, 19.9371158 49.8321903, 19.9373242 49.8321928, 19.9374581 49.8321944)",30,
103367282,,Podpułkownika Jana Dunin-Brzezińskiego,residential,,False,False,223.61700000000002,"LINESTRING (19.933796 49.8322466, 19.9337965 49.8321335, 19.9337993 49.8314616, 19.9338049 49.8312574, 19.9338273 49.8302357)",30,
103367282,,Podpułkownika Jana Dunin-Brzezińskiego,residential,,False,True,63.022,"LINESTRING (19.933796 49.8322466, 19.9337913 49.8323529, 19.9337943 49.8324694, 19.9338108 49.8326887, 19.9338202 49.8328129)",30,
103367242,,Władysława Broniewskiego,residential,,False,False,160.251,"LINESTRING (19.9446848 49.8318713, 19.9446921 49.8318285, 19.9449206 49.8304826, 19.9449281 49.8304387)",,
103367233,,Jana Kilińskiego,residential,,False,True,25.369,"LINESTRING (19.9364246 49.8335045, 19.9365216 49.8332851)",,
103367244,,Andrzeja Średniawskiego,residential,,True,False,61.675000000000004,"LINESTRING (19.9364246 49.8335045, 19.9363077 49.8335206, 19.9360436 49.8335564, 19.9356272 49.8336977)",,
"[726563995, 726563996, 103367229]",2,Franciszka Żwirki i Stanisława Wigury,residential,,True,False,30.951999999999998,"LINESTRING (19.9451984 49.8326975, 19.9451497 49.8327746, 19.945101 49.8328517, 19.9450356 49.8329553)",,yes
103367379,,Generała Henryka Dąbrowskiego,tertiary,,False,True,68.493,"LINESTRING (19.9356713 49.8353087, 19.9364857 49.8353791, 19.9366184 49.8353875)",,
103368583,,Generała Karola Kniaziewicza,tertiary,,False,False,61.248,"LINESTRING (19.9356713 49.8353087, 19.9352542 49.8349238, 19.9351819 49.8348573)",,
103367282,,Podpułkownika Jana Dunin-Brzezińskiego,residential,,False,True,223.617,"LINESTRING (19.9338273 49.8302357, 19.9338049 49.8312574, 19.9337993 49.8314616, 19.9337965 49.8321335, 19.933796 49.8322466)",30,
25836807,,Henryka Jordana,tertiary,,False,True,50.976,"LINESTRING (19.9397641 49.8352832, 19.9396887 49.8353645, 19.9393652 49.8356624)",,
103367290,,Mikołaja Reja,tertiary,,False,False,71.119,"LINESTRING (19.9397641 49.8352832, 19.9398348 49.8353161, 19.9399769 49.8353655, 19.9406691 49.8355397)",,
