osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
"[29430987, 381205419, 1200662639]",2,35,Wolności,secondary,50,False,True,383.0570000000001,"LINESTRING (16.1882418 50.6624971, 16.1882775 50.6625487, 16.1883514 50.6626267, 16.1883979 50.6626734, 16.1884331 50.6627182, 16.1884622 50.6627651, 16.1884837 50.662817, 16.1885048 50.6629163, 16.1885051 50.6629791, 16.1884956 50.6630622, 16.1884577 50.6633696, 16.1884408 50.663613, 16.1884481 50.6644412, 16.1884577 50.6645611, 16.1884825 50.664682, 16.1886999 50.6652121, 16.1887885 50.6654236, 16.1888115 50.665501, 16.1888281 50.6655921, 16.188833 50.6656754, 16.1888261 50.6657552, 16.1888134 50.6658744)",
"[29461425, 381205410, 381205412]",2,,Adama Mickiewicza,tertiary,50,False,False,42.066,"LINESTRING (16.1882418 50.6624971, 16.1881562 50.6625177, 16.1880405 50.6625534, 16.188007 50.6625637, 16.187801 50.662627, 16.187698 50.6626522)",yes
70720139,,,Dworcowa,residential,50,False,False,543.926,"LINESTRING (16.1920074 50.6659138, 16.1920115 50.6659393, 16.1921266 50.6666624, 16.1921985 50.6670772, 16.1922906 50.6672064, 16.1924045 50.667319, 16.1928115 50.6676887, 16.1928646 50.6677776, 16.1929037 50.667887, 16.1928625 50.6685043, 16.1928527 50.6686508, 16.1928465 50.6689419, 16.1928633 50.6694441, 16.1928909 50.6695528, 16.1929465 50.6697046, 16.1931171 50.6700003, 16.1931896 50.670155, 16.1932408 50.6704595, 16.1932589 50.6706412)",
"[389331161, 70720163]",,,Sportowa,residential,50,False,False,225.254,"LINESTRING (16.1920074 50.6659138, 16.1918266 50.6659088, 16.1903462 50.6658686, 16.1890503 50.6658819, 16.1888134 50.6658744)",
31129755,2,35,Wolności,secondary,40,False,False,95.409,"LINESTRING (16.1888134 50.6658744, 16.188798 50.6660188, 16.1887515 50.6664311, 16.1887398 50.6665702, 16.1887368 50.6666448, 16.1887443 50.6667307)",
"[389331161, 70720163]",,,Sportowa,residential,50,False,True,225.254,"LINESTRING (16.1888134 50.6658744, 16.1890503 50.6658819, 16.1903462 50.6658686, 16.1918266 50.6659088, 16.1920074 50.6659138)",
"[381205419, 29430987, 1200662639]",2,35,Wolności,secondary,50,False,False,383.057,"LINESTRING (16.1888134 50.6658744, 16.1888261 50.6657552, 16.188833 50.6656754, 16.1888281 50.6655921, 16.1888115 50.665501, 16.1887885 50.6654236, 16.1886999 50.6652121, 16.1884825 50.664682, 16.1884577 50.6645611, 16.1884481 50.6644412, 16.1884408 50.663613, 16.1884577 50.6633696, 16.1884956 50.6630622, 16.1885051 50.6629791, 16.1885048 50.6629163, 16.1884837 50.662817, 16.1884622 50.6627651, 16.1884331 50.6627182, 16.1883979 50.6626734, 16.1883514 50.6626267, 16.1882775 50.6625487, 16.1882418 50.6624971)",
"[70720136, 1079576918]",2,,Hoża,tertiary,50,False,True,311.764,"LINESTRING (16.1814981 50.6629923, 16.1816325 50.6629716, 16.1820309 50.6628842, 16.1826616 50.6627535, 16.1828842 50.6627124, 16.1830921 50.6626807, 16.1833076 50.6626511, 16.1835796 50.6626224, 16.1837471 50.6626095, 16.1839661 50.6625964, 16.1841624 50.6625948, 16.1844012 50.662603, 16.1850805 50.6626503, 16.185204 50.6626598, 16.1856844 50.6626933, 16.1858266 50.6626993)",
1095400884,,,Stefana Żeromskiego,residential,,False,False,148.81900000000002,"LINESTRING (16.1814981 50.6629923, 16.1815789 50.6630326, 16.1817589 50.6630896, 16.1822102 50.6633126, 16.182824 50.6637253, 16.1830635 50.6638786)",
"[70720136, 1079576918]",2,,Hoża,tertiary,50,False,False,311.76399999999995,"LINESTRING (16.1858266 50.6626993, 16.1856844 50.6626933, 16.185204 50.6626598, 16.1850805 50.6626503, 16.1844012 50.662603, 16.1841624 50.6625948, 16.1839661 50.6625964, 16.1837471 50.6626095, 16.1835796 50.6626224, 16.1833076 50.6626511, 16.1830921 50.6626807, 16.1828842 50.6627124, 16.1826616 50.6627535, 16.1820309 50.6628842, 16.1816325 50.6629716, 16.1814981 50.6629923)",
"[1079576918, 1079576919]",2,,Hoża,tertiary,50,False,True,132.55999999999997,"LINESTRING (16.1858266 50.6626993, 16.1860429 50.6627094, 16.1862826 50.6627173, 16.1866093 50.6627223, 16.1868039 50.6627198, 16.1868525 50.6627177, 16.186986 50.662712, 16.1873679 50.6626909, 16.187512 50.6626809, 16.1876153 50.6626668, 16.187698 50.6626522)",
381205421,2,35,Wolności,secondary,50,False,False,235.494,"LINESTRING (16.1888496 50.668094, 16.188852 50.6681611, 16.1888691 50.668245, 16.1889288 50.6684652, 16.1889521 50.668541, 16.1889878 50.6686161, 16.1890284 50.6686821, 16.1891136 50.6687835, 16.1892636 50.668939, 16.1894381 50.6691006, 16.1896675 50.6693039, 16.1898806 50.6694928, 16.1904019 50.6699213)",
"[381205418, 381205421]",2,35,Wolności,secondary,50,False,True,152.83200000000002,"LINESTRING (16.1888496 50.668094, 16.1888642 50.6678629, 16.1889035 50.6674593, 16.1889077 50.6673785, 16.1889045 50.6672939, 16.1888933 50.6671924, 16.1888663 50.6670864, 16.1887655 50.6668133, 16.1887567 50.6667873, 16.1887443 50.6667307)",
"[70786160, 391950852]",,,Parkowa,residential,,False,False,202.37199999999999,"LINESTRING (16.1836519 50.6691967, 16.1839074 50.6691095, 16.1840791 50.6690318, 16.1841086 50.6689413, 16.1841308 50.6688601, 16.1841867 50.66875, 16.1842725 50.6686538, 16.1844647 50.6685486, 16.1846577 50.6684548, 16.1850118 50.6683708, 16.185532 50.6682858, 16.1857042 50.6682577, 16.1858201 50.6682)",
"[29461425, 381205410, 381205412]",2,,Adama Mickiewicza,tertiary,50,False,True,42.065999999999995,"LINESTRING (16.187698 50.6626522, 16.187801 50.662627, 16.188007 50.6625637, 16.1880405 50.6625534, 16.1881562 50.6625177, 16.1882418 50.6624971)",yes
"[1079576918, 1079576919]",2,,Hoża,tertiary,50,False,False,132.56,"LINESTRING (16.187698 50.6626522, 16.1876153 50.6626668, 16.187512 50.6626809, 16.1873679 50.6626909, 16.186986 50.662712, 16.1868525 50.6627177, 16.1868039 50.6627198, 16.1866093 50.6627223, 16.1862826 50.6627173, 16.1860429 50.6627094, 16.1858266 50.6626993)",
1095425908,,,Adama Mickiewicza,residential,,False,False,157.707,"LINESTRING (16.187698 50.6626522, 16.1876819 50.6627347, 16.1875905 50.6630403, 16.1875191 50.6632456, 16.1874442 50.6634453, 16.1873067 50.6637566, 16.1872655 50.6638669, 16.1872151 50.6640359)",
