osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge
174303270,2,Armii Krajowej,tertiary,False,True,171.91000000000003,"LINESTRING (14.9537321 50.9074275, 14.9537019 50.9074978, 14.9536624 50.9075803, 14.953615 50.9077489, 14.9534981 50.9079328, 14.9533655 50.9080711, 14.9531384 50.9082274, 14.9529351 50.9083798, 14.9525987 50.908632, 14.9525674 50.9086555, 14.952522 50.9087352)",,
"[1186361619, 174303287]",2,1 Maja,tertiary,False,False,345.46999999999997,"LINESTRING (14.9537321 50.9074275, 14.953613 50.9073579, 14.9534318 50.9072136, 14.9533763 50.9071391, 14.953357 50.9070597, 14.9533566 50.9069747, 14.9533575 50.9069536, 14.9534245 50.9068339, 14.9534677 50.9067588, 14.9535457 50.9066459, 14.9536034 50.9064723, 14.9536872 50.9061966, 14.9537511 50.9059616, 14.9537956 50.9058647, 14.9538992 50.9056961, 14.9539689 50.9055643, 14.9541625 50.905281, 14.9543133 50.9050623, 14.9544097 50.9049176, 14.9544934 50.904792, 14.9545206 50.9047512, 14.9546589 50.9045491)",40,
"[174303272, 245896577, 174303271]",2,"['Most Darczyńców Bogatyni', 'Armii Krajowej']",tertiary,False,False,133.938,"LINESTRING (14.9537321 50.9074275, 14.9537961 50.9073744, 14.9539348 50.9072802, 14.9540491 50.9072104, 14.9541791 50.9071436, 14.9544548 50.9069665, 14.9545258 50.9069268, 14.9546958 50.9068319, 14.954749 50.9068137, 14.9548472 50.9067952, 14.9549808 50.9067722, 14.9551035 50.9067506, 14.9552326 50.9067452)",,yes
174295607,2,Tadeusza Kościuszki,residential,False,True,81.57600000000001,"LINESTRING (14.9546589 50.9045491, 14.9548418 50.904445, 14.9550854 50.9043158, 14.9553274 50.9041875, 14.955385 50.9041569, 14.9554412 50.9041187, 14.9555259 50.9040611)",,
"[1186361619, 174303287]",2,1 Maja,tertiary,False,True,345.47,"LINESTRING (14.9546589 50.9045491, 14.9545206 50.9047512, 14.9544934 50.904792, 14.9544097 50.9049176, 14.9543133 50.9050623, 14.9541625 50.905281, 14.9539689 50.9055643, 14.9538992 50.9056961, 14.9537956 50.9058647, 14.9537511 50.9059616, 14.9536872 50.9061966, 14.9536034 50.9064723, 14.9535457 50.9066459, 14.9534677 50.9067588, 14.9534245 50.9068339, 14.9533575 50.9069536, 14.9533566 50.9069747, 14.953357 50.9070597, 14.9533763 50.9071391, 14.9534318 50.9072136, 14.953613 50.9073579, 14.9537321 50.9074275)",40,
"[174295603, 174295602, 18480579]",2,Dworcowa,residential,False,False,24.060000000000002,"LINESTRING (14.9563113 50.9035666, 14.9563591 50.9035909, 14.9565202 50.9036755, 14.9565732 50.9037063)",30,yes
174295607,2,Tadeusza Kościuszki,residential,False,False,77.83,"LINESTRING (14.9563113 50.9035666, 14.9561178 50.9036903, 14.9558228 50.903879, 14.9557309 50.9039371, 14.9555259 50.9040611)",,
18480652,2,Ignacego Daszyńskiego,residential,False,False,41.431,"LINESTRING (14.958293 50.9045694, 14.9582053 50.9046209, 14.9579727 50.9047434, 14.9578519 50.904817)",,
53117811,2,Żołnierzy II Armii Wojska Polskiego,residential,False,False,97.31400000000001,"LINESTRING (14.958293 50.9045694, 14.9583989 50.9045116, 14.9585138 50.9044488, 14.9586999 50.9043426, 14.959122 50.9040893, 14.9591644 50.9040666, 14.9593218 50.9039824)",,
1214297637,2,Dworcowa,residential,False,True,25.284,"LINESTRING (14.958293 50.9045694, 14.9582215 50.9045307, 14.9580194 50.9044213)",30,
18480652,2,Ignacego Daszyńskiego,residential,False,False,124.17200000000001,"LINESTRING (14.9575554 50.9051244, 14.9574287 50.905282, 14.9572987 50.9054768, 14.9572518 50.9055485, 14.9571704 50.9056728, 14.9569112 50.9060687, 14.9568643 50.9061519)",,
18480652,2,Ignacego Daszyńskiego,residential,False,True,29.156,"LINESTRING (14.9575554 50.9051244, 14.9576286 50.9050331, 14.9577123 50.9049436, 14.9577647 50.9048984)",,
53128434,2,Janusza Kusocińskiego,residential,False,False,44.182,"LINESTRING (14.9575554 50.9051244, 14.9576114 50.9051412, 14.957736 50.9051786, 14.9577874 50.9052099, 14.9578204 50.90523, 14.9578668 50.9052636, 14.9578911 50.9053054, 14.9579244 50.9054115)",,
18480652,2,Ignacego Daszyńskiego,residential,False,True,130.565,"LINESTRING (14.9561141 50.9072264, 14.9563169 50.9069384, 14.9563518 50.9068888, 14.9567951 50.9062603, 14.9568282 50.906202, 14.9568643 50.9061519)",,
103991414,2,Pocztowa,tertiary,False,True,115.832,"LINESTRING (14.9561141 50.9072264, 14.9561726 50.9072511, 14.9563095 50.9073089, 14.9563505 50.9073222, 14.9566862 50.9074335, 14.9568515 50.9074829, 14.9570511 50.9075516, 14.9572903 50.9076052, 14.9576108 50.907647)",,
174303272,2,Armii Krajowej,tertiary,False,True,82.467,"LINESTRING (14.9561141 50.9072264, 14.956068 50.907194, 14.9559969 50.9071441, 14.9558748 50.9070617, 14.9558367 50.907038, 14.9556829 50.9069439, 14.955561 50.9068697, 14.9554646 50.906822, 14.9553692 50.9067924, 14.9552326 50.9067452)",,
1186361614,2,Ignacego Daszyńskiego,tertiary,False,True,138.88600000000002,"LINESTRING (14.9561141 50.9072264, 14.9560036 50.9073921, 14.9559854 50.9074331, 14.9559378 50.9075394, 14.9558993 50.907733, 14.9558847 50.9078415, 14.9559122 50.9080418, 14.9559681 50.9083546, 14.9559852 50.9084504)",,
39915893,,Jana Kochanowskiego,residential,False,False,53.855000000000004,"LINESTRING (14.9522856 50.9089319, 14.9519516 50.90891, 14.9516782 50.9088746, 14.9515256 50.9088661)",,
190292321,2,Turowska,tertiary,False,False,28.240000000000002,"LINESTRING (14.9522856 50.9089319, 14.95247 50.9088266, 14.952522 50.9087352)",,
190292321,2,Turowska,tertiary,False,True,266.259,"LINESTRING (14.9522856 50.9089319, 14.9520785 50.9091283, 14.9517951 50.909397, 14.9515272 50.9097238, 14.9514932 50.9098016, 14.9513843 50.9100508, 14.951301 50.9102415, 14.951197 50.9104736, 14.9511765 50.9105159, 14.9511123 50.9106174, 14.9508712 50.910917, 14.9507179 50.9110926)",,
39915893,,Jana Kochanowskiego,residential,False,False,65.832,"LINESTRING (14.9515256 50.9088661, 14.9510397 50.9089471, 14.950607 50.9089825)",,
39915893,,Jana Kochanowskiego,residential,False,True,53.855000000000004,"LINESTRING (14.9515256 50.9088661, 14.9516782 50.9088746, 14.9519516 50.90891, 14.9522856 50.9089319)",,
255994709,,Śmiała,residential,False,True,151.763,"LINESTRING (14.9515256 50.9088661, 14.9505905 50.9083634, 14.9498785 50.9079806)",,
18480652,2,Ignacego Daszyńskiego,residential,False,False,10.923,"LINESTRING (14.9578519 50.904817, 14.9577647 50.9048984)",,
18480652,2,Ignacego Daszyńskiego,residential,False,True,41.431,"LINESTRING (14.9578519 50.904817, 14.9579727 50.9047434, 14.9582053 50.9046209, 14.958293 50.9045694)",,
53117813,,Ignacego Daszyńskiego,residential,True,False,45.976,"LINESTRING (14.9578519 50.904817, 14.9578489 50.9047381, 14.9580194 50.9044213)",,
1214297637,2,Dworcowa,residential,False,False,25.284,"LINESTRING (14.9580194 50.9044213, 14.9582215 50.9045307, 14.958293 50.9045694)",30,
1214297637,2,Dworcowa,residential,False,True,128.862,"LINESTRING (14.9580194 50.9044213, 14.9573489 50.9040934, 14.9565732 50.9037063)",30,
53117811,2,Żołnierzy II Armii Wojska Polskiego,residential,False,True,97.314,"LINESTRING (14.9593218 50.9039824, 14.9591644 50.9040666, 14.959122 50.9040893, 14.9586999 50.9043426, 14.9585138 50.9044488, 14.9583989 50.9045116, 14.958293 50.9045694)",,
53125669,,Fryderyka Chopina,residential,False,True,78.367,"LINESTRING (14.9593218 50.9039824, 14.9596191 50.904025, 14.9597939 50.9040512, 14.9604107 50.904141)",,
39915893,,Jana Kochanowskiego,residential,False,True,39.037,"LINESTRING (14.9480497 50.9091288, 14.9486034 50.909092)",,
"[53128435, 124775839]",,Biskupia,residential,False,"[False, True]",335.87500000000006,"LINESTRING (14.9552326 50.9067452, 14.9552694 50.9068049, 14.9552449 50.9069283, 14.9552027 50.9070122, 14.9551089 50.9071798, 14.9550879 50.9072376, 14.9550869 50.9073299, 14.9551454 50.9074069, 14.9551545 50.9074667, 14.9551327 50.9078683, 14.95499 50.9081851, 14.954773 50.9083471, 14.9543734 50.9085451, 14.9542363 50.9086063, 14.9540022 50.9087683, 14.9538195 50.9089124, 14.9532056 50.9092227)",,
174303272,2,Armii Krajowej,tertiary,False,False,82.46700000000001,"LINESTRING (14.9552326 50.9067452, 14.9553692 50.9067924, 14.9554646 50.906822, 14.955561 50.9068697, 14.9556829 50.9069439, 14.9558367 50.907038, 14.9558748 50.9070617, 14.9559969 50.9071441, 14.956068 50.907194, 14.9561141 50.9072264)",,
"[174303272, 245896577, 174303271]",2,"['Most Darczyńców Bogatyni', 'Armii Krajowej']",tertiary,False,True,133.938,"LINESTRING (14.9552326 50.9067452, 14.9551035 50.9067506, 14.9549808 50.9067722, 14.9548472 50.9067952, 14.954749 50.9068137, 14.9546958 50.9068319, 14.9545258 50.9069268, 14.9544548 50.9069665, 14.9541791 50.9071436, 14.9540491 50.9072104, 14.9539348 50.9072802, 14.9537961 50.9073744, 14.9537321 50.9074275)",,yes
256265053,,Aleja Żytawska,residential,False,False,104.209,"LINESTRING (14.9552326 50.9067452, 14.9552484 50.9066178, 14.9553068 50.9061474, 14.9553459 50.9059433, 14.9553651 50.9058119)",,
