osmid,lanes,ref,name,highway,junction,oneway,reversed,length,geometry,maxspeed
33357681,1,92,Rondo Jana Pawła II,primary,roundabout,True,False,16.698999999999998,"LINESTRING (18.092753 52.2428972, 18.0926909 52.2429298, 18.0926135 52.2429459, 18.0925319 52.2429432)",
199559245,1,,Poprzeczna,residential,,True,False,25.79,"LINESTRING (18.092753 52.2428972, 18.0927246 52.2429757, 18.0927186 52.2430213, 18.092716 52.2430906, 18.0927024 52.2431261)",50
33357681,1,92,Rondo Jana Pawła II,primary,roundabout,True,False,11.157,"LINESTRING (18.0927855 52.2427681, 18.0927996 52.2428175, 18.0927826 52.2428666)",
189021321,1,92,Adama Mickiewicza,primary,,True,False,32.296,"LINESTRING (18.0927855 52.2427681, 18.0929651 52.2427714, 18.0932595 52.2427788)",50
33357681,1,92,Rondo Jana Pawła II,primary,roundabout,True,False,5.009,"LINESTRING (18.0925319 52.2429432, 18.0924646 52.242925)",
33357681,1,92,Rondo Jana Pawła II,primary,roundabout,True,False,3.955,"LINESTRING (18.0927826 52.2428666, 18.092753 52.2428972)",
33357681,1,92,Rondo Jana Pawła II,primary,roundabout,True,False,11.901,"LINESTRING (18.0926661 52.242693, 18.0927385 52.242723, 18.0927855 52.2427681)",
33357681,1,92,Rondo Jana Pawła II,primary,roundabout,True,False,23.014000000000003,"LINESTRING (18.0923841 52.2427658, 18.0924304 52.2427225, 18.0925004 52.2426935, 18.0925831 52.2426831, 18.0926661 52.242693)",
199559105,1,467,Juliusza Słowackiego,secondary,,True,False,33.45,"LINESTRING (18.0923841 52.2427658, 18.0923942 52.2427194, 18.0923676 52.242661, 18.0921959 52.2424987)",50
"[199559106, 338456799]",2,467,Juliusza Słowackiego,secondary,,False,False,192.67200000000003,"LINESTRING (18.0921959 52.2424987, 18.0915335 52.2421537, 18.0905414 52.241637, 18.0904238 52.2415758, 18.0901103 52.2414176, 18.0900396 52.2413768)",50
200709064,1,467,Juliusza Słowackiego,secondary,,True,False,38.894,"LINESTRING (18.0921959 52.2424987, 18.0924468 52.2426264, 18.0925143 52.2426499, 18.0926661 52.242693)",30
199559107,2,,Tadeusza Kościuszki,tertiary,,False,False,114.969,"LINESTRING (18.0953643 52.2426866, 18.0953298 52.2428226, 18.0953165 52.2428753, 18.0952568 52.2431376, 18.0951946 52.2434105, 18.0951479 52.2436082, 18.0951252 52.2437101)",50
200709083,,,Kościelna,residential,,False,True,31.067999999999998,"LINESTRING (18.0953643 52.2426866, 18.0953938 52.2425702, 18.0954059 52.2425223, 18.0954342 52.2424105)",50
200709087,3,92,Adama Mickiewicza,primary,,False,False,143.838,"LINESTRING (18.0953643 52.2426866, 18.095127 52.2426821, 18.0950544 52.2426819, 18.0949037 52.2426816, 18.0932595 52.2427788)",50
"[338599034, 338599035, 338592430]","['2', '3']",92,Plac Kazimierza Wielkiego,primary,,False,True,161.30499999999998,"LINESTRING (18.0953643 52.2426866, 18.0955814 52.2426971, 18.0956576 52.2427027, 18.0960075 52.2427272, 18.0967001 52.2427752, 18.0969352 52.2427833, 18.0972225 52.2427869, 18.0974432 52.2427845, 18.097522 52.2427836, 18.097725 52.242782)",50
189021325,1,92,Adama Mickiewicza,primary,,True,False,33.955,"LINESTRING (18.0932595 52.2427788, 18.0929791 52.2428354, 18.0928827 52.2428464, 18.0928457 52.2428539, 18.0927826 52.2428666)",50
200709087,3,92,Adama Mickiewicza,primary,,False,True,143.838,"LINESTRING (18.0932595 52.2427788, 18.0949037 52.2426816, 18.0950544 52.2426819, 18.095127 52.2426821, 18.0953643 52.2426866)",50
33357681,1,92,Rondo Jana Pawła II,primary,roundabout,True,False,6.608,"LINESTRING (18.092369 52.2428245, 18.0923841 52.2427658)",
"[189021320, 140716953]",2,92,Wolności,primary,,False,False,238.277,"LINESTRING (18.0919371 52.2428898, 18.0910807 52.2429366, 18.0896168 52.2430443, 18.0892112 52.2430742, 18.0884594 52.2431278)",50
199559329,1,92,Wolności,primary,,True,False,30.293,"LINESTRING (18.0919371 52.2428898, 18.0922304 52.2428436, 18.092314 52.2428321, 18.092369 52.2428245)",50
338444208,,,Bolesława Chrobrego,residential,,False,True,72.308,"LINESTRING (18.0957029 52.2410551, 18.0967562 52.241138)",50
200709083,,,Kościelna,residential,,False,False,85.01400000000001,"LINESTRING (18.0957029 52.2410551, 18.0956842 52.2411428, 18.0955743 52.2416596, 18.0955451 52.2418135)",50
338444208,,,Bolesława Chrobrego,residential,,False,False,72.308,"LINESTRING (18.0967562 52.241138, 18.0957029 52.2410551)",50
338444208,,,Bolesława Chrobrego,residential,,False,True,90.514,"LINESTRING (18.0967562 52.241138, 18.0980747 52.2412418)",50
199559207,1,,Zygmunta Krasińskiego,residential,,False,False,83.85000000000001,"LINESTRING (18.0967562 52.241138, 18.0967389 52.2412093, 18.0966802 52.2414517, 18.0966384 52.2418879)",50
338444208,,,Bolesława Chrobrego,residential,,False,False,90.514,"LINESTRING (18.0980747 52.2412418, 18.0967562 52.241138)",50
189021309,,,Kazimierza Pułaskiego,residential,,False,True,40.483000000000004,"LINESTRING (18.0980747 52.2412418, 18.0982085 52.2412556, 18.0985207 52.2412837, 18.0986634 52.2412918)",50
338444210,2,,Jana Kilińskiego,residential,,False,True,81.719,"LINESTRING (18.0980747 52.2412418, 18.0979645 52.24182, 18.0979309 52.2419714)",50
199559213,,,Staromiejska,residential,,False,False,74.899,"LINESTRING (18.0955451 52.2418135, 18.0966384 52.2418879)",50
200709083,,,Kościelna,residential,,False,False,66.812,"LINESTRING (18.0955451 52.2418135, 18.0954342 52.2424105)",50
200709083,,,Kościelna,residential,,False,True,85.01400000000001,"LINESTRING (18.0955451 52.2418135, 18.0955743 52.2416596, 18.0956842 52.2411428, 18.0957029 52.2410551)",50
199559213,,,Staromiejska,residential,,False,False,88.492,"LINESTRING (18.0966384 52.2418879, 18.0979309 52.2419714)",50
199559213,,,Staromiejska,residential,,False,True,74.899,"LINESTRING (18.0966384 52.2418879, 18.0955451 52.2418135)",50
338456803,1,,Zygmunta Krasińskiego,residential,,False,False,66.628,"LINESTRING (18.0966384 52.2418879, 18.096582 52.2424861)",50
199559207,1,,Zygmunta Krasińskiego,residential,,False,True,83.85000000000001,"LINESTRING (18.0966384 52.2418879, 18.0966802 52.2414517, 18.0967389 52.2412093, 18.0967562 52.241138)",50
199559213,,,Staromiejska,residential,,False,True,88.492,"LINESTRING (18.0979309 52.2419714, 18.0966384 52.2418879)",50
