osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge,junction
4386104,2,Jana Pawła II,tertiary,False,True,101.12899999999999,"LINESTRING (21.0224423 52.0749982, 21.0226563 52.0750131, 21.0227246 52.0750183, 21.0229007 52.0750317, 21.023226 52.0750598, 21.0238988 52.0751527)",,,,
23952580,2,Jana Pawła II,tertiary,False,False,54.516999999999996,"LINESTRING (21.0224423 52.0749982, 21.0222567 52.0749858, 21.0221807 52.0749799, 21.0218288 52.0749527, 21.0216511 52.0749362)",50,,,
"[42902507, 144778253]",2,Wojska Polskiego,tertiary,False,False,249.873,"LINESTRING (21.0224423 52.0749982, 21.0224646 52.0748824, 21.0224737 52.0748432, 21.02249 52.0747733, 21.0225433 52.0746121, 21.0229337 52.073398, 21.0229902 52.0731671, 21.0229981 52.073128, 21.0230061 52.0730913, 21.0230241 52.072998, 21.0230637 52.072785)",50,,,
42902544,2,Wojska Polskiego,tertiary,False,True,92.258,"LINESTRING (21.0224423 52.0749982, 21.0224169 52.0751293, 21.0224069 52.0751854, 21.0223152 52.0756984, 21.022293 52.0758228)",40,,,
4497466,2,Chyliczkowska,tertiary,False,False,73.436,"LINESTRING (21.0269563 52.0756548, 21.0270902 52.0756753, 21.027128 52.0756828, 21.0272849 52.0757075, 21.02787 52.0757998, 21.0279965 52.0758202)",,,,
"[978062929, 579166235, 731005735]",1,Puławska,unclassified,True,False,148.575,"LINESTRING (21.0269563 52.0756548, 21.0270201 52.0755521, 21.0271 52.075433, 21.0271521 52.0753579, 21.0273753 52.0750217, 21.027401 52.074983, 21.0274452 52.0749089, 21.0274692 52.0747662, 21.0274446 52.0745397, 21.027416 52.0743792)",30,,,
"[4386104, 759195137]",2,Jana Pawła II,tertiary,False,False,109.741,"LINESTRING (21.0269563 52.0756548, 21.0268143 52.0756312, 21.0263885 52.0755598, 21.0263156 52.0755484, 21.0259833 52.0754923, 21.0257717 52.0754589, 21.0255582 52.075421, 21.0255314 52.0754162, 21.0254076 52.0753943)",,,,
42902516,,Szkolna,residential,False,True,26.310000000000002,"LINESTRING (21.022116 52.0767452, 21.0222176 52.0767732, 21.022297 52.0767926, 21.0224719 52.0768353)",30,,,
42902529,2,Wojska Polskiego,tertiary,False,False,103.282,"LINESTRING (21.022116 52.0767452, 21.0221435 52.0766274, 21.0221517 52.0765833, 21.022293 52.0758228)",50,,,
42902559,,Szkolna,residential,True,False,102.13399999999999,"LINESTRING (21.022116 52.0767452, 21.0218722 52.0767039, 21.0218236 52.0766957, 21.0211079 52.0765722, 21.0209948 52.0765523, 21.0206726 52.076508)",30,,,
"[633398363, 1044692020]",2,Wojska Polskiego,tertiary,False,True,222.223,"LINESTRING (21.022116 52.0767452, 21.0220926 52.0768631, 21.0220886 52.076883, 21.021904 52.0778125, 21.0217292 52.0787295)",40,,,
481199132,,Chyliczkowska,tertiary,False,False,78.16,"LINESTRING (21.0279965 52.0758202, 21.029106 52.0759907)",,,,
4386097,,Warszawska,unclassified,True,False,228.39499999999998,"LINESTRING (21.0279965 52.0758202, 21.0279648 52.0759381, 21.0278581 52.0763298, 21.0278259 52.0764494, 21.0276529 52.0770969, 21.0273951 52.0777387, 21.0273647 52.0778358)",40,3.2,,
4497466,2,Chyliczkowska,tertiary,False,True,73.436,"LINESTRING (21.0279965 52.0758202, 21.02787 52.0757998, 21.0272849 52.0757075, 21.027128 52.0756828, 21.0270902 52.0756753, 21.0269563 52.0756548)",,,,
730679958,,Jana Kilińskiego,unclassified,False,False,77.47800000000002,"LINESTRING (21.0281483 52.0712161, 21.0281314 52.0712366, 21.0280991 52.0712757, 21.0279355 52.0714739, 21.0278539 52.0715728, 21.0277968 52.0716468, 21.0277784 52.0716701, 21.0276914 52.0717799, 21.027684 52.0718074, 21.0276834 52.0718464)",50,,,
1014032750,,Stefana Żeromskiego,unclassified,False,True,164.38,"LINESTRING (21.0281483 52.0712161, 21.028367 52.0712476, 21.0285704 52.0712495, 21.02879 52.0712515, 21.029141 52.0712547, 21.0296375 52.0712563, 21.0297888 52.0712584, 21.0298892 52.0712593, 21.0302161 52.071262, 21.0302701 52.0712625, 21.0303689 52.0712626, 21.0305472 52.0712627)",,,,
579166238,2,Józefa Sierakowskiego,unclassified,False,False,43.723000000000006,"LINESTRING (21.0276834 52.0718464, 21.0272841 52.0718424, 21.0272185 52.0718414, 21.0271439 52.0718411, 21.0270446 52.071849)",,,,
730679958,,Jana Kilińskiego,unclassified,False,True,77.47800000000001,"LINESTRING (21.0276834 52.0718464, 21.027684 52.0718074, 21.0276914 52.0717799, 21.0277784 52.0716701, 21.0277968 52.0716468, 21.0278539 52.0715728, 21.0279355 52.0714739, 21.0280991 52.0712757, 21.0281314 52.0712366, 21.0281483 52.0712161)",50,,,
"[481556869, 481556870, 4386100, 45171703, 229544218, 579166237, 1158827902]",1,Józefa Sierakowskiego,unclassified,True,False,289.798,"LINESTRING (21.0276834 52.0718464, 21.027694 52.0718786, 21.0277255 52.0719253, 21.0277704 52.0719984, 21.0277889 52.0720285, 21.0278112 52.0720715, 21.0278422 52.0721316, 21.0278531 52.0721527, 21.027976 52.0723998, 21.0280524 52.0725522, 21.0280646 52.0725765, 21.0280847 52.072618, 21.0281289 52.0728139, 21.0281474 52.0728925, 21.0281664 52.0729922, 21.0282984 52.0735657, 21.028309 52.0736346, 21.028327 52.0737455, 21.0283261 52.0738904, 21.0282954 52.0741939, 21.0282846 52.0742873, 21.0282735 52.0743715, 21.0282688 52.0744024)",40,,,
4386096,,Młynarska,residential,False,True,85.079,"LINESTRING (21.0273647 52.0778358, 21.0274362 52.0778423, 21.0275346 52.0778512, 21.0279582 52.0778947, 21.0280548 52.0779046, 21.0281483 52.0779142, 21.0285944 52.077955)",,,,
5727303,2,Młynarska,residential,False,False,78.881,"LINESTRING (21.0273647 52.0778358, 21.0271487 52.0778194, 21.0262243 52.0777268)",,,,
