osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,junction,access,bridge
"[203135683, 1177825181, 41071863]",3,Kolejowa,secondary,False,False,122.153,"LINESTRING (18.224373 50.0888837, 18.2242095 50.0886819, 18.2240814 50.0885087, 18.2237845 50.088134, 18.2235934 50.0879058)",,,,
"[893634050, 203179204]",2,Kolejowa,secondary,False,False,81.532,"LINESTRING (18.224373 50.0888837, 18.224554 50.0890305, 18.2247355 50.0891944, 18.2249569 50.0894602, 18.224988 50.089499)",,,,
169960006,,Podwale,residential,False,False,48.286,"LINESTRING (18.2228488 50.0922236, 18.2227675 50.0923284, 18.222558 50.0926157)",50,,,
"[245385067, 36021454, 216508422, 202849583]",3,Podwale,residential,False,True,190.719,"LINESTRING (18.2228488 50.0922236, 18.2229261 50.0921079, 18.223002 50.0920095, 18.2231792 50.0917599, 18.2232912 50.0916053, 18.2234191 50.0914266, 18.2236041 50.0911828, 18.2237414 50.0909272, 18.2237725 50.0908144, 18.2237577 50.0906326)",50,,,
822990004,,Króla Stefana Batorego,residential,False,True,108.553,"LINESTRING (18.2228488 50.0922236, 18.2230353 50.0922302, 18.2234161 50.092245, 18.2237564 50.0922581, 18.2239287 50.0922647, 18.2243678 50.0922815)",,,,
36021453,,Michała Drzymały,residential,False,False,91.259,"LINESTRING (18.2237577 50.0906326, 18.2236985 50.0904935, 18.2234838 50.0900851, 18.2233819 50.0899845, 18.2232416 50.089897)",50,,,
"[245385067, 216508422, 36021454, 202849583]",3,Podwale,residential,False,False,190.719,"LINESTRING (18.2237577 50.0906326, 18.2237725 50.0908144, 18.2237414 50.0909272, 18.2236041 50.0911828, 18.2234191 50.0914266, 18.2232912 50.0916053, 18.2231792 50.0917599, 18.223002 50.0920095, 18.2229261 50.0921079, 18.2228488 50.0922236)",50,,,
"[245385065, 201638073]",3,Adama Mickiewicza,residential,False,True,70.557,"LINESTRING (18.2237577 50.0906326, 18.2234422 50.0906991, 18.2232418 50.0907414, 18.2228181 50.0908307)",,,,
41068388,,Plac Jana Długosza,residential,True,False,91.513,"LINESTRING (18.2196167 50.0904961, 18.2204489 50.090384, 18.2208721 50.090327)",,,,
"[1037238584, 964674085]",,Nowa,residential,True,False,62.57599999999999,"LINESTRING (18.2196167 50.0904961, 18.2196055 50.0904346, 18.2195386 50.0900654, 18.2194958 50.0899392)",,,,
964674085,,Nowa,residential,True,False,12.369,"LINESTRING (18.2194958 50.0899392, 18.219481 50.0898955, 18.219459 50.0898305)",,,,
36007493,,Drewniana,residential,False,True,153.33,"LINESTRING (18.2167273 50.0950081, 18.2164657 50.0948839, 18.2162822 50.0947962, 18.2159961 50.094663, 18.2154596 50.0944136, 18.2152837 50.0943221, 18.2150953 50.0942336, 18.2149952 50.0941921)",,,,
"[822830514, 202853107, 1235022343]",2,Władysława Reymonta,secondary,True,False,205.055,"LINESTRING (18.2167273 50.0950081, 18.2169123 50.0949191, 18.2171148 50.0948322, 18.2172235 50.0947857, 18.2173375 50.0947423, 18.2174662 50.0946949, 18.217599 50.0946476, 18.2178735 50.0945581, 18.2179074 50.094547, 18.218023 50.094515, 18.2183762 50.0944206, 18.2187187 50.0943444, 18.2189877 50.0942936, 18.2193156 50.094239)",50,,,
41019834,,Kowalska,residential,False,True,166.427,"LINESTRING (18.2193156 50.094239, 18.2192892 50.0941797, 18.2191927 50.0939635, 18.2188254 50.0931406, 18.2188031 50.0930906, 18.2186735 50.0928001)",,,,
"[596042105, 220771530]",2,Władysława Reymonta,secondary,True,False,123.576,"LINESTRING (18.2193156 50.094239, 18.2195034 50.0942088, 18.219844 50.0941503, 18.2200089 50.0941172, 18.2200954 50.0940961, 18.2201799 50.0940721, 18.2203292 50.0940162, 18.2204039 50.0939846, 18.2204666 50.0939514, 18.2206321 50.0938581, 18.2207804 50.0937659, 18.2208264 50.0937433)",50,,,
35994822,,Księdza Józefa Londzina,residential,False,False,63.129999999999995,"LINESTRING (18.2139823 50.0950242, 18.2140671 50.094947, 18.2144903 50.0945593)",,,,
71246531,,Księdza Józefa Londzina,residential,True,False,42.111999999999995,"LINESTRING (18.2148604 50.0942655, 18.2147042 50.094411, 18.2144903 50.0945593)",,,,
1037238648,,Plac Wolności,residential,True,False,8.12,"LINESTRING (18.2148604 50.0942655, 18.2148377 50.0942649, 18.2148154 50.0942619, 18.2147941 50.0942567, 18.2147743 50.0942494, 18.2147567 50.0942402)",40,roundabout,,
35994892,2,Plac Mostowy,secondary,True,False,19.727,"LINESTRING (18.2208264 50.0937433, 18.2208727 50.0937215, 18.2209113 50.093708, 18.2209679 50.0936886, 18.2210663 50.0936557)",50,,,
