osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed
241867821,2,Feliksa Nowowiejskiego,tertiary,False,True,32.262,"LINESTRING (20.9506569 53.3975918, 20.9511242 53.3975109)",,,
39716883,,Michała Kajki,residential,False,False,334.171,"LINESTRING (20.9506569 53.3975918, 20.9506955 53.3976575, 20.9514194 53.3988908, 20.9514694 53.3990602, 20.9514757 53.3992137, 20.9514283 53.39942, 20.9510258 53.4004886)",,,
"[328306650, 328306651, 799140277]",2,Feliksa Nowowiejskiego,tertiary,False,False,156.28300000000002,"LINESTRING (20.9506569 53.3975918, 20.9502317 53.3976875, 20.9498648 53.3977856, 20.9497903 53.3978055, 20.9494918 53.397878, 20.9494603 53.3978864, 20.9488376 53.3980531, 20.9484909 53.3981452)",yes,,
241870846,2,Władysława Jagiełły,primary,False,True,8.37,"LINESTRING (20.9439001 53.3998692, 20.9438071 53.3999201)",,57,50
39717051,,Grunwaldzka,residential,False,False,62.657000000000004,"LINESTRING (20.9439001 53.3998692, 20.9441019 53.4000924, 20.9443486 53.4003652)",,,
241870846,2,Władysława Jagiełły,primary,False,False,79.40899999999999,"LINESTRING (20.9439001 53.3998692, 20.944082 53.3997379, 20.9446281 53.3993023)",,57,50
"[262961456, 241870851, 262961455]",2,"['1 Maja', 'Feliksa Nowowiejskiego']",primary,False,False,70.721,"LINESTRING (20.9450435 53.397044, 20.9450366 53.3969662, 20.9450617 53.3968769, 20.9452287 53.396664, 20.9453824 53.3964503)",yes,57,50
241870851,2,Feliksa Nowowiejskiego,primary,False,True,134.47299999999998,"LINESTRING (20.9450435 53.397044, 20.945098 53.397164, 20.9455829 53.3977744, 20.9457004 53.3979358, 20.945732 53.3980053, 20.9457571 53.3980726, 20.9457644 53.3981652)",,57,50
266086856,,Plac Świętego Wojciecha,residential,False,True,99.13300000000001,"LINESTRING (20.9450435 53.397044, 20.9449257 53.3970444, 20.9445621 53.3971766, 20.944284 53.3972831, 20.9441979 53.3973583, 20.94415 53.3975304, 20.9441627 53.3976349)",,,
241868642,2,Wojciecha Kętrzyńskiego,secondary,False,True,163.51,"LINESTRING (20.9427261 53.4004093, 20.9426303 53.4003935, 20.9425338 53.4003863, 20.9424267 53.4003859, 20.942319 53.4003964, 20.9417978 53.4005172, 20.9404062 53.4008417)",,508,
241870846,2,Władysława Jagiełły,primary,False,False,90.836,"LINESTRING (20.9427261 53.4004093, 20.9427765 53.4003607, 20.9428318 53.4003194, 20.9429361 53.4002639, 20.9430827 53.4002067, 20.94322 53.4001591, 20.9433653 53.4001088, 20.9435584 53.4000329, 20.9436764 53.3999817, 20.9438071 53.3999201)",,57,50
328306656,2,Mikołaja Kopernika,primary,False,True,47.20400000000001,"LINESTRING (20.9427261 53.4004093, 20.9426815 53.4004624, 20.942666 53.400512, 20.9426618 53.400561, 20.9426786 53.4006238, 20.9427085 53.4006964, 20.9427633 53.4008194)",,57,50
39716987,2,Jana Karola Chodkiewicza,secondary,False,False,73.768,"LINESTRING (20.9457024 53.3956411, 20.9454985 53.3956339, 20.9452829 53.3956003, 20.9446617 53.3954275)",,604,50
262961455,2,1 Maja,primary,False,False,145.72899999999998,"LINESTRING (20.9457024 53.3956411, 20.9456907 53.3954495, 20.9455988 53.3944974, 20.9455721 53.394333)",,57,50
262961455,2,1 Maja,primary,False,True,94.14999999999999,"LINESTRING (20.9457024 53.3956411, 20.945717 53.3958817, 20.9456666 53.3960546, 20.9455085 53.3962777, 20.9453824 53.3964503)",,57,50
39716883,,Michała Kajki,residential,False,True,334.17100000000005,"LINESTRING (20.9510258 53.4004886, 20.9514283 53.39942, 20.9514757 53.3992137, 20.9514694 53.3990602, 20.9514194 53.3988908, 20.9506955 53.3976575, 20.9506569 53.3975918)",,,
