osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,junction
154578994,2,Władysława Stanisława Reymonta,residential,False,False,42.44800000000001,"LINESTRING (19.4348374 50.4819185, 19.4350007 50.482149, 19.4350434 50.4822046, 19.4350897 50.4822648)",,,,
154578994,2,Władysława Stanisława Reymonta,residential,False,True,190.121,"LINESTRING (19.4348374 50.4819185, 19.4337616 50.4804428, 19.4337069 50.4803674)",,,,
172411120,,Jaśminowa,residential,False,True,249.00600000000003,"LINESTRING (19.4348374 50.4819185, 19.4347418 50.4819414, 19.4346504 50.4819637, 19.4343785 50.4820329, 19.4343111 50.4820374, 19.4342562 50.4820292, 19.4341826 50.4820028, 19.4341257 50.481972, 19.4340838 50.4819443, 19.4340462 50.481899, 19.4336488 50.4811227, 19.4336142 50.4810617, 19.4335855 50.4810315, 19.4335564 50.481024, 19.4335223 50.4810252, 19.4334877 50.4810315, 19.4334283 50.4810485, 19.4333748 50.4810631, 19.4333255 50.481068, 19.433281 50.4810655, 19.4332455 50.4810542, 19.4332107 50.4810329, 19.4329259 50.4806478, 19.4328896 50.4805987)",,,,
363627202,2,Ignacego Jana Paderewskiego,primary,False,True,8.724,"LINESTRING (19.4350897 50.4822648, 19.4349799 50.4823005)",78;791,50,,
154578994,2,Władysława Stanisława Reymonta,residential,False,True,42.448,"LINESTRING (19.4350897 50.4822648, 19.4350434 50.4822046, 19.4350007 50.482149, 19.4348374 50.4819185)",,,,
"[302956400, 302955644]",3,Ignacego Jana Paderewskiego,primary,False,"[False, True]",135.511,"LINESTRING (19.4350897 50.4822648, 19.435889 50.4820104, 19.4368049 50.4817226)",78;791,50,,
154578966,2,Ignacego Daszyńskiego,tertiary,False,False,301.875,"LINESTRING (19.4328896 50.4805987, 19.4324951 50.4807082, 19.4323303 50.480754, 19.4291311 50.4816606, 19.4289904 50.4817005)",,50,,
154578966,2,Ignacego Daszyńskiego,tertiary,False,True,63.292,"LINESTRING (19.4328896 50.4805987, 19.4335061 50.4804234, 19.4337069 50.4803674)",,50,,
172411120,,Jaśminowa,residential,False,False,249.006,"LINESTRING (19.4328896 50.4805987, 19.4329259 50.4806478, 19.4332107 50.4810329, 19.4332455 50.4810542, 19.433281 50.4810655, 19.4333255 50.481068, 19.4333748 50.4810631, 19.4334283 50.4810485, 19.4334877 50.4810315, 19.4335223 50.4810252, 19.4335564 50.481024, 19.4335855 50.4810315, 19.4336142 50.4810617, 19.4336488 50.4811227, 19.4340462 50.481899, 19.4340838 50.4819443, 19.4341257 50.481972, 19.4341826 50.4820028, 19.4342562 50.4820292, 19.4343111 50.4820374, 19.4343785 50.4820329, 19.4346504 50.4819637, 19.4347418 50.4819414, 19.4348374 50.4819185)",,,,
"[105754125, 105754150, 961594799]","['2', '4']",Leśna,tertiary,False,True,283.8620000000001,"LINESTRING (19.4307228 50.4836472, 19.4307811 50.4837161, 19.4307972 50.483735, 19.4308164 50.4837587, 19.4309881 50.4839588, 19.4311669 50.4841597, 19.4311989 50.484195, 19.4312264 50.4842254, 19.4313056 50.4843144, 19.4314491 50.4844812, 19.431557 50.4846005, 19.4316871 50.48475, 19.4326165 50.4858175, 19.4326681 50.4858798)",,50,yes,
