osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,ref
"[1198221568, 641186499, 26518706, 1198193111, 1198221567]",False,"['2', '3']",Gliwicka,tertiary,"['90', '50']",False,274.675,"LINESTRING (18.6345023 50.3987808, 18.6344932 50.3986455, 18.6344919 50.3986149, 18.6344901 50.3982925, 18.6344875 50.3978358, 18.6344865 50.3972031, 18.6344938 50.3967623, 18.6345006 50.3963509, 18.6344993 50.3963108)",,
"[641186500, 26538799]",False,"['2', '3']",Kardynała Stefana Wyszyńskiego,tertiary,50,False,236.71699999999998,"LINESTRING (18.6345023 50.3987808, 18.634391 50.3987859, 18.6342789 50.3987911, 18.6342134 50.3987955, 18.6336646 50.3988321, 18.6333318 50.3988543, 18.6328223 50.398881, 18.632446 50.3988826, 18.6321091 50.3988432, 18.6312067 50.3986912)",,
25658273,False,2,Strzelców Bytomskich,unclassified,50,True,49.863,"LINESTRING (18.6298732 50.4003437, 18.6300071 50.4003475, 18.630576 50.4003637)",,
57006826,False,2,Strzelców Bytomskich,unclassified,50,False,135.52800000000002,"LINESTRING (18.6298732 50.4003437, 18.6295171 50.4003383, 18.6293767 50.4003356, 18.6279619 50.400308)",,
708915461,False,2,Fryderyka Chopina,unclassified,50,False,79.605,"LINESTRING (18.6298732 50.4003437, 18.6298424 50.4004286, 18.6296783 50.4010486)",,
25658138,False,2,Armii Krajowej,tertiary,50,True,52.587,"LINESTRING (18.6257141 50.3981082, 18.626446 50.3981856)",,
25666000,False,,plac Karola Miarki,residential,,True,45.504999999999995,"LINESTRING (18.6257141 50.3981082, 18.625734 50.3980739, 18.6257387 50.3980641, 18.6256801 50.3977036)",,
788046588,False,2,Armii Krajowej,tertiary,50,False,47.638,"LINESTRING (18.6257141 50.3981082, 18.6255606 50.398094, 18.6250493 50.3980453)",,
"[1199574427, 25674924]",True,,Plac Księcia Józefa Poniatowskiego,residential,50,False,31.649,"LINESTRING (18.6257141 50.3981082, 18.6256868 50.3981483, 18.625669 50.3981758, 18.6256388 50.3982271, 18.6256176 50.398263, 18.6255193 50.398363)",,
25596339,False,2,Rynek,tertiary,50,True,66.363,"LINESTRING (18.6271966 50.3982639, 18.6272614 50.3980248, 18.6273613 50.3976764)",,
25658138,False,2,Armii Krajowej,tertiary,50,False,53.911,"LINESTRING (18.6271966 50.3982639, 18.6270241 50.3982464, 18.626446 50.3981856)",,
"[1240391176, 57006828]",False,2,Rynek,tertiary,50,"[False, True]",74.453,"LINESTRING (18.6271966 50.3982639, 18.6275623 50.398313, 18.6282136 50.39843)",,
57007826,False,2,Kardynała Stefana Wyszyńskiego,tertiary,50,True,11.476,"LINESTRING (18.6282136 50.39843, 18.6283227 50.3984501, 18.6283695 50.3984578)",,
"[1240391176, 57006828]",False,2,Rynek,tertiary,50,"[False, True]",74.453,"LINESTRING (18.6282136 50.39843, 18.6275623 50.398313, 18.6271966 50.3982639)",,
