osmid,oneway,lanes,name,highway,reversed,length,geometry,tunnel,maxspeed,junction,area,access
23759851,False,2,Dworcowa,residential,False,230.54000000000002,"LINESTRING (15.0318031 53.3402508, 15.0312369 53.3409893, 15.0310531 53.3412291, 15.0310435 53.3412417, 15.0307427 53.341634, 15.0305862 53.3418379, 15.0303575 53.3421359)",,,,,
23759851,False,2,Dworcowa,residential,True,141.737,"LINESTRING (15.0318031 53.3402508, 15.0318676 53.3401686, 15.0326939 53.3390924)",,,,,
23759749,False,,Adama Mickiewicza,residential,True,79.35799999999999,"LINESTRING (15.0369384 53.3416019, 15.036827 53.3415717, 15.0359614 53.341337, 15.03585 53.3413068)",,,,,
"[539896992, 539896993, 181802519]",True,,Zygmunta Krasińskiego,residential,False,121.869,"LINESTRING (15.0369384 53.3416019, 15.0370392 53.3416288, 15.0370928 53.3416431, 15.0372573 53.341687, 15.0373317 53.3417068, 15.0386057 53.3420604)",building_passage,,,,
529047001,True,2,Plac Wolności,secondary,False,4.264,"LINESTRING (15.0370918 53.339654, 15.0370688 53.3396182)",,50,roundabout,,
23759742,True,,Adama Mickiewicza,residential,False,116.29400000000001,"LINESTRING (15.03341 53.3406669, 15.0333086 53.3406377, 15.0319219 53.3402839, 15.0318512 53.3402642, 15.0318031 53.3402508)",,,,,
181802531,True,,Juliusza Słowackiego,residential,False,53.625,"LINESTRING (15.03341 53.3406669, 15.0333645 53.3407255, 15.0330641 53.3411027)",,,,,
23759742,True,,Adama Mickiewicza,residential,False,176.935,"LINESTRING (15.03585 53.3413068, 15.0357438 53.341278, 15.0352577 53.3411461, 15.0334965 53.3406906, 15.03341 53.3406669)",,,,,
23759749,False,,Adama Mickiewicza,residential,False,79.35799999999999,"LINESTRING (15.03585 53.3413068, 15.0359614 53.341337, 15.036827 53.3415717, 15.0369384 53.3416019)",,,,,
"[181802523, 529047004, 1014298799]",True,2,Marszałka Józefa Piłsudskiego,tertiary,False,201.70899999999997,"LINESTRING (15.03585 53.3413068, 15.0359073 53.3412246, 15.0363272 53.3406222, 15.0364203 53.3404886, 15.0369066 53.3398388, 15.0369886 53.3397425, 15.0370272 53.3397038, 15.0370918 53.339654)",,50,,,
23759851,False,2,Dworcowa,residential,True,230.54000000000002,"LINESTRING (15.0303575 53.3421359, 15.0305862 53.3418379, 15.0307427 53.341634, 15.0310435 53.3412417, 15.0310531 53.3412291, 15.0312369 53.3409893, 15.0318031 53.3402508)",,,,,
173185949,False,2,Bolesława Chrobrego,residential,False,94.00999999999999,"LINESTRING (15.0424531 53.3390312, 15.0423145 53.3390242, 15.0421828 53.3390176, 15.0418737 53.3390098, 15.0412771 53.3389901, 15.0410395 53.3389838)",,50,,,
182025335,False,2,Księcia Bogusława IV,tertiary,False,6.188,"LINESTRING (15.0389875 53.3341145, 15.0389004 53.3340947)",,50,,,
