osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,junction
125915923,2,188,Henryka Sienkiewicza,secondary,False,False,4.935,,"LINESTRING (16.9890445 53.2949826, 16.9889978 53.2949481)",,
"[125915936, 125915923, 286604741]",2,188,Henryka Sienkiewicza,secondary,False,True,190.17000000000002,yes,"LINESTRING (16.9890445 53.2949826, 16.9891231 53.295044, 16.9892863 53.2951719, 16.9893992 53.2952647, 16.9895834 53.2954305, 16.9897299 53.2955917, 16.990094 53.2960245, 16.9904093 53.2963961, 16.9904638 53.2964623)",,
286604747,,,Młyńska,residential,False,False,59.03,,"LINESTRING (16.9890445 53.2949826, 16.9889156 53.2950266, 16.9888477 53.2950464, 16.9887634 53.2950638, 16.9883512 53.2951488, 16.9882565 53.2952096)",,
808028474,2,188,Złotowska,secondary,False,False,36.184,,"LINESTRING (16.9887057 53.3007149, 16.989016 53.3004475)",,
176030761,2,,Wincentego Witosa,tertiary,False,True,37.781,,"LINESTRING (16.9887057 53.3007149, 16.9885058 53.3006693, 16.9884095 53.3006486, 16.9881762 53.3005913)",,
176030756,1,,1 Maja,residential,True,False,212.555,,"LINESTRING (16.9908593 53.2984274, 16.9904173 53.2983562, 16.9893671 53.298186, 16.9888509 53.2980825, 16.9882138 53.2979209, 16.9879096 53.2978228, 16.9878477 53.2978029)",,
808028474,2,188,Złotowska,secondary,False,False,118.966,,"LINESTRING (16.9908593 53.2984274, 16.9909691 53.2982983, 16.9910499 53.2981953, 16.9911034 53.2981108, 16.9911474 53.2980185, 16.9911806 53.2979247, 16.9911949 53.2978175, 16.9912035 53.2975605, 16.9911687 53.2973973)",,
808028474,2,188,Złotowska,secondary,False,True,63.488,,"LINESTRING (16.9908593 53.2984274, 16.9907719 53.2985292, 16.9904325 53.2989382)",,
176030759,,,Zielna,residential,False,False,252.559,,"LINESTRING (16.9904325 53.2989382, 16.9902867 53.2989142, 16.9898986 53.2988584, 16.9893045 53.2987609, 16.9884646 53.2986058, 16.9872501 53.2983867, 16.9869812 53.2983456, 16.9867763 53.2983219)",,
808028474,2,188,Złotowska,secondary,False,False,63.488,,"LINESTRING (16.9904325 53.2989382, 16.9907719 53.2985292, 16.9908593 53.2984274)",,
