osmid,name,highway,oneway,reversed,length,geometry,bridge,width
"[1196864977, 33448557]",Zdrojowa,tertiary,False,True,70.883,"LINESTRING (21.7930543 49.5666027, 21.7930276 49.5665384, 21.7929337 49.5663117, 21.7928981 49.5662259, 21.7927991 49.5659871)",,
33448581,Kwiatowa,residential,False,False,264.57300000000004,"LINESTRING (21.7930543 49.5666027, 21.7932203 49.5666294, 21.7933245 49.5666334, 21.7936295 49.5666027, 21.7937158 49.5666116, 21.7937941 49.5666479, 21.7940226 49.5667938, 21.7942113 49.5669985, 21.794238 49.567035, 21.7944588 49.5673364, 21.7944982 49.567386, 21.7946638 49.5675948, 21.7947409 49.567741, 21.7948428 49.5681277, 21.7949486 49.5683404)",,
"[759026432, 758659018, 347636247]",Zdrojowa,tertiary,False,False,71.343,"LINESTRING (21.7930543 49.5666027, 21.7930557 49.5666093, 21.7930926 49.5667352, 21.7931864 49.5670323, 21.7932609 49.56723)",yes,
253622708,Antoniego Kenara,residential,False,False,389.78399999999993,"LINESTRING (21.7932609 49.56723, 21.7931644 49.5672248, 21.7930586 49.5671866, 21.7929542 49.5671333, 21.7928079 49.5670903, 21.7927199 49.5670803, 21.7925214 49.5670853, 21.7925042 49.5670857, 21.792115 49.5671288, 21.7919809 49.5671492, 21.7919427 49.567155, 21.7918337 49.5671779, 21.791755 49.567229, 21.7915494 49.5674155, 21.791402 49.5675442, 21.7913459 49.5675756, 21.7912321 49.5676082, 21.7911322 49.5676167, 21.7909906 49.5676149, 21.7908497 49.567593, 21.790818 49.5675881, 21.7907966 49.5675848, 21.7907466 49.5675712, 21.7906474 49.5675558, 21.7903871 49.5675196, 21.7902457 49.5674934, 21.7900674 49.5674433, 21.7899713 49.567417, 21.7898089 49.56739, 21.7896289 49.5673616, 21.7894922 49.5673354, 21.78937 49.5672907, 21.7892688 49.5672544, 21.7892027 49.5672381, 21.7890811 49.5672329, 21.7889015 49.567248, 21.7886687 49.5672768, 21.7885603 49.5672786, 21.7883501 49.5672672)",,3.3
759026432,Zdrojowa,tertiary,False,False,188.343,"LINESTRING (21.7932609 49.56723, 21.7932877 49.5673075, 21.7933115 49.5673809, 21.7933403 49.5675008, 21.7933522 49.5676506, 21.7933526 49.5676683, 21.7933545 49.5677385, 21.7933447 49.5679056, 21.7933358 49.5680579, 21.7933314 49.5680888, 21.7932904 49.5683751, 21.7932349 49.5686429, 21.7931883 49.5687751, 21.7931555 49.5688498, 21.7931287 49.5689056)",,
"[759026432, 758659018, 347636247]",Zdrojowa,tertiary,False,True,71.343,"LINESTRING (21.7932609 49.56723, 21.7931864 49.5670323, 21.7930926 49.5667352, 21.7930557 49.5666093, 21.7930543 49.5666027)",yes,
1256032460,Feliksa Piwarskiego,unclassified,False,True,9.318,"LINESTRING (21.7982558 49.565548, 21.7981991 49.5654727)",,
176363684,Feliksa Piwarskiego,residential,False,False,95.477,"LINESTRING (21.7982558 49.565548, 21.7976577 49.5662174, 21.7975855 49.5662883)",,
179136515,Braci Kazurów,unclassified,False,False,96.78899999999999,"LINESTRING (21.7982558 49.565548, 21.7988344 49.56617, 21.7989044 49.5662124, 21.7989697 49.5662371, 21.7990197 49.5662424)",,
"[139202018, 1196851079]",Jana Rąba,residential,False,False,89.03999999999999,"LINESTRING (21.788141 49.5664907, 21.7882852 49.5667223, 21.7883549 49.5668984, 21.788365 49.5670986, 21.7883501 49.5672672)",,
"[33448554, 1256032460, 179136516]",Feliksa Piwarskiego,unclassified,False,False,437.44500000000005,"LINESTRING (21.7965131 49.5669252, 21.7966219 49.5669444, 21.7967201 49.5669438, 21.7967998 49.5669205, 21.7968568 49.5668883, 21.7968942 49.5668509, 21.7969304 49.566792, 21.7969542 49.566691, 21.7969673 49.5664706, 21.7969765 49.5663564, 21.7969781 49.5663358, 21.7970065 49.5659842, 21.7970466 49.5653214, 21.7970504 49.565259, 21.7970569 49.565178, 21.7970665 49.5650585, 21.7970853 49.5647947, 21.7971146 49.5646446, 21.797165 49.5645637, 21.7971887 49.5645357, 21.797237 49.5645051, 21.7973179 49.5644707, 21.7973769 49.5644682, 21.7974529 49.5644727, 21.7975499 49.5645275, 21.79783 49.5649373, 21.7980899 49.5653174, 21.7981991 49.5654727)",,6.5
33448554,Feliksa Piwarskiego,unclassified,False,True,423.178,"LINESTRING (21.7965131 49.5669252, 21.7964622 49.5669022, 21.7964075 49.5668521, 21.7963397 49.5667548, 21.7961325 49.5664483, 21.7961086 49.5664129, 21.795994 49.5661931, 21.7958169 49.5658285, 21.7957393 49.5656279, 21.7957296 49.5656109, 21.7956363 49.5654486, 21.7955001 49.5652536, 21.7953931 49.5651821, 21.7952883 49.5651617, 21.795144 49.5651612, 21.795012 49.5651891, 21.7948769 49.5652283, 21.794838 49.5652408, 21.7944493 49.5653661, 21.7943896 49.5653884, 21.7939721 49.565539, 21.7936671 49.565649, 21.7932789 49.5658036, 21.7928768 49.5659574, 21.7927991 49.5659871)",,6.5
702311062,Kwiatowa,residential,False,False,207.844,"LINESTRING (21.7965131 49.5669252, 21.7965026 49.5670086, 21.7965834 49.5672028, 21.7965692 49.5672884, 21.7965204 49.56736, 21.7964218 49.5674417, 21.7962923 49.5675234, 21.7960617 49.5676637, 21.7959335 49.5677415, 21.7956363 49.5679219, 21.7952156 49.5681932, 21.7951007 49.5682667, 21.7950397 49.5683057, 21.795004 49.5683304, 21.7949486 49.5683404)",,3.5
139202018,Jana Rąba,residential,False,False,117.522,"LINESTRING (21.7883501 49.5672672, 21.7883308 49.5676272, 21.7882908 49.5678472, 21.7882527 49.5678849, 21.7881546 49.5679295, 21.7880483 49.567962, 21.7879051 49.5679479, 21.7876356 49.5678963)",,
"[139202018, 1196851079]",Jana Rąba,residential,False,True,89.04,"LINESTRING (21.7883501 49.5672672, 21.788365 49.5670986, 21.7883549 49.5668984, 21.7882852 49.5667223, 21.788141 49.5664907)",,
253622708,Antoniego Kenara,residential,False,True,389.784,"LINESTRING (21.7883501 49.5672672, 21.7885603 49.5672786, 21.7886687 49.5672768, 21.7889015 49.567248, 21.7890811 49.5672329, 21.7892027 49.5672381, 21.7892688 49.5672544, 21.78937 49.5672907, 21.7894922 49.5673354, 21.7896289 49.5673616, 21.7898089 49.56739, 21.7899713 49.567417, 21.7900674 49.5674433, 21.7902457 49.5674934, 21.7903871 49.5675196, 21.7906474 49.5675558, 21.7907466 49.5675712, 21.7907966 49.5675848, 21.790818 49.5675881, 21.7908497 49.567593, 21.7909906 49.5676149, 21.7911322 49.5676167, 21.7912321 49.5676082, 21.7913459 49.5675756, 21.791402 49.5675442, 21.7915494 49.5674155, 21.791755 49.567229, 21.7918337 49.5671779, 21.7919427 49.567155, 21.7919809 49.5671492, 21.792115 49.5671288, 21.7925042 49.5670857, 21.7925214 49.5670853, 21.7927199 49.5670803, 21.7928079 49.5670903, 21.7929542 49.5671333, 21.7930586 49.5671866, 21.7931644 49.5672248, 21.7932609 49.56723)",,3.3
139202018,Jana Rąba,residential,False,True,117.522,"LINESTRING (21.7876356 49.5678963, 21.7879051 49.5679479, 21.7880483 49.567962, 21.7881546 49.5679295, 21.7882527 49.5678849, 21.7882908 49.5678472, 21.7883308 49.5676272, 21.7883501 49.5672672)",,
"[759024492, 759024493, 33448589]",Wschodnia,residential,False,True,82.25700000000002,"LINESTRING (21.7937629 49.5724316, 21.7937107 49.5724461, 21.7936192 49.5724731, 21.7934582 49.5725019, 21.7933891 49.572498, 21.7933128 49.5724317, 21.7932251 49.5723602, 21.7931724 49.5723354, 21.7930559 49.5723167, 21.7929114 49.5723012, 21.7928423 49.5723012, 21.7927644 49.5723012)",yes,
139202195,Zdrojowa,residential,False,True,108.465,"LINESTRING (21.7917444 49.573668, 21.7918077 49.5737186, 21.7919142 49.5738038, 21.7920124 49.5738717, 21.7921241 49.5739489, 21.792203 49.5740041, 21.7922575 49.574027, 21.7923646 49.5740558, 21.7924338 49.5740661, 21.7924726 49.5740673, 21.7927092 49.5740743, 21.7929213 49.5740745, 21.7929613 49.5741134)",,
139202166,Zdrojowa,residential,False,False,142.338,"LINESTRING (21.7910234 49.5739455, 21.7911477 49.5739594, 21.7913438 49.5739795, 21.7916979 49.5740411, 21.7921447 49.5741097, 21.7923622 49.5741391, 21.7925464 49.5741413, 21.7928875 49.5741197, 21.7929613 49.5741134)",,
139202166,Zdrojowa,residential,False,False,6.8629999999999995,"LINESTRING (21.7929613 49.5741134, 21.7930051 49.5741118, 21.7930564 49.5741127)",,
139202166,Zdrojowa,residential,False,True,142.338,"LINESTRING (21.7929613 49.5741134, 21.7928875 49.5741197, 21.7925464 49.5741413, 21.7923622 49.5741391, 21.7921447 49.5741097, 21.7916979 49.5740411, 21.7913438 49.5739795, 21.7911477 49.5739594, 21.7910234 49.5739455)",,
139202195,Zdrojowa,residential,False,False,108.465,"LINESTRING (21.7929613 49.5741134, 21.7929213 49.5740745, 21.7927092 49.5740743, 21.7924726 49.5740673, 21.7924338 49.5740661, 21.7923646 49.5740558, 21.7922575 49.574027, 21.792203 49.5740041, 21.7921241 49.5739489, 21.7920124 49.5738717, 21.7919142 49.5738038, 21.7918077 49.5737186, 21.7917444 49.573668)",,
139202166,Zdrojowa,residential,False,True,6.8629999999999995,"LINESTRING (21.7930564 49.5741127, 21.7930051 49.5741118, 21.7929613 49.5741134)",,
347636250,Zdrojowa,tertiary,False,True,202.55599999999998,"LINESTRING (21.7930564 49.5741127, 21.7930031 49.5738698, 21.7929834 49.5737271, 21.7929752 49.5736672, 21.7929 49.5731202, 21.7928818 49.5730116, 21.7927691 49.5723294, 21.7927644 49.5723012)",,
176363673,Braci Kazurów,residential,False,False,469.11799999999994,"LINESTRING (21.7990197 49.5662424, 21.7990485 49.566494, 21.7991278 49.5666386, 21.7991939 49.5667776, 21.7992312 49.5669585, 21.7992364 49.5671192, 21.7992329 49.567151, 21.7992115 49.5673474, 21.7992043 49.5680687, 21.7991572 49.5689292, 21.7991542 49.568984, 21.7991486 49.5690864, 21.7991321 49.5693516, 21.7991222 49.5695102, 21.7991076 49.5697439, 21.7990753 49.5704415)",,
179136515,Braci Kazurów,unclassified,False,False,89.897,"LINESTRING (21.7990197 49.5662424, 21.7991171 49.5662232, 21.7991836 49.5661939, 21.7992442 49.5661371, 21.7997176 49.5656797, 21.799778 49.5656213)",,
179136515,Braci Kazurów,unclassified,False,True,96.78899999999999,"LINESTRING (21.7990197 49.5662424, 21.7989697 49.5662371, 21.7989044 49.5662124, 21.7988344 49.56617, 21.7982558 49.565548)",,
1256032460,Feliksa Piwarskiego,unclassified,False,False,9.318,"LINESTRING (21.7981991 49.5654727, 21.7982558 49.565548)",,
"[33448554, 1256032460, 179136516]",Feliksa Piwarskiego,unclassified,False,True,437.44500000000005,"LINESTRING (21.7981991 49.5654727, 21.7980899 49.5653174, 21.79783 49.5649373, 21.7975499 49.5645275, 21.7974529 49.5644727, 21.7973769 49.5644682, 21.7973179 49.5644707, 21.797237 49.5645051, 21.7971887 49.5645357, 21.797165 49.5645637, 21.7971146 49.5646446, 21.7970853 49.5647947, 21.7970665 49.5650585, 21.7970569 49.565178, 21.7970504 49.565259, 21.7970466 49.5653214, 21.7970065 49.5659842, 21.7969781 49.5663358, 21.7969765 49.5663564, 21.7969673 49.5664706, 21.7969542 49.566691, 21.7969304 49.566792, 21.7968942 49.5668509, 21.7968568 49.5668883, 21.7967998 49.5669205, 21.7967201 49.5669438, 21.7966219 49.5669444, 21.7965131 49.5669252)",,6.5
176363684,Feliksa Piwarskiego,residential,False,True,95.477,"LINESTRING (21.7975855 49.5662883, 21.7976577 49.5662174, 21.7982558 49.565548)",,
33448581,Kwiatowa,residential,False,False,69.82300000000001,"LINESTRING (21.7949486 49.5683404, 21.79513 49.5686549, 21.7951776 49.5687557, 21.795168 49.5688183, 21.7951412 49.5689409)",,
33448581,Kwiatowa,residential,False,True,264.5729999999999,"LINESTRING (21.7949486 49.5683404, 21.7948428 49.5681277, 21.7947409 49.567741, 21.7946638 49.5675948, 21.7944982 49.567386, 21.7944588 49.5673364, 21.794238 49.567035, 21.7942113 49.5669985, 21.7940226 49.5667938, 21.7937941 49.5666479, 21.7937158 49.5666116, 21.7936295 49.5666027, 21.7933245 49.5666334, 21.7932203 49.5666294, 21.7930543 49.5666027)",,
702311062,Kwiatowa,residential,False,True,207.844,"LINESTRING (21.7949486 49.5683404, 21.795004 49.5683304, 21.7950397 49.5683057, 21.7951007 49.5682667, 21.7952156 49.5681932, 21.7956363 49.5679219, 21.7959335 49.5677415, 21.7960617 49.5676637, 21.7962923 49.5675234, 21.7964218 49.5674417, 21.7965204 49.56736, 21.7965692 49.5672884, 21.7965834 49.5672028, 21.7965026 49.5670086, 21.7965131 49.5669252)",,3.5
176363685,Winiarska,residential,False,True,207.57599999999996,"LINESTRING (21.7902865 49.5686881, 21.7905556 49.5687184, 21.7910866 49.5687782, 21.7914108 49.5687889, 21.791812 49.5687836, 21.7918596 49.5687842, 21.792411 49.568792, 21.792634 49.5688111, 21.7927231 49.5688232, 21.7927829 49.5688314, 21.7931287 49.5689056)",,
"[759026425, 759026426, 33448574]",Jana Sechkiniego,residential,False,True,182.36800000000002,"LINESTRING (21.7951412 49.5689409, 21.7950718 49.5689508, 21.7945379 49.5691521, 21.7944146 49.5692314, 21.7942693 49.5693612, 21.794209 49.5693863, 21.7941479 49.5693767, 21.7940973 49.5693508, 21.793965 49.5692647, 21.7939519 49.5692582, 21.7938739 49.5692137, 21.793849 49.5692025, 21.7937562 49.5691165, 21.793704 49.5690665, 21.7936231 49.5690364, 21.7931781 49.5689196, 21.7931287 49.5689056)",yes,3.5
"[139202049, 33448581, 139201990]","['Władysława Cybulskiego', 'Zielona', 'Kwiatowa']",residential,False,False,593.6679999999999,"LINESTRING (21.7951412 49.5689409, 21.7952229 49.5694266, 21.7955993 49.5693782, 21.7958576 49.5693347, 21.7959916 49.5692938, 21.79624 49.569192, 21.796385 49.5691366, 21.7965668 49.5690764, 21.7966875 49.5690184, 21.7975108 49.5684951, 21.7975924 49.5684683, 21.7976508 49.568476, 21.7976969 49.5685084, 21.7977474 49.5685638, 21.7978277 49.5686965, 21.7978764 49.5688209, 21.7978978 49.5689161, 21.7979015 49.5690315, 21.7978693 49.5692552, 21.7978206 49.5694729, 21.7978011 49.5695599, 21.7977861 49.569627, 21.7977665 49.5697572, 21.7977094 49.5701369, 21.797691 49.5702433, 21.7977067 49.5702944, 21.7977397 49.5703496, 21.7978106 49.5704224, 21.797912 49.5704938, 21.798063 49.5705762, 21.7981732 49.5706115, 21.7983042 49.5706348, 21.7984694 49.5706433, 21.7986181 49.5706209, 21.7987724 49.5705843, 21.7989151 49.5705261, 21.7990753 49.5704415)",,
33448581,Kwiatowa,residential,False,True,69.82300000000001,"LINESTRING (21.7951412 49.5689409, 21.795168 49.5688183, 21.7951776 49.5687557, 21.79513 49.5686549, 21.7949486 49.5683404)",,
"[139202049, 33448581, 139201990]","['Władysława Cybulskiego', 'Zielona', 'Kwiatowa']",residential,False,True,593.6679999999999,"LINESTRING (21.7990753 49.5704415, 21.7989151 49.5705261, 21.7987724 49.5705843, 21.7986181 49.5706209, 21.7984694 49.5706433, 21.7983042 49.5706348, 21.7981732 49.5706115, 21.798063 49.5705762, 21.797912 49.5704938, 21.7978106 49.5704224, 21.7977397 49.5703496, 21.7977067 49.5702944, 21.797691 49.5702433, 21.7977094 49.5701369, 21.7977665 49.5697572, 21.7977861 49.569627, 21.7978011 49.5695599, 21.7978206 49.5694729, 21.7978693 49.5692552, 21.7979015 49.5690315, 21.7978978 49.5689161, 21.7978764 49.5688209, 21.7978277 49.5686965, 21.7977474 49.5685638, 21.7976969 49.5685084, 21.7976508 49.568476, 21.7975924 49.5684683, 21.7975108 49.5684951, 21.7966875 49.5690184, 21.7965668 49.5690764, 21.796385 49.5691366, 21.79624 49.569192, 21.7959916 49.5692938, 21.7958576 49.5693347, 21.7955993 49.5693782, 21.7952229 49.5694266, 21.7951412 49.5689409)",,
176363673,Braci Kazurów,residential,False,True,469.11799999999994,"LINESTRING (21.7990753 49.5704415, 21.7991076 49.5697439, 21.7991222 49.5695102, 21.7991321 49.5693516, 21.7991486 49.5690864, 21.7991542 49.568984, 21.7991572 49.5689292, 21.7992043 49.5680687, 21.7992115 49.5673474, 21.7992329 49.567151, 21.7992364 49.5671192, 21.7992312 49.5669585, 21.7991939 49.5667776, 21.7991278 49.5666386, 21.7990485 49.566494, 21.7990197 49.5662424)",,
"[759024492, 759024493, 33448589]",Wschodnia,residential,False,False,82.257,"LINESTRING (21.7927644 49.5723012, 21.7928423 49.5723012, 21.7929114 49.5723012, 21.7930559 49.5723167, 21.7931724 49.5723354, 21.7932251 49.5723602, 21.7933128 49.5724317, 21.7933891 49.572498, 21.7934582 49.5725019, 21.7936192 49.5724731, 21.7937107 49.5724461, 21.7937629 49.5724316)",yes,
347636250,Zdrojowa,tertiary,False,False,202.556,"LINESTRING (21.7927644 49.5723012, 21.7927691 49.5723294, 21.7928818 49.5730116, 21.7929 49.5731202, 21.7929752 49.5736672, 21.7929834 49.5737271, 21.7930031 49.5738698, 21.7930564 49.5741127)",,
347636250,Zdrojowa,tertiary,False,True,222.227,"LINESTRING (21.7927644 49.5723012, 21.7927523 49.5722306, 21.7926936 49.5717731, 21.7926388 49.5714325, 21.7926308 49.5713084, 21.7926264 49.5712125, 21.7926258 49.571159, 21.792638 49.5711106, 21.7926526 49.5710313, 21.7926581 49.5710016, 21.7927124 49.5707758, 21.7927188 49.5707489, 21.7927577 49.5705161, 21.7927916 49.5703137)",,
"[253636313, 347636089]",Jana Denisa,residential,False,False,90.185,"LINESTRING (21.7940258 49.5704407, 21.7938962 49.5704239, 21.7937067 49.5703983, 21.7931617 49.5703506, 21.7931446 49.5703489, 21.792839 49.5703227, 21.7927916 49.5703137)",yes,
