osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge
"[398144928, 299499559]",2,1 Maja,tertiary,50,False,True,69.993,"LINESTRING (15.9843676 54.0092388, 15.9846002 54.0090356, 15.9846087 54.0090282, 15.9846172 54.0090208, 15.9846343 54.0090057, 15.9846514 54.0089907, 15.9848354 54.0088291, 15.9848746 54.0087952, 15.9849488 54.0087309, 15.9849654 54.0087165)",,
"[329574098, 398144934]",2,Dworcowa,residential,50,False,True,108.11800000000001,"LINESTRING (15.9843676 54.0092388, 15.9843238 54.0092209, 15.9842594 54.0092149, 15.9841036 54.0092126, 15.9840189 54.0092193, 15.9840034 54.0092205, 15.983988 54.0092217, 15.9839578 54.0092241, 15.9839273 54.0092265, 15.983521 54.0092674, 15.9829737 54.0093226, 15.9829046 54.0093292, 15.982742 54.0093448)",,
398184986,2,1 Maja,tertiary,50,False,False,139.90099999999998,"LINESTRING (15.9843676 54.0092388, 15.9841664 54.0094161, 15.9841591 54.0094225, 15.9841518 54.0094289, 15.9841341 54.0094444, 15.9841165 54.0094598, 15.9839415 54.0096132, 15.9837823 54.0097528, 15.983334 54.0101446, 15.9833256 54.010152, 15.9833174 54.0101591, 15.9833007 54.0101737, 15.9832834 54.0101888, 15.9831748 54.0102836)",,
114849504,,Przejazdowa,residential,,False,True,86.809,"LINESTRING (15.9824789 54.0080697, 15.9815847 54.0081274, 15.9812879 54.0081465, 15.9811584 54.0081549)",,
329574214,,Władysława Sikorskiego,residential,50,False,False,66.188,"LINESTRING (15.9824789 54.0080697, 15.9823928 54.0076015, 15.9823702 54.0074779)",,
174411406,,Krótka,residential,,True,False,25.983,"LINESTRING (15.9802138 54.0108279, 15.9802304 54.0108276, 15.9806113 54.0108215)",,
114849504,,Przejazdowa,residential,,False,False,86.809,"LINESTRING (15.9811584 54.0081549, 15.9812879 54.0081465, 15.9815847 54.0081274, 15.9824789 54.0080697)",,
174411531,2,Lipowa,residential,,False,False,162.133,"LINESTRING (15.9811584 54.0081549, 15.9811025 54.0078706, 15.9808742 54.0067064)",,
174411531,2,Lipowa,residential,,False,True,147.388,"LINESTRING (15.9811584 54.0081549, 15.9811815 54.008263, 15.981411 54.0093526, 15.9814222 54.0094054, 15.9814157 54.0094707)",,
102021516,2,1 Maja,residential,50,False,False,110.17,"LINESTRING (15.9863538 54.0058449, 15.9863496 54.0058977, 15.9863446 54.0059473, 15.9863117 54.0061816, 15.9862907 54.0064584, 15.9862628 54.006712, 15.9862626 54.0067142, 15.9862585 54.0067542, 15.9862502 54.0068337)",,
253311224,,Wojska Polskiego,residential,,False,True,33.28,"LINESTRING (15.9863538 54.0058449, 15.9862408 54.0058511, 15.9861844 54.0058522, 15.9861238 54.0058522, 15.9860573 54.0058503, 15.9859833 54.0058464, 15.9858465 54.0058364)",,
299512504,,Wojska Polskiego,residential,,False,False,15.16,"LINESTRING (15.9863538 54.0058449, 15.9864965 54.0058355, 15.9865837 54.005827)",,
174411531,2,Lipowa,residential,,False,False,147.103,"LINESTRING (15.9816883 54.0107839, 15.9815729 54.0102261, 15.9815306 54.0100276, 15.9814429 54.0096071, 15.9814352 54.0095665, 15.9814157 54.0094707)",,
102021512,,Stefana Kardynała Wyszyńskiego,tertiary,,False,True,198.03600000000003,"LINESTRING (15.9912016 54.0093936, 15.9912678 54.0091847, 15.9914143 54.0087586, 15.9915012 54.0085111, 15.9915751 54.0083006, 15.9917325 54.0078479, 15.9917448 54.0077437, 15.9917413 54.0076441)",,
"[174411406, 398184990]",,Krótka,residential,,True,False,70.542,"LINESTRING (15.9806113 54.0108215, 15.9816423 54.0107894, 15.9816696 54.0107874, 15.9816883 54.0107839)",,
398144929,2,1 Maja,tertiary,50,False,True,11.11,"LINESTRING (15.9849654 54.0087165, 15.9850608 54.0086338)",,
"[398144928, 299499559]",2,1 Maja,tertiary,50,False,False,69.99300000000001,"LINESTRING (15.9849654 54.0087165, 15.9849488 54.0087309, 15.9848746 54.0087952, 15.9848354 54.0088291, 15.9846514 54.0089907, 15.9846343 54.0090057, 15.9846172 54.0090208, 15.9846087 54.0090282, 15.9846002 54.0090356, 15.9843676 54.0092388)",,
"[398144945, 187904903]",2,Pomorska,residential,"['50', '30']",False,True,86.07000000000001,"LINESTRING (15.9849654 54.0087165, 15.9851107 54.008735, 15.9851832 54.0087442, 15.9852777 54.0087569, 15.9853692 54.0087692, 15.9860973 54.0088456, 15.9862582 54.0088639)",,
174411530,,Klonowa,residential,,True,False,311.789,"LINESTRING (15.9803544 54.0095738, 15.9803393 54.0095048, 15.9802898 54.0092787, 15.9802039 54.0088308, 15.9802018 54.0088196, 15.9801801 54.0087067, 15.9801732 54.0086705, 15.9798124 54.006788)",,
329574099,,Klonowa,residential,,True,False,139.75,"LINESTRING (15.9803544 54.0095738, 15.9803694 54.009644, 15.9804096 54.0098327, 15.9806113 54.0108215)",,
398144931,2,Dworcowa,residential,50,False,False,70.293,"LINESTRING (15.9803544 54.0095738, 15.9804572 54.0095632, 15.9812594 54.0094842, 15.9814157 54.0094707)",,
"[398144929, 260543755]",2,1 Maja,tertiary,50,False,False,92.411,"LINESTRING (15.9858651 54.007953, 15.9858233 54.0079699, 15.9857884 54.007993, 15.9857131 54.0080606, 15.985676 54.0080933, 15.9855593 54.0081964, 15.9855164 54.0082343, 15.9852188 54.008494, 15.9851797 54.0085285, 15.9850608 54.0086338)",,
"[102021516, 398144927]",2,1 Maja,residential,50,False,True,127.94,"LINESTRING (15.9858651 54.007953, 15.985947 54.0078114, 15.9859688 54.0077744, 15.9860755 54.0075888, 15.9861173 54.0075181, 15.9861265 54.0074997, 15.9861515 54.0074497, 15.9861812 54.0073733, 15.9861984 54.0073144, 15.9862189 54.0071668, 15.9862369 54.0069604, 15.9862411 54.0069208, 15.9862502 54.0068337)",,
"[398144937, 174411532]",,Grunwaldzka,residential,30,False,True,235.04800000000003,"LINESTRING (15.9858651 54.007953, 15.9858252 54.0079378, 15.9857819 54.0079265, 15.9856953 54.0079115, 15.9856037 54.0078956, 15.9855693 54.0078904, 15.9855035 54.0078805, 15.9852522 54.0078437, 15.9851083 54.0078249, 15.9849068 54.0077985, 15.9848636 54.0077928, 15.9841612 54.0076965, 15.9828663 54.0075216, 15.9828094 54.0075139, 15.9825403 54.0074773, 15.982444 54.0074722, 15.9823702 54.0074779)",,
"[188330432, 398144938]",2,Grunwaldzka,tertiary,50,False,False,149.855,"LINESTRING (15.9858651 54.007953, 15.9859047 54.0079436, 15.9859459 54.0079403, 15.9859915 54.0079424, 15.9860737 54.0079534, 15.9861399 54.0079614, 15.9869639 54.0080636, 15.9871303 54.0080842, 15.9872073 54.008091, 15.9872788 54.0080946, 15.9873404 54.0080946, 15.9874101 54.0080897, 15.9874231 54.0080887, 15.9874832 54.0080839, 15.9878234 54.008056, 15.9880679 54.008036, 15.988121 54.0080316)",,
174411531,2,Lipowa,residential,,False,False,147.388,"LINESTRING (15.9814157 54.0094707, 15.9814222 54.0094054, 15.981411 54.0093526, 15.9811815 54.008263, 15.9811584 54.0081549)",,
174411531,2,Lipowa,residential,,False,True,147.103,"LINESTRING (15.9814157 54.0094707, 15.9814352 54.0095665, 15.9814429 54.0096071, 15.9815306 54.0100276, 15.9815729 54.0102261, 15.9816883 54.0107839)",,
"[398144931, 398144934]",2,Dworcowa,residential,50,False,False,87.78899999999999,"LINESTRING (15.9814157 54.0094707, 15.9815658 54.0094573, 15.9816387 54.0094508, 15.9818964 54.009426, 15.9820948 54.009407, 15.9825302 54.0093649, 15.9825939 54.0093588, 15.982742 54.0093448)",,
398144931,2,Dworcowa,residential,50,False,True,70.293,"LINESTRING (15.9814157 54.0094707, 15.9812594 54.0094842, 15.9804572 54.0095632, 15.9803544 54.0095738)",,
174411531,2,Lipowa,residential,,False,True,91.83,"LINESTRING (15.9806646 54.0058927, 15.980693 54.0059243, 15.9807149 54.0059637, 15.9807292 54.0060103, 15.9807325 54.0060212, 15.9808582 54.0066301, 15.9808742 54.0067064)",,
