osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge,junction
76472478,Wesoła,residential,False,True,40.839,,,,"LINESTRING (19.1153025 54.2158167, 19.1154252 54.2161769)",,
27315909,Jantarowa,secondary,False,True,127.999,2,502,50,"LINESTRING (19.1106987 54.2189874, 19.1096222 54.2180236)",,
76472480,Brzask,residential,False,False,31.169,,,,"LINESTRING (19.1102393 54.2155123, 19.1107113 54.2154633)",,
76472480,Brzask,residential,False,True,29.855,,,,"LINESTRING (19.1102393 54.2155123, 19.1097889 54.2155645)",,
76472460,Rynek,residential,False,True,96.456,,,,"LINESTRING (19.1102393 54.2155123, 19.1099697 54.2147547, 19.1099665 54.2146611)",,
76472441,Słoneczna,residential,False,False,126.829,,,,"LINESTRING (19.1133477 54.2164326, 19.1129725 54.2153133)",,
76472443,Długa,residential,False,False,70.734,,,,"LINESTRING (19.1133477 54.2164326, 19.114412 54.2163008)",,
76472443,Długa,residential,False,True,72.222,,,,"LINESTRING (19.1133477 54.2164326, 19.1124124 54.2165466, 19.1122609 54.2165668)",,
76472480,Brzask,residential,False,False,29.855,,,,"LINESTRING (19.1097889 54.2155645, 19.1102393 54.2155123)",,
76472453,Łąkowa,residential,False,True,15.244,,,,"LINESTRING (19.1121113 54.2176858, 19.1118889 54.2177292)",,
76472495,Nowa,residential,False,False,84.646,,,,"LINESTRING (19.1121113 54.2176858, 19.1125501 54.2184025)",,
76472453,Łąkowa,residential,False,False,50.71,,,,"LINESTRING (19.1121113 54.2176858, 19.112735 54.2175566, 19.1128464 54.2175334)",,
76472443,Długa,residential,False,True,67.302,,,,"LINESTRING (19.1154252 54.2161769, 19.114412 54.2163008)",,
76472478,Wesoła,residential,False,False,40.839,,,,"LINESTRING (19.1154252 54.2161769, 19.1153025 54.2158167)",,
76472443,Długa,residential,False,False,68.05,,,,"LINESTRING (19.1154252 54.2161769, 19.1159789 54.2161716, 19.1164553 54.2162454)",,
76472441,Słoneczna,residential,False,True,126.829,,,,"LINESTRING (19.1129725 54.2153133, 19.1133477 54.2164326)",,
76472480,Brzask,residential,False,True,31.169,,,,"LINESTRING (19.1107113 54.2154633, 19.1102393 54.2155123)",,
76472443,Długa,residential,False,False,67.302,,,,"LINESTRING (19.114412 54.2163008, 19.1154252 54.2161769)",,
76472443,Długa,residential,False,True,70.734,,,,"LINESTRING (19.114412 54.2163008, 19.1133477 54.2164326)",,
76472462,Jasna,residential,False,False,62.553,,,,"LINESTRING (19.114412 54.2163008, 19.1142265 54.2157488)",,
76472505,Ernesta Wejhera,residential,True,False,31.683999999999997,,,,"LINESTRING (19.1162713 54.2133275, 19.1162509 54.2132281, 19.1162117 54.2130447)",,
188956080,Generała Władysława Sikorskiego,tertiary,False,False,31.910999999999998,,,,"LINESTRING (19.1162713 54.2133275, 19.1163998 54.2132022, 19.1165151 54.2130785)",,
188956080,Generała Władysława Sikorskiego,tertiary,False,True,96.803,,,,"LINESTRING (19.1162713 54.2133275, 19.1161748 54.2134137, 19.116068 54.2134814, 19.115935 54.2135462, 19.1157653 54.2136156, 19.1155858 54.213671, 19.1150628 54.2138063)",,
76472443,Długa,residential,False,False,72.222,,,,"LINESTRING (19.1122609 54.2165668, 19.1124124 54.2165466, 19.1133477 54.2164326)",,
