osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,junction
203122612,False,Rejowska,residential,False,142.662,"LINESTRING (20.8806534 51.1225837, 20.8805346 51.1225568, 20.8799547 51.1224254, 20.8792296 51.1222606, 20.8789867 51.1222057, 20.8788048 51.1221655, 20.8787301 51.1221492)",,,
679476001,False,Zielna,residential,True,132.75799999999998,"LINESTRING (20.8806534 51.1225837, 20.8807046 51.1224981, 20.8807192 51.1224727, 20.8807913 51.1223477, 20.8809568 51.1220591, 20.8809916 51.1219937, 20.8810221 51.1219396, 20.8810568 51.121879, 20.8812668 51.1215121, 20.8812965 51.1214601)",,,
679476005,False,Zielna,residential,True,129.945,"LINESTRING (20.8806534 51.1225837, 20.8806157 51.122653, 20.880591 51.1226958, 20.8804255 51.1229929, 20.8803124 51.1231959, 20.8801957 51.1234054, 20.8800916 51.1235922, 20.8800392 51.1236869)",,,
201278573,False,Wiejska,tertiary,False,284.91799999999995,"LINESTRING (20.8828495 51.1263807, 20.8821875 51.1262348, 20.8820931 51.1262144, 20.8819081 51.1261744, 20.880862 51.1259439, 20.8804026 51.1258381, 20.8799297 51.1257358, 20.8792624 51.1255894, 20.8791996 51.1255743, 20.8790008 51.1255261)",,,
970258156,False,Szydłowiecka,tertiary,True,105.144,"LINESTRING (20.8828495 51.1263807, 20.8829045 51.1262612, 20.8829443 51.1261729, 20.8829841 51.1260846, 20.8830257 51.1259884, 20.8830479 51.1259425, 20.8832975 51.1254782)",50,,
35713505,False,Spółdzielcza,residential,False,280.87399999999997,"LINESTRING (20.88383 51.1245351, 20.8837097 51.1245072, 20.8836733 51.1244987, 20.8833708 51.1244318, 20.8831157 51.1243748, 20.8828446 51.1243142, 20.8828247 51.1243097, 20.8826464 51.1242698, 20.8825635 51.1242513, 20.8824355 51.1242226, 20.882355 51.1242045, 20.8816115 51.1240383, 20.8813643 51.1239831, 20.8812092 51.1239469, 20.8811532 51.1239358, 20.8809056 51.1238804, 20.8807593 51.1238477, 20.880187 51.1237197, 20.8801218 51.1237052, 20.8800392 51.1236869)",40,,
970258156,False,Szydłowiecka,tertiary,False,111.259,"LINESTRING (20.88383 51.1245351, 20.8837871 51.1246128, 20.8833276 51.1254264, 20.8832975 51.1254782)",50,,
35713505,False,Spółdzielcza,residential,True,280.87399999999997,"LINESTRING (20.8800392 51.1236869, 20.8801218 51.1237052, 20.880187 51.1237197, 20.8807593 51.1238477, 20.8809056 51.1238804, 20.8811532 51.1239358, 20.8812092 51.1239469, 20.8813643 51.1239831, 20.8816115 51.1240383, 20.882355 51.1242045, 20.8824355 51.1242226, 20.8825635 51.1242513, 20.8826464 51.1242698, 20.8828247 51.1243097, 20.8828446 51.1243142, 20.8831157 51.1243748, 20.8833708 51.1244318, 20.8836733 51.1244987, 20.8837097 51.1245072, 20.88383 51.1245351)",40,,
203718952,False,Spółdzielcza,residential,True,400.553,"LINESTRING (20.8800392 51.1236869, 20.879962 51.1236705, 20.8798557 51.1236478, 20.8796914 51.123613, 20.8794814 51.1235685, 20.8791758 51.1235037, 20.8784314 51.1233458, 20.8781314 51.1232808, 20.8777772 51.1232041, 20.877063 51.1230491, 20.8769445 51.1230237, 20.8763595 51.1228985, 20.8761505 51.122852, 20.8761159 51.1228443, 20.8759734 51.1228128, 20.8758634 51.1227881, 20.8752392 51.1226481, 20.8749559 51.1225852, 20.8747842 51.122547, 20.8746163 51.1225077)",40,,
679476005,False,Zielna,residential,False,129.945,"LINESTRING (20.8800392 51.1236869, 20.8800916 51.1235922, 20.8801957 51.1234054, 20.8803124 51.1231959, 20.8804255 51.1229929, 20.880591 51.1226958, 20.8806157 51.122653, 20.8806534 51.1225837)",,,
"[970258155, 968899349]",False,Zielna,residential,False,107.43299999999999,"LINESTRING (20.8800392 51.1236869, 20.880007 51.123748, 20.8799969 51.1237658, 20.8799225 51.1238973, 20.8797056 51.1242806, 20.8795261 51.1245978)",,,
214608500,False,,residential,False,37.857,"LINESTRING (20.8790008 51.1255261, 20.8788265 51.1258485)",30,,
"[201278572, 1102357789]",False,Wiejska,tertiary,False,344.695,"LINESTRING (20.8790008 51.1255261, 20.878825 51.1254842, 20.8787871 51.1254752, 20.8785562 51.1254203, 20.8785259 51.1254133, 20.8782297 51.1253446, 20.8771321 51.1251001, 20.8770654 51.1250852, 20.8766755 51.1249976, 20.8761002 51.1248761, 20.8757515 51.1248005, 20.8753908 51.1247188, 20.8748043 51.1245869, 20.8746827 51.1245596, 20.8746413 51.1245499, 20.8743481 51.1244863)",50,,
