osmid,oneway,name,highway,reversed,length,geometry,access,maxspeed,width,junction,lanes
121775381,True,Ludwika Zamenhofa,living_street,False,56.492,"LINESTRING (23.2543876 50.718117, 23.253607 50.7182347)",,,,,
33012184,True,Bazyliańska,living_street,False,45.262,"LINESTRING (23.2535876 50.7160547, 23.25351 50.71585, 23.2534375 50.7156589)",,,,,
145564590,True,Bazyliańska,living_street,False,43.93000000000001,"LINESTRING (23.2535876 50.7160547, 23.2536556 50.716229, 23.2537239 50.7164023, 23.2537375 50.7164382)",destination,,,,
145564600,True,Stefana Żeromskiego,living_street,False,95.347,"LINESTRING (23.2535876 50.7160547, 23.2531112 50.716134, 23.2530095 50.7161508, 23.2522773 50.7162714)",no,,,,
145564590,True,Bazyliańska,living_street,False,48.548,"LINESTRING (23.2538994 50.7168568, 23.25397 50.7170471, 23.2539878 50.7170946, 23.25406 50.7172814)",destination,,,,
"[33018642, 121775565]",False,"['Solna', 'Ormiańska']",living_street,"[False, True]",140.351,"LINESTRING (23.25406 50.7172814, 23.2537999 50.7173212, 23.2534566 50.7173758, 23.2534427 50.717378, 23.2534289 50.7173801, 23.2527809 50.7174806, 23.2527895 50.7175038, 23.2529359 50.7178974)",no,,,,
145564590,True,Bazyliańska,living_street,False,46.879000000000005,"LINESTRING (23.25406 50.7172814, 23.2540736 50.7173166, 23.2540804 50.7173342, 23.2542177 50.717691)",destination,,,,
145564587,False,Bazyliańska,living_street,False,68.745,"LINESTRING (23.2534375 50.7156589, 23.2534237 50.7156259, 23.2533258 50.7153972, 23.2532641 50.7152486, 23.253185 50.7150617)",,,,,
145564603,True,Tadeusza Kościuszki,living_street,False,74.014,"LINESTRING (23.2534375 50.7156589, 23.2535533 50.7156388, 23.2539401 50.7155716, 23.2544513 50.7154828)",,,,,
1046946337,False,Partyzantów,unclassified,False,171.136,"LINESTRING (23.2588942 50.7153435, 23.2585988 50.7153816, 23.2578856 50.7154652, 23.2571719 50.7155461, 23.2565038 50.7156224)",,50,7,,
145564590,True,Bazyliańska,living_street,False,48.856,"LINESTRING (23.2542177 50.717691, 23.2543876 50.718117)",destination,,,,
