osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,access
385907763,Piastów Śląskich,residential,False,True,27.911,"LINESTRING (17.1504571 51.0360943, 17.1502792 51.0358696)",,,,
385907762,Fabryczna,residential,False,False,23.774,"LINESTRING (17.1504571 51.0360943, 17.1502292 51.0361684, 17.150147 51.0361774)",,,,
432796372,Polna,residential,False,False,7.9,"LINESTRING (17.1504571 51.0360943, 17.1504994 51.0361157, 17.1505389 51.036143)",,,,
192645210,1 Maja,residential,False,True,102.65200000000002,"LINESTRING (17.1463395 51.036051, 17.1463102 51.0359411, 17.1462847 51.0357989, 17.1459924 51.0353572, 17.1459194 51.0352374, 17.1458841 51.0351796)",,,,
40348869,Jarzębinowa,tertiary,False,False,53.463,"LINESTRING (17.1520376 51.0291933, 17.1519069 51.0292759, 17.1518737 51.0292968, 17.1517322 51.0293954, 17.151514 51.0295435)",2,40,,
40348869,Jarzębinowa,tertiary,False,True,59.276,"LINESTRING (17.1520376 51.0291933, 17.1521932 51.0291063, 17.1526915 51.0288543)",2,40,,
46563475,Modrzewiowa,residential,False,False,185.07,"LINESTRING (17.1520376 51.0291933, 17.1520766 51.0292187, 17.1520883 51.0292402, 17.1525569 51.0301021, 17.1526295 51.0302705, 17.15262 51.0304016, 17.1525723 51.0304826, 17.152509 51.0306537, 17.1524151 51.0307669)",,30,,
46563475,Modrzewiowa,residential,False,True,73.227,"LINESTRING (17.1521301 51.0313983, 17.1522145 51.0312018, 17.1522774 51.0310328, 17.1523495 51.030846, 17.1524151 51.0307669)",,30,,
179193112,Zacisze,residential,False,False,47.615,"LINESTRING (17.1521301 51.0313983, 17.1524762 51.0316304, 17.1525377 51.0317334)",,40,,
179193112,Zacisze,residential,False,True,173.12800000000001,"LINESTRING (17.1521301 51.0313983, 17.1501508 51.030612, 17.150037 51.0305668)",,40,,
40348869,Jarzębinowa,tertiary,False,False,51.679,"LINESTRING (17.151514 51.0295435, 17.1510112 51.0298841)",2,40,,
40348869,Jarzębinowa,tertiary,False,True,53.462999999999994,"LINESTRING (17.151514 51.0295435, 17.1517322 51.0293954, 17.1518737 51.0292968, 17.1519069 51.0292759, 17.1520376 51.0291933)",2,40,,
46563468,Klonowa,residential,True,False,155.28900000000002,"LINESTRING (17.1524151 51.0307669, 17.1521087 51.0306486, 17.1520042 51.0304408, 17.1519309 51.0302726, 17.1518306 51.030074, 17.1515606 51.0295771, 17.151514 51.0295435)",,,,
46563475,Modrzewiowa,residential,False,False,73.22699999999999,"LINESTRING (17.1524151 51.0307669, 17.1523495 51.030846, 17.1522774 51.0310328, 17.1522145 51.0312018, 17.1521301 51.0313983)",,30,,
46563475,Modrzewiowa,residential,False,True,185.07,"LINESTRING (17.1524151 51.0307669, 17.152509 51.0306537, 17.1525723 51.0304826, 17.15262 51.0304016, 17.1526295 51.0302705, 17.1525569 51.0301021, 17.1520883 51.0292402, 17.1520766 51.0292187, 17.1520376 51.0291933)",,30,,
40348869,Jarzębinowa,tertiary,False,True,102.013,"LINESTRING (17.150037 51.0305668, 17.1501523 51.0304832, 17.1502451 51.0304159, 17.1504034 51.0303097, 17.1508203 51.0300126, 17.1510112 51.0298841)",2,40,,
46579934,Zacisze,residential,False,True,168.458,"LINESTRING (17.150037 51.0305668, 17.1499889 51.0305472, 17.1499105 51.0305061, 17.1498227 51.0304487, 17.1492663 51.0300881, 17.1483494 51.0294875)",,30,,
179193112,Zacisze,residential,False,False,173.12800000000001,"LINESTRING (17.150037 51.0305668, 17.1501508 51.030612, 17.1521301 51.0313983)",,40,,
247598248,Kościelna,tertiary,False,False,106.16499999999999,"LINESTRING (17.150037 51.0305668, 17.1498793 51.030678, 17.1496477 51.030835, 17.1494434 51.0309764, 17.1494023 51.0310048, 17.1492701 51.0311265, 17.149127 51.0313215)",,40,,
432796366,Henryka III,living_street,False,True,83.523,"LINESTRING (17.1537503 51.0340863, 17.1526291 51.0343453)",,20,,
179193112,Zacisze,residential,False,True,141.46300000000002,"LINESTRING (17.1537503 51.0340863, 17.1535322 51.0336149, 17.1534457 51.0334373, 17.1532918 51.033121, 17.1531705 51.0328675)",,40,,
"[432796369, 432796366]",Henryka III,living_street,False,False,93.578,"LINESTRING (17.1537503 51.0340863, 17.1539381 51.0340419, 17.1541349 51.0339853, 17.1544176 51.0338825, 17.1549046 51.0336679)",,20,,
46579937,Henryka III,living_street,False,False,85.105,"LINESTRING (17.1503957 51.0349792, 17.1513441 51.0346977, 17.1514944 51.03465)",,,,
247598632,Opolska,primary,False,False,6.404,"LINESTRING (17.1464496 51.0282422, 17.1465147 51.0282017)",2,50,94,
46579934,Zacisze,residential,False,False,162.7,"LINESTRING (17.1464496 51.0282422, 17.1465203 51.0282872, 17.1469173 51.0285397, 17.146997 51.0285904, 17.1472792 51.0287843, 17.148063 51.0292962)",,30,,
"[970615505, 193023129]",Opolska,primary,False,True,213.904,"LINESTRING (17.1464496 51.0282422, 17.1458253 51.0286189, 17.1456509 51.0287156, 17.1449372 51.0291471, 17.1444928 51.0294614, 17.1443 51.0296078)","['2', '3']",50,94,
46579934,Zacisze,residential,False,False,29.22,"LINESTRING (17.148063 51.0292962, 17.1481044 51.0293218, 17.1483494 51.0294875)",,30,,
46579934,Zacisze,residential,False,True,162.7,"LINESTRING (17.148063 51.0292962, 17.1472792 51.0287843, 17.146997 51.0285904, 17.1469173 51.0285397, 17.1465203 51.0282872, 17.1464496 51.0282422)",,30,,
"[422665286, 46602135]","['Słoneczna', 'Świętego Floriana']",residential,False,False,378.824,"LINESTRING (17.148063 51.0292962, 17.1459682 51.0305265, 17.1461798 51.0306939, 17.1465892 51.0310029, 17.1470532 51.0313476, 17.1476045 51.0317571)",,20,,
46579934,Zacisze,residential,False,False,168.458,"LINESTRING (17.1483494 51.0294875, 17.1492663 51.0300881, 17.1498227 51.0304487, 17.1499105 51.0305061, 17.1499889 51.0305472, 17.150037 51.0305668)",,30,,
46579934,Zacisze,residential,False,True,29.22,"LINESTRING (17.1483494 51.0294875, 17.1481044 51.0293218, 17.148063 51.0292962)",,30,,
46602136,Cicha,residential,False,False,119.804,"LINESTRING (17.1483494 51.0294875, 17.1490532 51.0290472, 17.1495771 51.0287362)",,,,
46602136,Cicha,residential,False,True,119.804,"LINESTRING (17.1495771 51.0287362, 17.1490532 51.0290472, 17.1483494 51.0294875)",,,,
1239629626,Chabrowa,residential,False,False,40.418,"LINESTRING (17.1516882 51.0281517, 17.151896 51.0282718, 17.1520894 51.0284125)",,,,
1239629626,Chabrowa,residential,False,False,64.766,"LINESTRING (17.1520894 51.0284125, 17.1522787 51.0285697, 17.1525868 51.0287801, 17.1526419 51.0288177, 17.1526915 51.0288543)",,,,
1239629626,Chabrowa,residential,False,True,40.418,"LINESTRING (17.1520894 51.0284125, 17.151896 51.0282718, 17.1516882 51.0281517)",,,,
"[40347808, 1041733028, 1041733029]",Szkolna,residential,False,False,200.83699999999996,"LINESTRING (17.1473622 51.0336633, 17.1472846 51.0336879, 17.1472354 51.0337054, 17.1472153 51.0337157, 17.1469438 51.0339138, 17.1467168 51.0341077, 17.1465577 51.0342615, 17.146516 51.0342992, 17.1464637 51.0343591, 17.1462905 51.0345587, 17.1462371 51.0346155, 17.1460855 51.0348533, 17.146006 51.0349757, 17.145982 51.0350149, 17.1458841 51.0351796)",2,,,
179193110,Piastów Śląskich,tertiary,False,False,292.249,"LINESTRING (17.1473622 51.0336633, 17.1473972 51.0336822, 17.147534 51.0337532, 17.1476832 51.0338419, 17.147884 51.0339793, 17.1481336 51.0341438, 17.1482217 51.0341983, 17.1483274 51.0342564, 17.1490073 51.0345922, 17.1490803 51.034633, 17.1492256 51.0347179, 17.1493042 51.0347755, 17.1495615 51.0350123, 17.1498366 51.035302, 17.1500608 51.0355819, 17.150086 51.0356134)",2,,,
247598248,Kościelna,tertiary,False,True,157.027,"LINESTRING (17.1473622 51.0336633, 17.1474123 51.0336435, 17.1474482 51.0336223, 17.1474795 51.0336012, 17.1474994 51.0335781, 17.1476319 51.0334073, 17.1480021 51.0328982, 17.1483493 51.0324054)",,40,,
192645204,Szkolna,residential,False,False,54.138999999999996,"LINESTRING (17.1458841 51.0351796, 17.1457644 51.03539, 17.1456232 51.035638)",2,50,,
192645210,1 Maja,residential,False,False,102.65200000000002,"LINESTRING (17.1458841 51.0351796, 17.1459194 51.0352374, 17.1459924 51.0353572, 17.1462847 51.0357989, 17.1463102 51.0359411, 17.1463395 51.036051)",,,,
"[40347808, 1041733028, 1041733029]",Szkolna,residential,False,True,200.83700000000002,"LINESTRING (17.1458841 51.0351796, 17.145982 51.0350149, 17.146006 51.0349757, 17.1460855 51.0348533, 17.1462371 51.0346155, 17.1462905 51.0345587, 17.1464637 51.0343591, 17.146516 51.0342992, 17.1465577 51.0342615, 17.1467168 51.0341077, 17.1469438 51.0339138, 17.1472153 51.0337157, 17.1472354 51.0337054, 17.1472846 51.0336879, 17.1473622 51.0336633)",2,,,
46602140,Wileńska,living_street,False,False,44.345,"LINESTRING (17.1444324 51.0366284, 17.1448897 51.0367383, 17.1450248 51.0367708)",,,,
"[385237744, 385237742]",,residential,False,False,129.799,"LINESTRING (17.1444324 51.0366284, 17.144012 51.0363639, 17.1439708 51.0363038, 17.1439941 51.0362006, 17.1440424 51.036112, 17.144008 51.0360122, 17.1440575 51.0359149, 17.144354 51.0356478)",,,,yes
46602141,Energetyczna,residential,False,True,62.647999999999996,"LINESTRING (17.1456232 51.035638, 17.1454992 51.0356097, 17.1448117 51.0354001)",,30,,
192645204,Szkolna,residential,False,False,132.813,"LINESTRING (17.1456232 51.035638, 17.1452963 51.0362264, 17.1450995 51.0365794, 17.1450248 51.0367708)",2,50,,
192645204,Szkolna,residential,False,True,54.138999999999996,"LINESTRING (17.1456232 51.035638, 17.1457644 51.03539, 17.1458841 51.0351796)",2,50,,
46602140,Wileńska,living_street,False,True,44.345,"LINESTRING (17.1450248 51.0367708, 17.1448897 51.0367383, 17.1444324 51.0366284)",,,,
192645204,Szkolna,residential,False,True,132.81300000000002,"LINESTRING (17.1450248 51.0367708, 17.1450995 51.0365794, 17.1452963 51.0362264, 17.1456232 51.035638)",2,50,,
46579937,Henryka III,living_street,False,False,86.583,"LINESTRING (17.1514944 51.03465, 17.1515818 51.034608, 17.1518445 51.0345307, 17.152572 51.0343579, 17.1526291 51.0343453)",,,,
46579937,Henryka III,living_street,False,True,85.105,"LINESTRING (17.1514944 51.03465, 17.1513441 51.0346977, 17.1503957 51.0349792)",,,,
