osmid,oneway,highway,reversed,length,lanes,name,maxspeed,geometry,width,bridge,ref
221256085,True,residential,False,32.809,,,,"LINESTRING (22.238506 50.071924, 22.2384389 50.0722159)",,,
"[701679541, 346640358]",False,tertiary,True,84.807,2,Tadeusza Kościuszki,50,"LINESTRING (22.2328319 50.0695256, 22.2326997 50.069479, 22.2326172 50.0694509, 22.2325623 50.0694318, 22.2325204 50.0694156, 22.232491 50.0694035, 22.2324669 50.0693921, 22.2324479 50.0693807, 22.2324274 50.0693663, 22.2324102 50.0693534, 22.2323939 50.0693397, 22.2323793 50.0693242, 22.2323653 50.0693063, 22.2323392 50.0692683, 22.2323025 50.0692114, 22.2322189 50.0690879, 22.2321296 50.0689531)",,,
"[701679544, 701679546, 346640359]",False,tertiary,False,169.382,2,Tadeusza Kościuszki,50,"LINESTRING (22.2328319 50.0695256, 22.2329861 50.0695784, 22.2333145 50.0696917, 22.2334357 50.0697322, 22.2338146 50.0698588, 22.2342046 50.0699928, 22.2343664 50.070047, 22.2346387 50.0701359, 22.2347684 50.0701737, 22.2348294 50.0701861, 22.2348815 50.0701951, 22.2349513 50.0702037)",,,
"[701679545, 729366226, 252539788]",False,residential,True,284.09299999999996,2,Stanisława Moniuszki,50,"LINESTRING (22.2328319 50.0695256, 22.2328044 50.0695645, 22.2327887 50.0695868, 22.2327712 50.0696204, 22.2327513 50.0696641, 22.2327441 50.0696955, 22.2327382 50.0697359, 22.2327312 50.0697937, 22.2327108 50.0699628, 22.2326886 50.0702103, 22.2326599 50.0704616, 22.2326157 50.0707682, 22.2326045 50.0708229, 22.2326039 50.0708656, 22.2326122 50.0709056, 22.2326312 50.0709483, 22.232639 50.070959, 22.232652 50.0709804, 22.2326716 50.0710025, 22.2326895 50.0710239, 22.2327323 50.0710582, 22.2328614 50.0711369, 22.2332517 50.0713419, 22.2335864 50.0715274, 22.2336238 50.0715596, 22.2336513 50.0715974, 22.2336734 50.0716521, 22.233674 50.0716915, 22.2336578 50.0717793)",7,,
40868773,False,tertiary,True,19.276,2,Królowej Elżbiety,50,"LINESTRING (22.2297404 50.0682314, 22.2297092 50.0681958, 22.2296845 50.0681594, 22.2296749 50.0681233, 22.2296703 50.0680948, 22.2296722 50.0680673)",,,
"[41407458, 261052418]",False,tertiary,False,32.225,3,Tadeusza Kościuszki,50,"LINESTRING (22.2297404 50.0682314, 22.2297876 50.0682635, 22.2298029 50.0682715, 22.2298629 50.0682927, 22.2299208 50.0683101, 22.2299873 50.0683232, 22.230144 50.068347)",,,
701679533,False,tertiary,True,24.153,2,Rynek,50,"LINESTRING (22.2297404 50.0682314, 22.2296843 50.0682632, 22.2296293 50.0682935, 22.2295525 50.0683311, 22.2294696 50.0683602)",,,
"[436723544, 436723545, 701862195]",False,residential,True,65.218,2,Dominikańska,,"LINESTRING (22.2259958 50.0715589, 22.226091 50.0715162, 22.2261109 50.0715072, 22.2261322 50.0714964, 22.2263098 50.0714059, 22.2264897 50.0713162, 22.2265997 50.0712632, 22.2267267 50.0712072)",,yes,
701679538,False,tertiary,False,19.454,2,Tadeusza Kościuszki,50,"LINESTRING (22.2311553 50.068529, 22.2314131 50.0685858)",,,
41394620,True,residential,False,179.39499999999995,1,Ottona z Pilczy,,"LINESTRING (22.2311553 50.068529, 22.2311269 50.0685843, 22.2310235 50.0687827, 22.2309716 50.0688821, 22.2309249 50.0689717, 22.2308345 50.069145, 22.2307958 50.069218, 22.2307532 50.0692828, 22.2307355 50.0693037, 22.2306692 50.069382, 22.2305398 50.0695348, 22.2305242 50.0695531, 22.2304671 50.0696205, 22.2304609 50.0696268, 22.2304537 50.0696332, 22.2304451 50.0696388, 22.230436 50.0696442, 22.2304256 50.0696484, 22.2304146 50.0696522, 22.2304048 50.0696549, 22.2303914 50.069657, 22.2303789 50.0696583, 22.2303662 50.0696587, 22.2303546 50.0696579, 22.2303424 50.0696562, 22.2303 50.0696482, 22.2299484 50.0695869, 22.2299113 50.069581, 22.2298347 50.0695688)",,,
261052413,False,tertiary,True,35.653000000000006,2,Tadeusza Kościuszki,50,"LINESTRING (22.2311553 50.068529, 22.2309087 50.0684785, 22.2306786 50.0684332)",,,
"[261052411, 701679526, 41404799]",False,tertiary,True,97.643,"['2', '3']",Józefa Piłsudskiego,50,"LINESTRING (22.2301625 50.0668815, 22.230128 50.066847, 22.2300851 50.066809, 22.2300395 50.06678, 22.229987 50.0667511, 22.2298918 50.0667089, 22.2292096 50.0664449, 22.2291152 50.066406, 22.2290537 50.0663805)",,,
701679528,False,tertiary,False,40.382999999999996,2,Królowej Elżbiety,50,"LINESTRING (22.2301625 50.0668815, 22.2301853 50.0669207, 22.2301966 50.0669632, 22.2301991 50.0670002, 22.230192 50.0670436, 22.2301738 50.0671117, 22.2301667 50.0671282, 22.2301517 50.0671629, 22.2301162 50.0672347)",,,
"[41394624, 701679539]",True,residential,False,146.992,1,Zamkowa,50,"LINESTRING (22.2321934 50.0673633, 22.2321676 50.0674145, 22.2321145 50.0675061, 22.2317411 50.0680593, 22.2315409 50.0683503, 22.2314465 50.068524, 22.2314348 50.0685458, 22.2314131 50.0685858)",,,
247891545,False,tertiary,True,37.448,2,3 Maja,50,"LINESTRING (22.2321934 50.0673633, 22.2321121 50.0673471, 22.2320418 50.0673239, 22.2318424 50.0672361, 22.2317439 50.0671936)",,,
"[1192148305, 791019651, 1058595019]",False,tertiary,False,432.952,2,3 Maja,"['30', '50']","LINESTRING (22.2321934 50.0673633, 22.2322432 50.0673655, 22.2323058 50.0673631, 22.2325572 50.0673247, 22.2327061 50.067298, 22.2338641 50.0671081, 22.2340916 50.0670708, 22.2344112 50.0670191, 22.2348407 50.0669497, 22.2356613 50.0668171, 22.2362684 50.0667189, 22.2380254 50.0664348, 22.2380773 50.0664264)",,,
"[41404800, 701415406]",False,tertiary,False,61.532,3,Józefa Piłsudskiego,50,"LINESTRING (22.2290537 50.0663805, 22.2286627 50.0662187, 22.2283291 50.0660807)",,,
