osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,access,tunnel,bridge
25634506,2,Mikołaja Kopernika,tertiary,False,True,246.19099999999997,"LINESTRING (20.1517485 51.9536239, 20.1517575 51.9538567, 20.1517616 51.9539029, 20.151766 51.9543552, 20.1517777 51.9549813, 20.1517777 51.9554416, 20.1517822 51.9555944, 20.1517807 51.955632, 20.1517701 51.955737, 20.151748 51.9558366)",,,,
25509379,2,Rawska,tertiary,False,False,56.784000000000006,"LINESTRING (20.1455818 51.9544368, 20.1452899 51.9547333, 20.1451622 51.9548616, 20.1451509 51.954873)",,,,
537615452,2,Rawska,tertiary,False,True,75.894,"LINESTRING (20.1455818 51.9544368, 20.1456608 51.9543622, 20.146034 51.9539991, 20.1461622 51.9538558)",,,,
25509359,,Świętego Stanisława,residential,True,False,198.73600000000002,"LINESTRING (20.1427789 51.9539882, 20.1428845 51.9539986, 20.1439056 51.9541425, 20.1444033 51.9542139, 20.1448598 51.9542819, 20.1453029 51.9543689, 20.1454636 51.9544059, 20.1455818 51.9544368)",,,,
25509421,2,Stefana Batorego,tertiary,False,True,77.745,"LINESTRING (20.1427789 51.9539882, 20.1427896 51.9545959, 20.1427939 51.9546873)",,,,
513535441,,Józefa Mireckiego,residential,True,False,123.85000000000001,"LINESTRING (20.1431171 51.9549219, 20.1431597 51.9549374, 20.1445365 51.9553173, 20.144647 51.9553536, 20.1447674 51.9553722)",,,,
25509377,,Stefana Batorego,residential,True,False,35.182,"LINESTRING (20.1427939 51.9546873, 20.1428555 51.9547629, 20.1429277 51.9548386, 20.142999 51.9548778, 20.1431171 51.9549219)",,,,
25509421,2,Stefana Batorego,tertiary,False,False,77.745,"LINESTRING (20.1427939 51.9546873, 20.1427896 51.9545959, 20.1427789 51.9539882)",,,,
25753963,2,Stefana Okrzei,residential,False,False,240.179,"LINESTRING (20.1427939 51.9546873, 20.142636 51.954686, 20.1418587 51.9545869, 20.1394193 51.9542689, 20.1393609 51.9542611)",,,,
25509427,2,Rynek,tertiary,False,False,33.724999999999994,"LINESTRING (20.1441472 51.9561345, 20.1439821 51.9560247, 20.1437745 51.9559397)",50,,,
"[25630277, 737608119]","['2', '3']",Mszczonowska,tertiary,False,False,86.89,"LINESTRING (20.1441472 51.9561345, 20.1442425 51.9561936, 20.1443595 51.9562513, 20.1444484 51.9562859, 20.1446794 51.9563555, 20.1447959 51.9563885, 20.1449556 51.9564386, 20.1450707 51.9564742, 20.1452376 51.9565226)",50,,,
"[25509348, 458432804]",2,Rawska,tertiary,True,False,94.84,"LINESTRING (20.1447674 51.9553722, 20.1445677 51.9556232, 20.1444159 51.95581, 20.1442684 51.9559994, 20.1442507 51.9560181, 20.1441472 51.9561345)",,,,
