osmid,highway,oneway,reversed,length,ref,width,geometry
207710436,residential,False,True,19.432,,,"LINESTRING (34.9969134 -10.9531961, 34.9968005 -10.953061)"
344278686,secondary,False,False,77.714,T12,60,"LINESTRING (34.9969134 -10.9531961, 34.9975061 -10.952809)"
207710435,residential,False,False,17.946,,,"LINESTRING (34.9957844 -10.9519361, 34.9959237 -10.9518504)"
207710435,residential,False,True,206.804,,,"LINESTRING (34.9957844 -10.9519361, 34.994178 -10.9529218)"
207710439,residential,False,False,75.83,,,"LINESTRING (34.9957844 -10.9519361, 34.9954343 -10.9513471)"
376472213,residential,False,True,93.932,,,"LINESTRING (34.9957844 -10.9519361, 34.9958059 -10.9524239, 34.9957912 -10.9527801)"
207710442,residential,False,True,78.081,,,"LINESTRING (34.9973036 -10.9525057, 34.9979313 -10.9521691)"
376472245,tertiary,False,False,23.764,,,"LINESTRING (34.9973036 -10.9525057, 34.997423 -10.9526844)"
376472245,tertiary,False,True,143.065,,,"LINESTRING (34.9973036 -10.9525057, 34.9965942 -10.9514239)"
207710443,unclassified,False,False,84.864,,,"LINESTRING (34.9924367 -10.9509749, 34.9924744 -10.9517372)"
207710428,residential,False,True,117.737,,,"LINESTRING (34.9924367 -10.9509749, 34.9929279 -10.9508288, 34.9933914 -10.9505112)"
207710443,unclassified,False,True,219.634,,,"LINESTRING (34.9924367 -10.9509749, 34.9924395 -10.9503008, 34.992422 -10.9489998)"
207710435,residential,False,True,17.946,,,"LINESTRING (34.9959237 -10.9518504, 34.9957844 -10.9519361)"
207710435,residential,False,False,87.261,,,"LINESTRING (34.9959237 -10.9518504, 34.9964833 -10.9514839, 34.9965942 -10.9514239)"
207710436,residential,False,False,165.188,,,"LINESTRING (34.9959237 -10.9518504, 34.9964547 -10.9525681, 34.9968005 -10.953061)"
207710445,residential,False,False,54.246,,,"LINESTRING (34.9933914 -10.9505112, 34.9936377 -10.9509349)"
207710428,residential,False,False,117.737,,,"LINESTRING (34.9933914 -10.9505112, 34.9929279 -10.9508288, 34.9924367 -10.9509749)"
207710445,residential,False,True,164.29700000000003,,,"LINESTRING (34.9933914 -10.9505112, 34.9930328 -10.9497449, 34.9931328 -10.9491183)"
207710431,residential,False,True,44.894,,,"LINESTRING (34.9951764 -10.9507166, 34.994883 -10.9504337)"
207710449,residential,False,True,72.537,,,"LINESTRING (34.9951764 -10.9507166, 34.9945825 -10.9510091)"
207710431,residential,False,False,77.53,,,"LINESTRING (34.9951764 -10.9507166, 34.9953856 -10.9509342, 34.9955867 -10.9512798)"
207710429,residential,False,False,80.616,,,"LINESTRING (34.994178 -10.9529218, 34.9945986 -10.9535177)"
207710429,residential,False,True,69.38,,,"LINESTRING (34.994178 -10.9529218, 34.9938525 -10.9523859)"
207710435,residential,False,False,206.804,,,"LINESTRING (34.994178 -10.9529218, 34.9957844 -10.9519361)"
207710435,residential,False,True,98.406,,,"LINESTRING (34.994178 -10.9529218, 34.9937219 -10.9532172, 34.9934021 -10.9533685)"
207710443,unclassified,False,False,25.345,,,"LINESTRING (34.9924744 -10.9517372, 34.9924823 -10.951965)"
207710443,unclassified,False,True,84.864,,,"LINESTRING (34.9924744 -10.9517372, 34.9924367 -10.9509749)"
207710449,residential,False,False,160.763,,,"LINESTRING (34.9924744 -10.9517372, 34.9928783 -10.9516096, 34.9938761 -10.951294)"
207731959,residential,False,False,154.755,,,"LINESTRING (34.994557 -10.9493738, 34.994374 -10.9498924, 34.9941977 -10.950277, 34.993965 -10.9506308)"
376472245,tertiary,False,False,75.095,,,"LINESTRING (34.994557 -10.9493738, 34.9948668 -10.9495068, 34.9951619 -10.9496911)"
376472245,tertiary,False,True,158.436,,,"LINESTRING (34.994557 -10.9493738, 34.9940984 -10.9492527, 34.9935432 -10.9491526, 34.9931328 -10.9491183)"
207736029,residential,False,False,239.096,,,"LINESTRING (34.992422 -10.9489998, 34.9930052 -10.9469272)"
207710443,unclassified,False,False,219.634,,,"LINESTRING (34.992422 -10.9489998, 34.9924395 -10.9503008, 34.9924367 -10.9509749)"
376472245,tertiary,False,False,79.044,,,"LINESTRING (34.992422 -10.9489998, 34.992701 -10.9490788, 34.9931328 -10.9491183)"
207710443,unclassified,False,True,19.778,,,"LINESTRING (34.9926554 -10.9528972, 34.9925722 -10.9527392)"
207710425,residential,False,False,61.015,,,"LINESTRING (34.9926554 -10.9528972, 34.9930424 -10.9528204, 34.9931972 -10.952767)"
207710424,residential,False,True,76.18,,,"LINESTRING (34.9968939 -10.9504992, 34.9972527 -10.9510868)"
207710425,residential,False,False,7.793,,,"LINESTRING (34.9968939 -10.9504992, 34.9969211 -10.9504344)"
207710425,residential,False,True,80.786,,,"LINESTRING (34.9968939 -10.9504992, 34.9962414 -10.9508419)"
207710425,residential,False,False,123.858,,,"LINESTRING (34.9986224 -10.9494361, 34.9995746 -10.9488305)"
207710425,residential,False,True,69.979,,,"LINESTRING (34.9986224 -10.9494361, 34.9980851 -10.9497793)"
207710441,residential,False,False,104.693,,,"LINESTRING (34.9986224 -10.9494361, 34.9980604 -10.9486732)"
207710445,residential,False,True,47.663,,,"LINESTRING (34.9938761 -10.951294, 34.9936377 -10.9509349)"
207710449,residential,False,False,76.705,,,"LINESTRING (34.9938761 -10.951294, 34.9945251 -10.9510297)"
207710449,residential,False,True,160.763,,,"LINESTRING (34.9938761 -10.951294, 34.9928783 -10.9516096, 34.9924744 -10.9517372)"
1175712841,residential,False,False,103.475,,,"LINESTRING (34.9938761 -10.951294, 34.9939552 -10.9514745, 34.9942661 -10.9521421)"
207710429,residential,False,False,89.933,,,"LINESTRING (34.9945986 -10.9535177, 34.9950267 -10.9542087)"
207710429,residential,False,True,80.616,,,"LINESTRING (34.9945986 -10.9535177, 34.994178 -10.9529218)"
207710433,residential,False,False,119.435,,,"LINESTRING (34.9945986 -10.9535177, 34.9936596 -10.9540689)"
207710433,residential,False,True,153.885,,,"LINESTRING (34.9945986 -10.9535177, 34.9950697 -10.9532352, 34.9957912 -10.9527801)"
207710442,residential,False,False,133.334,,,"LINESTRING (34.9989542 -10.9515139, 34.9979313 -10.9521691)"
207710442,residential,False,True,72.614,,,"LINESTRING (34.9989542 -10.9515139, 34.9995134 -10.9511603)"
207710444,residential,False,False,31.968,,,"LINESTRING (34.9989542 -10.9515139, 34.9991168 -10.951753)"
207710444,residential,False,True,75.466,,,"LINESTRING (34.9989542 -10.9515139, 34.9985836 -10.950941)"
207710444,residential,False,True,31.968,,,"LINESTRING (34.9991168 -10.951753, 34.9989542 -10.9515139)"
344278686,secondary,False,False,254.85399999999998,T12,60,"LINESTRING (34.9991168 -10.951753, 35.0000489 -10.9511566, 35.0008066 -10.9506655, 35.0010668 -10.950493)"
344278686,secondary,False,True,132.474,T12,60,"LINESTRING (34.9991168 -10.951753, 34.9986045 -10.9520783, 34.9981083 -10.9524153)"
207710445,residential,False,False,164.29700000000003,,,"LINESTRING (34.9931328 -10.9491183, 34.9930328 -10.9497449, 34.9933914 -10.9505112)"
376472245,tertiary,False,False,158.436,,,"LINESTRING (34.9931328 -10.9491183, 34.9935432 -10.9491526, 34.9940984 -10.9492527, 34.994557 -10.9493738)"
376472245,tertiary,False,True,79.044,,,"LINESTRING (34.9931328 -10.9491183, 34.992701 -10.9490788, 34.992422 -10.9489998)"
207710442,residential,False,False,78.877,,,"LINESTRING (35.00093 -10.9502608, 35.0003279 -10.9506529)"
207710446,residential,False,False,29.828,,,"LINESTRING (35.00093 -10.9502608, 35.0010668 -10.950493)"
207710446,residential,False,True,85.093,,,"LINESTRING (35.00093 -10.9502608, 35.0005206 -10.9496096)"
207710446,residential,False,False,26.456,,,"LINESTRING (35.0010668 -10.950493, 35.0011877 -10.9506992)"
207710446,residential,False,True,29.828,,,"LINESTRING (35.0010668 -10.950493, 35.00093 -10.9502608)"
344278686,secondary,False,True,254.85399999999998,T12,60,"LINESTRING (35.0010668 -10.950493, 35.0008066 -10.9506655, 35.0000489 -10.9511566, 34.9991168 -10.951753)"
207710431,residential,False,False,44.894,,,"LINESTRING (34.994883 -10.9504337, 34.9951764 -10.9507166)"
207710447,residential,False,False,71.902,,,"LINESTRING (34.994883 -10.9504337, 34.9945825 -10.9510091)"
207710447,residential,False,True,88.63,,,"LINESTRING (34.994883 -10.9504337, 34.994946 -10.9501335, 34.9951619 -10.9496911)"
207710433,residential,False,True,86.2,,,"LINESTRING (34.9957912 -10.9527801, 34.9962372 -10.9534198)"
207710433,residential,False,False,153.885,,,"LINESTRING (34.9957912 -10.9527801, 34.9950697 -10.9532352, 34.9945986 -10.9535177)"
376472213,residential,False,False,93.932,,,"LINESTRING (34.9957912 -10.9527801, 34.9958059 -10.9524239, 34.9957844 -10.9519361)"
207710425,residential,False,False,49.843,,,"LINESTRING (34.9975116 -10.9501146, 34.9979042 -10.9498858)"
207710425,residential,False,True,73.623,,,"LINESTRING (34.9975116 -10.9501146, 34.9969211 -10.9504344)"
"[207710427, 207710430]",residential,False,True,288.00800000000004,,,"LINESTRING (34.9975116 -10.9501146, 34.996274 -10.9481652, 34.9961222 -10.9479129)"
207710433,residential,False,True,119.435,,,"LINESTRING (34.9936596 -10.9540689, 34.9945986 -10.9535177)"
207710426,residential,False,True,83.152,,,"LINESTRING (34.9936596 -10.9540689, 34.9935091 -10.9537605, 34.9934021 -10.9533685)"
207710429,residential,False,True,89.933,,,"LINESTRING (34.9950267 -10.9542087, 34.9945986 -10.9535177)"
207716348,residential,False,True,158.614,,,"LINESTRING (34.9950267 -10.9542087, 34.9962372 -10.9534198)"
207710427,residential,False,False,167.098,,,"LINESTRING (34.9952708 -10.9466641, 34.9961222 -10.9479129)"
207710427,residential,False,True,29.587,,,"LINESTRING (34.9952708 -10.9466641, 34.9951276 -10.9464382)"
207710448,residential,False,False,144.656,,,"LINESTRING (34.9952708 -10.9466641, 34.9964544 -10.9460793)"
