osmid,highway,oneway,reversed,length,geometry,ref,lanes,name,maxspeed
205401932,residential,False,False,20.963,"LINESTRING (32.9393817 -9.1101069, 32.9394034 -9.1102942)",,,,
205401932,residential,False,False,34.044,"LINESTRING (32.9394034 -9.1102942, 32.9394204 -9.1105999)",,,,
205401932,residential,False,True,20.963,"LINESTRING (32.9394034 -9.1102942, 32.9393817 -9.1101069)",,,,
205401966,unclassified,False,False,170.67600000000002,"LINESTRING (32.9394034 -9.1102942, 32.9408201 -9.1101623, 32.9409483 -9.1101332)",,,,
205401932,residential,False,True,34.044,"LINESTRING (32.9394204 -9.1105999, 32.9394034 -9.1102942)",,,,
637204552,residential,False,True,103.323,"LINESTRING (32.9394204 -9.1105999, 32.9384847 -9.1106991)",,,,
205401932,residential,False,False,42.205,"LINESTRING (32.9394204 -9.1105999, 32.9396269 -9.110565, 32.9398013 -9.1105519)",,,,
205401951,tertiary,False,False,58.323,"LINESTRING (32.9384847 -9.1106991, 32.93853 -9.1112217)",R586,,,
637204552,residential,False,False,103.323,"LINESTRING (32.9384847 -9.1106991, 32.9394204 -9.1105999)",,,,
248895121,residential,False,False,144.74099999999999,"LINESTRING (32.9466014 -9.117288, 32.946594 -9.1170141, 32.9465188 -9.1159891)",,,,
205401951,tertiary,False,False,58.843,"LINESTRING (32.93853 -9.1112217, 32.9385688 -9.1117495)",R586,,,
205401951,tertiary,False,True,58.323,"LINESTRING (32.93853 -9.1112217, 32.9384847 -9.1106991)",R586,,,
205401966,unclassified,False,True,63.42100000000001,"LINESTRING (32.9429844 -9.109647, 32.9428248 -9.1096872, 32.9424243 -9.1097865)",,,,
205401966,unclassified,False,False,63.42100000000001,"LINESTRING (32.9424243 -9.1097865, 32.9428248 -9.1096872, 32.9429844 -9.109647)",,,,
205401966,unclassified,False,True,166.584,"LINESTRING (32.9424243 -9.1097865, 32.9418848 -9.1099203, 32.9409483 -9.1101332)",,,,
205401966,unclassified,False,False,166.584,"LINESTRING (32.9409483 -9.1101332, 32.9418848 -9.1099203, 32.9424243 -9.1097865)",,,,
205401966,unclassified,False,True,170.67600000000002,"LINESTRING (32.9409483 -9.1101332, 32.9408201 -9.1101623, 32.9394034 -9.1102942)",,,,
205401932,residential,False,True,42.205,"LINESTRING (32.9398013 -9.1105519, 32.9396269 -9.110565, 32.9394204 -9.1105999)",,,,
442116530,residential,False,False,127.935,"LINESTRING (32.9398013 -9.1105519, 32.9398407 -9.1113514, 32.9398941 -9.1116975)",,,,
"[442116530, 572257802]",residential,False,"[False, True]",257.906,"LINESTRING (32.9398013 -9.1105519, 32.9405333 -9.1104926, 32.9410086 -9.1104749, 32.9410707 -9.1115978)",,,,
442116410,residential,False,False,330.744,"LINESTRING (32.9453703 -9.111273, 32.944924 -9.111324, 32.9443822 -9.1113505, 32.9439839 -9.1113637, 32.9436942 -9.111377, 32.9433429 -9.1113955, 32.9431578 -9.1113637, 32.9429218 -9.1113823, 32.9427152 -9.1114432, 32.9423877 -9.1115339)",,,,
442116422,residential,False,False,59.382,"LINESTRING (32.9453703 -9.111273, 32.945454 -9.1115131, 32.9455162 -9.1117864)",,,,
442116410,residential,False,False,144.802,"LINESTRING (32.9423877 -9.1115339, 32.9421171 -9.1115385, 32.9416477 -9.1115729, 32.9410707 -9.1115978)",,,,
442116410,residential,False,True,330.74399999999997,"LINESTRING (32.9423877 -9.1115339, 32.9427152 -9.1114432, 32.9429218 -9.1113823, 32.9431578 -9.1113637, 32.9433429 -9.1113955, 32.9436942 -9.111377, 32.9439839 -9.1113637, 32.9443822 -9.1113505, 32.944924 -9.111324, 32.9453703 -9.111273)",,,,
442116464,residential,False,False,61.06,"LINESTRING (32.9423877 -9.1115339, 32.9424024 -9.1119523, 32.9424136 -9.1120823)",,1,ILOLO ROAD,30
442116410,residential,False,True,144.802,"LINESTRING (32.9410707 -9.1115978, 32.9416477 -9.1115729, 32.9421171 -9.1115385, 32.9423877 -9.1115339)",,,,
"[442116530, 572257802]",residential,False,"[False, True]",257.906,"LINESTRING (32.9410707 -9.1115978, 32.9410086 -9.1104749, 32.9405333 -9.1104926, 32.9398013 -9.1105519)",,,,
442116530,residential,False,True,129.65800000000002,"LINESTRING (32.9410707 -9.1115978, 32.9406904 -9.111633, 32.9398941 -9.1116975)",,,,
442116414,residential,False,True,44.78,"LINESTRING (32.9398941 -9.1116975, 32.9399107 -9.1118941, 32.9399536 -9.1120556, 32.9399743 -9.1120882)",,,,
442116523,residential,False,True,146.487,"LINESTRING (32.9398941 -9.1116975, 32.9396062 -9.1116954, 32.9393729 -9.1116875, 32.9391207 -9.1116954, 32.9389679 -9.1117405, 32.938756 -9.1117643, 32.9385688 -9.1117495)",,,,
442116530,residential,False,False,129.65800000000002,"LINESTRING (32.9398941 -9.1116975, 32.9406904 -9.111633, 32.9410707 -9.1115978)",,,,
442116530,residential,False,True,127.935,"LINESTRING (32.9398941 -9.1116975, 32.9398407 -9.1113514, 32.9398013 -9.1105519)",,,,
205401951,tertiary,False,True,58.843,"LINESTRING (32.9385688 -9.1117495, 32.93853 -9.1112217)",R586,,,
205401951,tertiary,False,False,282.282,"LINESTRING (32.9385688 -9.1117495, 32.9386064 -9.1122495, 32.9392833 -9.1129626, 32.9400174 -9.1137359)",R586,,,
442116523,residential,False,False,146.487,"LINESTRING (32.9385688 -9.1117495, 32.938756 -9.1117643, 32.9389679 -9.1117405, 32.9391207 -9.1116954, 32.9393729 -9.1116875, 32.9396062 -9.1116954, 32.9398941 -9.1116975)",,,,
442116391,residential,False,True,230.856,"LINESTRING (32.9455162 -9.1117864, 32.9454216 -9.1119464, 32.9452928 -9.1120391, 32.9451453 -9.1121741, 32.9450568 -9.112288, 32.9449281 -9.1123833, 32.9445901 -9.112582, 32.9445821 -9.1128256, 32.9445284 -9.1131381, 32.944515 -9.1134212)",,,,
442116422,residential,False,False,174.131,"LINESTRING (32.9455162 -9.1117864, 32.9455312 -9.1118676, 32.9455849 -9.112098, 32.9456117 -9.1122993, 32.9456197 -9.1125826, 32.9456358 -9.1128607, 32.9456868 -9.1133401)",,,,
442116422,residential,False,True,59.382,"LINESTRING (32.9455162 -9.1117864, 32.945454 -9.1115131, 32.9453703 -9.111273)",,,,
442116464,residential,False,False,174.895,"LINESTRING (32.9424136 -9.1120823, 32.9424239 -9.1122013, 32.9424427 -9.1125217, 32.9424883 -9.1128713, 32.9425043 -9.1132421, 32.9425231 -9.1134672, 32.9425982 -9.1135493, 32.94267 -9.1135639)",,1,ILOLO ROAD,30
442116464,residential,False,True,61.06,"LINESTRING (32.9424136 -9.1120823, 32.9424024 -9.1119523, 32.9423877 -9.1115339)",,1,ILOLO ROAD,30
442116560,residential,False,False,249.863,"LINESTRING (32.9424136 -9.1120823, 32.9421154 -9.1121059, 32.9418261 -9.1121364, 32.941638 -9.1121562, 32.9412383 -9.1122013, 32.9409969 -9.1122119, 32.9405088 -9.1122277, 32.9402781 -9.1122569, 32.9401467 -9.1122648)",,,,
442116447,residential,False,True,20.94,"LINESTRING (32.9399743 -9.1120882, 32.939916 -9.1122675)",,,,
442116414,residential,False,False,44.78,"LINESTRING (32.9399743 -9.1120882, 32.9399536 -9.1120556, 32.9399107 -9.1118941, 32.9398941 -9.1116975)",,,,
442116414,residential,False,True,27.692999999999998,"LINESTRING (32.9399743 -9.1120882, 32.9400314 -9.1121774, 32.9401467 -9.1122648)",,,,
442116493,residential,False,True,158.62800000000001,"LINESTRING (32.9438968 -9.1121053, 32.9439504 -9.1125714, 32.9439048 -9.1128389, 32.9439128 -9.1131249, 32.9439223 -9.1135249)",,,,
442116414,residential,False,False,27.692999999999998,"LINESTRING (32.9401467 -9.1122648, 32.9400314 -9.1121774, 32.9399743 -9.1120882)",,,,
