osmid,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed
241774656,tertiary,False,False,23.959,"LINESTRING (31.6208956 -7.9540718, 31.6207863 -7.9538855)",,,
241774658,residential,False,False,56.281,"LINESTRING (31.6208956 -7.9540718, 31.6204518 -7.9543228)",,,
241774656,tertiary,False,True,38.356,"LINESTRING (31.6208956 -7.9540718, 31.6209053 -7.9540887, 31.6210476 -7.9543365, 31.6210631 -7.9543739)",,,
1024909721,unclassified,False,False,34.888,"LINESTRING (31.6255778 -7.9517918, 31.6258091 -7.9520062)",,,
428826350,tertiary,False,False,70.115,"LINESTRING (31.6255778 -7.9517918, 31.625553 -7.9518414, 31.6255161 -7.9518846, 31.6251318 -7.9522369)",2,,
428826350,tertiary,False,True,98.67599999999999,"LINESTRING (31.6255778 -7.9517918, 31.6255657 -7.9517491, 31.6255403 -7.9517093, 31.6251159 -7.951228, 31.6250131 -7.9511085)",2,,
668709369,unclassified,False,True,77.22999999999999,"LINESTRING (31.6189799 -7.9492505, 31.6190587 -7.9493638, 31.6190703 -7.949385, 31.6193586 -7.9498349)",,,
241774656,tertiary,False,False,53.827,"LINESTRING (31.6209427 -7.9552633, 31.6210033 -7.9550593, 31.6210796 -7.9547986)",,,
"[241774656, 668709388, 668709389]",tertiary,False,"[False, True]",143.141,"LINESTRING (31.6209427 -7.9552633, 31.6209298 -7.9552973, 31.6209084 -7.9553441, 31.6208704 -7.9554215, 31.6207874 -7.9555796, 31.6207069 -7.95571, 31.6205547 -7.9559296, 31.620432 -7.9561003, 31.6202415 -7.956342)",,yes,
428826350,tertiary,False,True,519.423,"LINESTRING (31.6209427 -7.9552633, 31.6212769 -7.9552609, 31.6213788 -7.9552489, 31.6215008 -7.9552263, 31.6217668 -7.9551415, 31.6220583 -7.9549911, 31.6223634 -7.954815, 31.6226765 -7.9546145, 31.6228245 -7.9545155, 31.6230349 -7.9543384, 31.6232389 -7.9541082, 31.6234186 -7.9538902, 31.6236627 -7.9536114, 31.6238237 -7.9534442, 31.6239124 -7.9533583, 31.6240436 -7.9532102, 31.6241536 -7.9531095, 31.6246687 -7.9526477)",2,,
1046132182,tertiary,False,True,12.445,"LINESTRING (31.6197633 -7.9521733, 31.6196701 -7.95211)",,,
1046132182,tertiary,False,False,75.328,"LINESTRING (31.6197633 -7.9521733, 31.6198532 -7.9522639, 31.6199119 -7.9523324, 31.6201339 -7.9527371)",,,
1024909720,residential,False,True,94.434,"LINESTRING (31.6201339 -7.9527371, 31.6193875 -7.9531552)",,,
1046132182,tertiary,False,False,5.195,"LINESTRING (31.6201339 -7.9527371, 31.6201591 -7.9527766)",,,
1046132182,tertiary,False,True,75.328,"LINESTRING (31.6201339 -7.9527371, 31.6199119 -7.9523324, 31.6198532 -7.9522639, 31.6197633 -7.9521733)",,,
668709369,unclassified,False,True,73.191,"LINESTRING (31.6231987 -7.949069, 31.6226679 -7.9494651)",,,
428826350,tertiary,False,False,74.839,"LINESTRING (31.6231987 -7.949069, 31.6232349 -7.9491617, 31.6232926 -7.9492388, 31.6236125 -7.9495963)",2,,
428826350,tertiary,False,True,182.07000000000002,"LINESTRING (31.6231987 -7.949069, 31.6232242 -7.9490342, 31.6232644 -7.9489893, 31.6244259 -7.9479739)",2,,
