osmid,oneway,highway,maxspeed,reversed,length,geometry,name
384587276,True,residential,20,False,655.5770000000001,"LINESTRING (39.7692485 -5.2406646, 39.7693077 -5.240742, 39.7692711 -5.2411406, 39.7691684 -5.2419786, 39.7691448 -5.2427089, 39.7690561 -5.2430645, 39.7690185 -5.2432435, 39.768991 -5.243429, 39.7687967 -5.2451318, 39.7688568 -5.2459396, 39.7689112 -5.2464997)",
428195806,True,secondary,,False,422.489,"LINESTRING (39.7692485 -5.2406646, 39.7688918 -5.2411668, 39.768531 -5.2416743, 39.7681113 -5.2422753, 39.7680227 -5.2424288, 39.7679329 -5.2425971, 39.7678699 -5.2427413, 39.7677398 -5.2430645, 39.7676593 -5.2432542, 39.7676137 -5.2434064, 39.7675976 -5.2435373, 39.7676083 -5.243998)",
428195806,True,secondary,,False,7.45,"LINESTRING (39.7676083 -5.243998, 39.7676135 -5.2440648)",
362364590,True,residential,,False,26.578,"LINESTRING (39.7658421 -5.2475989, 39.7659476 -5.2473842)",
998073847,False,residential,,False,24.005000000000003,"LINESTRING (39.7658421 -5.2475989, 39.7657053 -5.247489, 39.7656798 -5.247457)",
384587264,True,secondary,,False,176.89100000000002,"LINESTRING (39.7689112 -5.2464997, 39.7690597 -5.2466033, 39.7692573 -5.2467764, 39.769498 -5.2471338, 39.7695784 -5.2472152, 39.7700151 -5.2476339)",
362364590,True,residential,,False,454.58000000000004,"LINESTRING (39.7659476 -5.2473842, 39.7660527 -5.2471561, 39.7660088 -5.2467123, 39.7659208 -5.2462013, 39.7658622 -5.246032, 39.7657751 -5.2459545, 39.7657227 -5.2458406, 39.7654149 -5.2455433, 39.7647275 -5.2449575, 39.7642495 -5.2445808, 39.7641234 -5.2441546, 39.7641182 -5.244082)",
384587251,False,residential,,True,77.03999999999999,"LINESTRING (39.7659476 -5.2473842, 39.7662082 -5.2474636, 39.766349 -5.2474863, 39.7664915 -5.2474706, 39.7666225 -5.2474299)",
384587246,True,residential,,False,56.691,"LINESTRING (39.7663399 -5.2476991, 39.7660564 -5.2476747, 39.7658421 -5.2475989)",
428195812,False,residential,,True,44.540000000000006,"LINESTRING (39.7663399 -5.2476991, 39.7664201 -5.2476733, 39.7664979 -5.2475945, 39.7666225 -5.2474299)",
428195807,True,residential,,False,183.153,"LINESTRING (39.7700151 -5.2476339, 39.7701953 -5.2476219, 39.7703318 -5.2474691, 39.7703911 -5.247256, 39.7704769 -5.2470436, 39.7706742 -5.2466754, 39.7708852 -5.2466849, 39.7710033 -5.2465849, 39.7710177 -5.2465578)",Mtoni
384587251,False,residential,,False,77.04,"LINESTRING (39.7666225 -5.2474299, 39.7664915 -5.2474706, 39.766349 -5.2474863, 39.7662082 -5.2474636, 39.7659476 -5.2473842)",
428195812,False,residential,,False,44.54,"LINESTRING (39.7666225 -5.2474299, 39.7664979 -5.2475945, 39.7664201 -5.2476733, 39.7663399 -5.2476991)",
428195812,False,residential,,True,134.458,"LINESTRING (39.7666225 -5.2474299, 39.7666977 -5.24731, 39.7667822 -5.2471994, 39.7668882 -5.2470416, 39.7669351 -5.2469455, 39.7669744 -5.2468796, 39.7671027 -5.2467264, 39.7673415 -5.2464614)",
428195809,True,residential,,False,96.253,"LINESTRING (39.7673415 -5.2464614, 39.7675508 -5.2464612, 39.7676823 -5.2464759, 39.7678252 -5.2465083, 39.7680718 -5.2465551, 39.7682005 -5.2465737)",
428195812,False,residential,,False,134.458,"LINESTRING (39.7673415 -5.2464614, 39.7671027 -5.2467264, 39.7669744 -5.2468796, 39.7669351 -5.2469455, 39.7668882 -5.2470416, 39.7667822 -5.2471994, 39.7666977 -5.24731, 39.7666225 -5.2474299)",
428195809,True,residential,,False,153.09199999999998,"LINESTRING (39.7682005 -5.2465737, 39.7682777 -5.2466094, 39.7683178 -5.2466156, 39.7683804 -5.2466278, 39.7686544 -5.2467158, 39.7686903 -5.2467321, 39.7687141 -5.2467568, 39.7687845 -5.2467892, 39.768924 -5.246848, 39.7694554 -5.2471304)",
428195810,True,residential,,False,64.89099999999999,"LINESTRING (39.7682005 -5.2465737, 39.7683032 -5.2462378, 39.7683882 -5.2460213)",
465703418,False,unclassified,,True,153.073,"LINESTRING (39.7671263 -5.2419627, 39.7670545 -5.2421871, 39.7670187 -5.2424325, 39.7670303 -5.2425083, 39.7670881 -5.2425217, 39.7675205 -5.2426278, 39.767601 -5.2426358, 39.7676841 -5.2426539, 39.7677733 -5.2426913, 39.7678132 -5.2427252)",
653002372,True,tertiary,,False,6.5,"LINESTRING (39.7676135 -5.2440648, 39.7675549 -5.2440682)",Tibirinzi Street
"[384587264, 428195806]",True,secondary,,False,313.475,"LINESTRING (39.7676135 -5.2440648, 39.7676298 -5.2442772, 39.7677015 -5.244559, 39.7679141 -5.2449529, 39.7680801 -5.2452638, 39.7683971 -5.2459604, 39.7684491 -5.2460383, 39.7686718 -5.2463164, 39.7687469 -5.2463912, 39.7689112 -5.2464997)",
653002377,True,secondary,,False,7.383,"LINESTRING (39.7675549 -5.2440682, 39.7675498 -5.244002)",
653002372,True,tertiary,,False,434.587,"LINESTRING (39.7675549 -5.2440682, 39.7673589 -5.2440902, 39.7671899 -5.2441383, 39.7660768 -5.2445429, 39.7659373 -5.2445963, 39.7654994 -5.2447657, 39.7651225 -5.2448816, 39.7649542 -5.2448777, 39.7648417 -5.2448481, 39.7647545 -5.2448087, 39.7646783 -5.2447609, 39.7644219 -5.2444673, 39.7641182 -5.244082)",Tibirinzi Street
428195808,True,residential,,False,559.258,"LINESTRING (39.7701059 -5.2477844, 39.7699566 -5.2483723, 39.7697581 -5.2485859, 39.7689562 -5.2486688, 39.7684532 -5.2487484, 39.7679611 -5.2487569, 39.7675386 -5.2488285, 39.767434 -5.2488178, 39.7673294 -5.2488418, 39.7671162 -5.2488183, 39.7670263 -5.2488071, 39.7669196 -5.2487743, 39.7668037 -5.2487163, 39.7667661 -5.2485988, 39.7667514 -5.2485245, 39.7667339 -5.2483424, 39.7666822 -5.2481984, 39.7666267 -5.2481127, 39.766612 -5.2480357, 39.7664563 -5.2478763, 39.7663399 -5.2476991)",
653002378,True,secondary,,False,102.409,"LINESTRING (39.7701059 -5.2477844, 39.7699928 -5.24768, 39.7697695 -5.2474596, 39.7695945 -5.2472867, 39.7694554 -5.2471304)",
653002378,True,secondary,,False,172.29800000000003,"LINESTRING (39.7694554 -5.2471304, 39.7692284 -5.2468213, 39.7691627 -5.2467471, 39.7691144 -5.2467004, 39.7690359 -5.2466423, 39.7688819 -5.246535, 39.7687268 -5.2464213, 39.7686128 -5.2463071, 39.7684371 -5.2460941, 39.7683882 -5.2460213)",
653002378,True,secondary,,False,169.629,"LINESTRING (39.7683882 -5.2460213, 39.7681582 -5.2455485, 39.7679926 -5.245202, 39.7678618 -5.2449529, 39.7676902 -5.2446644)",
428195811,True,residential,,False,204.05800000000002,"LINESTRING (39.7676902 -5.2446644, 39.7675504 -5.2452229, 39.7674967 -5.2454846, 39.7674836 -5.2457542, 39.767415 -5.2459908, 39.7673415 -5.2464614)",
"[653002377, 653002378]",True,secondary,,False,68.39500000000001,"LINESTRING (39.7676902 -5.2446644, 39.7676452 -5.2445429, 39.7675717 -5.2442866, 39.7675549 -5.2440682)",
653002373,True,tertiary,,False,6.493,"LINESTRING (39.7675498 -5.244002, 39.7676083 -5.243998)",Tibirinzi Street
653002377,True,secondary,,False,147.436,"LINESTRING (39.7675498 -5.244002, 39.7675498 -5.2440009, 39.7675389 -5.2435344, 39.7675561 -5.2433944, 39.767604 -5.2432344, 39.7676855 -5.2430423, 39.7678132 -5.2427252)",
465703418,False,unclassified,,False,153.07299999999998,"LINESTRING (39.7678132 -5.2427252, 39.7677733 -5.2426913, 39.7676841 -5.2426539, 39.767601 -5.2426358, 39.7675205 -5.2426278, 39.7670881 -5.2425217, 39.7670303 -5.2425083, 39.7670187 -5.2424325, 39.7670545 -5.2421871, 39.7671263 -5.2419627)",
998073846,False,residential,,True,165.433,"LINESTRING (39.7651555 -5.2464206, 39.7654572 -5.2467104, 39.7655042 -5.2467345, 39.7656235 -5.2467291, 39.7657295 -5.2467345, 39.765763 -5.2467612, 39.7658327 -5.2471538, 39.7658287 -5.2472473, 39.7657777 -5.2473408, 39.7656798 -5.247457)",
998073846,False,residential,,False,165.433,"LINESTRING (39.7656798 -5.247457, 39.7657777 -5.2473408, 39.7658287 -5.2472473, 39.7658327 -5.2471538, 39.765763 -5.2467612, 39.7657295 -5.2467345, 39.7656235 -5.2467291, 39.7655042 -5.2467345, 39.7654572 -5.2467104, 39.7651555 -5.2464206)",
998073847,False,residential,,True,24.005000000000003,"LINESTRING (39.7656798 -5.247457, 39.7657053 -5.247489, 39.7658421 -5.2475989)",
