osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,junction
258446661,True,Avenue Jules César - Julius Caesarlaan,residential,50,False,11.254,,,"LINESTRING (4.4211245 50.8344224, 4.4210988 50.8345223)",
931778979,True,Avenue de Tervueren - Tervurenlaan,primary,50,False,23.697,3,N3,"LINESTRING (4.4211245 50.8344224, 4.4212692 50.8343998, 4.4213068 50.8343934, 4.4214539 50.8343768)",
"[1062410248, 148190427]",False,Avenue Jules César - Julius Caesarlaan,residential,30,False,23.932000000000002,,,"LINESTRING (4.4212226 50.8348303, 4.4212077 50.8347933, 4.421198 50.8347692, 4.4211818 50.834729, 4.4211702 50.8347, 4.4211554 50.8346632, 4.4211387 50.8346217)",
34565554,False,Avenue du Val d'Or - Guldendallaan,residential,30,True,149.454,,,"LINESTRING (4.4256891 50.8350336, 4.4256705 50.8350916, 4.4252203 50.8362921, 4.4251985 50.8363414)",
350747118,True,Avenue de Tervueren - Tervurenlaan,residential,30,False,317.983,,,"LINESTRING (4.4256891 50.8350336, 4.4255633 50.8350168, 4.4254394 50.8350032, 4.4251087 50.8349629, 4.4244833 50.8348862, 4.4237345 50.8347958, 4.4232921 50.8347477, 4.4230299 50.8347274, 4.4227777 50.8347167, 4.4224531 50.8347157, 4.4219785 50.8347343, 4.4214815 50.8347904, 4.421445 50.8347946, 4.4212226 50.8348303)",
16089343,False,Avenue Don Bosco - Don Boscolaan,residential,30,False,138.916,,,"LINESTRING (4.4275031 50.8351383, 4.4275021 50.8351592, 4.427501 50.8351957, 4.4274491 50.8363478, 4.4274473 50.8363871)",
350747131,True,Avenue de Tervueren - Tervurenlaan,residential,30,False,128.229,,,"LINESTRING (4.4275031 50.8351383, 4.4268973 50.8351342, 4.4265252 50.8351194, 4.4262251 50.8350946, 4.4259928 50.8350681, 4.4256891 50.8350336)",
148190426,False,Avenue du Val d'Or - Gouddallaan,residential,30,False,80.73899999999999,,,"LINESTRING (4.4235219 50.8407076, 4.4235295 50.8406779, 4.4235381 50.8406572, 4.4237685 50.8400476, 4.4237885 50.8400014)",
350747110,True,Avenue Antoine-Joseph Slegers - Antoine-Joseph Slegerslaan,tertiary,30,False,12.065000000000001,,,"LINESTRING (4.4235219 50.8407076, 4.4235546 50.8407143, 4.4235825 50.840727, 4.423603 50.8407444, 4.4236142 50.8407649, 4.4236149 50.8407866)",roundabout
16089714,True,Rue Paul Lancsweert - Paul Lancsweertstraat,residential,30,False,73.50399999999999,,,"LINESTRING (4.4268599 50.8365774, 4.42684 50.8366322, 4.4266259 50.8372217)",
29059405,True,Avenue Charles Thielemans - Charles Thielemanslaan,residential,30,False,50.22,,,"LINESTRING (4.4268599 50.8365774, 4.4269119 50.8365075, 4.4269924 50.8364497, 4.4271182 50.8364154, 4.4272522 50.836393, 4.427375 50.8363886, 4.4274473 50.8363871)",
148190422,False,Avenue Charles Thielemans - Charles Thielemanslaan,residential,30,True,119.603,,,"LINESTRING (4.4268599 50.8365774, 4.4267878 50.8365686, 4.4252806 50.8363492, 4.4251985 50.8363414)",
29059388,False,Esplanade Paul-Henri Spaak - Paul-Henri Spaakvoorplein,residential,30,True,52.13,,,"LINESTRING (4.4280545 50.8367586, 4.4280512 50.8368119, 4.4280471 50.8368783, 4.4280418 50.8370302, 4.4279908 50.8370899, 4.4279189 50.8371182, 4.4277998 50.8371092)",
148190423,False,Avenue Charles Thielemans - Charles Thielemanslaan,residential,30,False,103.715,,,"LINESTRING (4.4280545 50.8367586, 4.4281277 50.8367692, 4.4291713 50.836919, 4.4292305 50.8369275, 4.4293753 50.8369483, 4.429494 50.8369672)",
719644222,True,Avenue Charles Thielemans - Charles Thielemanslaan,residential,30,False,86.279,,,"LINESTRING (4.4280545 50.8367586, 4.4279564 50.8367454, 4.4273441 50.8366494, 4.4268599 50.8365774)",
40409165,True,Avenue de Tervueren - Tervurenlaan,primary,50,False,421.409,3,N3,"LINESTRING (4.4285076 50.8347922, 4.42832 50.8348282, 4.4282791 50.834836, 4.4280674 50.834868, 4.4278552 50.8348912, 4.4275234 50.8349156, 4.4271803 50.834928, 4.4268457 50.8349286, 4.4265125 50.8349154, 4.4261414 50.8348783, 4.4257696 50.8348338, 4.4243185 50.8346573, 4.4234139 50.8345511, 4.4228604 50.8345101, 4.4225871 50.8345042)",
350747114,False,Avenue Jules de Trooz - Jules de Troozlaan,residential,30,False,10.372,,,"LINESTRING (4.4285076 50.8347922, 4.428487 50.8347445, 4.4284688 50.8347022)",
350747115,False,Avenue Jules de Trooz - Jules de Troozlaan,residential,30,True,24.565,,,"LINESTRING (4.4285076 50.8347922, 4.4285388 50.8348654, 4.4285723 50.8349427, 4.4285823 50.8349662, 4.4285992 50.8350054)",
128842666,False,Avenue Henri Pauwels - Henri Pauwelslaan,residential,30,False,76.508,,,"LINESTRING (4.4237491 50.8415195, 4.423739 50.8414906, 4.4235347 50.8408991, 4.4235283 50.8408758, 4.4235245 50.8408465)",
7578664,False,Avenue Antoine-Joseph Slegers - Antoine-Joseph Slegerslaan,tertiary,30,False,105.913,2,,"LINESTRING (4.4233931 50.8407719, 4.4233449 50.8407696, 4.4233088 50.840768, 4.4219657 50.8406966, 4.4218899 50.8406932)",
16089720,True,Avenue Antoine-Joseph Slegers - Antoine-Joseph Slegerslaan,tertiary,30,False,12.895,,,"LINESTRING (4.4233931 50.8407719, 4.4234019 50.8407493, 4.4234217 50.8407298, 4.4234506 50.8407155, 4.4234852 50.8407078, 4.4235219 50.8407076)",roundabout
931778979,True,Avenue de Tervueren - Tervurenlaan,primary,50,False,9.682,3,N3,"LINESTRING (4.4214539 50.8343768, 4.4215896 50.8343614)",
"[1044421400, 355386650, 355386646]",True,Avenue de Tervueren - Tervurenlaan,primary,50,False,287.028,"['4', '3', '5']",N3,"LINESTRING (4.4284284 50.834612, 4.4285955 50.8345755, 4.4286357 50.8345674, 4.4288965 50.8345093, 4.4292479 50.8344065, 4.4294884 50.8343244, 4.4297186 50.8342395, 4.4300662 50.8340866, 4.4303567 50.8339331, 4.4305712 50.8338101, 4.4308167 50.8336564, 4.4312865 50.8332616, 4.4314644 50.8330719, 4.4315109 50.8330192)",
355386636,True,Boulevard de la Woluwe - Woluwelaan,trunk,50,False,13.402,2,R22,"LINESTRING (4.4315109 50.8330192, 4.4316773 50.8329602)",
355386641,True,Avenue de Tervueren - Tervurenlaan,primary,50,False,25.249,3,N3,"LINESTRING (4.4315109 50.8330192, 4.4316311 50.8328052)",
885889666,False,Avenue Jules César - Julius Caesarlaan,residential,50,False,11.402999999999999,,,"LINESTRING (4.4211387 50.8346217, 4.4211176 50.8345691, 4.4210988 50.8345223)",
"[1062410248, 148190427]",False,Avenue Jules César - Julius Caesarlaan,residential,30,True,23.932000000000002,,,"LINESTRING (4.4211387 50.8346217, 4.4211554 50.8346632, 4.4211702 50.8347, 4.4211818 50.834729, 4.421198 50.8347692, 4.4212077 50.8347933, 4.4212226 50.8348303)",
32429809,False,Avenue Jules de Trooz - Jules de Troozlaan,residential,30,True,63.851,,,"LINESTRING (4.4285992 50.8350054, 4.4286361 50.8350932, 4.4286473 50.8351154, 4.4286652 50.835154, 4.4288523 50.8355569)",
350747115,False,Avenue Jules de Trooz - Jules de Troozlaan,residential,30,False,24.565000000000005,,,"LINESTRING (4.4285992 50.8350054, 4.4285823 50.8349662, 4.4285723 50.8349427, 4.4285388 50.8348654, 4.4285076 50.8347922)",
350747131,True,Avenue de Tervueren - Tervurenlaan,residential,30,False,78.60499999999999,,,"LINESTRING (4.4285992 50.8350054, 4.4283658 50.8350489, 4.4280154 50.8351015, 4.4277188 50.8351271, 4.4275031 50.8351383)",
