osmid,name,highway,oneway,reversed,length,ref,geometry,access,lanes,maxspeed
743626161,Rue de Jemeppe,residential,False,False,7.865,,"LINESTRING (4.671647 50.463848, 4.6717524 50.4638704)",,,
58682500,Route de Ham,secondary,False,False,263.599,N923,"LINESTRING (4.671647 50.463848, 4.6717511 50.4637564, 4.6717973 50.4635646, 4.6713717 50.4618911, 4.6712865 50.4615269)",,,
1191356625,Route de Ham,secondary,False,True,70.07800000000002,N923,"LINESTRING (4.671647 50.463848, 4.6715969 50.4638681, 4.6715459 50.4638886, 4.6713816 50.463919, 4.671331 50.4639237, 4.6710877 50.463945, 4.6708444 50.4639662, 4.6706887 50.4639795)",,,
55732007,Rue Alnoir,residential,False,True,203.64,,"LINESTRING (4.6630313 50.4700832, 4.6632234 50.4699996, 4.6650266 50.4687683)",,,
55732026,Rue du Bas Wérichet,residential,False,False,127.435,,"LINESTRING (4.6650266 50.4687683, 4.6633026 50.4684377)",,,
55732007,Rue Alnoir,residential,False,False,203.64,,"LINESTRING (4.6650266 50.4687683, 4.6632234 50.4699996, 4.6630313 50.4700832)",,,
55732026,Rue du Bas Wérichet,residential,False,True,193.632,,"LINESTRING (4.6650266 50.4687683, 4.665342 50.4685303, 4.6655842 50.4683703, 4.6659588 50.4682807, 4.6663697 50.4683774, 4.6668931 50.4685205, 4.6673689 50.4685942)",,,
55732021,Rue du Cimetière,residential,False,True,85.69,,"LINESTRING (4.6670504 50.4693376, 4.6671689 50.4690812, 4.6672974 50.4687694, 4.6673689 50.4685942)",,,
87359813,Rue des Coquelicots,residential,False,True,257.416,,"LINESTRING (4.6670504 50.4693376, 4.6690159 50.46961, 4.6702448 50.4697894, 4.6704564 50.4698203, 4.6705997 50.469843)",,,
55732026,Rue du Bas Wérichet,residential,False,False,88.196,,"LINESTRING (4.6633026 50.4684377, 4.6622012 50.4680667)",,,
139245320,Rue du Bas Wérichet,residential,False,False,134.416,,"LINESTRING (4.6633026 50.4684377, 4.6629922 50.4685721, 4.6627412 50.468616, 4.662253 50.4684008, 4.6620277 50.4682711, 4.6620803 50.4681931, 4.6622012 50.4680667)",,,
55732026,Rue du Bas Wérichet,residential,False,True,127.435,,"LINESTRING (4.6633026 50.4684377, 4.6650266 50.4687683)",,,
55732029,Rue Neuve,residential,False,False,214.05600000000004,,"LINESTRING (4.6653665 50.4652542, 4.6657924 50.4652864, 4.6665031 50.4653366, 4.666818 50.4653586, 4.6673923 50.4653926, 4.6682431 50.4655311, 4.6683483 50.465548)",,,
55732031,Rue Boulanger-Duhayon,residential,False,False,370.208,,"LINESTRING (4.6653665 50.4652542, 4.6652683 50.4647936, 4.6652067 50.4645683, 4.6648406 50.4640357, 4.6646259 50.4636498, 4.6641194 50.463026, 4.6635458 50.46236, 4.6634766 50.462182)",,,
114930663,Ruelle de la Queutrale,residential,False,False,182.139,,"LINESTRING (4.6653665 50.4652542, 4.6653647 50.4653755, 4.6653338 50.4655837, 4.6653172 50.4657377, 4.6653106 50.4657992, 4.6653051 50.4660142, 4.6659046 50.46599, 4.6666803 50.4659697)",destination,,
55732031,Rue Boulanger-Duhayon,residential,False,True,370.20799999999997,,"LINESTRING (4.6634766 50.462182, 4.6635458 50.46236, 4.6641194 50.463026, 4.6646259 50.4636498, 4.6648406 50.4640357, 4.6652067 50.4645683, 4.6652683 50.4647936, 4.6653665 50.4652542)",,,
1165452899,Route d'Eghezée,secondary,False,True,103.183,N930,"LINESTRING (4.6634766 50.462182, 4.6638493 50.4621998, 4.664889 50.4620047)",,2,
1165452899,Route d'Eghezée,secondary,False,False,103.183,N930,"LINESTRING (4.664889 50.4620047, 4.6638493 50.4621998, 4.6634766 50.462182)",,2,
1191356626,Route d'Eghezée,secondary,False,True,368.476,N930,"LINESTRING (4.664889 50.4620047, 4.6650783 50.461982, 4.6653792 50.4619658, 4.6656679 50.4619728, 4.6659688 50.4620015, 4.666212 50.4620439, 4.6665918 50.4621306, 4.6681907 50.4626204, 4.6696243 50.4631874)",,2,50
1191356625,Route de Ham,secondary,False,False,70.078,N923,"LINESTRING (4.6706887 50.4639795, 4.6708444 50.4639662, 4.6710877 50.463945, 4.671331 50.4639237, 4.6713816 50.463919, 4.6715459 50.4638886, 4.6715969 50.4638681, 4.671647 50.463848)",,,
1191356626,Route d'Eghezée,secondary,False,False,119.385,N930,"LINESTRING (4.6706887 50.4639795, 4.6706556 50.463894, 4.6706354 50.463842, 4.6704898 50.4636807, 4.6701697 50.4634331, 4.6696243 50.4631874)",,2,50
1192129755,Route d'Eghezée,secondary,False,True,163.732,N930,"LINESTRING (4.6706887 50.4639795, 4.6705644 50.4641986, 4.6705353 50.46425, 4.6704765 50.4643536, 4.6704587 50.4643851, 4.6703106 50.4646255, 4.670182 50.4648768, 4.6700653 50.4650965, 4.6699306 50.4653702)",,2,50
1192129755,Route d'Eghezée,secondary,False,False,5.717,N930,"LINESTRING (4.6699163 50.4654208, 4.6699306 50.4653702)",,2,50
83668766,Rue de l'Aise,residential,False,False,113.309,,"LINESTRING (4.6699163 50.4654208, 4.6695714 50.4655507, 4.669101 50.4657956, 4.6687047 50.4660759)",,,
1193373999,Route d'Eghezée,secondary,False,True,155.571,N930,"LINESTRING (4.6699163 50.4654208, 4.6700368 50.4658984, 4.6702122 50.4666152, 4.6702522 50.4668034)",,2,50
1193373999,Route d'Eghezée,secondary,False,False,215.84199999999998,N930,"LINESTRING (4.6707356 50.468719, 4.6704188 50.4676537, 4.6702522 50.4668034)",,2,50
1193373999,Route d'Eghezée,secondary,False,True,120.318,N930,"LINESTRING (4.6707356 50.468719, 4.6709654 50.4696354, 4.6710017 50.4697877)",,2,50
55732021,Rue du Cimetière,residential,False,False,85.69,,"LINESTRING (4.6673689 50.4685942, 4.6672974 50.4687694, 4.6671689 50.4690812, 4.6670504 50.4693376)",,,
