osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,junction,bridge,lanes,tunnel
"[41662567, 932429951]",Akademiestraat,residential,30,False,True,104.75,"LINESTRING (3.0400263 50.7761922, 3.0399835 50.7762881, 3.0399346 50.776325, 3.0399227 50.7763594, 3.0398819 50.7765002, 3.0397518 50.7770537, 3.0397342 50.7771089)",,,,,,
28462427,Stationsstraat,tertiary,30,False,False,79.035,"LINESTRING (3.0487153 50.7820111, 3.0486214 50.7819925, 3.0484308 50.7819549, 3.0480156 50.7818599, 3.0476545 50.7817763)",,,,,,
116217899,Ommegangstraat,residential,30,False,False,62.580999999999996,"LINESTRING (3.0487153 50.7820111, 3.0486708 50.7820792, 3.0486507 50.78211, 3.0486158 50.7821633, 3.0485308 50.7822887, 3.0483792 50.7825322)",,,,,,
116217901,Ommegangstraat,tertiary,30,False,True,20.445999999999998,"LINESTRING (3.0487153 50.7820111, 3.0487355 50.7819831, 3.0487655 50.7819412, 3.0488245 50.7818408)",,,,,,
28462396,Molenstraat,tertiary,30,False,True,62.352,"LINESTRING (3.0453793 50.7816404, 3.0454057 50.7816978, 3.0454319 50.7817546, 3.0454482 50.7817901, 3.0454684 50.781834, 3.0454949 50.7818916, 3.0456304 50.7821782)",N311,,,,,
28462427,Stationsstraat,tertiary,30,False,True,59.019000000000005,"LINESTRING (3.0453793 50.7816404, 3.0455335 50.7816222, 3.0459378 50.7815744, 3.0460364 50.7815628, 3.0462066 50.7815523)",,,,,,
1039691751,Molenstraat,tertiary,30,False,False,57.952999999999996,"LINESTRING (3.0453793 50.7816404, 3.0453157 50.7814539, 3.0452973 50.7811237)",N311,,,,,
28543370,Gasstraat,residential,30,False,False,41.214,"LINESTRING (3.0452973 50.7811237, 3.0451962 50.7811196, 3.0447123 50.7811)",,,,,,
322946540,Molenstraat,tertiary,30,False,False,77.075,"LINESTRING (3.0452973 50.7811237, 3.0453 50.7809796, 3.045301 50.7809237, 3.0453052 50.7806775, 3.0452836 50.7805576, 3.0452422 50.7804341)",N311,,,,,
1039691751,Molenstraat,tertiary,30,False,True,57.952999999999996,"LINESTRING (3.0452973 50.7811237, 3.0453157 50.7814539, 3.0453793 50.7816404)",N311,,,,,
"[78794140, 28679315, 396191636]","['Molenstraat', 'Steenakker']",tertiary,30,False,False,108.032,"LINESTRING (3.0452422 50.7804341, 3.0451501 50.7803092, 3.0448204 50.7799921, 3.0447387 50.7799156, 3.0444088 50.7796198)",N311,,,,,
322946540,Molenstraat,tertiary,30,False,True,77.075,"LINESTRING (3.0452422 50.7804341, 3.0452836 50.7805576, 3.0453052 50.7806775, 3.045301 50.7809237, 3.0453 50.7809796, 3.0452973 50.7811237)",N311,,,,,
28512850,Sint Maartensplein,residential,30,False,False,17.490000000000002,"LINESTRING (3.0440933 50.7782918, 3.0439385 50.7782952, 3.0438506 50.7782744)",,4,,,,
477562902,Sint Maartensplein,tertiary,30,False,True,15.492999999999999,"LINESTRING (3.0440933 50.7782918, 3.0440824 50.7782132, 3.044074 50.778153)",N311,3.5,,,,
"[210801166, 477562903]","['Sint Maartensplein', 'Speiestraat']",residential,30,True,False,77.93700000000001,"LINESTRING (3.0440933 50.7782918, 3.0442093 50.7782757, 3.0443094 50.7782803, 3.0443451 50.7782926, 3.0444098 50.7783189, 3.0445267 50.7783604, 3.0448066 50.7784616, 3.0449489 50.7785093, 3.0450949 50.7785407)",,3,,,,
"[477562906, 138131478]","['Sint Maartensplein', 'Vlamingenstraat']",tertiary,30,False,True,95.669,"LINESTRING (3.0440933 50.7782918, 3.0441419 50.7784673, 3.0441468 50.7784859, 3.0441531 50.7785905, 3.0441705 50.7787296, 3.0441785 50.7791487)",N311,,,,,
28462212,Ommegangstraat,residential,30,False,False,173.119,"LINESTRING (3.0497324 50.7803936, 3.0488245 50.7818408)",,,,,,
1010935638,Leiekaai,living_street,,True,False,54.649,"LINESTRING (3.0497324 50.7803936, 3.0500335 50.7799405)",,,,,,
1010937991,Speiestraat,residential,30,True,False,68.373,"LINESTRING (3.0497324 50.7803936, 3.0492991 50.7802943, 3.0488224 50.7801769)",,3,,,,
28462345,Sint-Pol,residential,30,False,True,76.15599999999999,"LINESTRING (3.0405093 50.7818702, 3.0405834 50.7818428, 3.0406778 50.7818342, 3.0411426 50.7818036, 3.0413827 50.7817952, 3.0415762 50.7817846)",,,,,,
325808362,Speldenstraat,secondary,50,False,True,124.339,"LINESTRING (3.0405093 50.7818702, 3.0399592 50.7815596, 3.0393629 50.7812261, 3.0392893 50.7811843, 3.0391766 50.7811362)",N515,,,,,
322946543,,secondary,50,True,False,10.302999999999999,"LINESTRING (3.0382103 50.7809757, 3.0382288 50.7809489, 3.0382472 50.7809339, 3.0382699 50.7809214, 3.0383053 50.7809094)",,,roundabout,,,
30643717,Molenstraat,tertiary,30,True,False,25.012,"LINESTRING (3.0458511 50.7825862, 3.045741 50.7823723)",N311,,,,,
116217899,Ommegangstraat,residential,30,False,True,62.580999999999996,"LINESTRING (3.0483792 50.7825322, 3.0485308 50.7822887, 3.0486158 50.7821633, 3.0486507 50.78211, 3.0486708 50.7820792, 3.0487153 50.7820111)",,,,,,
28462212,Ommegangstraat,residential,30,False,True,173.119,"LINESTRING (3.0488245 50.7818408, 3.0497324 50.7803936)",,,,,,
28358240,Emiel Gellyncklaan,tertiary,30,False,True,128.838,"LINESTRING (3.0488245 50.7818408, 3.0489037 50.7818484, 3.0506216 50.7820673)",,,,,,
116217901,Ommegangstraat,tertiary,30,False,False,20.446,"LINESTRING (3.0488245 50.7818408, 3.0487655 50.7819412, 3.0487355 50.7819831, 3.0487153 50.7820111)",,,,,,
28896034,Molenstraat,tertiary,30,False,False,22.941,"LINESTRING (3.0456304 50.7821782, 3.045741 50.7823723)",N311,,,,,
28462396,Molenstraat,tertiary,30,False,False,62.352000000000004,"LINESTRING (3.0456304 50.7821782, 3.0454949 50.7818916, 3.0454684 50.781834, 3.0454482 50.7817901, 3.0454319 50.7817546, 3.0454057 50.7816978, 3.0453793 50.7816404)",N311,,,,,
"[477562906, 138131478]","['Sint Maartensplein', 'Vlamingenstraat']",tertiary,30,False,False,95.66899999999998,"LINESTRING (3.0441785 50.7791487, 3.0441705 50.7787296, 3.0441531 50.7785905, 3.0441468 50.7784859, 3.0441419 50.7784673, 3.0440933 50.7782918)",N311,,,,,
138131478,Vlamingenstraat,tertiary,30,False,True,56.266,"LINESTRING (3.0441785 50.7791487, 3.0441598 50.7792596, 3.0442108 50.7793554, 3.0443194 50.7795233, 3.0443791 50.7795931, 3.0444088 50.7796198)",N311,,,,,
28270605,Grauwe Zustersstraat,residential,30,True,False,119.27000000000001,"LINESTRING (3.0457419 50.7794419, 3.0455216 50.7798937, 3.0454522 50.7802997, 3.0453886 50.7803619, 3.0452422 50.7804341)",,3,,,,
28506347,Sint Franciscusstraat,residential,30,True,False,114.667,"LINESTRING (3.0457419 50.7794419, 3.0443372 50.7791739, 3.0441785 50.7791487)",,3,,,,
78794128,Nieuwstraat,living_street,20,True,False,27.961,"LINESTRING (3.0417631 50.7776854, 3.0418111 50.7774695, 3.0417943 50.7774378)",,,,,,
28960258,Leiestraat,secondary,30,False,False,28.802,"LINESTRING (3.0417943 50.7774378, 3.0420683 50.7773447, 3.0421576 50.7773183)",,,,,,
"[101507059, 78794124]",Sint-Medardusstraat,secondary,30,False,False,94.512,"LINESTRING (3.0417943 50.7774378, 3.0417404 50.7774481, 3.0416896 50.7774546, 3.0415851 50.7774511, 3.0413893 50.7774274, 3.0411727 50.7773933, 3.0408391 50.7773322, 3.0407454 50.7773151, 3.0405955 50.7772904, 3.0404911 50.7772704)",,,,,,
30013082,Koestraat,residential,30,False,False,56.168,"LINESTRING (3.0404911 50.7772704, 3.0397342 50.7771089)",,,,,,
45736222,Pastorijstraat,residential,30,False,False,97.973,"LINESTRING (3.0404911 50.7772704, 3.0404665 50.7771783, 3.0405846 50.776942, 3.0409411 50.7769307, 3.0412886 50.7769221, 3.0414362 50.776909)",,3,,,,
"[101507059, 78794124]",Sint-Medardusstraat,secondary,30,False,True,94.512,"LINESTRING (3.0404911 50.7772704, 3.0405955 50.7772904, 3.0407454 50.7773151, 3.0408391 50.7773322, 3.0411727 50.7773933, 3.0413893 50.7774274, 3.0415851 50.7774511, 3.0416896 50.7774546, 3.0417404 50.7774481, 3.0417943 50.7774378)",,,,,,
1010937990,Kasteelstraat,residential,30,False,False,77.24000000000001,"LINESTRING (3.0388615 50.7789595, 3.0387888 50.7789335, 3.0387242 50.7789066, 3.0380246 50.7787151, 3.037861 50.7786752)",,,,,,
"[1010937992, 461929833]",Ten Brielenlaan,tertiary,30,True,False,57.494,"LINESTRING (3.0388615 50.7789595, 3.0393362 50.7788051, 3.0394032 50.778786, 3.0395972 50.7787345)",,,,,,
28543370,Gasstraat,residential,30,False,False,34.869,"LINESTRING (3.0447123 50.7811, 3.0443939 50.7811525, 3.0443177 50.7812464)",,,,,,
28543370,Gasstraat,residential,30,False,True,41.214,"LINESTRING (3.0447123 50.7811, 3.0451962 50.7811196, 3.0452973 50.7811237)",,,,,,
125598854,Gasstraat,residential,30,False,False,106.52900000000001,"LINESTRING (3.0447123 50.7811, 3.0446727 50.7808362, 3.0445786 50.7807196, 3.044481 50.7806441, 3.0443809 50.7806337, 3.0443025 50.7806347, 3.0442035 50.7806631, 3.0441157 50.7807059, 3.0439117 50.7808086, 3.0438515 50.7808365)",,,,,,
430230560,Duivenstraat,tertiary,30,True,False,65.697,"LINESTRING (3.0399676 50.7808266, 3.0395652 50.7809635, 3.0394599 50.7810026, 3.0393009 50.7810715, 3.0392294 50.7810994, 3.0391766 50.7811362)",,,,,,
28680033,Lege Kruise,secondary,50,False,False,30.403,"LINESTRING (3.0391766 50.7811362, 3.0387912 50.7810122)",N515,,,,,
325808362,Speldenstraat,secondary,50,False,False,124.339,"LINESTRING (3.0391766 50.7811362, 3.0392893 50.7811843, 3.0393629 50.7812261, 3.0399592 50.7815596, 3.0405093 50.7818702)",N515,,,,,
1033343037,,secondary,50,True,False,6.829000000000001,"LINESTRING (3.0383059 50.7810929, 3.0382747 50.7810829, 3.0382506 50.7810705, 3.0382309 50.7810553)",,,roundabout,,,
78794104,Komenstraat,secondary,50,True,False,23.853,"LINESTRING (3.0382309 50.7810553, 3.0381081 50.7810573, 3.0378919 50.7810512)",N515,4,,,,
291726440,,secondary,50,True,False,9.225999999999999,"LINESTRING (3.0382309 50.7810553, 3.0382158 50.781037, 3.0382071 50.781017, 3.0382052 50.7809962, 3.0382103 50.7809757)",,,roundabout,,,
78794099,Komenstraat,secondary,50,True,False,23.912,"LINESTRING (3.0378919 50.7810512, 3.0380813 50.7810085, 3.0382103 50.7809757)",N515,4,,,,
28680014,Magdalenastraat,secondary,30,False,False,23.570999999999998,"LINESTRING (3.0381344 50.7806195, 3.0381922 50.7806682, 3.0383512 50.780781)",,,,,,
78794096,Magdalenastraat,secondary,30,True,False,187.289,"LINESTRING (3.0381344 50.7806195, 3.0382359 50.7804528, 3.0384249 50.7802078, 3.0387212 50.7798403, 3.0393846 50.779135)",,,,,,
"[78794096, 461929831]",Magdalenastraat,secondary,30,True,False,48.336999999999996,"LINESTRING (3.0393846 50.779135, 3.0395689 50.7789026, 3.0396153 50.7788296, 3.0396116 50.7787803, 3.0395972 50.7787345)",,,,,,
1010937993,Kasteelstraat,residential,30,True,False,41.639,"LINESTRING (3.0393846 50.779135, 3.0389414 50.7789883, 3.0388615 50.7789595)",,,,,,
