osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,width,bridge
23901448,Chrysantenlaan,residential,False,False,147.21800000000002,"LINESTRING (4.302008 51.0057545, 4.3001494 51.0053197, 4.3000334 51.0052977)",,,,
255730345,Stationsstraat,tertiary,False,False,80.325,"LINESTRING (4.302008 51.0057545, 4.3016052 51.0062052, 4.3014874 51.006337, 4.3014435 51.0063835)",50,,,
255730345,Stationsstraat,tertiary,False,True,128.58,"LINESTRING (4.302008 51.0057545, 4.3021951 51.0053612, 4.302585 51.0046569)",50,,,
23900413,Stationsstraat,tertiary,False,True,67.541,"LINESTRING (4.302585 51.0046569, 4.3025177 51.0046162, 4.3021131 51.0043651, 4.3019515 51.0042912, 4.3018543 51.0042681)",,,,
255730345,Stationsstraat,tertiary,False,False,128.58,"LINESTRING (4.302585 51.0046569, 4.3021951 51.0053612, 4.302008 51.0057545)",50,,,
12971630,Mechelsestraat,residential,True,False,176.07500000000002,"LINESTRING (4.3049663 51.0037425, 4.3045613 51.0036347, 4.3037468 51.0034381, 4.3030444 51.0032685, 4.3028285 51.0031785, 4.3026536 51.0031272)",,,,
"[255730265, 1056201724]",Mechelsestraat,tertiary,False,True,125.083,"LINESTRING (4.3049663 51.0037425, 4.3050811 51.0037678, 4.3064291 51.0040642, 4.3066146 51.0041581)",30,2,7,
1056201723,Brandweerplein,tertiary,False,False,71.252,"LINESTRING (4.3066146 51.0041581, 4.3059691 51.0046537)",50,,6,
8465495,Mechelsestraat,tertiary,False,True,237.72600000000003,"LINESTRING (4.3066146 51.0041581, 4.3067951 51.0041592, 4.3076117 51.0044789, 4.3080482 51.004744, 4.3086292 51.0050968, 4.308665 51.0051216, 4.3091065 51.0054283, 4.309194 51.0054891)",50,,,
"[255730265, 1056201724]",Mechelsestraat,tertiary,False,False,125.083,"LINESTRING (4.3066146 51.0041581, 4.3064291 51.0040642, 4.3050811 51.0037678, 4.3049663 51.0037425)",30,2,7,
8465495,Mechelsestraat,tertiary,False,True,55.611,"LINESTRING (4.309194 51.0054891, 4.3097636 51.0058379)",50,,,
8465495,Mechelsestraat,tertiary,False,False,237.726,"LINESTRING (4.309194 51.0054891, 4.3091065 51.0054283, 4.308665 51.0051216, 4.3086292 51.0050968, 4.3080482 51.004744, 4.3076117 51.0044789, 4.3067951 51.0041592, 4.3066146 51.0041581)",50,,,
23118691,Pilatusveld,tertiary,False,True,43.537,"LINESTRING (4.309194 51.0054891, 4.3092732 51.0054407, 4.3093058 51.0054208, 4.3096212 51.0052046)",50,,,
8465495,Mechelsestraat,tertiary,False,False,55.611,"LINESTRING (4.3097636 51.0058379, 4.309194 51.0054891)",50,,,
12971629,Meerstraat,tertiary,True,False,182.13899999999995,"LINESTRING (4.3046962 51.0055848, 4.3046359 51.005592, 4.3045677 51.0055678, 4.3038638 51.0051678, 4.3033193 51.0049409, 4.3027739 51.0047319, 4.302585 51.0046569)",50,,,
158682717,Mechelsestraat,tertiary,False,False,7.474,"LINESTRING (4.3026536 51.0031272, 4.302547 51.003123)",,,,
"[282679475, 12971631]",Kerkhofstraat,tertiary,True,False,183.042,"LINESTRING (4.3026536 51.0031272, 4.3028634 51.0030582, 4.3030845 51.0029895, 4.3033762 51.0029405, 4.3034916 51.0029389, 4.304086 51.002931, 4.30516 51.0027295)",,,,
12971633,Verbindingsstraat,tertiary,True,False,21.036,"LINESTRING (4.30516 51.0027295, 4.3052582 51.0028125, 4.3052896 51.0028959)",,,,
151091694,Kerkhofstraat,tertiary,True,False,43.485,"LINESTRING (4.30516 51.0027295, 4.3055418 51.0026778, 4.3057658 51.0026425)",,,,
23115181,Kerkhofstraat,tertiary,False,False,197.522,"LINESTRING (4.3057658 51.0026425, 4.3061639 51.0025377, 4.3065025 51.0024254, 4.3071957 51.0021954, 4.3077157 51.0019904, 4.3078889 51.0018967, 4.3079502 51.0018635, 4.308065 51.0017928, 4.3081516 51.0017225)",50,,,
23115182,Kerkhofstraat,tertiary,True,False,44.053,"LINESTRING (4.3057658 51.0026425, 4.3054573 51.0027717, 4.3052896 51.0028959)",,,,
255736494,Verbindingsstraat,tertiary,True,False,96.818,"LINESTRING (4.3052896 51.0028959, 4.3049663 51.0037425)",,,,
23115181,Kerkhofstraat,tertiary,False,True,122.827,"LINESTRING (4.3095593 51.0010795, 4.3082531 51.0017175, 4.3081516 51.0017225)",50,,,
23118683,Hendolfstraat,residential,False,False,290.072,"LINESTRING (4.3095593 51.0010795, 4.3076165 50.9997126, 4.306886 50.9992411, 4.3067083 50.9992094)",,,,
147096006,,residential,False,True,13.112,"LINESTRING (4.3096212 51.0052046, 4.3097948 51.005249)",,,,
23118691,Pilatusveld,tertiary,False,False,43.537,"LINESTRING (4.3096212 51.0052046, 4.3093058 51.0054208, 4.3092732 51.0054407, 4.309194 51.0054891)",50,,,
23118699,Oude Zagerij,residential,False,False,40.796,"LINESTRING (4.3059691 51.0046537, 4.3064213 51.0048853)",,,,
