osmid,oneway,name,highway,access,width,reversed,length,geometry,maxspeed
97799268,False,Roe,residential,yes,3,False,25.954,"LINESTRING (4.0067806 50.8173174, 4.0069246 50.8172711, 4.007117 50.8172214)",
100451863,False,Roe,residential,yes,6,False,118.589,"LINESTRING (4.0067806 50.8173174, 4.006249 50.8177836, 4.0058988 50.8180295, 4.0057055 50.8181346)",
128327658,False,Steenberg,residential,yes,3.5,True,25.273,"LINESTRING (4.0067806 50.8173174, 4.0068389 50.8172057, 4.0068511 50.8170963)",50
97796873,False,Hoogstraat,residential,,4.5,False,55.045,"LINESTRING (4.0057055 50.8181346, 4.0053421 50.8180115, 4.0051898 50.8179403, 4.0050926 50.8179241, 4.005018 50.8179038)",50
100451863,False,Roe,residential,yes,6,False,74.151,"LINESTRING (4.0057055 50.8181346, 4.0053585 50.8184526, 4.005131 50.8186936)",
100451863,False,Roe,residential,yes,6,True,118.589,"LINESTRING (4.0057055 50.8181346, 4.0058988 50.8180295, 4.006249 50.8177836, 4.0067806 50.8173174)",
100451863,False,Roe,residential,yes,6,True,74.151,"LINESTRING (4.005131 50.8186936, 4.0053585 50.8184526, 4.0057055 50.8181346)",
117256739,False,Roe,residential,yes,3,True,96.866,"LINESTRING (4.005131 50.8186936, 4.0049995 50.8186697, 4.0047728 50.8185965, 4.0045394 50.8184864, 4.0043691 50.8183771, 4.0040526 50.818172)",50
"[347992432, 347992433, 123651612]",False,Pollarebaan,residential,yes,4,False,458.419,"LINESTRING (4.005131 50.8186936, 4.0050667 50.818917, 4.0050554 50.8190678, 4.0050701 50.8196082, 4.0051047 50.8200991, 4.005116 50.8202001, 4.0051798 50.8203937, 4.0069273 50.8225402)",
64523668,False,Nekkersput,tertiary,yes,4.5,False,206.47899999999998,"LINESTRING (4.0069273 50.8225402, 4.0065371 50.8224291, 4.0048313 50.8219435, 4.0043147 50.8217978, 4.0042465 50.8217786)",
"[347992432, 347992433, 123651612]",False,Pollarebaan,residential,yes,4,True,458.4189999999999,"LINESTRING (4.0069273 50.8225402, 4.0051798 50.8203937, 4.005116 50.8202001, 4.0051047 50.8200991, 4.0050701 50.8196082, 4.0050554 50.8190678, 4.0050667 50.818917, 4.005131 50.8186936)",
97796873,False,Hoogstraat,residential,,4.5,True,330.743,"LINESTRING (3.9995234 50.8177691, 3.999702 50.8177407, 4.0001424 50.8176968, 4.0003872 50.8176996, 4.0007018 50.8177752, 4.0010424 50.8178634, 4.0016056 50.8180047, 4.0026424 50.8182063, 4.0030102 50.8182679, 4.0032672 50.8182679, 4.0038387 50.8182035, 4.0040526 50.818172)",50
"[100451868, 347992431]",False,Pollare-Dorp,tertiary,,6,False,133.914,"LINESTRING (3.9995234 50.8177691, 3.9994534 50.8177653, 3.9993574 50.8177594, 3.999143 50.8177307, 3.9986815 50.8176238, 3.9983594 50.8175296, 3.9983046 50.8175136, 3.9977912 50.8173146, 3.9977817 50.8173109)",30
"[64523668, 347992430]",False,Nekkersput,tertiary,yes,4.5,True,572.7469999999998,"LINESTRING (3.9995234 50.8177691, 3.9996698 50.8178441, 3.9998689 50.8180142, 4.0001425 50.8182538, 4.0002317 50.818424, 4.0002518 50.8184756, 4.0003829 50.8188563, 4.0004349 50.8189424, 4.0004676 50.8189965, 4.0004879 50.8190302, 4.0005327 50.8191044, 4.001106 50.8197162, 4.0016366 50.8203937, 4.0018383 50.8205787, 4.0018608 50.8205994, 4.0018681 50.8206061, 4.0019354 50.8206679, 4.0022451 50.8208323, 4.0022989 50.8208602, 4.0023511 50.8208894, 4.0026883 50.8210675, 4.0034356 50.821435, 4.003475 50.8214549, 4.0036404 50.8215412, 4.0037702 50.821592, 4.0042465 50.8217786)",50
"[100451868, 347992431]",False,Pollare-Dorp,tertiary,,6,True,133.91400000000002,"LINESTRING (3.9977817 50.8173109, 3.9977912 50.8173146, 3.9983046 50.8175136, 3.9983594 50.8175296, 3.9986815 50.8176238, 3.999143 50.8177307, 3.9993574 50.8177594, 3.9994534 50.8177653, 3.9995234 50.8177691)",30
97796873,False,Hoogstraat,residential,,4.5,False,74.374,"LINESTRING (4.005018 50.8179038, 4.0049793 50.8179136, 4.0049062 50.8179271, 4.0047958 50.8179599, 4.0043217 50.8181195, 4.0040526 50.818172)",50
97796873,False,Hoogstraat,residential,,4.5,True,55.045,"LINESTRING (4.005018 50.8179038, 4.0050926 50.8179241, 4.0051898 50.8179403, 4.0053421 50.8180115, 4.0057055 50.8181346)",50
97799263,False,Roe,residential,yes,3.5,True,23.294,"LINESTRING (4.007117 50.8172214, 4.0070061 50.8171668, 4.0068511 50.8170963)",
97799268,False,Roe,residential,yes,3,False,196.45100000000002,"LINESTRING (4.007117 50.8172214, 4.0073767 50.81724, 4.0080075 50.8173232, 4.0082938 50.8173392, 4.0085405 50.8173315, 4.0087302 50.8173069, 4.0090461 50.8172304, 4.0092875 50.8172107, 4.0098683 50.8172096)",
97799268,False,Roe,residential,yes,3,True,25.954,"LINESTRING (4.007117 50.8172214, 4.0069246 50.8172711, 4.0067806 50.8173174)",
97799263,False,Roe,residential,yes,3.5,False,23.294,"LINESTRING (4.0068511 50.8170963, 4.0070061 50.8171668, 4.007117 50.8172214)",
128327658,False,Steenberg,residential,yes,3.5,False,25.273,"LINESTRING (4.0068511 50.8170963, 4.0068389 50.8172057, 4.0067806 50.8173174)",50
97799268,False,Roe,residential,yes,3,True,196.45100000000002,"LINESTRING (4.0098683 50.8172096, 4.0092875 50.8172107, 4.0090461 50.8172304, 4.0087302 50.8173069, 4.0085405 50.8173315, 4.0082938 50.8173392, 4.0080075 50.8173232, 4.0073767 50.81724, 4.007117 50.8172214)",
"[64523668, 347992430]",False,Nekkersput,tertiary,yes,4.5,False,572.747,"LINESTRING (4.0042465 50.8217786, 4.0037702 50.821592, 4.0036404 50.8215412, 4.003475 50.8214549, 4.0034356 50.821435, 4.0026883 50.8210675, 4.0023511 50.8208894, 4.0022989 50.8208602, 4.0022451 50.8208323, 4.0019354 50.8206679, 4.0018681 50.8206061, 4.0018608 50.8205994, 4.0018383 50.8205787, 4.0016366 50.8203937, 4.001106 50.8197162, 4.0005327 50.8191044, 4.0004879 50.8190302, 4.0004676 50.8189965, 4.0004349 50.8189424, 4.0003829 50.8188563, 4.0002518 50.8184756, 4.0002317 50.818424, 4.0001425 50.8182538, 3.9998689 50.8180142, 3.9996698 50.8178441, 3.9995234 50.8177691)",50
64523668,False,Nekkersput,tertiary,yes,4.5,True,206.47899999999998,"LINESTRING (4.0042465 50.8217786, 4.0043147 50.8217978, 4.0048313 50.8219435, 4.0065371 50.8224291, 4.0069273 50.8225402)",
97804314,False,Nekkersput,unclassified,,,False,39.061,"LINESTRING (4.0042465 50.8217786, 4.0042609 50.8216725, 4.0043348 50.8214322)",
97804314,False,Nekkersput,unclassified,,,True,39.061,"LINESTRING (4.0043348 50.8214322, 4.0042609 50.8216725, 4.0042465 50.8217786)",
97796873,False,Hoogstraat,residential,,4.5,False,330.743,"LINESTRING (4.0040526 50.818172, 4.0038387 50.8182035, 4.0032672 50.8182679, 4.0030102 50.8182679, 4.0026424 50.8182063, 4.0016056 50.8180047, 4.0010424 50.8178634, 4.0007018 50.8177752, 4.0003872 50.8176996, 4.0001424 50.8176968, 3.999702 50.8177407, 3.9995234 50.8177691)",50
97796873,False,Hoogstraat,residential,,4.5,True,74.374,"LINESTRING (4.0040526 50.818172, 4.0043217 50.8181195, 4.0047958 50.8179599, 4.0049062 50.8179271, 4.0049793 50.8179136, 4.005018 50.8179038)",50
117256739,False,Roe,residential,yes,3,False,96.866,"LINESTRING (4.0040526 50.818172, 4.0043691 50.8183771, 4.0045394 50.8184864, 4.0047728 50.8185965, 4.0049995 50.8186697, 4.005131 50.8186936)",50
