osmid,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed,lanes
146039569,N470a,Drapstraat,residential,False,True,160.082,"LINESTRING (4.1419532 51.1021318, 4.1420574 51.1019765, 4.1423432 51.1015357, 4.1425334 51.1012423, 4.142776 51.1008773, 4.1428225 51.1007997)",,,
"[32874107, 670335668]",,Calvarieberg,unclassified,False,True,169.45000000000002,"LINESTRING (4.1419532 51.1021318, 4.1419174 51.1020051, 4.1419034 51.1019536, 4.1417448 51.1013706, 4.1416313 51.1009515, 4.1415276 51.1007478, 4.1415501 51.1007086, 4.1415879 51.1006418)",,,
24875264,,Kaaiplein,unclassified,False,True,139.418,"LINESTRING (4.1330289 51.1010104, 4.1329887 51.1012911, 4.1329874 51.1013002, 4.1329619 51.1014912, 4.1329444 51.1016227, 4.1329392 51.1016616, 4.1329307 51.1017254, 4.132905 51.1018145, 4.1327861 51.1020626, 4.1327016 51.1022414)",,,
535826175,,Kaaiplein,unclassified,True,False,38.135,"LINESTRING (4.1330289 51.1010104, 4.1330732 51.1007362, 4.1330841 51.1006692)",,,
24875273,,Kaaiplein,unclassified,True,False,33.134,"LINESTRING (4.1333499 51.1008004, 4.13315 51.1009725, 4.1330289 51.1010104)",,,
24875301,,Kaaiplein,tertiary,True,False,23.611,"LINESTRING (4.1333499 51.1008004, 4.1332519 51.1007542, 4.1330841 51.1006692)",,,
24875300,,Meulenbroekstraat,tertiary,True,False,16.668,"LINESTRING (4.1384184 51.1001266, 4.1383841 51.1001438, 4.1383395 51.100153, 4.1382915 51.1001535, 4.1382383 51.100144, 4.1382042 51.100126)",roundabout,,
505302825,,Meulenbroekstraat,tertiary,True,False,9.584,"LINESTRING (4.1382042 51.100126, 4.1381704 51.1000931, 4.1381572 51.1000468)",roundabout,,
1060982496,,Meulenbroekstraat,tertiary,True,False,264.18,"LINESTRING (4.1382042 51.100126, 4.1379277 51.1001758, 4.1372757 51.1002971, 4.1366272 51.1003947, 4.1365177 51.1004112, 4.1360403 51.1004833, 4.1357566 51.1005266, 4.1356533 51.1005412, 4.1345631 51.1007051, 4.1345374 51.100709)",,,
24875311,,Kaaiplein,tertiary,True,False,82.88900000000001,"LINESTRING (4.1326245 51.1002059, 4.1328415 51.1002897, 4.1331599 51.1005276, 4.1334548 51.1007305)",,,
146039573,,Kaaiplein,tertiary,False,False,38.715,"LINESTRING (4.1326245 51.1002059, 4.1324177 51.1000396, 4.1323163 51.0999181)",,,
24875329,,Kaaiplein,unclassified,True,False,10.68,"LINESTRING (4.1334548 51.1007305, 4.1333499 51.1008004)",,,
535826176,,Meulenbroekstraat,unclassified,False,False,62.475,"LINESTRING (4.1334548 51.1007305, 4.1335701 51.1005464, 4.1336927 51.1002728, 4.1337118 51.1001939)",,,
1060982495,,Meulenbroekstraat,tertiary,True,False,338.217,"LINESTRING (4.1334548 51.1007305, 4.1337299 51.1007412, 4.1343989 51.1006402, 4.1347769 51.1005859, 4.1364312 51.100333, 4.137092 51.1002348, 4.1378194 51.1001316, 4.1379087 51.1001138, 4.1380389 51.1000856, 4.1381572 51.1000468)",,,
24875339,,Meulenbroekstraat,tertiary,True,False,10.914,"LINESTRING (4.1381572 51.1000468, 4.1381736 51.1000149, 4.1382078 51.0999866, 4.138246 51.0999701)",roundabout,,
1060982494,,Roodkruisstraat,tertiary,True,False,19.812,"LINESTRING (4.138246 51.0999701, 4.1382853 51.0999632, 4.1383285 51.0999608, 4.13837 51.099967, 4.1384044 51.0999783, 4.1384454 51.1000083, 4.1384648 51.1000407)",roundabout,,
"[24875419, 1120073335]",,Marktplein,residential,False,False,61.646,"LINESTRING (4.138246 51.0999701, 4.1381839 51.0998456, 4.1381616 51.0997876, 4.138156 51.0996751, 4.1381838 51.099424)",,50,
32873947,,Calvarieberg,residential,False,True,59.19,"LINESTRING (4.1415879 51.1006418, 4.1415916 51.1006085, 4.1416093 51.1004499, 4.1416292 51.1001102)",,,
"[32874107, 670335668]",,Calvarieberg,unclassified,False,False,169.45000000000002,"LINESTRING (4.1415879 51.1006418, 4.1415501 51.1007086, 4.1415276 51.1007478, 4.1416313 51.1009515, 4.1417448 51.1013706, 4.1419034 51.1019536, 4.1419174 51.1020051, 4.1419532 51.1021318)",,,
32874140,,Roodkruisstraat,tertiary,False,False,88.13799999999999,"LINESTRING (4.1415879 51.1006418, 4.1418899 51.100667, 4.142234 51.1007016, 4.1425586 51.1007503, 4.1426832 51.1007735, 4.1428225 51.1007997)",,,2
149932390,,Roodkruisstraat,tertiary,False,True,207.266,"LINESTRING (4.1415879 51.1006418, 4.1405151 51.1005539, 4.1403257 51.1005382, 4.1400768 51.1004774, 4.1399347 51.100442, 4.1393737 51.1002984, 4.1387551 51.1001374)",,,
32874140,,Roodkruisstraat,tertiary,False,True,88.13799999999999,"LINESTRING (4.1428225 51.1007997, 4.1426832 51.1007735, 4.1425586 51.1007503, 4.142234 51.1007016, 4.1418899 51.100667, 4.1415879 51.1006418)",,,2
146039564,N470a,Drapstraat,secondary,False,True,74.70400000000001,"LINESTRING (4.1428225 51.1007997, 4.1428749 51.1007316, 4.143045 51.1004982, 4.1431956 51.1002629, 4.1432394 51.1001815)",,50,
146039569,N470a,Drapstraat,residential,False,False,160.082,"LINESTRING (4.1428225 51.1007997, 4.142776 51.1008773, 4.1425334 51.1012423, 4.1423432 51.1015357, 4.1420574 51.1019765, 4.1419532 51.1021318)",,,
24875419,,Marktplein,residential,False,False,112.387,"LINESTRING (4.1381838 51.099424, 4.1382001 51.0993578, 4.1382368 51.09915, 4.1382394 51.0991351, 4.1382683 51.0989688, 4.1382796 51.0989041, 4.1382749 51.098782, 4.1382636 51.0987316, 4.1382147 51.0986611, 4.138033 51.0985789, 4.1379213 51.0985123)",,50,
"[24875419, 1120073335]",,Marktplein,residential,False,True,61.645999999999994,"LINESTRING (4.1381838 51.099424, 4.138156 51.0996751, 4.1381616 51.0997876, 4.1381839 51.0998456, 4.138246 51.0999701)",,50,
24875428,,Rijbekestraat,residential,False,False,90.766,"LINESTRING (4.1381838 51.099424, 4.1393179 51.0995181, 4.1394723 51.0995317)",,,
