osmid,name,highway,oneway,reversed,length,geometry,access,maxspeed
23915536,Rue Michel Body,residential,False,False,53.852000000000004,"LINESTRING (5.475978 50.6291741, 5.475853 50.6295586, 5.475841 50.62965)",,
10570106,Rue Neuve,residential,True,False,123.571,"LINESTRING (5.4758422 50.6299449, 5.4740993 50.6300576)",,
23915536,Rue Michel Body,residential,False,True,32.792,"LINESTRING (5.4758422 50.6299449, 5.475841 50.62965)",,
23915536,Rue Michel Body,residential,False,False,222.959,"LINESTRING (5.4758422 50.6299449, 5.4760332 50.6312083, 5.4759817 50.6319435)",,
10570094,Rue Forsvache,residential,False,True,57.958,"LINESTRING (5.474183 50.6282837, 5.4745619 50.6278212)",,
10570094,Rue Forsvache,residential,False,False,71.623,"LINESTRING (5.474183 50.6282837, 5.4739202 50.628635, 5.4738168 50.6288817)",,
118852068,Rue Jean Dessis,residential,False,False,58.073,"LINESTRING (5.474183 50.6282837, 5.4740004 50.6282676, 5.4733664 50.6283179)",,
10570098,Rue de la Campagne,residential,True,False,155.87,"LINESTRING (5.4738168 50.6288817, 5.475978 50.6291741)",,
10570094,Rue Forsvache,residential,False,False,137.11299999999997,"LINESTRING (5.4738168 50.6288817, 5.4737501 50.6292483, 5.4738359 50.6296621, 5.4738687 50.6298547, 5.4740199 50.6300159, 5.4740993 50.6300576)",,
10570094,Rue Forsvache,residential,False,True,71.623,"LINESTRING (5.4738168 50.6288817, 5.4739202 50.628635, 5.474183 50.6282837)",,
"[529693340, 10570094]",Rue Forsvache,residential,False,False,245.866,"LINESTRING (5.4740993 50.6300576, 5.4742946 50.6302802, 5.4743509 50.6304352, 5.4743635 50.6304862, 5.4743956 50.6308317, 5.4744625 50.6311647, 5.4744108 50.6314389, 5.4743565 50.6316078, 5.4742846 50.6317523, 5.4742091 50.6318913, 5.4741262 50.6320049, 5.4741057 50.6321961)",no,
10570094,Rue Forsvache,residential,False,True,137.113,"LINESTRING (5.4740993 50.6300576, 5.4740199 50.6300159, 5.4738687 50.6298547, 5.4738359 50.6296621, 5.4737501 50.6292483, 5.4738168 50.6288817)",,
23915532,Rue Tirogne,tertiary,False,False,163.162,"LINESTRING (5.4741057 50.6321961, 5.4725538 50.6320859, 5.4718084 50.632024)",,
23915532,Rue Tirogne,tertiary,False,True,27.820999999999998,"LINESTRING (5.4741057 50.6321961, 5.4742191 50.6322054, 5.4744968 50.6322286)",,
"[529693340, 10570094]",Rue Forsvache,residential,False,True,245.86600000000004,"LINESTRING (5.4741057 50.6321961, 5.4741262 50.6320049, 5.4742091 50.6318913, 5.4742846 50.6317523, 5.4743565 50.6316078, 5.4744108 50.6314389, 5.4744625 50.6311647, 5.4743956 50.6308317, 5.4743635 50.6304862, 5.4743509 50.6304352, 5.4742946 50.6302802, 5.4740993 50.6300576)",no,
23915532,Rue Tirogne,tertiary,False,True,163.162,"LINESTRING (5.4718084 50.632024, 5.4725538 50.6320859, 5.4741057 50.6321961)",,
8111631,Rue des Coqs,residential,False,False,46.107,"LINESTRING (5.4753909 50.635467, 5.4759477 50.6356843)",,
23914209,Rue Grande,tertiary,False,False,18.158,"LINESTRING (5.4753909 50.635467, 5.475411 50.6353042)",,
23914209,Rue Grande,tertiary,False,False,105.27,"LINESTRING (5.4757549 50.6341019, 5.4757916 50.6340152, 5.4761529 50.6332758, 5.4761937 50.6331971)",,
23914209,Rue Grande,tertiary,False,True,135.89499999999998,"LINESTRING (5.4757549 50.6341019, 5.4755324 50.6348371, 5.4754184 50.6352577, 5.475411 50.6353042)",,
30632164,Rue Vieille Paire,residential,True,False,120.511,"LINESTRING (5.4757549 50.6341019, 5.4755362 50.6341612, 5.4752995 50.6342982, 5.4751959 50.6343764, 5.4750728 50.63451, 5.4748555 50.6348331, 5.4747823 50.6349454)",,
"[23914209, 360747418]","['Rue Grande', ""Rue de l'Hôtel Communal""]",tertiary,False,False,187.708,"LINESTRING (5.4761937 50.6331971, 5.4762503 50.6330696, 5.4765079 50.6327904, 5.4766665 50.6326538, 5.4767045 50.6326233, 5.4767426 50.6325905, 5.4767852 50.6325705, 5.4769164 50.6325244, 5.4770589 50.6324941, 5.4772843 50.6324596, 5.4774437 50.6324352, 5.4777931 50.6323988, 5.4779345 50.6323788, 5.4779942 50.6323673, 5.478223 50.6323233)",,
23914209,Rue Grande,tertiary,False,True,105.27,"LINESTRING (5.4761937 50.6331971, 5.4761529 50.6332758, 5.4757916 50.6340152, 5.4757549 50.6341019)",,
23915532,Rue Tirogne,tertiary,False,False,30.595,"LINESTRING (5.478223 50.6323233, 5.4779939 50.6322346, 5.4778344 50.6322069)",,
24406619,Rue de l'Hôtel Communal,tertiary,False,False,297.41200000000003,"LINESTRING (5.478223 50.6323233, 5.4784629 50.6322879, 5.478566 50.6322737, 5.4790803 50.6322062, 5.4803408 50.6320304, 5.4804486 50.6320116, 5.4809321 50.6319275, 5.4817316 50.6317176, 5.4820883 50.6315994, 5.4822208 50.6315336)",,
167191712,Rue de Liège,residential,False,True,40.914,"LINESTRING (5.478223 50.6323233, 5.4784409 50.6324019, 5.4784996 50.6324231, 5.4787268 50.6325057)",,
"[23914209, 360747418]","['Rue Grande', ""Rue de l'Hôtel Communal""]",tertiary,False,True,187.70800000000003,"LINESTRING (5.478223 50.6323233, 5.4779942 50.6323673, 5.4779345 50.6323788, 5.4777931 50.6323988, 5.4774437 50.6324352, 5.4772843 50.6324596, 5.4770589 50.6324941, 5.4769164 50.6325244, 5.4767852 50.6325705, 5.4767426 50.6325905, 5.4767045 50.6326233, 5.4766665 50.6326538, 5.4765079 50.6327904, 5.4762503 50.6330696, 5.4761937 50.6331971)",,
23915532,Rue Tirogne,tertiary,False,False,95.48100000000001,"LINESTRING (5.4759967 50.6321787, 5.4747455 50.6322417, 5.4746469 50.6322403)",,
23915532,Rue Tirogne,tertiary,False,True,131.168,"LINESTRING (5.4759967 50.6321787, 5.4761403 50.6321743, 5.476469 50.6321557, 5.4771715 50.6321159, 5.4773937 50.6321297, 5.4775938 50.6321606, 5.4777186 50.6321858, 5.4778344 50.6322069)",,
23915536,Rue Michel Body,residential,False,True,26.206,"LINESTRING (5.4759967 50.6321787, 5.4759776 50.6320015, 5.4759817 50.6319435)",,
179300671,Rue Antoine Degive,residential,True,False,103.334,"LINESTRING (5.4747723 50.6329728, 5.4748589 50.6329821, 5.4761226 50.6331829, 5.4761937 50.6331971)",,30
183254904,Rue Vinâve,residential,True,False,81.946,"LINESTRING (5.4747723 50.6329728, 5.4747603 50.6329307, 5.4746578 50.6322894, 5.4746469 50.6322403)",,
118852068,Rue Jean Dessis,residential,False,True,39.253,"LINESTRING (5.472811 50.62834, 5.4733664 50.6283179)",,
191615168,Rue Jean Dessis,residential,False,False,227.25599999999997,"LINESTRING (5.472811 50.62834, 5.4721906 50.6288284, 5.4720675 50.6289253, 5.4718296 50.6290546, 5.4715775 50.6290819, 5.4713736 50.6290615, 5.4712199 50.629007, 5.4711126 50.6289355, 5.4709769 50.6288164, 5.4709501 50.6287144, 5.4709769 50.628585, 5.4711234 50.6283979)",,
191615168,Rue Jean Dessis,residential,False,True,227.256,"LINESTRING (5.4711234 50.6283979, 5.4709769 50.628585, 5.4709501 50.6287144, 5.4709769 50.6288164, 5.4711126 50.6289355, 5.4712199 50.629007, 5.4713736 50.6290615, 5.4715775 50.6290819, 5.4718296 50.6290546, 5.4720675 50.6289253, 5.4721906 50.6288284, 5.472811 50.62834)",,
118852068,Rue Jean Dessis,residential,False,False,39.253,"LINESTRING (5.4733664 50.6283179, 5.472811 50.62834)",,
118852068,Rue Jean Dessis,residential,False,True,58.073,"LINESTRING (5.4733664 50.6283179, 5.4740004 50.6282676, 5.474183 50.6282837)",,
118852070,Rue du Parc,residential,False,False,166.623,"LINESTRING (5.4733664 50.6283179, 5.4734475 50.628745, 5.4733831 50.6289083, 5.4732093 50.6290512, 5.4724385 50.6294628, 5.4723366 50.6295105)",,
