osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,lanes,width,junction
103654826,Rue de la Sainte du Chêne,residential,,False,False,48.342,,"LINESTRING (4.6989863 50.7417155, 4.6996123 50.7418946)",,,,
98478274,Rue du Stampia,residential,30,False,True,171.24300000000002,,"LINESTRING (4.6989863 50.7417155, 4.6993342 50.7412531, 4.6994291 50.7411048, 4.6994941 50.7409543, 4.6996052 50.7404845, 4.6996125 50.7404194, 4.6996018 50.7403482, 4.6995179 50.7402634)",,,,
"[608981325, 608981326]",Rue du Stampia,residential,30,False,False,145.18,,"LINESTRING (4.6989863 50.7417155, 4.6987975 50.7419828, 4.698743 50.74206, 4.698649 50.7421941, 4.698273 50.7429386)",,,,
98478285,Avenue du Roi Albert I,residential,30,False,True,17.846,,"LINESTRING (4.6974556 50.7408745, 4.6972374 50.7407927)",,,,
98478354,Avenue du Roi Albert I,residential,30,False,False,13.795,,"LINESTRING (4.6974556 50.7408745, 4.6975933 50.7407862)",,,,
98478354,Avenue du Roi Albert I,residential,30,False,True,83.962,,"LINESTRING (4.6974556 50.7408745, 4.6972026 50.7415878, 4.6971954 50.7416114)",,,,
290218630,Chaussée de Jodoigne,secondary,30,False,True,22.165,,"LINESTRING (4.7016959 50.7370296, 4.7019596 50.7369206)",N240,,,
"[290218650, 98021851]",Rue H. Lecapitaine,residential,30,True,False,266.319,,"LINESTRING (4.7016959 50.7370296, 4.7004369 50.7381662, 4.6995354 50.7387235, 4.6993028 50.7388725)",,,,
290218636,Chaussée de Jodoigne,secondary,30,False,False,88.102,,"LINESTRING (4.7016959 50.7370296, 4.7015217 50.7371006, 4.7006456 50.7374608)",N240,,,
66184838,Rue de la Barre,residential,30,True,False,26.551000000000002,,"LINESTRING (4.6965139 50.7375384, 4.6964549 50.7375373, 4.6963406 50.7375323, 4.6962001 50.737521, 4.6961397 50.737512)",,,,
98294934,Rue Henri Bruneau,residential,30,False,True,95.35,,"LINESTRING (4.6965139 50.7375384, 4.6965374 50.7374892, 4.696564 50.7371726, 4.6965699 50.7371069, 4.6966114 50.7367533, 4.6966425 50.7366875)",,,,
"[149182193, 623432662]","['Rue Saint-Georges', 'Parvis Saint-Georges']",residential,30,False,True,85.58099999999999,,"LINESTRING (4.6965139 50.7375384, 4.6964945 50.7376098, 4.6964916 50.7376608, 4.6964864 50.7377014, 4.6964765 50.73773, 4.6964538 50.737753, 4.6964194 50.7377816, 4.6963284 50.7378576, 4.6962199 50.7379321, 4.6961552 50.7380551, 4.6960668 50.7382333)",,,,
98294933,Rue Fontaine,residential,50,False,True,183.54000000000002,,"LINESTRING (4.6966425 50.7366875, 4.6964204 50.7366236, 4.6962787 50.7365884, 4.6957619 50.7364762, 4.6955139 50.7364243, 4.6944257 50.7362237, 4.6943038 50.736198, 4.6941863 50.7361471)",,,,
98294934,Rue Henri Bruneau,residential,30,False,False,95.35,,"LINESTRING (4.6966425 50.7366875, 4.6966114 50.7367533, 4.6965699 50.7371069, 4.696564 50.7371726, 4.6965374 50.7374892, 4.6965139 50.7375384)",,,,
"[492653057, 492653066, 496200495]",Rue Fontaine,residential,"['50', '30']",False,False,132.22,,"LINESTRING (4.6966425 50.7366875, 4.6967688 50.7367146, 4.6970291 50.736758, 4.697412 50.7368212, 4.6974605 50.7368271, 4.6974571 50.7368401, 4.6974565 50.7368622, 4.6974791 50.7370274, 4.6974862 50.7370882, 4.6974959 50.7371368, 4.6975021 50.737184, 4.6975099 50.7372499, 4.6975162 50.7373119, 4.6975187 50.7373501, 4.6975222 50.7373976, 4.6975316 50.7374776)",,,,
98294933,Rue Fontaine,residential,50,False,False,183.54000000000002,,"LINESTRING (4.6941863 50.7361471, 4.6943038 50.736198, 4.6944257 50.7362237, 4.6955139 50.7364243, 4.6957619 50.7364762, 4.6962787 50.7365884, 4.6964204 50.7366236, 4.6966425 50.7366875)",,,,
147234030,Rue des Béguinages,unclassified,50,False,False,40.951,,"LINESTRING (4.6941863 50.7361471, 4.6941078 50.7362211, 4.6940627 50.7362712, 4.6940344 50.7363116, 4.6940034 50.736368, 4.6939729 50.7364579, 4.6939506 50.7364793)",,,,
492653063,Rue des Béguinages,unclassified,,False,True,120.626,,"LINESTRING (4.6941863 50.7361471, 4.6948102 50.7356809, 4.694916 50.7356029, 4.6950047 50.735511, 4.6951422 50.7353437, 4.695176 50.7353058, 4.6952067 50.7352813)",,,,
98478342,Clos des Crayeux,residential,30,False,True,127.577,,"LINESTRING (4.6975126 50.7421747, 4.6974811 50.7423976, 4.6974251 50.7427102, 4.6975128 50.7428047, 4.698273 50.7429386)",,,,
98478356,,secondary,50,True,False,6.4270000000000005,,"LINESTRING (4.6891544 50.7413171, 4.6891577 50.7412976, 4.6891682 50.7412782, 4.6891794 50.741262)",,,,roundabout
1209028831,Chaussée de la Libération,secondary,50,True,False,12.609,,"LINESTRING (4.6894095 50.7412625, 4.6894743 50.7412596, 4.6895885 50.7412613)",N240,,,
1209357152,,secondary,50,True,False,8.74,,"LINESTRING (4.6894095 50.7412625, 4.6894266 50.7412807, 4.6894365 50.7413001, 4.6894382 50.7413204, 4.6894351 50.741337)",,,,roundabout
98021831,Avenue du Roi Albert I,residential,30,False,True,25.054,,"LINESTRING (4.6975933 50.7407862, 4.6972374 50.7407927)",,,,
98478354,Avenue du Roi Albert I,residential,30,False,True,13.795,,"LINESTRING (4.6975933 50.7407862, 4.6974556 50.7408745)",,,,
98478354,Avenue du Roi Albert I,residential,30,False,False,100.654,,"LINESTRING (4.6975933 50.7407862, 4.6978587 50.7406749, 4.6979934 50.7405948, 4.6980915 50.7405018, 4.6983524 50.7400565)",,,,
290218657,,secondary,50,True,False,9.361,,"LINESTRING (4.6892697 50.7414062, 4.6892412 50.7414008, 4.689211 50.7413892, 4.6891834 50.7413708, 4.689168 50.7413561)",,,,roundabout
98478356,,secondary,50,True,False,18.455,,"LINESTRING (4.6891794 50.741262, 4.6891938 50.7412526, 4.6892157 50.7412439, 4.689237 50.7412368, 4.6892626 50.7412314, 4.6892826 50.7412285, 4.6893034 50.7412286, 4.6893299 50.74123, 4.6893609 50.7412367, 4.689385 50.7412461, 4.6894095 50.7412625)",,,,roundabout
98478329,Rue de la Ferme Brion,residential,30,False,True,115.348,,"LINESTRING (4.6893586 50.7414018, 4.6894194 50.7414413, 4.6895405 50.7414973, 4.6900137 50.7416966, 4.6901321 50.7417326, 4.6902086 50.7417478, 4.6902723 50.7417561, 4.690391 50.7417673, 4.6905413 50.7417726, 4.6908279 50.7417723)",,,,
290218659,,secondary,50,True,False,6.397,,"LINESTRING (4.6893586 50.7414018, 4.6893258 50.7414087, 4.6892981 50.7414086, 4.6892697 50.7414062)",,,,roundabout
66184872,Sentier des Cinq Bonniers,residential,30,True,False,18.213,,"LINESTRING (4.6926048 50.7395034, 4.6926236 50.7395401, 4.6926054 50.7395689, 4.6925701 50.7396085, 4.6925504 50.7396556)",,,,
98478297,Chaussée de la Libération,secondary,30,False,False,177.86,,"LINESTRING (4.6926048 50.7395034, 4.6926704 50.739483, 4.6931241 50.7393242, 4.6936344 50.7391248, 4.6937291 50.7390799, 4.6937744 50.7390571, 4.693847 50.7390128, 4.6939221 50.7389575, 4.6940292 50.7388617, 4.6944627 50.7384678)",N240,,,
"[98478297, 623433383]",Chaussée de la Libération,secondary,"['30', '50']",False,True,290.668,,"LINESTRING (4.6926048 50.7395034, 4.6924577 50.7395548, 4.6918201 50.7398175, 4.691733 50.7398537, 4.6915068 50.7399609, 4.6912721 50.7400987, 4.6909694 50.7402978, 4.6908161 50.7404115, 4.6897341 50.7411863, 4.6896495 50.7412349, 4.6895885 50.7412613)",N240,,,
98478356,,secondary,50,True,False,4.506,,"LINESTRING (4.689168 50.7413561, 4.6891551 50.7413349, 4.6891544 50.7413171)",,,,roundabout
98478342,Clos des Crayeux,residential,30,False,False,127.577,,"LINESTRING (4.698273 50.7429386, 4.6975128 50.7428047, 4.6974251 50.7427102, 4.6974811 50.7423976, 4.6975126 50.7421747)",,,,
"[608981325, 608981326]",Rue du Stampia,residential,30,False,True,145.18,,"LINESTRING (4.698273 50.7429386, 4.698649 50.7421941, 4.698743 50.74206, 4.6987975 50.7419828, 4.6989863 50.7417155)",,,,
290218633,Chaussée de Jodoigne,secondary,50,False,True,10.561,,"LINESTRING (4.7031529 50.7364277, 4.7032796 50.7363768)",N240,,,
"[492653049, 290218630]",Chaussée de Jodoigne,secondary,"['50', '30']",False,False,100.28,,"LINESTRING (4.7031529 50.7364277, 4.7030427 50.7364726, 4.7029073 50.7365286, 4.7023517 50.7367584, 4.7019596 50.7369206)",N240,,,
147234030,Rue des Béguinages,unclassified,50,False,False,11.876000000000001,,"LINESTRING (4.6939506 50.7364793, 4.6939648 50.7365265, 4.6939714 50.7365851)",,,,
147234030,Rue des Béguinages,unclassified,50,False,True,40.951,,"LINESTRING (4.6939506 50.7364793, 4.6939729 50.7364579, 4.6940034 50.736368, 4.6940344 50.7363116, 4.6940627 50.7362712, 4.6941078 50.7362211, 4.6941863 50.7361471)",,,,
1229460936,Ruelle Purlin,residential,,False,True,12.495000000000001,,"LINESTRING (4.6939506 50.7364793, 4.6939125 50.7364992, 4.6938763 50.7365132, 4.6937988 50.7365364)",,,,
103694076,Clos du Pont d'Arcole,living_street,,False,False,77.233,,"LINESTRING (4.6995815 50.7362171, 4.6996108 50.7362372, 4.6996519 50.7362599, 4.6996843 50.7362759, 4.6998847 50.7363588, 4.6999273 50.7363753, 4.6999705 50.7363895, 4.7000411 50.736409, 4.7001163 50.7364277, 4.7001977 50.736446, 4.7002653 50.7364643, 4.7003894 50.7364901, 4.7004884 50.7365093, 4.7005551 50.7365196)",,,,
103694078,Clos du Pont d'Arcole,living_street,,True,False,26.047000000000004,,"LINESTRING (4.6995815 50.7362171, 4.6995508 50.7362133, 4.6995364 50.7362092, 4.6995248 50.7362051, 4.6995083 50.7361972, 4.6994895 50.7361849, 4.6994534 50.7361588, 4.6994308 50.7361409, 4.6994035 50.7361099, 4.6993833 50.736074, 4.699378 50.7360576, 4.6993874 50.7360407)",,,,
166811062,Avenue Compte Jean Dumonceau,residential,50,False,False,12.848,,"LINESTRING (4.6982214 50.7359971, 4.6982833 50.7358884)",,,,
"[492653058, 166811062]",Avenue Compte Jean Dumonceau,residential,50,False,True,72.699,,"LINESTRING (4.6982214 50.7359971, 4.6980888 50.7362252, 4.6979047 50.7365196, 4.6978479 50.7366066)",,,,
147234030,Rue des Béguinages,unclassified,50,False,False,97.111,,"LINESTRING (4.6939714 50.7365851, 4.6940182 50.736626, 4.6940623 50.7366781, 4.6941217 50.7367403, 4.6941846 50.7368131, 4.6943088 50.7369391, 4.6944147 50.7370327, 4.6946896 50.7372598, 4.694748 50.737305)",,,,
147234030,Rue des Béguinages,unclassified,50,False,True,11.876000000000001,,"LINESTRING (4.6939714 50.7365851, 4.6939648 50.7365265, 4.6939506 50.7364793)",,,,
149182210,Ruelle Purlin,residential,,False,True,13.326,,"LINESTRING (4.6939714 50.7365851, 4.6939321 50.7365707, 4.6938776 50.7365554, 4.6937988 50.7365364)",,,,
66184830,Place Ernest Dubois,residential,30,False,False,36.321,,"LINESTRING (4.6959723 50.7386681, 4.6959121 50.7386416, 4.6958765 50.7386314, 4.6958158 50.7386056, 4.6957625 50.7385786, 4.6957312 50.7385545, 4.6957105 50.7385323, 4.6956849 50.7384962, 4.6956787 50.7384675, 4.6956943 50.7384282)",,,,
66184847,Rue du Pont-au-Lin,residential,30,False,False,17.425,,"LINESTRING (4.6959723 50.7386681, 4.6960358 50.7387158, 4.6961308 50.7387885)",,,,
"[149182187, 341962893]",Place Ernest Dubois,residential,30,False,True,25.441000000000003,,"LINESTRING (4.6959723 50.7386681, 4.6960001 50.738616, 4.6960226 50.7385584, 4.6960435 50.7384447)",,,,
66184837,Rue de la Barre,residential,30,True,False,100.85300000000001,,"LINESTRING (4.6961397 50.737512, 4.696086 50.7375037, 4.6955749 50.7374302, 4.6954948 50.7374199, 4.6951926 50.7373833, 4.6951203 50.737374, 4.6950237 50.7373604, 4.6948516 50.7373351, 4.6947807 50.7373192, 4.694748 50.737305)",,,,
149182195,Rue des Combattants,residential,50,False,False,199.97199999999998,,"LINESTRING (4.6934406 50.7380522, 4.6933889 50.7379929, 4.6932945 50.7379199, 4.6932133 50.7378616, 4.6930026 50.7377113, 4.6928803 50.7376179, 4.6927527 50.7375234, 4.6926186 50.7374226, 4.692452 50.737304, 4.6922807 50.7371798, 4.692112 50.7370503, 4.6919561 50.7369401, 4.6918406 50.7368515, 4.6916101 50.7366787)",,,,
492785417,Rue des Combattants,residential,30,False,True,82.10799999999999,,"LINESTRING (4.6934406 50.7380522, 4.6934498 50.7380532, 4.6934756 50.7380515, 4.6935012 50.7380515, 4.6935221 50.7380529, 4.6936053 50.7380614, 4.6936696 50.7380677, 4.6938236 50.7380813, 4.6939099 50.7380892, 4.6939521 50.7380925, 4.6941371 50.7381078, 4.6942962 50.7381211, 4.6944306 50.7381334, 4.6945411 50.738144, 4.6945941 50.7381549)",,,,
492785417,Rue des Combattants,residential,30,False,False,82.10799999999999,,"LINESTRING (4.6945941 50.7381549, 4.6945411 50.738144, 4.6944306 50.7381334, 4.6942962 50.7381211, 4.6941371 50.7381078, 4.6939521 50.7380925, 4.6939099 50.7380892, 4.6938236 50.7380813, 4.6936696 50.7380677, 4.6936053 50.7380614, 4.6935221 50.7380529, 4.6935012 50.7380515, 4.6934756 50.7380515, 4.6934498 50.7380532, 4.6934406 50.7380522)",,,,
492785417,Rue des Combattants,residential,30,False,True,15.905,,"LINESTRING (4.6945941 50.7381549, 4.6946164 50.7381663, 4.6946312 50.7381784, 4.6946493 50.7382001, 4.6947007 50.7382787)",,,,
492785417,Rue des Combattants,residential,30,False,True,6.585,,"LINESTRING (4.6947007 50.7382787, 4.694735 50.7383338)",,,,
98509027,Chaussée de la Libération,secondary,30,False,False,18.889,,"LINESTRING (4.6947007 50.7382787, 4.6947922 50.7382744, 4.6948254 50.7382799, 4.6949615 50.7383063)",N240,,,
"[98478297, 98509027]",Chaussée de la Libération,secondary,30,False,True,27.483999999999995,,"LINESTRING (4.6947007 50.7382787, 4.6946539 50.7383022, 4.6945866 50.7383351, 4.6945529 50.738359, 4.694525 50.7383817, 4.694506 50.7384044, 4.6944627 50.7384678)",N240,,,
492785417,Rue des Combattants,residential,30,False,False,15.905,,"LINESTRING (4.6947007 50.7382787, 4.6946493 50.7382001, 4.6946312 50.7381784, 4.6946164 50.7381663, 4.6945941 50.7381549)",,,,
66184830,Place Ernest Dubois,residential,30,False,True,36.321,,"LINESTRING (4.6956943 50.7384282, 4.6956787 50.7384675, 4.6956849 50.7384962, 4.6957105 50.7385323, 4.6957312 50.7385545, 4.6957625 50.7385786, 4.6958158 50.7386056, 4.6958765 50.7386314, 4.6959121 50.7386416, 4.6959723 50.7386681)",,,,
98509027,Chaussée de la Libération,secondary,30,False,True,53.378,,"LINESTRING (4.6956943 50.7384282, 4.6955397 50.7384119, 4.6949615 50.7383063)",N240,,,
341962887,Place Ernest Dubois,secondary,30,False,False,24.646,,"LINESTRING (4.6956943 50.7384282, 4.6958935 50.7384356, 4.6960435 50.7384447)",N240,2,,
341962891,Place Ernest Dubois,residential,30,False,False,29.715000000000003,,"LINESTRING (4.6956943 50.7384282, 4.6957635 50.7383204, 4.6957717 50.7382438, 4.6957711 50.7381697)",,,,
98509027,Chaussée de la Libération,secondary,30,False,False,53.378,,"LINESTRING (4.6949615 50.7383063, 4.6955397 50.7384119, 4.6956943 50.7384282)",N240,,,
98509027,Chaussée de la Libération,secondary,30,False,True,18.889,,"LINESTRING (4.6949615 50.7383063, 4.6948254 50.7382799, 4.6947922 50.7382744, 4.6947007 50.7382787)",N240,,,
1207173514,Chaussée de la Libération,secondary,,False,False,16.299000000000003,,"LINESTRING (4.6949615 50.7383063, 4.6948829 50.7383114, 4.6948374 50.7383153, 4.6947958 50.7383211, 4.6947681 50.738326, 4.694735 50.7383338)",,,,
542826751,Place Gustave Baugniet,residential,,False,False,21.41,,"LINESTRING (4.7018775 50.737106, 4.7019596 50.7369206)",,,,
290218630,Chaussée de Jodoigne,secondary,30,False,False,22.165,,"LINESTRING (4.7019596 50.7369206, 4.7016959 50.7370296)",N240,,,
542826751,Place Gustave Baugniet,residential,,False,True,21.41,,"LINESTRING (4.7019596 50.7369206, 4.7018775 50.737106)",,,,
"[492653049, 290218630]",Chaussée de Jodoigne,secondary,"['30', '50']",False,True,100.28,,"LINESTRING (4.7019596 50.7369206, 4.7023517 50.7367584, 4.7029073 50.7365286, 4.7030427 50.7364726, 4.7031529 50.7364277)",N240,,,
492785417,Rue des Combattants,residential,30,False,False,6.585,,"LINESTRING (4.694735 50.7383338, 4.6947007 50.7382787)",,,,
1207173514,Chaussée de la Libération,secondary,,False,False,24.333,,"LINESTRING (4.694735 50.7383338, 4.6946964 50.738347, 4.6946626 50.7383626, 4.6946017 50.7383933, 4.6945516 50.7384211, 4.6945139 50.738442, 4.6944627 50.7384678)",,,,
1207173514,Chaussée de la Libération,secondary,,False,True,16.299,,"LINESTRING (4.694735 50.7383338, 4.6947681 50.738326, 4.6947958 50.7383211, 4.6948374 50.7383153, 4.6948829 50.7383114, 4.6949615 50.7383063)",,,,
"[98478297, 98509027]",Chaussée de la Libération,secondary,30,False,False,27.484,,"LINESTRING (4.6944627 50.7384678, 4.694506 50.7384044, 4.694525 50.7383817, 4.6945529 50.738359, 4.6945866 50.7383351, 4.6946539 50.7383022, 4.6947007 50.7382787)",N240,,,
98478297,Chaussée de la Libération,secondary,30,False,True,177.86,,"LINESTRING (4.6944627 50.7384678, 4.6940292 50.7388617, 4.6939221 50.7389575, 4.693847 50.7390128, 4.6937744 50.7390571, 4.6937291 50.7390799, 4.6936344 50.7391248, 4.6931241 50.7393242, 4.6926704 50.739483, 4.6926048 50.7395034)",N240,,,
1207173514,Chaussée de la Libération,secondary,,False,True,24.333,,"LINESTRING (4.6944627 50.7384678, 4.6945139 50.738442, 4.6945516 50.7384211, 4.6946017 50.7383933, 4.6946626 50.7383626, 4.6946964 50.738347, 4.694735 50.7383338)",,,,
290218659,,secondary,50,True,False,9.243,,"LINESTRING (4.6894351 50.741337, 4.689428 50.741351, 4.6894177 50.7413647, 4.6894017 50.7413791, 4.6893816 50.7413919, 4.6893586 50.7414018)",,,,roundabout
149182210,Ruelle Purlin,residential,,False,False,13.325999999999999,,"LINESTRING (4.6937988 50.7365364, 4.6938776 50.7365554, 4.6939321 50.7365707, 4.6939714 50.7365851)",,,,
149182210,Ruelle Purlin,residential,,False,True,36.721,,"LINESTRING (4.6937988 50.7365364, 4.6937221 50.7365201, 4.6934386 50.7364611, 4.6933012 50.7364373)",,,,
1229460936,Ruelle Purlin,residential,,False,False,12.495000000000001,,"LINESTRING (4.6937988 50.7365364, 4.6938763 50.7365132, 4.6939125 50.7364992, 4.6939506 50.7364793)",,,,
