osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,width,tunnel
273438493,Gansterenstraat,tertiary,False,True,17.655,"LINESTRING (5.4914413 50.8531178, 5.4911906 50.8531051)",,,,,
23111257,Gansterenstraat,tertiary,False,True,130.302,"LINESTRING (5.4861646 50.8528048, 5.4863802 50.8528325, 5.4880087 50.8529324)",,,,,
25828569,Hulstraat,residential,False,True,311.376,"LINESTRING (5.4861646 50.8528048, 5.4862453 50.8526328, 5.4862687 50.8524526, 5.4862449 50.8513028, 5.4862375 50.8512098, 5.4862228 50.8510887, 5.4861201 50.8506825, 5.4861211 50.8505861, 5.4861509 50.8502637, 5.486153 50.8501889, 5.4861419 50.850072, 5.4861369 50.8500191)",,,,,
"[988703701, 243284574]",Bergstraat,tertiary,False,False,174.328,"LINESTRING (5.4861646 50.8528048, 5.4856486 50.8533907, 5.4855381 50.8535273, 5.4854658 50.8536363, 5.4851442 50.8542283)",,,,,
23111257,Gansterenstraat,tertiary,False,True,31.621,"LINESTRING (5.4880087 50.8529324, 5.4884571 50.8529595)",,,,,
23111257,Gansterenstraat,tertiary,False,False,130.302,"LINESTRING (5.4880087 50.8529324, 5.4863802 50.8528325, 5.4861646 50.8528048)",,,,,
197649409,de Bormanlaan,residential,True,False,45.772999999999996,"LINESTRING (5.4873909 50.8468369, 5.4875086 50.8467397, 5.4876897 50.8466212, 5.4878405 50.8465408)",,,,,
"[1137705177, 197649406]",de Bormanlaan,residential,False,False,101.59400000000001,"LINESTRING (5.4873909 50.8468369, 5.4871921 50.8469218, 5.4863274 50.8471898, 5.4861126 50.8472626)",,,,,
35145435,Europalaan,residential,False,False,65.49600000000001,"LINESTRING (5.4861126 50.8472626, 5.4861461 50.8471098, 5.486343 50.8466932)",,,,,
197649406,de Bormanlaan,residential,False,False,55.13300000000001,"LINESTRING (5.4861126 50.8472626, 5.4858497 50.8473333, 5.485634 50.847378, 5.4853715 50.8474242)",,,,,
"[1137705177, 197649406]",de Bormanlaan,residential,False,True,101.594,"LINESTRING (5.4861126 50.8472626, 5.4863274 50.8471898, 5.4871921 50.8469218, 5.4873909 50.8468369)",,,,,
"[1137705176, 1013378143, 35145463]",Europalaan,residential,False,False,195.019,"LINESTRING (5.4853715 50.8474242, 5.4854456 50.8475005, 5.4855335 50.8475691, 5.4855882 50.8476119, 5.4856827 50.8477071, 5.4857464 50.8478117, 5.4857852 50.8478849, 5.4858121 50.847976, 5.4858021 50.8480444, 5.4857816 50.8481221, 5.4856267 50.8486072, 5.4856141 50.8486418, 5.4855456 50.8488465, 5.4855506 50.8489294, 5.4855801 50.8490116, 5.4855874 50.849084)",50,,,,
