osmid,oneway,ref,highway,reversed,length,geometry,junction,lanes,name,maxspeed,tunnel,width
262264070,False,,tertiary,True,66.03200000000001,"LINESTRING (5.0967882 50.4858571, 5.0966479 50.4858259, 5.0959073 50.4856609)",,,Rue Hanesse,,,
4674255,False,N921,secondary,False,25.045,"LINESTRING (5.0982364 50.4864067, 5.0981722 50.4861852)",,2,,,,
104148671,True,,residential,False,180.969,"LINESTRING (5.0982364 50.4864067, 5.0979192 50.4863881, 5.0976238 50.4863634, 5.0970552 50.4862962, 5.0966191 50.4861992, 5.0963954 50.4861494, 5.0957634 50.4860196)",,,Rue des Polonais,,,
112073181,False,N921,secondary,True,135.508,"LINESTRING (5.0982364 50.4864067, 5.0982183 50.4864457, 5.098073 50.4866772, 5.0975669 50.4875483)",,2,Rue Léon Simon,,,
315390354,False,N921,secondary,False,28.711,"LINESTRING (5.0975554 50.4878064, 5.0975669 50.4875483)",,2,Rue Brun,,,
8493189,False,,unclassified,False,97.929,"LINESTRING (5.0975554 50.4878064, 5.0982532 50.4879632, 5.0987807 50.4880832, 5.0988577 50.4881045)",,,Rue Janson,,,
54566787,False,N921,secondary,True,159.088,"LINESTRING (5.0975554 50.4878064, 5.0971295 50.4891316, 5.0971049 50.4892081)",,2,Rue Brun,,,
4674254,False,N921,secondary,False,8.021,"LINESTRING (5.0969517 50.4897728, 5.0969554 50.4897007)",,2,Rue Léon Simon,,,
4674253,False,N921,secondary,True,154.63299999999998,"LINESTRING (5.0969517 50.4897728, 5.0969203 50.4898878, 5.0965019 50.4911336)",,2,Rue du Commerce,,,
31342564,False,,residential,False,41.317,"LINESTRING (5.0969517 50.4897728, 5.0970741 50.4898136, 5.0974331 50.4899818)",,,Rue Frère Orban,,,
4573815,True,,unclassified,False,142.967,"LINESTRING (5.0970179 50.4912401, 5.0974331 50.4899818)",,,Croisée Voie,,,
156043222,False,N90,secondary,False,301.59999999999997,"LINESTRING (5.0970179 50.4912401, 5.0971847 50.4912827, 5.0972422 50.4912974, 5.0976371 50.4913936, 5.0978015 50.4914337, 5.0982132 50.491534, 5.0986714 50.4916457, 5.0997307 50.4918987, 5.1006931 50.492125, 5.1007889 50.4921495, 5.1010028 50.4922041)",,2,Avenue Roi Albert,50,,
156043222,False,N90,secondary,True,38.388000000000005,"LINESTRING (5.0970179 50.4912401, 5.0966818 50.4911664, 5.0965019 50.4911336)",,2,Avenue Roi Albert,50,,
4573814,False,,residential,False,101.20100000000001,"LINESTRING (5.0974331 50.4899818, 5.0976731 50.490101, 5.0978733 50.4902205, 5.0982075 50.490429, 5.0984435 50.4906213)",,,Rue Frère Orban,,,
31342564,False,,residential,True,41.317,"LINESTRING (5.0974331 50.4899818, 5.0970741 50.4898136, 5.0969517 50.4897728)",,,Rue Frère Orban,,,
4573812,False,,unclassified,False,56.879,"LINESTRING (5.0992203 50.4882559, 5.0998873 50.4885415)",,,Rue de l'Hôpital,,,
8493189,False,,unclassified,True,30.698999999999998,"LINESTRING (5.0992203 50.4882559, 5.0991736 50.4882328, 5.0988577 50.4881045)",,,Rue Janson,,,
628994595,False,,unclassified,True,101.04700000000001,"LINESTRING (5.0992203 50.4882559, 5.0991827 50.4882936, 5.0989003 50.488576, 5.098693 50.4888727, 5.0986231 50.4890725)",,,Rue Janson,,,
"[4573812, 315391431]",False,,unclassified,True,187.566,"LINESTRING (5.102009 50.4895511, 5.1019431 50.4895152, 5.1018232 50.489453, 5.1013477 50.4892064, 5.1012376 50.4891493, 5.1008457 50.4889662, 5.1005971 50.4888501, 5.0998873 50.4885415)",,,Rue de l'Hôpital,,,
315391465,True,,unclassified,False,9.968,"LINESTRING (5.102009 50.4895511, 5.1020507 50.4895374, 5.1020973 50.4895333, 5.1021433 50.4895392)",roundabout,,,,,
112369068,False,,unclassified,True,242.80400000000003,"LINESTRING (5.1021433 50.4895392, 5.1021282 50.4894256, 5.1019652 50.4890523, 5.1017153 50.488493, 5.1015763 50.4881651, 5.1014218 50.4878398, 5.1012291 50.4874368)",,,Rue Provost,,,
440255368,True,,unclassified,False,23.785,"LINESTRING (5.1021433 50.4895392, 5.1021771 50.4895511, 5.1022108 50.4895743, 5.1022296 50.4896034, 5.1022313 50.489635, 5.1022155 50.4896649, 5.1021843 50.4896894, 5.1021416 50.4897055)",roundabout,,,,,
4573810,True,,unclassified,False,28.032,"LINESTRING (5.1021416 50.4897055, 5.1020929 50.489711, 5.1020441 50.4897054, 5.1020015 50.4896893, 5.1019705 50.4896647, 5.1019548 50.4896349, 5.1019565 50.4896034, 5.1019753 50.4895742, 5.102009 50.4895511)",roundabout,,,,,
4573811,False,,unclassified,False,89.039,"LINESTRING (5.1021416 50.4897055, 5.1021642 50.4898099, 5.1022452 50.4898726, 5.1025306 50.4900936, 5.1028441 50.4903542)",,,Rue du Pré des Dames,,,
4573811,False,,unclassified,True,89.039,"LINESTRING (5.1028441 50.4903542, 5.1025306 50.4900936, 5.1022452 50.4898726, 5.1021642 50.4898099, 5.1021416 50.4897055)",,,Rue du Pré des Dames,,,
318670364,True,N90,primary,False,20.253999999999998,"LINESTRING (5.1028553 50.4925464, 5.1029183 50.492568, 5.1029657 50.4926022, 5.1029917 50.4926446, 5.1029932 50.4926901)",roundabout,,,,,
318670340,False,N90,secondary,True,122.44200000000001,"LINESTRING (5.1026142 50.4926048, 5.1024667 50.4925584, 5.1018188 50.4923976, 5.1014101 50.4922993, 5.1010028 50.4922041)",,2,Avenue Roi Albert,50,,
318670366,True,N90,primary,False,19.655,"LINESTRING (5.1026142 50.4926048, 5.1026587 50.4925708, 5.1027185 50.4925483, 5.1027866 50.4925399, 5.1028553 50.4925464)",roundabout,,,,,
4573809,True,,unclassified,False,184.262,"LINESTRING (5.1010394 50.4921041, 5.1014894 50.4916758, 5.1018322 50.4913176, 5.1021712 50.4909739, 5.1024291 50.4907029)",,,Rue Camus,,,
8493185,False,,residential,True,56.387,"LINESTRING (5.1010394 50.4921041, 5.1006177 50.4918725, 5.1004423 50.4917683)",,,Rue Frère Orban,,,
112369068,False,,unclassified,False,242.804,"LINESTRING (5.1012291 50.4874368, 5.1014218 50.4878398, 5.1015763 50.4881651, 5.1017153 50.488493, 5.1019652 50.4890523, 5.1021282 50.4894256, 5.1021433 50.4895392)",,,Rue Provost,,,
126905430,False,,unclassified,True,69.97,"LINESTRING (5.1012291 50.4874368, 5.1012084 50.487418, 5.1011636 50.4872825, 5.1011633 50.4870584, 5.1011887 50.4869768, 5.1011825 50.4868163)",,,Place du Chapitre,,,
126905434,False,,unclassified,False,103.743,"LINESTRING (5.1012291 50.4874368, 5.1013098 50.4870954, 5.101387 50.4871048, 5.1014784 50.4871384, 5.1015451 50.4871629, 5.1016357 50.4871962, 5.1014195 50.4873476, 5.1012291 50.4874368)",,,Place du Chapitre,,,
126905434,False,,unclassified,True,103.74300000000002,"LINESTRING (5.1012291 50.4874368, 5.1014195 50.4873476, 5.1016357 50.4871962, 5.1015451 50.4871629, 5.1014784 50.4871384, 5.101387 50.4871048, 5.1013098 50.4870954, 5.1012291 50.4874368)",,,Place du Chapitre,,,
187402397,False,,residential,True,54.708,"LINESTRING (5.1012291 50.4874368, 5.1009329 50.4873371, 5.1007479 50.4873177, 5.1005003 50.4872927)",,,,,,
315391468,False,,residential,False,98.196,"LINESTRING (5.1012291 50.4874368, 5.100898 50.4875094, 5.1005266 50.4874713, 5.100121 50.4874219, 5.1001421 50.4872643)",,,Place du Chapitre,,,
126905427,False,,unclassified,False,24.508,"LINESTRING (5.1001779 50.4868888, 5.1005243 50.4868877)",,,Place du Chapitre,,,
"[727333858, 104148667]",False,,residential,False,188.747,"LINESTRING (5.1001779 50.4868888, 5.0999463 50.4868848, 5.0995904 50.4868671, 5.0995753 50.4868942, 5.0994212 50.4871844, 5.0992707 50.4874635, 5.0988982 50.4880416, 5.0988577 50.4881045)",,,"['Rue des Sept Églises', 'Rue Adeline Henin']",,,
112365761,False,,unclassified,True,31.745999999999995,"LINESTRING (5.1001779 50.4868888, 5.1002066 50.4866933, 5.100221 50.4866578, 5.1002854 50.486625)",,,Rue Saint-Jean,,,
315391447,False,,unclassified,True,41.831,"LINESTRING (5.1001779 50.4868888, 5.1001509 50.4871722, 5.1001421 50.4872643)",,,Place du Chapitre,,,
22992529,False,,unclassified,True,11.46,"LINESTRING (5.0946703 50.4898261, 5.0946956 50.4897243)",,,Rue Bertrand,,,
22992529,False,,unclassified,False,148.273,"LINESTRING (5.0946703 50.4898261, 5.0946512 50.4898995, 5.0945271 50.4903765, 5.0943619 50.4911449)",,,Rue Bertrand,,,
77472081,False,,residential,True,212.251,"LINESTRING (5.0946703 50.4898261, 5.094585 50.4898216, 5.0938667 50.4901219, 5.0921188 50.4906072, 5.0919729 50.4906234)",,,Rue Despreetz,,,
156043220,False,N90,secondary,False,13.34,"LINESTRING (5.0943619 50.4911449, 5.0941734 50.4911483)",,2,Avenue Reine Elisabeth,50,,
22992529,False,,unclassified,True,148.273,"LINESTRING (5.0943619 50.4911449, 5.0945271 50.4903765, 5.0946512 50.4898995, 5.0946703 50.4898261)",,,Rue Bertrand,,,
156043220,False,N90,secondary,True,62.709,"LINESTRING (5.0943619 50.4911449, 5.0951097 50.4911351, 5.0952481 50.4911319)",,2,Avenue Reine Elisabeth,50,,
27459964,False,,residential,False,93.814,"LINESTRING (5.0938434 50.486146, 5.0925323 50.4860199)",,,Rue Docteur Defossé,,,
27459963,False,,residential,False,169.933,"LINESTRING (5.0938434 50.486146, 5.0938364 50.4864032, 5.0939446 50.4865426, 5.0943623 50.4869249, 5.0953109 50.487166)",,,Rue Libeck,,,
27459963,False,,residential,True,94.636,"LINESTRING (5.0938434 50.486146, 5.0941891 50.4853967, 5.0942261 50.4853306)",,,Rue Libeck,,,
30716978,False,,unclassified,False,53.375,"LINESTRING (5.0940975 50.4916235, 5.0941269 50.4915389, 5.09415 50.4914727, 5.0941733 50.4913771, 5.0941711 50.4913004, 5.0941734 50.4911483)",,,Rue Maleve,,,
30716978,False,,unclassified,True,124.938,"LINESTRING (5.0940975 50.4916235, 5.0939645 50.4919401, 5.0936415 50.492709)",,,Rue Maleve,,,
30716979,True,,unclassified,False,293.552,"LINESTRING (5.0940975 50.4916235, 5.0939423 50.4916169, 5.0931372 50.4916326, 5.0925804 50.4916434, 5.091403 50.491668, 5.0908599 50.4916851, 5.0908055 50.4917068, 5.090724 50.4917393, 5.0905594 50.4922044)",,,Rue de la Papeterie,,,
315391474,True,,primary,False,7.894,"LINESTRING (5.0963033 50.4932191, 5.0962523 50.4932335, 5.0961971 50.4932387)",roundabout,,,,,
77356569,False,,residential,False,53.142,"LINESTRING (5.0934723 50.4887444, 5.092737 50.4886467)",,,Rue Rogier,,,
909737180,False,,residential,False,76.217,"LINESTRING (5.0934723 50.4887444, 5.0937636 50.4880845)",,,Rue Rogier,,,
77356569,False,,residential,True,102.129,"LINESTRING (5.0934723 50.4887444, 5.0939607 50.4888047, 5.0947747 50.4889052, 5.0948897 50.4889186)",,,Rue Rogier,,,
77356569,False,,residential,True,53.142,"LINESTRING (5.092737 50.4886467, 5.0934723 50.4887444)",,,Rue Rogier,,,
77472069,False,,residential,True,9.363,"LINESTRING (5.092737 50.4886467, 5.0927352 50.4885625)",,,Rue Armand Denée,,,
77472071,False,,residential,False,226.349,"LINESTRING (5.092737 50.4886467, 5.0919729 50.4906234)",,,Rue Wouters,,,
54566790,False,,residential,False,104.251,"LINESTRING (5.092737 50.4886467, 5.0917853 50.4885325, 5.0912931 50.4884603)",,,Rue Docteur Melin,,,
77356443,False,,residential,False,43.241,"LINESTRING (5.0912931 50.4884603, 5.0911208 50.4880872)",,,Rue Docteur Melin,,,
54566790,False,,residential,False,30.095,"LINESTRING (5.0912931 50.4884603, 5.091119 50.4884527, 5.090877 50.4884948)",,,Rue Docteur Melin,,,
54566790,False,,residential,True,104.251,"LINESTRING (5.0912931 50.4884603, 5.0917853 50.4885325, 5.092737 50.4886467)",,,Rue Docteur Melin,,,
77472073,False,,residential,True,88.49,"LINESTRING (5.0923189 50.4867599, 5.0910814 50.4866443)",,,Avenue de Chauny,,,
77472078,False,,residential,False,83.658,"LINESTRING (5.0923189 50.4867599, 5.0925323 50.4860199)",,,Rue des Lilas,,,
"[77472073, 77472069]",False,,residential,False,257.611,"LINESTRING (5.0923189 50.4867599, 5.0923435 50.4870085, 5.0931818 50.4871128, 5.0932916 50.4871999, 5.0932992 50.4872945, 5.0927352 50.4885625)",,,"['Avenue de Chauny', 'Rue Armand Denée']",,,
77356447,False,,residential,False,171.139,"LINESTRING (5.0927352 50.4885625, 5.0910452 50.4874613)",,,Rue Dozin,,,
77472069,False,,residential,False,9.363,"LINESTRING (5.0927352 50.4885625, 5.092737 50.4886467)",,,Rue Armand Denée,,,
"[77472073, 77472069]",False,,residential,True,257.61099999999993,"LINESTRING (5.0927352 50.4885625, 5.0932992 50.4872945, 5.0932916 50.4871999, 5.0931818 50.4871128, 5.0923435 50.4870085, 5.0923189 50.4867599)",,,"['Avenue de Chauny', 'Rue Armand Denée']",,,
30716978,False,,unclassified,False,124.938,"LINESTRING (5.0936415 50.492709, 5.0939645 50.4919401, 5.0940975 50.4916235)",,,Rue Maleve,,,
156043248,True,,unclassified,False,225.188,"LINESTRING (5.0936415 50.492709, 5.0934273 50.492678, 5.0929236 50.4925959, 5.0928164 50.4925759, 5.0922084 50.4924626, 5.0919036 50.4924088, 5.0916074 50.4923617, 5.0905594 50.4922044)",,,Quai des Fusillés,,,
156043250,False,,unclassified,False,123.565,"LINESTRING (5.0936415 50.492709, 5.0941331 50.4927992, 5.0944711 50.4928571, 5.0953245 50.4930064)",,,Quai des Fusillés,,,
156043232,True,N90b,primary,False,36.645,"LINESTRING (5.0964031 50.4931149, 5.0964889 50.4931948, 5.096563 50.4932426, 5.096673 50.4933081, 5.0967314 50.4933672)",,1,,,,
315391474,True,,primary,False,14.033999999999999,"LINESTRING (5.0964031 50.4931149, 5.096388 50.4931559, 5.0963536 50.4931918, 5.0963033 50.4932191)",roundabout,,,,,
315391474,True,,primary,False,16.742,"LINESTRING (5.0962961 50.4929886, 5.0963565 50.4930209, 5.096394 50.4930651, 5.0964031 50.4931149)",roundabout,,,,,
156043234,True,N90b,primary,False,30.951999999999998,"LINESTRING (5.0960062 50.493165, 5.0958889 50.4931434, 5.0958372 50.4931386, 5.0956487 50.4931251, 5.0955808 50.4931072)",,1,,,,
315391472,True,,primary,False,11.274999999999999,"LINESTRING (5.0960062 50.493165, 5.0959846 50.4931162, 5.0959933 50.4930658)",roundabout,,,,,
112365762,False,,residential,True,31.939,"LINESTRING (5.1002255 50.4865585, 5.1005848 50.4865348, 5.1006682 50.4865129)",,,Rue des Chanoinesses,,,
374888685,True,,unclassified,False,135.589,"LINESTRING (5.1002255 50.4865585, 5.0996743 50.4864545, 5.0996291 50.4864476, 5.0983851 50.4862185)",,,Rue Charles Lapierre,,,
4674255,False,N921,secondary,True,25.045,"LINESTRING (5.0981722 50.4861852, 5.0982364 50.4864067)",,2,,,,
4674256,False,N921,secondary,False,104.493,"LINESTRING (5.0981722 50.4861852, 5.0967882 50.4858571)",,2,Rue Hanesse,,,
77472086,False,,unclassified,False,42.934,"LINESTRING (5.0981722 50.4861852, 5.0983544 50.4858169)",,,Rue Delcourt,,,
"[54566790, 54566791]",False,,residential,True,96.62400000000001,"LINESTRING (5.0899589 50.4883029, 5.0900344 50.4885199, 5.0900743 50.4886344, 5.0904632 50.4885668, 5.0907487 50.4885171, 5.090877 50.4884948)",,,"['Rue Docteur Melin', 'Rue du Docteur Melin']",,,
77356445,False,,residential,True,85.628,"LINESTRING (5.0899589 50.4883029, 5.0903941 50.4882221, 5.090771 50.4881521, 5.0911208 50.4880872)",,,Rue Docteur Melin,,,
77356437,False,,residential,True,38.402,"LINESTRING (5.091018 50.4888283, 5.090877 50.4884948)",,,Rue Docteur Melin,,,
77356443,False,,residential,True,43.241,"LINESTRING (5.0911208 50.4880872, 5.0912931 50.4884603)",,,Rue Docteur Melin,,,
77356443,False,,residential,False,71.72399999999999,"LINESTRING (5.0911208 50.4880872, 5.0909634 50.4877464, 5.0910452 50.4874613)",,,Rue Docteur Melin,,,
77356445,False,,residential,False,85.628,"LINESTRING (5.0911208 50.4880872, 5.090771 50.4881521, 5.0903941 50.4882221, 5.0899589 50.4883029)",,,Rue Docteur Melin,,,
28335452,True,,residential,False,113.687,"LINESTRING (5.095531 50.4890023, 5.096111 50.489084, 5.0969876 50.4891963, 5.0971049 50.4892081)",,,Place des Tilleuls,,,
77356433,True,,unclassified,False,60.247,"LINESTRING (5.095531 50.4890023, 5.0953753 50.4894779, 5.0953872 50.4895334)",,,Place des Tilleuls,,,
22992528,True,,unclassified,False,53.900999999999996,"LINESTRING (5.0953872 50.4895334, 5.0952154 50.489554, 5.0950062 50.4896188, 5.0948479 50.4896871, 5.0946956 50.4897243)",,,Place des Tilleuls,,,
77356447,False,,residential,False,149.821,"LINESTRING (5.0910452 50.4874613, 5.0895328 50.4865182)",,,Rue Dozin,,,
77356447,False,,residential,True,171.139,"LINESTRING (5.0910452 50.4874613, 5.0927352 50.4885625)",,,Rue Dozin,,,
77356443,False,,residential,True,71.72399999999999,"LINESTRING (5.0910452 50.4874613, 5.0909634 50.4877464, 5.0911208 50.4880872)",,,Rue Docteur Melin,,,
77356437,False,,residential,False,38.402,"LINESTRING (5.090877 50.4884948, 5.091018 50.4888283)",,,Rue Docteur Melin,,,
"[54566790, 54566791]",False,,residential,False,96.624,"LINESTRING (5.090877 50.4884948, 5.0907487 50.4885171, 5.0904632 50.4885668, 5.0900743 50.4886344, 5.0900344 50.4885199, 5.0899589 50.4883029)",,,"['Rue Docteur Melin', 'Rue du Docteur Melin']",,,
54566790,False,,residential,True,30.095,"LINESTRING (5.090877 50.4884948, 5.091119 50.4884527, 5.0912931 50.4884603)",,,Rue Docteur Melin,,,
77356447,False,,residential,True,149.821,"LINESTRING (5.0895328 50.4865182, 5.0910452 50.4874613)",,,Rue Dozin,,,
77472073,False,,residential,False,17.824,"LINESTRING (5.0895328 50.4865182, 5.0897834 50.4865347)",,,Avenue de Chauny,,,
22992529,False,,unclassified,True,197.146,"LINESTRING (5.0948897 50.4889186, 5.0953109 50.487166)",,,Rue Bertrand,,,
22992529,False,,unclassified,False,90.63600000000001,"LINESTRING (5.0948897 50.4889186, 5.0947316 50.4895792, 5.0946956 50.4897243)",,,Rue Bertrand,,,
28335452,True,,residential,False,46.315,"LINESTRING (5.0948897 50.4889186, 5.0951254 50.4889483, 5.095531 50.4890023)",,,Place des Tilleuls,,,
77356569,False,,residential,False,102.129,"LINESTRING (5.0948897 50.4889186, 5.0947747 50.4889052, 5.0939607 50.4888047, 5.0934723 50.4887444)",,,Rue Rogier,,,
22992529,False,,unclassified,False,197.146,"LINESTRING (5.0953109 50.487166, 5.0948897 50.4889186)",,,Rue Bertrand,,,
262264071,False,,residential,False,131.433,"LINESTRING (5.0953109 50.487166, 5.0957634 50.4860196)",,,Rue de Loen,,,
27459963,False,,residential,True,169.933,"LINESTRING (5.0953109 50.487166, 5.0943623 50.4869249, 5.0939446 50.4865426, 5.0938364 50.4864032, 5.0938434 50.486146)",,,Rue Libeck,,,
27459964,False,,residential,False,131.688,"LINESTRING (5.0925323 50.4860199, 5.090692 50.4858424)",,,Rue Docteur Defossé,,,
27459964,False,,residential,True,93.814,"LINESTRING (5.0925323 50.4860199, 5.0938434 50.486146)",,,Rue Docteur Defossé,,,
77472078,False,,residential,True,83.658,"LINESTRING (5.0925323 50.4860199, 5.0923189 50.4867599)",,,Rue des Lilas,,,
4573808,True,,unclassified,False,16.852,"LINESTRING (5.102921 50.4924012, 5.1029046 50.4924221, 5.1028553 50.4925464)",,,Rue du Centenaire,,,
77472086,False,,unclassified,True,42.934,"LINESTRING (5.0983544 50.4858169, 5.0981722 50.4861852)",,,Rue Delcourt,,,
77472080,True,,residential,False,16.869999999999997,"LINESTRING (5.0983544 50.4858169, 5.0985233 50.4858462, 5.0985863 50.4858506)",,,Rue Delcourt,,,
"[374888688, 374888689]",False,,unclassified,True,34.254999999999995,"LINESTRING (5.1015036 50.4859724, 5.1014274 50.4859429, 5.101269 50.4859167, 5.1010393 50.4858994)",,,Rue Winand,,,
77472071,False,,residential,True,65.185,"LINESTRING (5.0918555 50.4912028, 5.0918673 50.4909563, 5.0919729 50.4906234)",,,Rue Wouters,,,
156043220,False,N90,secondary,True,164.093,"LINESTRING (5.0918555 50.4912028, 5.0931969 50.4911764, 5.0939303 50.4911523, 5.0941734 50.4911483)",,2,Avenue Reine Elisabeth,50,,
77472068,False,,unclassified,True,43.315,"LINESTRING (5.0985863 50.4858506, 5.0983851 50.4862185)",,,Rue Delcourt,,,
77472082,False,,unclassified,False,173.978,"LINESTRING (5.0985863 50.4858506, 5.0988359 50.48586, 5.0998006 50.4858523, 5.1005692 50.4858534, 5.1010393 50.4858994)",,,Rue Winand,,,
77472080,True,,residential,False,104.687,"LINESTRING (5.0969449 50.4855304, 5.0983544 50.4858169)",,,Rue Delcourt,,,
4674258,False,N921,secondary,True,37.981,"LINESTRING (5.0969449 50.4855304, 5.0968177 50.4857957, 5.0967882 50.4858571)",,1,Rue du Condroz,50,,
77472064,False,,residential,False,93.326,"LINESTRING (5.0910814 50.4866443, 5.090692 50.4858424)",,,Rue des Jonquilles,,,
77472073,False,,residential,False,88.49,"LINESTRING (5.0910814 50.4866443, 5.0923189 50.4867599)",,,Avenue de Chauny,,,
77472073,False,,residential,True,92.637,"LINESTRING (5.0910814 50.4866443, 5.0905404 50.486599, 5.0897834 50.4865347)",,,Avenue de Chauny,,,
315390354,False,N921,secondary,True,28.711,"LINESTRING (5.0975669 50.4875483, 5.0975554 50.4878064)",,2,Rue Brun,,,
77472088,True,,residential,False,166.275,"LINESTRING (5.0975669 50.4875483, 5.0961879 50.487402, 5.0953109 50.487166)",,,Rue Defnet,,,
112073181,False,N921,secondary,False,135.50799999999998,"LINESTRING (5.0975669 50.4875483, 5.098073 50.4866772, 5.0982183 50.4864457, 5.0982364 50.4864067)",,2,Rue Léon Simon,,,
77472071,False,,residential,True,226.349,"LINESTRING (5.0919729 50.4906234, 5.092737 50.4886467)",,,Rue Wouters,,,
77472071,False,,residential,False,65.185,"LINESTRING (5.0919729 50.4906234, 5.0918673 50.4909563, 5.0918555 50.4912028)",,,Rue Wouters,,,
77472081,False,,residential,False,212.251,"LINESTRING (5.0919729 50.4906234, 5.0921188 50.4906072, 5.0938667 50.4901219, 5.094585 50.4898216, 5.0946703 50.4898261)",,,Rue Despreetz,,,
77472068,False,,unclassified,False,43.315,"LINESTRING (5.0983851 50.4862185, 5.0985863 50.4858506)",,,Rue Delcourt,,,
374888685,True,,unclassified,False,15.511,"LINESTRING (5.0983851 50.4862185, 5.0981722 50.4861852)",,,Rue Charles Lapierre,,,
27459964,False,,residential,True,131.688,"LINESTRING (5.090692 50.4858424, 5.0925323 50.4860199)",,,Rue Docteur Defossé,,,
77472064,False,,residential,True,93.326,"LINESTRING (5.090692 50.4858424, 5.0910814 50.4866443)",,,Rue des Jonquilles,,,
4573809,True,,unclassified,False,24.675,"LINESTRING (5.1026064 50.4905166, 5.1028441 50.4903542)",,,Rue Camus,,,
77472070,True,,unclassified,False,165.078,"LINESTRING (5.1026064 50.4905166, 5.103341 50.4919257)",,,Chemin de la Jonction,,,
77472073,False,,residential,True,17.824,"LINESTRING (5.0897834 50.4865347, 5.0895328 50.4865182)",,,Avenue de Chauny,,,
77472073,False,,residential,False,92.637,"LINESTRING (5.0897834 50.4865347, 5.0905404 50.486599, 5.0910814 50.4866443)",,,Avenue de Chauny,,,
4573808,True,,unclassified,False,60.65,"LINESTRING (5.103341 50.4919257, 5.1030032 50.4923055, 5.102921 50.4924012)",,,Rue du Centenaire,,,
262264071,False,,residential,True,131.433,"LINESTRING (5.0957634 50.4860196, 5.0953109 50.487166)",,,Rue de Loen,,,
262264072,False,,residential,False,41.163999999999994,"LINESTRING (5.0957634 50.4860196, 5.0958809 50.4857268, 5.0959073 50.4856609)",,,Place Charles Martel,,,
8493189,False,,unclassified,False,30.698999999999998,"LINESTRING (5.0988577 50.4881045, 5.0991736 50.4882328, 5.0992203 50.4882559)",,,Rue Janson,,,
8493189,False,,unclassified,True,97.929,"LINESTRING (5.0988577 50.4881045, 5.0987807 50.4880832, 5.0982532 50.4879632, 5.0975554 50.4878064)",,,Rue Janson,,,
"[727333858, 104148667]",False,,residential,True,188.747,"LINESTRING (5.0988577 50.4881045, 5.0988982 50.4880416, 5.0992707 50.4874635, 5.0994212 50.4871844, 5.0995753 50.4868942, 5.0995904 50.4868671, 5.0999463 50.4868848, 5.1001779 50.4868888)",,,"['Rue des Sept Églises', 'Rue Adeline Henin']",,,
112071718,True,,residential,False,81.922,"LINESTRING (5.0963942 50.4914187, 5.0962793 50.4913951, 5.0953516 50.4913271, 5.0952491 50.4913181)",,,Avenue Reine Elisabeth,,,
315391438,False,,secondary,False,32.743,"LINESTRING (5.0963942 50.4914187, 5.096428 50.4912714, 5.0965019 50.4911336)",,,Rue du Pont,,,
