osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,access,tunnel
23797972,True,Broekstraat,residential,30,False,214.08899999999997,"LINESTRING (4.9371749 50.8067857, 4.9366851 50.8060928, 4.9365458 50.8060509, 4.9361676 50.805953, 4.9359963 50.805957, 4.9356618 50.8059647, 4.9348871 50.8059999)",,,
23797975,False,Danebroekstraat,residential,30,True,191.80599999999998,"LINESTRING (4.9347062 50.8076959, 4.9350032 50.807041, 4.9349508 50.8065715, 4.9348871 50.8059999)",,,
182215801,True,Dokter J. Geensstraat,residential,50,False,90.03999999999999,"LINESTRING (4.9347062 50.8076959, 4.9353414 50.8078063, 4.9359485 50.8078936)",,,
85784456,True,Delportestraat,residential,30,False,100.89699999999999,"LINESTRING (4.9302681 50.8096802, 4.9304922 50.8095079, 4.9312502 50.8090191)",,,
"[1077530083, 1077530084, 22824095]",True,Viaductstraat,residential,30,False,97.84100000000001,"LINESTRING (4.931329 50.8066763, 4.9312009 50.8066027, 4.9304398 50.8061653, 4.9302989 50.8060843)",,,
"[1039285496, 1077530089, 1077530086]",True,Avendorenstraat,residential,"['30', '50']",False,85.386,"LINESTRING (4.931329 50.8066763, 4.9311597 50.8067209, 4.9311154 50.8067325, 4.9304229 50.8069148, 4.9303842 50.806925, 4.9302073 50.8069716)",,,
76373676,True,Peperstraat,residential,30,False,97.525,"LINESTRING (4.9380358 50.8060986, 4.9377743 50.806317, 4.937612 50.8064589, 4.9374275 50.8066069, 4.9371749 50.8067857)",,,
"[23457013, 23457069]",False,Veemarkt,residential,30,True,93.60300000000001,"LINESTRING (4.9398761 50.8051808, 4.9399824 50.8052727, 4.9400305 50.8053304, 4.9401125 50.8054154, 4.9401506 50.80546, 4.9402146 50.8055166, 4.9403355 50.8056002, 4.9405082 50.8056684, 4.9406568 50.8057144, 4.9408056 50.8057357)",,,
"[324477234, 819777884, 23457070]",True,"['Veemarkt', 'Wolmarkt']",residential,30,False,165.73000000000002,"LINESTRING (4.9398761 50.8051808, 4.9397181 50.805291, 4.9394459 50.8054849, 4.9393848 50.8055155, 4.9393237 50.8055461, 4.9389021 50.8057132, 4.9380358 50.8060986)",,,
"[23457069, 23457013]",False,Veemarkt,residential,30,False,93.603,"LINESTRING (4.9408056 50.8057357, 4.9406568 50.8057144, 4.9405082 50.8056684, 4.9403355 50.8056002, 4.9402146 50.8055166, 4.9401506 50.80546, 4.9401125 50.8054154, 4.9400305 50.8053304, 4.9399824 50.8052727, 4.9398761 50.8051808)",,,
23457071,True,Veemarkt,residential,30,False,23.189,"LINESTRING (4.9408056 50.8057357, 4.9407748 50.8057691, 4.9406501 50.8059196)",,,
105782849,True,Kattenstraat,residential,30,False,68.762,"LINESTRING (4.9408056 50.8057357, 4.9410327 50.8058014, 4.9413706 50.8058793, 4.9417268 50.8059404)",,,
819895825,True,Beauduinstraat,residential,30,False,104.13,"LINESTRING (4.94174 50.8050127, 4.9414254 50.8053047, 4.9411677 50.8055066, 4.9408056 50.8057357)",,,
76370585,False,Kapucijnenplein,residential,30,True,30.326999999999998,"LINESTRING (4.9422218 50.8047084, 4.9423103 50.8047609, 4.9425178 50.8049066)",,,
819895825,True,Beauduinstraat,residential,30,False,48.046,"LINESTRING (4.9422218 50.8047084, 4.9421139 50.8047558, 4.94174 50.8050127)",,,
76371872,True,Gasthuismolenstraat,residential,30,False,77.562,"LINESTRING (4.942113 50.804635, 4.9426783 50.8040359)",,,
819854237,True,Lombardstraat,residential,30,False,11.190000000000001,"LINESTRING (4.942113 50.804635, 4.9421698 50.804676, 4.9422218 50.8047084)",,,
23797967,True,Hennemarkt,living_street,20,False,47.179,"LINESTRING (4.9406501 50.8059196, 4.9403693 50.806305)",,,
23457072,True,Kleine Kattenstraat,residential,30,False,97.513,"LINESTRING (4.9406501 50.8059196, 4.9416255 50.8061498, 4.9417268 50.8059404)",,,
23449697,True,Minderbroedersstraat,residential,30,False,6.819,"LINESTRING (4.938415 50.8038168, 4.9384001 50.8038774)",,,
126878999,False,Hoegaardenstraat,residential,30,True,66.107,"LINESTRING (4.938415 50.8038168, 4.9383894 50.8034337, 4.9383545 50.8033862, 4.9383008 50.8033214, 4.938262 50.8032709, 4.9382428 50.8032441)",,,
"[198624044, 76373685, 821785926]",False,Meendijkstraat,residential,30,"[False, True]",309.13500000000005,"LINESTRING (4.938415 50.8038168, 4.9371301 50.8036475, 4.9370358 50.80364, 4.9369266 50.8036617, 4.936672 50.8038762, 4.9366328 50.8038913, 4.9358303 50.8037542, 4.9354755 50.8036936, 4.9349066 50.8035468, 4.9345053 50.8034432, 4.9343601 50.8034007)",,,
23839788,False,Verlatstraat,residential,50,False,13.035,"LINESTRING (4.9303897 50.8084512, 4.9304709 50.8085566)",,,
"[23839788, 1077530087]",False,Verlatstraat,residential,"['50', '30']",True,166.28599999999997,"LINESTRING (4.9303897 50.8084512, 4.930388 50.8083953, 4.9304152 50.8075271, 4.9303635 50.8073607, 4.9302901 50.8071548, 4.9302381 50.807039, 4.9302073 50.8069716)",,,
"[23788421, 819777898, 819777899, 76373678, 1083792921]",False,Grote Markt,"['living_street', 'residential']",20,False,151.353,"LINESTRING (4.9379511 50.8083934, 4.9375485 50.8082884, 4.9370541 50.8081604, 4.9369096 50.8081195, 4.9366309 50.8080488, 4.9364733 50.8080091, 4.9364668 50.8080075, 4.9361557 50.807935, 4.9359773 50.8078993, 4.9359485 50.8078936)",,,
73986027,True,Grote Markt,living_street,20,False,42.938,"LINESTRING (4.9379511 50.8083934, 4.9380006 50.8083073, 4.9381061 50.8081066, 4.9381216 50.8080593, 4.938133 50.8080253)",,,
182714981,False,Grote Markt,living_street,20,True,44.574,"LINESTRING (4.9383161 50.8076415, 4.938133 50.8080253)",,,
"[1179604302, 171012855]",False,Academiestraat,"['living_street', 'residential']","['20', '30']",False,93.627,"LINESTRING (4.9383161 50.8076415, 4.9384425 50.8076696, 4.9385464 50.80772, 4.9393931 50.8081308)",,,
"[182215803, 324477231]",True,Kalkmarkt,residential,20,False,38.632999999999996,"LINESTRING (4.9383161 50.8076415, 4.9383661 50.8075193, 4.9383274 50.8073646, 4.9383104 50.8073009)",,,
23797944,True,Academiestraat,residential,30,False,67.381,"LINESTRING (4.9398964 50.807615, 4.9393931 50.8081308)",,,
23873760,True,Kapelstraat,residential,30,False,122.574,"LINESTRING (4.9418288 50.8070765, 4.9418507 50.807032, 4.942303 50.8060157)",,,
73986026,False,Veldbornstraat,residential,30,False,88.874,"LINESTRING (4.9418288 50.8070765, 4.9419605 50.8071397, 4.9424122 50.8074797, 4.9426177 50.8076943)",,,
76370311,True,Ooievaarstraat,residential,30,False,153.736,"LINESTRING (4.9418288 50.8070765, 4.9418047 50.8071273, 4.9417727 50.8071487, 4.9402011 50.8076363, 4.9398964 50.807615)",,,
73986026,False,Veldbornstraat,residential,30,True,69.775,"LINESTRING (4.9430378 50.8082615, 4.9430039 50.8082074, 4.9426632 50.807786, 4.9426177 50.8076943)",,,
231914918,False,Veldbornstraat,residential,30,False,73.934,"LINESTRING (4.9430378 50.8082615, 4.9430757 50.8083624, 4.9430929 50.8084458, 4.9430982 50.8085478, 4.9430899 50.808647, 4.9430634 50.8088142, 4.9430476 50.8089214)",,,
24490327,False,Gilainstraat,residential,30,True,6.518,"LINESTRING (4.9351213 50.8119394, 4.9351423 50.8118823)",,,
