osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,bridge
10555984,2,Maxstraße,tertiary,50,False,False,216.39,"LINESTRING (6.0163816 50.7159047, 6.0164201 50.7158828, 6.0165132 50.7158295, 6.0166921 50.7157243, 6.0170096 50.7155319, 6.017066 50.7154852, 6.0171113 50.7154322, 6.0177867 50.7146431, 6.0178886 50.7145008, 6.018012 50.7142865)",,,
56219740,2,Lütticher Straße - Rue de Liège,primary,50,False,False,222.559,"LINESTRING (6.0163816 50.7159047, 6.0165887 50.7160342, 6.0171438 50.7163815, 6.017603 50.7166583, 6.0177062 50.7167194, 6.0177307 50.716735, 6.0178265 50.7167912, 6.0179778 50.7168874, 6.0181124 50.71697, 6.0181271 50.7169797, 6.0182348 50.7170501, 6.0184293 50.7171686, 6.0186435 50.7173027)",N3,,
"[302391505, 99244573]",2,Lütticher Straße - Rue de Liège,primary,50,False,True,127.947,"LINESTRING (6.0163816 50.7159047, 6.0162595 50.7158303, 6.0159523 50.7156388, 6.0156915 50.7154772, 6.0156657 50.7154615, 6.0153358 50.7152714, 6.0152068 50.7152016, 6.0150505 50.7151223)",N3,,
33946946,,Schwarzer Weg,residential,,False,True,156.157,"LINESTRING (6.018012 50.7142865, 6.0158715 50.7146543)",,,
10555984,2,Maxstraße,tertiary,50,False,True,216.39,"LINESTRING (6.018012 50.7142865, 6.0178886 50.7145008, 6.0177867 50.7146431, 6.0171113 50.7154322, 6.017066 50.7154852, 6.0170096 50.7155319, 6.0166921 50.7157243, 6.0165132 50.7158295, 6.0164201 50.7158828, 6.0163816 50.7159047)",,,
128542448,2,Maxstraße,tertiary,50,False,False,32.506,"LINESTRING (6.018012 50.7142865, 6.0180688 50.7141631, 6.0181376 50.7140052)",,,
56219740,2,Lütticher Straße - Rue de Liège,primary,50,False,True,7.045,"LINESTRING (6.0187152 50.7173469, 6.0186435 50.7173027)",N3,,
"[353012287, 16305519]",,Heygraben,residential,50,False,False,146.312,"LINESTRING (6.0187152 50.7173469, 6.0185605 50.7174488, 6.0180832 50.7177161, 6.0176606 50.7179636, 6.0174518 50.7181197, 6.0173867 50.7181672, 6.017291 50.7182924)",,,
302391503,2,Lütticher Straße - Rue de Liège,primary,50,False,False,113.08,"LINESTRING (6.0187152 50.7173469, 6.0190218 50.7175378, 6.0198662 50.7180562)",N3,,
24797328,2,Albertstrasse,tertiary,50,False,False,59.85099999999999,"LINESTRING (6.0111466 50.7160088, 6.0113529 50.7161059, 6.0115465 50.7162076, 6.0117215 50.7162996, 6.011809 50.7163459)",,,
