osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction,access
294576190,N5g,Rue de la Gare,secondary,50,False,True,172.206,"LINESTRING (4.4920481 50.0558971, 4.4920707 50.0557327, 4.4920786 50.0557036, 4.4921337 50.0554964, 4.4922251 50.0552879, 4.4923818 50.0550014, 4.4927524 50.054498, 4.4927605 50.0544869, 4.4927891 50.0544355)",,,,
1240614302,N99,Avenue de la Libération,primary,,False,True,26.39,"LINESTRING (4.4920481 50.0558971, 4.4918653 50.0559077, 4.4916813 50.0558898)",,,,
460415062,N5g,Faubourg Saint-Germain,secondary,,False,False,12.778,"LINESTRING (4.4957712 50.051334, 4.4956405 50.0514125)",,,,
"[49204169, 39099745, 29256847]",N99,"['Rue de la Ville', 'Grand Pont']",secondary,,True,False,43.879999999999995,"LINESTRING (4.4957712 50.051334, 4.4959813 50.0514509, 4.496141 50.0515343, 4.4962541 50.0515764)",yes,,,
39099737,N5g,Rue de la Marcelle,secondary,50,False,True,118.653,"LINESTRING (4.4957712 50.051334, 4.4959293 50.0512313, 4.4960941 50.0511094, 4.4962301 50.0509845, 4.4963307 50.050886, 4.4963326 50.0508837, 4.4964381 50.0507594, 4.4966046 50.0504294)",,,,
61278223,N5g,Faubourg Saint-Germain,secondary,50,False,True,44.807,"LINESTRING (4.4936216 50.0526007, 4.4940418 50.0523014)",,,,
60039760,,Jardin des Mayeurs,residential,,False,True,149.036,"LINESTRING (4.4936216 50.0526007, 4.4931642 50.052426, 4.493082 50.0523996, 4.4929532 50.0523328, 4.4927535 50.0521742, 4.4925631 50.0519557, 4.4923359 50.0517013, 4.4923158 50.0516166)",,,,
244262119,N5g,Faubourg Saint-Germain,secondary,50,False,False,112.202,"LINESTRING (4.4936216 50.0526007, 4.4935334 50.0526664, 4.4934123 50.0527567, 4.4933277 50.0528358, 4.4932297 50.0529258, 4.4931641 50.0530302, 4.4931367 50.0530698, 4.4931039 50.0531722, 4.4930927 50.0532729, 4.4930835 50.0535088)",,,,
"[39099736, 1101405207]",N5g,Rue de la Gare,secondary,50,False,False,107.084,"LINESTRING (4.4930835 50.0535088, 4.4930825 50.0535756, 4.4930764 50.0539775, 4.4929592 50.0541923, 4.4928204 50.054383, 4.4927891 50.0544355)",,,,
244262119,N5g,Faubourg Saint-Germain,secondary,50,False,True,112.202,"LINESTRING (4.4930835 50.0535088, 4.4930927 50.0532729, 4.4931039 50.0531722, 4.4931367 50.0530698, 4.4931641 50.0530302, 4.4932297 50.0529258, 4.4933277 50.0528358, 4.4934123 50.0527567, 4.4935334 50.0526664, 4.4936216 50.0526007)",,,,
"[29256850, 460417317]",,Rue des Béguines,residential,,False,False,163.92800000000003,"LINESTRING (4.4973619 50.0513621, 4.4981108 50.0511844, 4.4988293 50.0509878, 4.4992713 50.0507076, 4.499362 50.0506886)",,,,
390491878,,Rue des Calvaires,residential,,False,True,9.687,"LINESTRING (4.4994557 50.0507516, 4.499362 50.0506886)",,,,
47034626,,Rue Albert Colard,residential,,False,False,73.551,"LINESTRING (4.4994557 50.0507516, 4.4993615 50.0508695, 4.4992695 50.0512991, 4.499316 50.0513896)",,,,
94905344,,Rue des Archers,residential,,False,False,68.846,"LINESTRING (4.4994557 50.0507516, 4.4996296 50.0507748, 4.5000726 50.0508027, 4.5004132 50.0507869)",,,,
390491877,,Rue des Calvaires,residential,,False,False,66.093,"LINESTRING (4.4994557 50.0507516, 4.4999495 50.0506597, 4.5003499 50.0505986)",,,,
390491877,,Rue des Calvaires,residential,,False,True,29.581,"LINESTRING (4.5018316 50.0501266, 4.5015354 50.0503126)",,,,
390493175,,,residential,,False,False,26.345,"LINESTRING (4.5018316 50.0501266, 4.5020405 50.0503219)",,,,
390491877,,Rue des Calvaires,residential,,False,False,59.193,"LINESTRING (4.5018316 50.0501266, 4.501851 50.0501119, 4.5020984 50.0499242, 4.5022264 50.04967)",,,,
61278221,N99,Rue de l’Harmonie Royale,secondary,30,False,True,107.66900000000001,"LINESTRING (4.4968473 50.0536933, 4.4967845 50.0536506, 4.4967431 50.0535881, 4.4966617 50.0532051, 4.4966102 50.0529655, 4.4965634 50.0527544)",,,,
94905605,,Ruelle du Bal,residential,,True,False,75.294,"LINESTRING (4.4968473 50.0536933, 4.4966957 50.0537404, 4.4963429 50.0537582, 4.4961282 50.0537318, 4.4958162 50.0537108)",,,,
"[1263583545, 460415071]",,Rue du Parc-Saint-Roch,residential,30,False,True,40.624,"LINESTRING (4.4968473 50.0536933, 4.4968483 50.0537873, 4.4968628 50.0538453, 4.4968977 50.0540046, 4.4968956 50.0540563)",,,,
1263583547,N99,Rue Neuve,secondary,30,False,False,20.462,"LINESTRING (4.4968473 50.0536933, 4.4969618 50.0537191, 4.4971258 50.0537061)",,,,
1263583546,,Rue Marcel Moreau,tertiary,50,False,True,60.413,"LINESTRING (4.4894021 50.0537089, 4.488556 50.0537162)",,,,
48518446,,Rue Adolphe Gouttier,residential,,True,False,191.118,"LINESTRING (4.4894021 50.0537089, 4.4893696 50.0537776, 4.4892779 50.0538579, 4.4891303 50.0540704, 4.4890754 50.0542322, 4.4890412 50.0543711, 4.4889424 50.0553776)",,,,
60039737,,Rue Adolphe Gouttier,tertiary,50,False,False,133.221,"LINESTRING (4.4894021 50.0537089, 4.4897912 50.0536175, 4.490288 50.0535156, 4.490441 50.0534943, 4.4908988 50.0534305, 4.4911031 50.053402, 4.4911972 50.0533897)",,,,
60039737,,Rue Adolphe Gouttier,tertiary,50,False,True,133.221,"LINESTRING (4.4911972 50.0533897, 4.4911031 50.053402, 4.4908988 50.0534305, 4.490441 50.0534943, 4.490288 50.0535156, 4.4897912 50.0536175, 4.4894021 50.0537089)",,,,
60039764,,Ruelle Cracsot,residential,,False,False,125.79299999999998,"LINESTRING (4.4911972 50.0533897, 4.4911303 50.0533416, 4.4910156 50.0532627, 4.4906343 50.0530846, 4.4904205 50.0529104, 4.4904171 50.0528256, 4.4904138 50.052742, 4.4905152 50.0525635, 4.4905647 50.0524946)",,,,
60039773,,Rue Adolphe Gouttier,tertiary,50,True,False,135.799,"LINESTRING (4.4911972 50.0533897, 4.4922797 50.0535088, 4.4930131 50.0535088, 4.4930835 50.0535088)",,,,
"[39099738, 1101405210, 1263583540]",N99,Rue de la Ville,secondary,"['50', '30']",True,False,139.807,"LINESTRING (4.4962541 50.0515764, 4.4962952 50.0516131, 4.4963193 50.051653, 4.4963207 50.0517365, 4.4962949 50.0518171, 4.4961873 50.0519014, 4.4961401 50.0520721, 4.4962636 50.0522069, 4.4964509 50.0522691, 4.4967086 50.0523396, 4.4967135 50.0524968, 4.4966638 50.0525834)",,,,
"[38876225, 460417315]",,Rue de la Falaise,residential,,False,False,190.956,"LINESTRING (4.4962541 50.0515764, 4.4964145 50.0513652, 4.4969485 50.0509715, 4.497485 50.0505506, 4.4978118 50.050191)",,,,
39101766,,,unclassified,,False,False,22.941,"LINESTRING (4.4978118 50.050191, 4.4975318 50.0500898)",yes,,,
38876225,,Rue de la Falaise,residential,,False,False,140.022,"LINESTRING (4.4978118 50.050191, 4.4981387 50.0497587, 4.4986926 50.049066)",,,,
"[38876225, 460417315]",,Rue de la Falaise,residential,,False,True,190.95600000000002,"LINESTRING (4.4978118 50.050191, 4.497485 50.0505506, 4.4969485 50.0509715, 4.4964145 50.0513652, 4.4962541 50.0515764)",,,,
61278221,N99,Rue de l’Harmonie Royale,secondary,30,False,False,107.66900000000001,"LINESTRING (4.4965634 50.0527544, 4.4966102 50.0529655, 4.4966617 50.0532051, 4.4967431 50.0535881, 4.4967845 50.0536506, 4.4968473 50.0536933)",,,,
39101766,,,unclassified,,False,True,22.941,"LINESTRING (4.4975318 50.0500898, 4.4978118 50.050191)",yes,,,
75475499,,Rue du Bercet,secondary,50,True,False,16.658,"LINESTRING (4.4942693 50.0524233, 4.4943219 50.0524518, 4.494412 50.0525131, 4.4944381 50.0525263)",,,,
