osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,width,access,tunnel
71826173,False,,,,unclassified,30,True,23.883999999999997,"LINESTRING (4.6874235 50.864097, 4.6875799 50.8640406, 4.6876161 50.8640151, 4.6876868 50.8639653)",,,,
86614478,False,1,,Kasteelpark Arenberg,unclassified,30,False,107.40400000000001,"LINESTRING (4.6874235 50.864097, 4.6879482 50.8642234, 4.6879808 50.8642295, 4.6882615 50.8643022, 4.6884344 50.8643481, 4.6887464 50.8644241, 4.6888497 50.8644015)",,,,
86164005,True,5,R23,Naamsevest,secondary,50,False,8.744,"LINESTRING (4.6995063 50.8685315, 4.6993877 50.8685556)",,,,
"[120086001, 608715575]",True,2,R23z,Erasme Ruelensvest,secondary,50,False,97.049,"LINESTRING (4.699158 50.8683663, 4.6995201 50.8682241, 4.6997099 50.8681553, 4.6999215 50.8680968, 4.7000065 50.8680735, 4.7003913 50.8679773)",,,,
86614478,False,1,,Kasteelpark Arenberg,unclassified,30,True,107.404,"LINESTRING (4.6888497 50.8644015, 4.6887464 50.8644241, 4.6884344 50.8643481, 4.6882615 50.8643022, 4.6879808 50.8642295, 4.6879482 50.8642234, 4.6874235 50.864097)",,,,
"[3373673, 86614479]",True,1,,Kasteelpark Arenberg,unclassified,30,False,353.71900000000005,"LINESTRING (4.6888497 50.8644015, 4.6894465 50.8645615, 4.6895082 50.8646021, 4.6896527 50.8648505, 4.6897041 50.8649864, 4.6896054 50.8651753, 4.6895609 50.8651833, 4.6892007 50.8650952, 4.6885017 50.8648217, 4.6881675 50.8647633, 4.6879409 50.8647517, 4.6878576 50.8647534, 4.6876515 50.8647202, 4.6874319 50.8646591, 4.6875998 50.8644083, 4.6874908 50.8643384, 4.6874382 50.8642693, 4.6874235 50.864097)",,,,
78345003,False,1,,Jozef Eerdekensstraat,living_street,,True,17.509,"LINESTRING (4.7001688 50.8655608, 4.7002004 50.8656572, 4.7002193 50.865715)",,,,
"[563351921, 563351922, 23000039]",True,,,Nachtegalenstraat,residential,30,False,147.971,"LINESTRING (4.6947172 50.8617162, 4.6943698 50.8607843, 4.6943509 50.8607478, 4.6943192 50.8607157, 4.6940005 50.860497)",,,,
"[563351923, 48952572]",True,1,,Hertogstraat,residential,30,False,231.891,"LINESTRING (4.6947172 50.8617162, 4.6937783 50.8618546, 4.6932523 50.8619154, 4.693083 50.861935, 4.6929715 50.8619465, 4.6928259 50.8619493, 4.692786 50.8619472, 4.6926102 50.8619381, 4.6915434 50.8617696, 4.691488 50.8617584)",,,,
8127648,True,1,,Constantin Meunierstraat,residential,30,False,37.153999999999996,"LINESTRING (4.6999106 50.8687472, 4.6996532 50.8686116, 4.6995936 50.8685803, 4.6995063 50.8685315)",,,,
608715575,True,2,R23z,Erasme Ruelensvest,secondary,50,False,14.926,"LINESTRING (4.6989815 50.8684412, 4.699158 50.8683663)",,,,
48446149,True,1,,Erasme Ruelensvest,residential,,False,23.947,"LINESTRING (4.6989815 50.8684412, 4.6990126 50.8683594, 4.6990142 50.868332, 4.6990136 50.8682989, 4.6990161 50.8682282)",,,,
"[978148216, 95571485]",True,,,Broekstraat,residential,,False,17.892,"LINESTRING (4.7002002 50.8678726, 4.7002134 50.8678823, 4.7002351 50.8678983, 4.700265 50.8679192, 4.7003296 50.8679534, 4.7003913 50.8679773)",,,,
"[1062345893, 96369014]",False,1,,Ter Spicht,unclassified,30,True,80.574,"LINESTRING (4.6970429 50.8626276, 4.696773 50.8626028, 4.6965075 50.8625784, 4.6961464 50.8625453, 4.696115 50.8625424, 4.6960509 50.8625365, 4.6959859 50.8625308, 4.6959068 50.8625233)",,4,,
154109253,False,,,Hoveniersdreef,residential,,True,69.718,"LINESTRING (4.6979112 50.8636873, 4.6978283 50.8630625)",,,,
5109060,False,2,,Hoveniersdreef,residential,50,True,85.581,"LINESTRING (4.6979112 50.8636873, 4.6978063 50.8637098, 4.6976135 50.8637369, 4.6974317 50.863757, 4.6970609 50.8637822, 4.6967096 50.8638075)",,,,
"[174886289, 3328222]",True,"['2', '3']",N251,Naamsesteenweg,primary,50,False,50.19100000000001,"LINESTRING (4.6981601 50.8682557, 4.6983085 50.8683981, 4.6984004 50.86847, 4.6984301 50.8684944, 4.6984502 50.8685109, 4.6984766 50.8685327, 4.6984993 50.8685934, 4.6984801 50.868639)",,,,
"[120125393, 578662068, 655251291, 174886292]",False,"['4', '3']",N251,Naamsesteenweg,primary,"['50', '30']",True,32.37,"LINESTRING (4.6981601 50.8682557, 4.6980889 50.8681468, 4.6980471 50.8680947, 4.6980187 50.8680593, 4.6979648 50.8679922)",,,,
"[120086003, 90168774]",True,2,R23,Tervuursevest,secondary,50,False,91.375,"LINESTRING (4.6973277 50.8690149, 4.6980093 50.8688285, 4.6980805 50.8688042, 4.6982017 50.8687591, 4.698257 50.8687384, 4.6983007 50.8687222, 4.6984801 50.868639)",,,,
120093639,True,1,,Kardinaal Mercierlaan,residential,50,False,31.232,"LINESTRING (4.6979937 50.8683152, 4.6976668 50.8681246)",,,,
117340197,False,1,,Waversebaan,residential,,True,57.475,"LINESTRING (4.6941414 50.8646402, 4.6935073 50.8643131)",,,,
48165893,False,,,,unclassified,,False,82.792,"LINESTRING (4.6941414 50.8646402, 4.6939095 50.8648191, 4.6938372 50.8647817, 4.6936419 50.8646807, 4.693589 50.8646533, 4.6933292 50.864519, 4.6932803 50.8644937)",,6.9,,
117340197,False,1,,Waversebaan,residential,,False,38.172,"LINESTRING (4.6941414 50.8646402, 4.6944589 50.8647874, 4.6946082 50.8647786)",,,,
48952571,True,1,,Waversebaan,residential,30,False,26.948999999999998,"LINESTRING (4.6911571 50.8618174, 4.6911148 50.8617114, 4.6910218 50.861592)",,,,
108156651,False,,,Hertogstraat,residential,,True,24.289,"LINESTRING (4.6911571 50.8618174, 4.6913582 50.8617867, 4.6914482 50.8617742, 4.691488 50.8617584)",,,,
8127870,False,1,,Waversebaan,residential,30,False,38.894000000000005,"LINESTRING (4.691488 50.8617584, 4.6914628 50.8617311, 4.6911292 50.8615958, 4.6911153 50.8615952, 4.6910218 50.861592)",,,,
108156651,False,,,Hertogstraat,residential,,False,24.289,"LINESTRING (4.691488 50.8617584, 4.6914482 50.8617742, 4.6913582 50.8617867, 4.6911571 50.8618174)",,,,
608715561,True,2,R23,Tervuursevest,secondary,50,False,8.689,"LINESTRING (4.6977994 50.8689928, 4.6976856 50.8690236)",,,,
3373674,False,1,,,unclassified,30,False,8.946,"LINESTRING (4.6872093 50.8625075, 4.6873063 50.8625597)",,,permissive,
77864412,False,1,,,unclassified,30,False,27.101,"LINESTRING (4.6872093 50.8625075, 4.6873335 50.862424, 4.6874037 50.8623752, 4.6874712 50.8623284)",,,permissive,
71826173,False,,,,unclassified,30,False,23.884,"LINESTRING (4.6876868 50.8639653, 4.6876161 50.8640151, 4.6875799 50.8640406, 4.6874235 50.864097)",,,,
"[378037553, 71826173]",False,,,,unclassified,30,True,105.501,"LINESTRING (4.6876868 50.8639653, 4.6878433 50.8638553, 4.6879998 50.8637452, 4.6878639 50.8636682, 4.6878574 50.8636645, 4.6877696 50.8636148, 4.6876364 50.8637084, 4.6876206 50.8637196, 4.6874953 50.8638077, 4.6876868 50.8639653)",,,permissive,
"[378037553, 71826173]",False,,,,unclassified,30,False,105.501,"LINESTRING (4.6876868 50.8639653, 4.6874953 50.8638077, 4.6876206 50.8637196, 4.6876364 50.8637084, 4.6877696 50.8636148, 4.6878574 50.8636645, 4.6878639 50.8636682, 4.6879998 50.8637452, 4.6878433 50.8638553, 4.6876868 50.8639653)",,,permissive,
48952572,True,1,,Hertogstraat,residential,30,False,85.046,"LINESTRING (4.6958933 50.8615323, 4.6957921 50.8615506, 4.6957508 50.8615572, 4.6947172 50.8617162)",,,,
192659001,False,2,,Hertogstraat,tertiary,30,True,92.503,"LINESTRING (4.6958933 50.8615323, 4.6959823 50.8615166, 4.6960144 50.8615109, 4.6960618 50.8615025, 4.6961603 50.8614852, 4.6963031 50.8614537, 4.6964153 50.861418, 4.6965559 50.8613587, 4.6966718 50.8613099, 4.6969645 50.8611851, 4.697043 50.8611438)",,,,
"[301552216, 956394173, 23119517]",False,2,N251,Naamsesteenweg,primary,50,True,110.20000000000002,"LINESTRING (4.6958933 50.8615323, 4.6958954 50.861646, 4.6958959 50.8616729, 4.6958965 50.8617025, 4.695897 50.8617552, 4.6959009 50.8621621, 4.6959014 50.8622502, 4.6959021 50.8622869, 4.6959032 50.8623388, 4.6959038 50.8623728, 4.6959044 50.8624027, 4.695905 50.8624341, 4.6959058 50.862473, 4.6959068 50.8625233)",,,,
192659001,False,2,,Hertogstraat,tertiary,30,False,92.50300000000001,"LINESTRING (4.697043 50.8611438, 4.6969645 50.8611851, 4.6966718 50.8613099, 4.6965559 50.8613587, 4.6964153 50.861418, 4.6963031 50.8614537, 4.6961603 50.8614852, 4.6960618 50.8615025, 4.6960144 50.8615109, 4.6959823 50.8615166, 4.6958933 50.8615323)",,,,
192659001,False,2,,Hertogstraat,tertiary,30,True,60.612,"LINESTRING (4.697043 50.8611438, 4.6971325 50.8610948, 4.6975598 50.8608135, 4.6976501 50.8607565)",,,,
8127870,False,1,,Waversebaan,residential,30,True,38.894,"LINESTRING (4.6910218 50.861592, 4.6911153 50.8615952, 4.6911292 50.8615958, 4.6914628 50.8617311, 4.691488 50.8617584)",,,,
70595551,True,1,,Waversebaan,residential,30,False,140.874,"LINESTRING (4.6910218 50.861592, 4.6908471 50.8613733, 4.6906607 50.8611232, 4.6901497 50.860451)",,,,
"[346167584, 48952570, 342695383, 13242367]",True,1,,Waversebaan,residential,30,False,44.708,"LINESTRING (4.691327 50.8622031, 4.6912872 50.8621563, 4.6912701 50.8621275, 4.6911948 50.8619222, 4.6911571 50.8618174)",,,,
"[23119709, 23119710]",False,2,,Sint-Lambertusstraat,residential,30,True,174.98900000000003,"LINESTRING (4.6930712 50.8635107, 4.6931675 50.8634661, 4.6932138 50.863444, 4.6944459 50.8628299, 4.6946356 50.8627691, 4.69482 50.862733, 4.6949434 50.8627134, 4.6950745 50.8626961, 4.6951416 50.8626872, 4.6951517 50.8626859)",,,,
"[23119849, 832174478, 832174479]",False,2,,Jules Vandenbemptlaan,residential,30,False,214.80700000000002,"LINESTRING (4.6930712 50.8635107, 4.6929741 50.8635474, 4.6929305 50.8635628, 4.6925224 50.863714, 4.692485 50.8637196, 4.6924258 50.8637285, 4.6923293 50.8637183, 4.6922517 50.8637015, 4.6921163 50.8636334, 4.6905671 50.8628633)",,,,
"[832174480, 13242367]",True,1,,Waversebaan,residential,30,False,190.259,"LINESTRING (4.6930712 50.8635107, 4.6930063 50.8634402, 4.6929651 50.8634002, 4.692507 50.8630649, 4.6913973 50.8622557, 4.691327 50.8622031)",,,,
"[832174481, 3358662]",False,1,,Waversebaan,residential,30,True,85.403,"LINESTRING (4.6930712 50.8635107, 4.6931531 50.8635929, 4.6931768 50.8636144, 4.6937335 50.864155)",,,,
564556445,False,2,N251,Naamsesteenweg,primary,50,True,7.029,"LINESTRING (4.6959068 50.8625233, 4.695909 50.8625865)",,,,
"[301552216, 23119517, 956394173]",False,2,N251,Naamsesteenweg,primary,50,False,110.20000000000002,"LINESTRING (4.6959068 50.8625233, 4.6959058 50.862473, 4.695905 50.8624341, 4.6959044 50.8624027, 4.6959038 50.8623728, 4.6959032 50.8623388, 4.6959021 50.8622869, 4.6959014 50.8622502, 4.6959009 50.8621621, 4.695897 50.8617552, 4.6958965 50.8617025, 4.6958959 50.8616729, 4.6958954 50.861646, 4.6958933 50.8615323)",,,,
"[1062345893, 96369014]",False,1,,Ter Spicht,unclassified,30,False,80.574,"LINESTRING (4.6959068 50.8625233, 4.6959859 50.8625308, 4.6960509 50.8625365, 4.696115 50.8625424, 4.6961464 50.8625453, 4.6965075 50.8625784, 4.696773 50.8626028, 4.6970429 50.8626276)",,4,,
564556445,False,2,N251,Naamsesteenweg,primary,50,False,7.029,"LINESTRING (4.695909 50.8625865, 4.6959068 50.8625233)",,,,
120086151,False,2,N251,Naamsesteenweg,primary,50,True,30.631,"LINESTRING (4.695909 50.8625865, 4.6959117 50.862662, 4.6959132 50.8627028, 4.695919 50.8628619)",,,,
3358661,True,2,,Sint-Lambertusstraat,residential,50,False,33.848,"LINESTRING (4.695439 50.862648, 4.695626 50.8626102, 4.6957095 50.8625986, 4.6958037 50.8625926, 4.695909 50.8625865)",,,,
120086152,False,2,,Sint-Lambertusstraat,residential,50,True,20.6,"LINESTRING (4.695439 50.862648, 4.695379 50.8626559, 4.6953129 50.8626646, 4.6952799 50.862669, 4.6951517 50.8626859)",,,,
"[23119709, 23119710]",False,2,,Sint-Lambertusstraat,residential,30,False,174.989,"LINESTRING (4.6951517 50.8626859, 4.6951416 50.8626872, 4.6950745 50.8626961, 4.6949434 50.8627134, 4.69482 50.862733, 4.6946356 50.8627691, 4.6944459 50.8628299, 4.6932138 50.863444, 4.6931675 50.8634661, 4.6930712 50.8635107)",,,,
120086152,False,2,,Sint-Lambertusstraat,residential,50,False,20.6,"LINESTRING (4.6951517 50.8626859, 4.6952799 50.862669, 4.6953129 50.8626646, 4.695379 50.8626559, 4.695439 50.862648)",,,,
48247768,False,1,,Groenstraat,living_street,30,True,60.423,"LINESTRING (4.6960547 50.862593, 4.6969077 50.8626665)",,3,,
"[956394187, 98323045]",True,1,,Sint-Lambertusstraat,residential,50,False,46.109,"LINESTRING (4.695919 50.8628619, 4.6958624 50.8628189, 4.6958344 50.8627841, 4.69582 50.8627543, 4.6957987 50.8627184, 4.6957852 50.86271, 4.695763 50.8626944, 4.6957465 50.8626832, 4.6956683 50.8626544, 4.695439 50.862648)",,,yes,
120086151,False,2,N251,Naamsesteenweg,primary,50,False,30.631,"LINESTRING (4.695919 50.8628619, 4.6959132 50.8627028, 4.6959117 50.862662, 4.695909 50.8625865)",,,,
"[174886295, 578662083, 578662084, 578662085, 301552215]",False,"['2', '3']",N251,Naamsesteenweg,primary,50,True,62.53,"LINESTRING (4.695919 50.8628619, 4.6959205 50.8629047, 4.6959268 50.8630786, 4.6959284 50.8631235, 4.6959334 50.8632608, 4.6959393 50.8634241)",,,,
48247768,False,1,,Groenstraat,living_street,30,False,60.423,"LINESTRING (4.6969077 50.8626665, 4.6960547 50.862593)",,3,,
"[317846810, 119616739]",True,1,,Groenstraat,residential,30,False,170.549,"LINESTRING (4.6969077 50.8626665, 4.6969505 50.8624635, 4.6969682 50.8623938, 4.6970399 50.8620546, 4.6970615 50.8618853, 4.6970655 50.8618543, 4.6970817 50.8617096, 4.697091 50.861627, 4.6970962 50.8613858, 4.697092 50.8612575, 4.697043 50.8611438)",,,,yes
3372481,True,1,,Kloosterlaan,residential,30,False,90.798,"LINESTRING (4.6905671 50.8628633, 4.6906352 50.8628072, 4.6909246 50.8625626, 4.6912597 50.8622765, 4.691327 50.8622031)",,,,
"[23119849, 832174478, 832174479]",False,2,,Jules Vandenbemptlaan,residential,30,True,214.80700000000004,"LINESTRING (4.6905671 50.8628633, 4.6921163 50.8636334, 4.6922517 50.8637015, 4.6923293 50.8637183, 4.6924258 50.8637285, 4.692485 50.8637196, 4.6925224 50.863714, 4.6929305 50.8635628, 4.6929741 50.8635474, 4.6930712 50.8635107)",,,,
"[832174481, 3358662]",False,1,,Waversebaan,residential,30,False,85.403,"LINESTRING (4.6937335 50.864155, 4.6931768 50.8636144, 4.6931531 50.8635929, 4.6930712 50.8635107)",,,,
3358662,False,1,,Waversebaan,residential,30,True,92.749,"LINESTRING (4.6937335 50.864155, 4.6938311 50.8642474, 4.6940465 50.8644007, 4.6946082 50.8647786)",,,,
8127688,False,1,,Waversebaan,residential,,False,23.686999999999998,"LINESTRING (4.6937335 50.864155, 4.6936846 50.8641892, 4.6935975 50.8642501, 4.6935073 50.8643131)",,,,
3372477,True,1,,Lodewijk Engelbertus Van Arenbergplein,living_street,20,False,102.866,"LINESTRING (4.6952117 50.8636076, 4.6951721 50.8635144, 4.6951517 50.8626859)",,,,
23119708,True,1,,Prins De Lignestraat,residential,30,False,121.21200000000002,"LINESTRING (4.6952117 50.8636076, 4.695167 50.8636331, 4.6951321 50.8636629, 4.6938123 50.8641022, 4.6937965 50.8641075, 4.6937335 50.864155)",,,,
3372478,True,1,,Prins De Lignestraat,living_street,20,False,55.68600000000001,"LINESTRING (4.6959393 50.8634241, 4.695779 50.8634442, 4.6956654 50.8634809, 4.6953899 50.8635788, 4.6953516 50.86359, 4.6952857 50.8635919, 4.6952117 50.8636076)",,,,
"[578662083, 578662084, 578662085, 301552215, 174886295]",False,"['2', '3']",N251,Naamsesteenweg,primary,50,False,62.529999999999994,"LINESTRING (4.6959393 50.8634241, 4.6959334 50.8632608, 4.6959284 50.8631235, 4.6959268 50.8630786, 4.6959205 50.8629047, 4.695919 50.8628619)",,,,
956394197,True,1,N251,Naamsesteenweg,primary,50,False,35.602000000000004,"LINESTRING (4.6959393 50.8634241, 4.6959968 50.8634614, 4.6959998 50.8635164, 4.6960012 50.8635413, 4.6959492 50.8637266)",,,,
3358662,False,1,,Waversebaan,residential,30,False,130.336,"LINESTRING (4.6958531 50.8656468, 4.6952458 50.865184, 4.6946082 50.8647786)",,,,
85799351,False,2,N251,Naamsesteenweg,primary,30,True,6.342,"LINESTRING (4.6961322 50.8659458, 4.6961675 50.8659983)",,,,
"[608715630, 608715632, 608715634, 608715635, 301552213, 85799069]",False,2,N251,Naamsesteenweg,primary,"['30', '50']",False,247.849,"LINESTRING (4.6961322 50.8659458, 4.6960995 50.8658861, 4.6960566 50.8657699, 4.6960163 50.8656345, 4.6959969 50.8655009, 4.695988 50.8651729, 4.6959863 50.865111, 4.6959803 50.8648854, 4.6959787 50.8648279, 4.6959725 50.8645965, 4.6959515 50.8638142, 4.6959492 50.8637266)",,,,
85799351,False,2,N251,Naamsesteenweg,primary,30,False,6.342,"LINESTRING (4.6961675 50.8659983, 4.6961322 50.8659458)",,,,
3372474,True,1,,Groenstraat,residential,30,False,123.787,"LINESTRING (4.6961675 50.8659983, 4.6962248 50.8659745, 4.6962637 50.8659586, 4.696285 50.8659495, 4.6963796 50.8659093, 4.6967896 50.8656453, 4.6971285 50.865427, 4.6972899 50.8652996, 4.6973885 50.865204)",,,,
301552211,False,2,N251,Naamsesteenweg,primary,30,True,55.822,"LINESTRING (4.6961675 50.8659983, 4.6962323 50.8660815, 4.69633 50.8662015, 4.6964681 50.8663428, 4.6965709 50.8664296)",,,,
117340197,False,1,,Waversebaan,residential,,False,57.475,"LINESTRING (4.6935073 50.8643131, 4.6941414 50.8646402)",,,,
4001978,False,1,,,unclassified,,False,25.637,"LINESTRING (4.6935073 50.8643131, 4.6934045 50.8643923, 4.6932803 50.8644937)",,,,
8127688,False,1,,Waversebaan,residential,,True,23.686999999999998,"LINESTRING (4.6935073 50.8643131, 4.6935975 50.8642501, 4.6936846 50.8641892, 4.6937335 50.864155)",,,,
4001978,False,1,,,unclassified,,False,43.464,"LINESTRING (4.6932803 50.8644937, 4.6931586 50.8645177, 4.692855 50.8647619)",,,,
4001978,False,1,,,unclassified,,True,25.637,"LINESTRING (4.6932803 50.8644937, 4.6934045 50.8643923, 4.6935073 50.8643131)",,,,
48165893,False,,,,unclassified,,True,82.792,"LINESTRING (4.6932803 50.8644937, 4.6933292 50.864519, 4.693589 50.8646533, 4.6936419 50.8646807, 4.6938372 50.8647817, 4.6939095 50.8648191, 4.6941414 50.8646402)",,6.9,,
119616737,True,1,,Groenstraat,residential,30,False,15.064,"LINESTRING (4.6968761 50.8628005, 4.6969077 50.8626665)",,,,
3358662,False,1,,Waversebaan,residential,30,False,92.749,"LINESTRING (4.6946082 50.8647786, 4.6940465 50.8644007, 4.6938311 50.8642474, 4.6937335 50.864155)",,,,
3358662,False,1,,Waversebaan,residential,30,True,130.336,"LINESTRING (4.6946082 50.8647786, 4.6952458 50.865184, 4.6958531 50.8656468)",,,,
117340197,False,1,,Waversebaan,residential,,True,38.172,"LINESTRING (4.6946082 50.8647786, 4.6944589 50.8647874, 4.6941414 50.8646402)",,,,
77864412,False,1,,,unclassified,30,True,27.101,"LINESTRING (4.6874712 50.8623284, 4.6874037 50.8623752, 4.6873335 50.862424, 4.6872093 50.8625075)",,,permissive,
4001978,False,1,,,unclassified,,True,43.464,"LINESTRING (4.692855 50.8647619, 4.6931586 50.8645177, 4.6932803 50.8644937)",,,,
49051774,True,1,,Kardinaal Mercierlaan,residential,30,False,7.876,"LINESTRING (4.6875543 50.862376, 4.6874712 50.8623284)",,,,
"[607917130, 3373668]",False,1,,,unclassified,30,False,26.837,"LINESTRING (4.6875543 50.862376, 4.6874888 50.8624245, 4.6874222 50.8624739, 4.6873063 50.8625597)",,,permissive,
3996945,False,1,,Parkbosstraat,residential,,True,41.292,"LINESTRING (4.6976792 50.8602207, 4.6979574 50.8604856, 4.6979688 50.8604964, 4.6980043 50.8605302)",,,,
133801033,False,1,,Dreefstraat,residential,30,False,91.343,"LINESTRING (4.6951544 50.866711, 4.6951936 50.8666689, 4.6953517 50.866489, 4.6954772 50.8663438, 4.6956111 50.8661891, 4.6956948 50.8660923, 4.695742 50.8660647, 4.695844 50.8660275)",,,,
"[1114905862, 564392135, 1114905863, 301636909, 49051774]",True,1,,Kardinaal Mercierlaan,residential,"['30', '50']",False,718.927,"LINESTRING (4.6951544 50.866711, 4.6950391 50.8666452, 4.6948025 50.8665101, 4.6944596 50.8663143, 4.6941651 50.8661475, 4.6941158 50.8661195, 4.6938234 50.8659534, 4.6929621 50.8654629, 4.6923038 50.865088, 4.6917285 50.8647603, 4.6904321 50.8640216, 4.6901089 50.8638335, 4.6891012 50.8632586, 4.6875543 50.862376)",,,,
70789595,False,,,,unclassified,,False,16.834,"LINESTRING (4.6976668 50.8681246, 4.6977159 50.8680888, 4.6978571 50.8680351)",,,,
