osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,tunnel,access
40650687,Baron de Gieylaan,residential,50,False,True,119.93,"LINESTRING (3.6557824 50.9933299, 3.6558197 50.9933591, 3.6559088 50.9934259, 3.6560779 50.993587, 3.6563608 50.993899, 3.6566744 50.9942487)",,,,
40650780,Baron de Gieylaan,residential,,True,False,20.848999999999997,"LINESTRING (3.6557824 50.9933299, 3.6557301 50.9933479, 3.6556711 50.9933529, 3.6556131 50.9933442, 3.6555639 50.9933231, 3.6555299 50.9932923)",roundabout,,,
40650780,Baron de Gieylaan,residential,,True,False,7.516,"LINESTRING (3.6555299 50.9932923, 3.6555159 50.9932571, 3.6555119 50.9932259)",roundabout,,,
48610238,J. Anthierenslaan,residential,30,False,False,209.327,"LINESTRING (3.6555299 50.9932923, 3.6554779 50.9933053, 3.6554064 50.9933378, 3.6553929 50.9933512, 3.6553764 50.9933691, 3.6537887 50.9948121)",,,,
48610241,Baron de Gieylaan,residential,30,False,False,183.126,"LINESTRING (3.6555119 50.9932259, 3.6554648 50.9932121, 3.6553661 50.9931845, 3.6551723 50.9931201, 3.6550355 50.9930845, 3.654308 50.9929243, 3.6537029 50.9927899, 3.653258 50.9926973, 3.6531942 50.9926801, 3.6530621 50.9926529)",,,,
405025883,Baron de Gieylaan,residential,,True,False,17.189,"LINESTRING (3.6555119 50.9932259, 3.6555483 50.9931882, 3.6555912 50.9931632, 3.6556454 50.9931493, 3.6557039 50.9931482)",roundabout,,,
40650938,Vredestraat,residential,30,False,False,30.766,"LINESTRING (3.6557039 50.9931482, 3.6557087 50.9931159, 3.6557019 50.9930411, 3.6556777 50.9929735, 3.6556637 50.9929392, 3.6556359 50.992877)",,,,
"[405025882, 343954469]",Baron de Gieylaan,residential,,True,False,26.321,"LINESTRING (3.6557039 50.9931482, 3.6557492 50.993157, 3.6557887 50.9931735, 3.6558189 50.9931965, 3.6558374 50.993224, 3.6558427 50.9932531, 3.6558346 50.993282, 3.655814 50.9933083, 3.6557824 50.9933299)",roundabout,,,
40650938,Vredestraat,residential,30,False,False,235.792,"LINESTRING (3.6556359 50.992877, 3.6550929 50.9919689, 3.6546948 50.991303, 3.6545422 50.9910428, 3.6545331 50.9910209, 3.6544771 50.9908867)",,,,
40650938,Vredestraat,residential,30,False,True,30.766,"LINESTRING (3.6556359 50.992877, 3.6556637 50.9929392, 3.6556777 50.9929735, 3.6557019 50.9930411, 3.6557087 50.9931159, 3.6557039 50.9931482)",,,,
40650938,Vredestraat,residential,30,False,True,235.79200000000003,"LINESTRING (3.6544771 50.9908867, 3.6545331 50.9910209, 3.6545422 50.9910428, 3.6546948 50.991303, 3.6550929 50.9919689, 3.6556359 50.992877)",,,,
217976602,Polderdreef,tertiary,30,False,False,195.202,"LINESTRING (3.6544771 50.9908867, 3.6543013 50.9909234, 3.6542687 50.9909302, 3.653678 50.9910451, 3.6528484 50.9911997, 3.6518003 50.9913786)",,,,
254108127,Koning Boudewijnlaan,residential,50,False,False,25.714,"LINESTRING (3.6544771 50.9908867, 3.6544523 50.9908273, 3.6544438 50.9908069, 3.6543605 50.9906677)",,2,,
254313949,Polderdreef,tertiary,50,False,True,77.465,"LINESTRING (3.6544771 50.9908867, 3.6546578 50.9908489, 3.6546884 50.9908425, 3.6555167 50.9906479)",,,,
"[147291200, 254306234]",Pintestraat,residential,"['30', '50']",False,False,136.832,"LINESTRING (3.645103 50.9896482, 3.6449923 50.9895777, 3.6447796 50.989444, 3.6447102 50.989399, 3.6438783 50.9888597, 3.6437377 50.9887675)",,,,
147291201,Pintestraat,residential,30,False,False,65.96300000000001,"LINESTRING (3.645103 50.9896482, 3.6452946 50.989765, 3.6454882 50.9898843, 3.6456822 50.9900002, 3.6456985 50.9900093, 3.6457847 50.9900577)",,,,
356704530,Bommelstraat,residential,30,False,True,216.306,"LINESTRING (3.645103 50.9896482, 3.6450516 50.9896733, 3.6449748 50.9897117, 3.6449046 50.9897381, 3.6428577 50.9905959, 3.6426457 50.9906842, 3.6425646 50.9907066, 3.642523 50.990715)",,,,
44864827,Groenstraat,residential,30,True,False,60.816,"LINESTRING (3.6454455 50.9937806, 3.6455056 50.9938712, 3.6455455 50.9939363, 3.6455968 50.9943139)",,,,
"[264162198, 44113687]",Groenstraat,tertiary,30,False,True,93.43599999999999,"LINESTRING (3.6454455 50.9937806, 3.6454662 50.9936721, 3.645482 50.9935701, 3.6455169 50.9934623, 3.6455514 50.9933712, 3.6456054 50.9932576, 3.64567 50.993151, 3.645684 50.9931165, 3.6457052 50.9930608, 3.6457325 50.9929912, 3.645738 50.9929638)",,,,
"[217166407, 298311792, 298311795, 44113686, 298311799]",Groenstraat,tertiary,"['30', '50']",False,True,318.111,"LINESTRING (3.6454455 50.9937806, 3.645444 50.9938979, 3.6454519 50.9939882, 3.6454892 50.9942677, 3.6455035 50.9943765, 3.6455141 50.9944915, 3.645515 50.9945887, 3.6455035 50.9946762, 3.645427 50.9950007, 3.6453285 50.995434, 3.6452627 50.9957368, 3.6452051 50.9959974, 3.6451592 50.9962142, 3.6451071 50.9964353, 3.6450603 50.9966195)",,2,yes,
"[264162198, 44113687]",Groenstraat,tertiary,30,False,False,93.436,"LINESTRING (3.645738 50.9929638, 3.6457325 50.9929912, 3.6457052 50.9930608, 3.645684 50.9931165, 3.64567 50.993151, 3.6456054 50.9932576, 3.6455514 50.9933712, 3.6455169 50.9934623, 3.645482 50.9935701, 3.6454662 50.9936721, 3.6454455 50.9937806)",,,,
356704680,Groenstraat,tertiary,30,True,False,23.128,"LINESTRING (3.645738 50.9929638, 3.6456989 50.9929554, 3.645665 50.9929406, 3.6456388 50.9929205, 3.6456224 50.9928967, 3.6456169 50.9928709, 3.6456229 50.9928452, 3.6456399 50.9928214, 3.6456666 50.9928016)",roundabout,,,
"[264162199, 356704689, 41528383]",Groenstraat,tertiary,30,False,False,85.90899999999999,"LINESTRING (3.6458812 50.9928116, 3.645929 50.9927882, 3.6460039 50.9927522, 3.646089 50.9927131, 3.6461935 50.9926593, 3.6462978 50.9926072, 3.6464913 50.9925181, 3.646692 50.992438, 3.6467944 50.9924033, 3.6468873 50.9923719)",,,,
356704680,Groenstraat,tertiary,30,True,False,25.514,"LINESTRING (3.6458812 50.9928116, 3.645907 50.99284, 3.6459156 50.9928724, 3.6459061 50.9929046, 3.6458796 50.9929328, 3.6458393 50.9929536, 3.6457901 50.9929643, 3.645738 50.9929638)",roundabout,,,
263311301,Spoorweglaan,tertiary,50,False,False,65.43,"LINESTRING (3.6429071 50.9951826, 3.6434057 50.9952766, 3.643788 50.9953773)",,,,
372265500,Spoorweglaan,tertiary,50,False,True,15.653,"LINESTRING (3.6453772 50.995694, 3.6451629 50.9956537)",,1,,
"[217166392, 372265493]",Langevelddreef,tertiary,50,True,False,106.801,"LINESTRING (3.6453772 50.995694, 3.64535 50.9958162, 3.645328 50.9959132, 3.6451982 50.9964852, 3.6451466 50.996555, 3.6450603 50.9966195)",,1,,
"[1238650704, 1238650705]",Florastraat,residential,"['50', '30']",False,True,314.606,"LINESTRING (3.6453772 50.995694, 3.6455297 50.9957664, 3.6455781 50.995777, 3.6466683 50.9960447, 3.6476933 50.996318, 3.6477519 50.9963336, 3.6493342 50.9968108, 3.6494632 50.9968609)",,,,
189353167,Groenstraat,residential,30,True,False,77.349,"LINESTRING (3.6452148 50.9954563, 3.6453457 50.9949125, 3.6455744 50.9949345)",,,,
"[298320656, 263311300]","['Groenstraat', 'Nijverheidsstraat']",residential,30,False,True,57.607,"LINESTRING (3.6452148 50.9954563, 3.6454002 50.9954836, 3.6454424 50.9954756, 3.6454705 50.9954385, 3.6455309 50.9951113)",,,,
44864783,Groenstraat,residential,30,False,False,17.361,"LINESTRING (3.6456491 50.9947859, 3.645619 50.9948578, 3.6455962 50.9948911, 3.6455744 50.9949345)",,,,
253649929,Stationsstraat,residential,30,True,False,349.956,"LINESTRING (3.6456491 50.9947859, 3.6457711 50.994838, 3.6466281 50.9951959, 3.6476707 50.9956299, 3.6486035 50.9960199, 3.6487473 50.9960671, 3.6489843 50.9961211, 3.6491637 50.9961837, 3.64971 50.996405, 3.6498656 50.9964688)",,,,
"[44864718, 838948311]",Aan de Bocht,residential,30,True,False,97.221,"LINESTRING (3.6456491 50.9947859, 3.6454098 50.9947, 3.6454119 50.9946641, 3.6454183 50.9945422, 3.6454103 50.9944234, 3.6453894 50.9943071, 3.6453715 50.9941993, 3.645301 50.9940056)",,,,
298320656,Groenstraat,residential,30,False,False,19.894,"LINESTRING (3.6455744 50.9949345, 3.6455309 50.9951113)",,,,
44864783,Groenstraat,residential,30,False,True,17.361,"LINESTRING (3.6455744 50.9949345, 3.6455962 50.9948911, 3.645619 50.9948578, 3.6456491 50.9947859)",,,,
175655117,Aan de Bocht,residential,30,False,False,123.472,"LINESTRING (3.645301 50.9940056, 3.6452546 50.99387, 3.6452098 50.9937494, 3.6450892 50.9934065, 3.6450215 50.993217, 3.6449539 50.9930322, 3.6449423 50.9929849, 3.6449511 50.9929522, 3.6449798 50.9929261)",,,,
46117376,Kunstschildersweg,residential,30,False,False,115.674,"LINESTRING (3.6449798 50.9929261, 3.6448753 50.9929293, 3.6447514 50.9929525, 3.6441973 50.9931139, 3.6439848 50.9932862, 3.6438922 50.9933389, 3.6436714 50.9934013, 3.6435789 50.9934147)",,,,
"[582240802, 175655117]",Aan de Bocht,residential,30,False,False,47.963,"LINESTRING (3.6449798 50.9929261, 3.6450174 50.992903, 3.6450795 50.9928833, 3.6454045 50.9927925, 3.6454131 50.9927886, 3.6454752 50.9927711, 3.6455129 50.9927559, 3.6455885 50.9927325)",,,,
175655117,Aan de Bocht,residential,30,False,True,123.47200000000001,"LINESTRING (3.6449798 50.9929261, 3.6449511 50.9929522, 3.6449423 50.9929849, 3.6449539 50.9930322, 3.6450215 50.993217, 3.6450892 50.9934065, 3.6452098 50.9937494, 3.6452546 50.99387, 3.645301 50.9940056)",,,,
48610233,Koning Albertlaan,residential,30,False,True,12.417,"LINESTRING (3.6504697 50.9958906, 3.6505598 50.9957944)",,,,
48610226,Nachtegalenpark,residential,30,False,False,82.645,"LINESTRING (3.6504697 50.9958906, 3.6496268 50.9955245, 3.6494908 50.9954754)",,,,
48610233,Koning Albertlaan,residential,30,False,False,76.948,"LINESTRING (3.6504697 50.9958906, 3.6499568 50.9963798, 3.6498984 50.9964368, 3.6498656 50.9964688)",,,,
48610226,Nachtegalenpark,residential,30,False,True,82.645,"LINESTRING (3.6494908 50.9954754, 3.6496268 50.9955245, 3.6504697 50.9958906)",,,,
48610229,Willemsdorp,residential,30,False,False,242.57200000000003,"LINESTRING (3.6477799 50.9936082, 3.6490341 50.9936407, 3.6491105 50.9936559, 3.6491807 50.9936875, 3.6492164 50.9937294, 3.649242 50.9937775, 3.6492258 50.9944181, 3.6491883 50.9944865, 3.6490988 50.9945315, 3.6484581 50.99453)",,,,
48610230,Groenpark,residential,30,False,False,185.16,"LINESTRING (3.6477799 50.9936082, 3.6477169 50.9942988, 3.6476575 50.9943765, 3.6475408 50.994437, 3.6474095 50.9944534, 3.6462941 50.9943631)",,,,
48610230,Groenpark,residential,30,False,True,153.953,"LINESTRING (3.6477799 50.9936082, 3.6477879 50.9934442, 3.6477682 50.9933411, 3.6469505 50.9924452, 3.6468873 50.9923719)",,,,
48610229,Willemsdorp,residential,30,False,True,242.572,"LINESTRING (3.6484581 50.99453, 3.6490988 50.9945315, 3.6491883 50.9944865, 3.6492258 50.9944181, 3.649242 50.9937775, 3.6492164 50.9937294, 3.6491807 50.9936875, 3.6491105 50.9936559, 3.6490341 50.9936407, 3.6477799 50.9936082)",,,,
48610230,Groenpark,residential,30,False,False,153.953,"LINESTRING (3.6468873 50.9923719, 3.6469505 50.9924452, 3.6477682 50.9933411, 3.6477879 50.9934442, 3.6477799 50.9936082)",,,,
"[356704689, 254352882]",Groenstraat,tertiary,30,False,False,163.547,"LINESTRING (3.6468873 50.9923719, 3.6487384 50.9918804, 3.6488268 50.9918557, 3.6490381 50.991797)",,,,
"[356704689, 41528383, 264162199]",Groenstraat,tertiary,30,False,True,85.909,"LINESTRING (3.6468873 50.9923719, 3.6467944 50.9924033, 3.646692 50.992438, 3.6464913 50.9925181, 3.6462978 50.9926072, 3.6461935 50.9926593, 3.646089 50.9927131, 3.6460039 50.9927522, 3.645929 50.9927882, 3.6458812 50.9928116)",,,,
48610230,Groenpark,residential,30,False,True,49.107,"LINESTRING (3.6455968 50.9943139, 3.6462941 50.9943631)",,,,
44864827,Groenstraat,residential,30,True,False,52.909000000000006,"LINESTRING (3.6455968 50.9943139, 3.6456202 50.9945042, 3.6456102 50.9946921, 3.6456491 50.9947859)",,,,
48610232,Koning Leopoldlaan,residential,30,False,False,406.1410000000001,"LINESTRING (3.6530621 50.9926529, 3.6530359 50.9927052, 3.6530197 50.9927407, 3.6530069 50.9927607, 3.6517913 50.9950906, 3.6516164 50.9953034, 3.6513448 50.9955033, 3.6510745 50.9956564, 3.6508269 50.9957489, 3.6505598 50.9957944)",,,,
48610241,Baron de Gieylaan,residential,30,False,False,195.963,"LINESTRING (3.6530621 50.9926529, 3.6529192 50.9926219, 3.6527465 50.9925841, 3.6523174 50.9924891, 3.6520676 50.9924337, 3.6519202 50.9924027, 3.6511935 50.9922365, 3.6510457 50.9922049, 3.6507241 50.9921327, 3.6504247 50.9920615)",,,,
48610241,Baron de Gieylaan,residential,30,False,True,183.126,"LINESTRING (3.6530621 50.9926529, 3.6531942 50.9926801, 3.653258 50.9926973, 3.6537029 50.9927899, 3.654308 50.9929243, 3.6550355 50.9930845, 3.6551723 50.9931201, 3.6553661 50.9931845, 3.6554648 50.9932121, 3.6555119 50.9932259)",,,,
48610233,Koning Albertlaan,residential,30,False,False,12.417,"LINESTRING (3.6505598 50.9957944, 3.6504697 50.9958906)",,,,
48610232,Koning Leopoldlaan,residential,30,False,True,406.1410000000001,"LINESTRING (3.6505598 50.9957944, 3.6508269 50.9957489, 3.6510745 50.9956564, 3.6513448 50.9955033, 3.6516164 50.9953034, 3.6517913 50.9950906, 3.6530069 50.9927607, 3.6530197 50.9927407, 3.6530359 50.9927052, 3.6530621 50.9926529)",,,,
