osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,lanes,ref,width
23088205,secondary,roundabout,True,False,29.420000000000005,"LINESTRING (4.8559356 51.3592703, 4.855908 51.3592464, 4.8558908 51.3592191, 4.8558851 51.3591899, 4.8558912 51.3591607, 4.8559088 51.3591335, 4.8559367 51.3591098, 4.8559732 51.3590912, 4.8560159 51.3590789, 4.8560622 51.3590736)",,,,,
23088205,secondary,roundabout,True,False,18.738,"LINESTRING (4.8560622 51.3590736, 4.8561071 51.3590754, 4.85615 51.3590839, 4.8561884 51.3590984, 4.8562201 51.3591183, 4.8562434 51.3591424, 4.8562568 51.3591692)",,,,,
540438734,residential,,False,False,269.97200000000004,"LINESTRING (4.8560622 51.3590736, 4.8560898 51.3590356, 4.8561267 51.3589768, 4.8561651 51.3589522, 4.8562487 51.3589256, 4.8564631 51.3588554, 4.8565148 51.3588178, 4.8566004 51.3587003, 4.8567615 51.3581764, 4.8568556 51.3579346, 4.8569213 51.3578271, 4.8570215 51.357536, 4.8573268 51.3568571)",Leest,,,,
43653366,residential,,False,False,130.681,"LINESTRING (4.8561821 51.3592853, 4.8563139 51.3593756, 4.856475 51.359443, 4.8568531 51.3595812, 4.8570881 51.3596783, 4.8572271 51.3597381, 4.8573954 51.3598363, 4.8575793 51.3599622, 4.8576517 51.3600058)",J. Mertensstraat,50,,,
346098540,secondary,roundabout,True,False,18.721,"LINESTRING (4.8561821 51.3592853, 4.8561342 51.3593009, 4.8560813 51.3593073, 4.8560276 51.359304, 4.8559777 51.3592913, 4.8559356 51.3592703)",,,,,
346098540,secondary,roundabout,True,False,14.631999999999998,"LINESTRING (4.8562568 51.3591692, 4.856259 51.3592021, 4.8562464 51.359234, 4.8562201 51.3592625, 4.8561821 51.3592853)",,,,,
"[540437817, 540437819, 540437815, 23088207]",secondary,,False,False,456.764,"LINESTRING (4.8562568 51.3591692, 4.8564681 51.3591255, 4.857333 51.3588915, 4.8577209 51.3587875, 4.8579191 51.3587359, 4.8581119 51.3586898, 4.8582529 51.3586631, 4.8583699 51.3586482, 4.8585178 51.3586324, 4.8590694 51.3585719, 4.8596121 51.3585157, 4.8616723 51.35829, 4.8620514 51.3582515, 4.8622788 51.3582271, 4.8623895 51.3582144, 4.862494 51.3582025, 4.8626099 51.3581902)","['Schuttershofstraat', 'Markt']",,2,N131,
"[291689873, 540437821]",secondary,,False,True,186.303,"LINESTRING (4.8634968 51.3580988, 4.863498 51.358037, 4.8635099 51.3579833, 4.8635516 51.3579134, 4.8635843 51.3578623, 4.8635962 51.3578438, 4.8637711 51.3576327, 4.8639181 51.3574714, 4.8640797 51.3573027, 4.8641228 51.3572509, 4.8642387 51.3570968, 4.8643723 51.3568901, 4.8644936 51.3566598, 4.8645424 51.3565687)","['Leopoldstraat', 'Markt']",50,"['2', '3']",N124,
"[346098532, 405742919]",secondary,,False,False,35.499,"LINESTRING (4.8634968 51.3580988, 4.8635318 51.3582268, 4.8635375 51.3582605, 4.8635365 51.3583117, 4.8635291 51.3584159)","['Kerkstraat', 'Markt']",50,"['2', '3']",N124,
"[1038378806, 365532175]",secondary,,False,True,62.42,"LINESTRING (4.8634968 51.3580988, 4.8634366 51.358105, 4.8634042 51.3581089, 4.8629823 51.358152, 4.8629465 51.3581568, 4.8629105 51.358161, 4.8626099 51.3581902)",Markt,50,2,N131,
