osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,junction
264160874,2,N762,Weertersteenweg,secondary,False,False,36.028,"LINESTRING (5.7422499 51.1452439, 5.7426159 51.1450153)",,
"[978389578, 264160876]",1,N762,Weertersteenweg,secondary,True,False,37.952999999999996,"LINESTRING (5.7422499 51.1452439, 5.7420019 51.1454249, 5.7419389 51.1454655, 5.7419098 51.1455077)",,
344427284,1,,Dorpsplein,primary,True,False,26.815,"LINESTRING (5.7415585 51.1455568, 5.7415658 51.1455169, 5.7415947 51.145481, 5.7416416 51.1454536, 5.7417007 51.1454381, 5.7417647 51.1454364, 5.7418257 51.1454487)",30,roundabout
"[594223828, 264160853, 978389583]",2,N73,Breeërsteenweg,primary,False,True,118.134,"LINESTRING (5.7415585 51.1455568, 5.7414899 51.1455558, 5.7414645 51.1455554, 5.7413957 51.1455547, 5.7398651 51.1455633)",50,
"[978389577, 35748770]",1,N762,Weertersteenweg,secondary,True,False,37.341,"LINESTRING (5.7418257 51.1454487, 5.7418748 51.1454241, 5.7419472 51.1453884, 5.7422499 51.1452439)",,
597934015,1,,Dorpsplein,primary,True,False,8.939,"LINESTRING (5.7418257 51.1454487, 5.7418761 51.1454735, 5.7419098 51.1455077)",30,roundabout
"[28301145, 978389579]",1,N73,Breeërsteenweg,primary,True,False,43.205,"LINESTRING (5.7419098 51.1455077, 5.741976 51.1455257, 5.7420919 51.1455518, 5.7423289 51.1455917, 5.7424914 51.1456383)",50,
597934014,1,,Dorpsplein,primary,True,False,9.815000000000001,"LINESTRING (5.7419098 51.1455077, 5.7419225 51.1455511, 5.7419081 51.1455943)",30,roundabout
597934013,1,,Dorpsplein,primary,True,False,9.209,"LINESTRING (5.7419081 51.1455943, 5.7418861 51.1456182, 5.7418557 51.1456382, 5.7418185 51.1456529)",30,roundabout
44682951,2,N757,Rozenstraat,secondary,False,False,89.52600000000001,"LINESTRING (5.741928 51.1439898, 5.741989 51.1440145, 5.7420494 51.1440193, 5.7429994 51.1440052, 5.7431981 51.1439933)",50,
"[243463845, 45337359]",,,Kloosterstraat,unclassified,False,False,186.246,"LINESTRING (5.741928 51.1439898, 5.7418305 51.1439959, 5.7417331 51.1440166, 5.7415666 51.1440062, 5.7405801 51.1438834, 5.7400556 51.1438334, 5.7397677 51.1438136, 5.7395241 51.1437969, 5.7392955 51.1437772)",30,
264160871,2,N757,Neeroetersesteenweg,secondary,False,True,238.05400000000003,"LINESTRING (5.741928 51.1439898, 5.7418808 51.1439496, 5.741866 51.1438801, 5.7418667 51.1435302, 5.7418364 51.1432617, 5.7417731 51.1429669, 5.7417055 51.1427432, 5.7416133 51.1425199, 5.741496 51.1422703, 5.7412864 51.1419077)",,
44682951,2,N757,Rozenstraat,secondary,False,True,57.078,"LINESTRING (5.7439885 51.144016, 5.7439091 51.1439816, 5.7438272 51.1439606, 5.7437715 51.1439554, 5.7436206 51.1439597, 5.7431981 51.1439933)",50,
242746099,,N762,Weertersteenweg,secondary,False,True,64.211,"LINESTRING (5.7439885 51.144016, 5.7439704 51.1440616, 5.7439344 51.1441159, 5.7437765 51.1442576, 5.7437504 51.1442773, 5.7436679 51.1443309, 5.7434481 51.1444739)",50,
1110389442,,N762,Weertersteenweg,secondary,False,False,328.456,"LINESTRING (5.7439885 51.144016, 5.7441291 51.1439733, 5.7442422 51.1439363, 5.7443518 51.1438689, 5.7454419 51.1431495, 5.747283 51.14192)",50,
45194901,,,Natterveld,residential,False,False,69.504,"LINESTRING (5.742662 51.141199, 5.7423192 51.1406121)",,
45237582,,,Natterveld,residential,False,False,52.771,"LINESTRING (5.742662 51.141199, 5.7433555 51.1410095)",,
45194901,,,Natterveld,residential,False,True,110.673,"LINESTRING (5.742662 51.141199, 5.7430981 51.1419368, 5.7431823 51.1421384)",,
45235458,,,Zielderveld,residential,False,False,38.429,"LINESTRING (5.7420451 51.1403422, 5.741843 51.1400207)",,
"[45235459, 45194901]",,,Natterveld,residential,False,True,39.334,"LINESTRING (5.7420451 51.1403422, 5.7422224 51.1403866, 5.742282 51.1404984, 5.7423192 51.1406121)",,
