osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,maxspeed,lanes,access,junction,width
154537961,Rue des Combattants,residential,False,False,152.132,,"LINESTRING (5.5680103 50.5344966, 5.5679015 50.5346854, 5.5678103 50.5349104, 5.5676681 50.5352612, 5.5675517 50.5355483, 5.5673871 50.5358037)",,,,,,
"[154537961, 44499362]",Rue des Combattants,residential,False,True,78.81899999999999,,"LINESTRING (5.5680103 50.5344966, 5.5682543 50.5341834, 5.5684537 50.5339597, 5.5685504 50.533878)",,,,,,
618229585,Rue du Monument,secondary,False,True,7.008,N633,"LINESTRING (5.5673871 50.5358037, 5.5674767 50.5358307)",,30,,,,
"[121125504, 121125510]",Rue du Monument,secondary,False,False,108.94699999999999,N633,"LINESTRING (5.5673871 50.5358037, 5.5668855 50.5356401, 5.5666362 50.5355614, 5.5665737 50.5355338, 5.5665273 50.5355133, 5.5664109 50.5354429, 5.5663442 50.5353561, 5.5662734 50.535201)",,50,2,,,
154537961,Rue des Combattants,residential,False,True,152.132,,"LINESTRING (5.5673871 50.5358037, 5.5675517 50.5355483, 5.5676681 50.5352612, 5.5678103 50.5349104, 5.5679015 50.5346854, 5.5680103 50.5344966)",,,,,,
44499363,Rue des Volontaires,residential,False,True,106.824,,"LINESTRING (5.5665787 50.5341885, 5.5666854 50.5342115, 5.5680103 50.5344966)",,,,,,
"[347942891, 44499364]",Rue Désiré Delville,residential,True,False,57.693000000000005,,"LINESTRING (5.5668962 50.5328209, 5.5669199 50.5328845, 5.5669287 50.5329682, 5.5669201 50.5330418, 5.5668974 50.5330828, 5.566857 50.5331104, 5.5667579 50.5331465, 5.5666442 50.5331702, 5.5665411 50.5331777)",,,,,,
204098922,Place du Roi Chevalier,secondary,False,True,47.079,N633,"LINESTRING (5.5668962 50.5328209, 5.5668366 50.532904, 5.5667763 50.5329662, 5.5665411 50.5331777)",,50,,,,
154537954,Rue Désiré Delville,secondary,False,False,25.514000000000003,N633,"LINESTRING (5.5668962 50.5328209, 5.5669079 50.5327966, 5.5669258 50.5327593, 5.5669954 50.5326003)",,50,2,,,
121125510,Rue du Monument,secondary,False,True,253.27800000000005,N633,"LINESTRING (5.5665411 50.5331777, 5.565912 50.5337339, 5.5657478 50.5338798, 5.5656841 50.5339658, 5.5656467 50.5340353, 5.5656411 50.5341139, 5.5656605 50.5342135, 5.5656841 50.5342781, 5.5657282 50.5343493, 5.5659413 50.5346186, 5.5660836 50.5348076, 5.5661721 50.5349565, 5.5662734 50.535201)",,50,2,,,
204098922,Place du Roi Chevalier,secondary,False,False,47.079,N633,"LINESTRING (5.5665411 50.5331777, 5.5667763 50.5329662, 5.5668366 50.532904, 5.5668962 50.5328209)",,50,,,,
44499380,Rue de Dolembreux,residential,True,False,202.395,,"LINESTRING (5.5719379 50.5346608, 5.5734821 50.5348922, 5.5739465 50.5349393, 5.5745472 50.5349944, 5.5747459 50.5350086)",,,,,,
337234866,Rue de Liège,residential,False,True,120.721,,"LINESTRING (5.5719379 50.5346608, 5.5723105 50.5350208, 5.5728324 50.5355853)",,,,,,
689362411,Rue du Mont,residential,False,False,66.243,,"LINESTRING (5.5719379 50.5346608, 5.5717447 50.5346023, 5.5710993 50.5343948)",,,,,,
154537953,Place Jean d'Ardenne,residential,False,False,12.462,,"LINESTRING (5.5689415 50.5333818, 5.5690993 50.5333318)",,,,,,
154537953,Place Jean d'Ardenne,residential,False,True,57.939,,"LINESTRING (5.5689415 50.5333818, 5.5687127 50.5333797, 5.5685071 50.5334227, 5.568379 50.5334846, 5.5683325 50.5335586, 5.5683212 50.5336142)",,,,,,
689362413,Place Jean d'Ardenne,residential,False,False,57.725,,"LINESTRING (5.5689415 50.5333818, 5.5688876 50.5334267, 5.5688216 50.5334815, 5.5687154 50.5336872, 5.5686831 50.5337498, 5.5686289 50.5338556)",,,,,,
44499381,Place Jean d'Ardenne,residential,False,True,34.255,,"LINESTRING (5.5683212 50.5336142, 5.5683454 50.5336561, 5.5684814 50.5337955, 5.5685012 50.5338544, 5.5685504 50.533878)",,,,,,
154537953,Place Jean d'Ardenne,residential,False,False,57.93899999999999,,"LINESTRING (5.5683212 50.5336142, 5.5683325 50.5335586, 5.568379 50.5334846, 5.5685071 50.5334227, 5.5687127 50.5333797, 5.5689415 50.5333818)",,,,,,
937841845,Vieux Thier,residential,False,False,57.39,,"LINESTRING (5.5683212 50.5336142, 5.5681651 50.5336152, 5.567787 50.5335171, 5.5676788 50.5334882, 5.5675559 50.533461)",,,,,,3.5
154537953,Place Jean d'Ardenne,residential,False,True,12.462,,"LINESTRING (5.5690993 50.5333318, 5.5689415 50.5333818)",,,,,,
198808008,Place Jean d'Ardenne,residential,False,True,49.394999999999996,,"LINESTRING (5.5690993 50.5333318, 5.5691961 50.5334135, 5.5692545 50.5334628, 5.5693562 50.5334905, 5.5696847 50.5335119)",,,,,,
198808011,Place Jean d'Ardenne,residential,False,False,61.138000000000005,,"LINESTRING (5.5690993 50.5333318, 5.5691783 50.5333148, 5.5693006 50.533303, 5.5694715 50.5333276, 5.569731 50.5333829, 5.5697191 50.5334069, 5.5696962 50.5334535, 5.5696847 50.5335119)",,,,,,
154537955,Chemin du Fy,residential,False,False,138.414,,"LINESTRING (5.5696847 50.5335119, 5.5696697 50.5335825, 5.5696536 50.5337031, 5.5696724 50.5337869, 5.5696956 50.5338211, 5.569784 50.5338979, 5.5699745 50.5340275, 5.5700598 50.5340741, 5.5703229 50.5341433, 5.5705646 50.5341937, 5.5707619 50.5342503, 5.5708363 50.534294, 5.5708653 50.5343317)",,,,destination,,
198808008,Place Jean d'Ardenne,residential,False,False,49.394999999999996,,"LINESTRING (5.5696847 50.5335119, 5.5693562 50.5334905, 5.5692545 50.5334628, 5.5691961 50.5334135, 5.5690993 50.5333318)",,,,,,
198808011,Place Jean d'Ardenne,residential,False,True,61.138000000000005,,"LINESTRING (5.5696847 50.5335119, 5.5696962 50.5334535, 5.5697191 50.5334069, 5.569731 50.5333829, 5.5694715 50.5333276, 5.5693006 50.533303, 5.5691783 50.5333148, 5.5690993 50.5333318)",,,,,,
41085504,Rue Oscar Troupin,residential,False,False,54.883,,"LINESTRING (5.5728324 50.5355853, 5.5723878 50.5357335, 5.5721278 50.5357895)",,,,destination,,
337234866,Rue de Liège,residential,False,False,120.721,,"LINESTRING (5.5728324 50.5355853, 5.5723105 50.5350208, 5.5719379 50.5346608)",,,,,,
337234866,Rue de Liège,residential,False,True,130.643,,"LINESTRING (5.5728324 50.5355853, 5.573136 50.5358975, 5.5733203 50.5359645, 5.5741461 50.5361844, 5.5743012 50.5362171)",,,,,,
154977460,Rue de l'Athénée,residential,False,False,34.48,,"LINESTRING (5.5648381 50.5330754, 5.5644136 50.5332282)",,30,,,,
154977460,Rue de l'Athénée,residential,False,True,25.545,,"LINESTRING (5.5648381 50.5330754, 5.5651329 50.5329425)",,30,,,,
44499404,,residential,False,False,12.120999999999999,,"LINESTRING (5.5648381 50.5330754, 5.5648843 50.5331243, 5.5649195 50.5331712)",,,,,,
44499404,,residential,False,False,55.233999999999995,,"LINESTRING (5.5649195 50.5331712, 5.5645681 50.5333046, 5.5642542 50.5334317)",,,,,,
44499404,,residential,False,True,12.120999999999999,,"LINESTRING (5.5649195 50.5331712, 5.5648843 50.5331243, 5.5648381 50.5330754)",,,,,,
44499405,,residential,False,False,23.428,,"LINESTRING (5.5649195 50.5331712, 5.5649715 50.5331518, 5.5652425 50.5331458)",,,,,,
44499404,,residential,False,True,55.233999999999995,,"LINESTRING (5.5642542 50.5334317, 5.5645681 50.5333046, 5.5649195 50.5331712)",,,,,,
44499405,,residential,False,True,23.428,,"LINESTRING (5.5652425 50.5331458, 5.5649715 50.5331518, 5.5649195 50.5331712)",,,,,,
114388000,Rue Lavaux,residential,False,False,229.45899999999997,,"LINESTRING (5.5652425 50.5331458, 5.5652349 50.5331963, 5.56538 50.5333467, 5.5654093 50.5333973, 5.5653492 50.5334792, 5.5650476 50.533702, 5.5649389 50.5337822, 5.5646112 50.534002, 5.5642376 50.5342467, 5.5639426 50.5344384, 5.5636186 50.5346135, 5.5634867 50.5346848)",,,,,,
114388000,Rue Lavaux,residential,False,True,24.217,,"LINESTRING (5.5652425 50.5331458, 5.565188 50.5329953, 5.5651329 50.5329425)",,,,,,
154977460,Rue de l'Athénée,residential,False,True,71.451,,"LINESTRING (5.5635233 50.5335326, 5.5641467 50.5333194, 5.5644136 50.5332282)",,30,,,,
154977460,Rue de l'Athénée,residential,False,False,25.545,,"LINESTRING (5.5651329 50.5329425, 5.5648381 50.5330754)",,30,,,,
114388000,Rue Lavaux,residential,False,False,24.217,,"LINESTRING (5.5651329 50.5329425, 5.565188 50.5329953, 5.5652425 50.5331458)",,,,,,
154977460,Rue de l'Athénée,residential,False,True,31.487000000000002,,"LINESTRING (5.5651329 50.5329425, 5.5652998 50.5328882, 5.5655542 50.5328609)",,30,,,,
114388000,Rue Lavaux,residential,False,True,229.459,,"LINESTRING (5.5634867 50.5346848, 5.5636186 50.5346135, 5.5639426 50.5344384, 5.5642376 50.5342467, 5.5646112 50.534002, 5.5649389 50.5337822, 5.5650476 50.533702, 5.5653492 50.5334792, 5.5654093 50.5333973, 5.56538 50.5333467, 5.5652349 50.5331963, 5.5652425 50.5331458)",,,,,,
44499412,Rue de l'Athénée,residential,True,False,49.967,,"LINESTRING (5.566213 50.5327581, 5.5661386 50.5328096, 5.5657005 50.5328732, 5.5655542 50.5328609)",,30,,,,
154977458,Rue de l'Athénée,residential,False,True,58.11,,"LINESTRING (5.566213 50.5327581, 5.5662806 50.5327453, 5.5663311 50.5327366, 5.5668102 50.5326259, 5.5669954 50.5326003)",,50,,,,
154977460,Rue de l'Athénée,residential,False,True,34.48,,"LINESTRING (5.5644136 50.5332282, 5.5648381 50.5330754)",,30,,,,
154977460,Rue de l'Athénée,residential,False,False,71.451,,"LINESTRING (5.5644136 50.5332282, 5.5641467 50.5333194, 5.5635233 50.5335326)",,30,,,,
100138822,Rue Derrière la Tour,residential,False,True,335.59499999999997,,"LINESTRING (5.5624191 50.5315455, 5.5625119 50.5314837, 5.5627573 50.5313856, 5.5630695 50.5312428, 5.5633897 50.5309865, 5.5635637 50.5308352, 5.563663 50.5307092, 5.5636819 50.5305513, 5.5637174 50.5303184, 5.5637659 50.5301778, 5.56389 50.5300478, 5.5645899 50.5295999, 5.5649181 50.5293916, 5.5651077 50.5293113, 5.5652283 50.5292662)",,,,destination,,
201886735,Avenue Montefiore,secondary,False,True,187.605,N638,"LINESTRING (5.5624191 50.5315455, 5.5645707 50.5317223, 5.5650527 50.531755)",,50,2,,,
53609534,Avenue Iris Crahay,residential,False,True,6.595,,"LINESTRING (5.5661967 50.5297048, 5.5662771 50.5297349)",,,,,,
37432248,Avenue Reine Astrid,residential,False,True,282.87600000000003,,"LINESTRING (5.5661967 50.5297048, 5.5661443 50.5297222, 5.5660205 50.5297568, 5.5653317 50.5299517, 5.5651233 50.5300263, 5.5649877 50.5300968, 5.5649395 50.5301678, 5.5649254 50.5302386, 5.5649381 50.5303469, 5.5649896 50.5305551, 5.5650363 50.5307739, 5.5651131 50.5310878, 5.5651353 50.5312401, 5.5651295 50.5313875, 5.5650692 50.5316744, 5.5650583 50.5317133, 5.5650527 50.531755)",,,,destination,,
53609534,Avenue Iris Crahay,residential,False,False,59.757,,"LINESTRING (5.5661967 50.5297048, 5.5661767 50.5296725, 5.5661389 50.5296302, 5.565917 50.5294238, 5.5657773 50.529314, 5.5656974 50.529277)",,,,,,
37602874,Quai de la Régence,residential,False,True,197.34300000000002,,"LINESTRING (5.5703622 50.5295348, 5.5703311 50.529612, 5.5701926 50.5301151, 5.570186 50.5301383, 5.5701219 50.5303322, 5.5699906 50.5305658, 5.5695233 50.5309833, 5.5692883 50.5311195)",,,,,,
37602874,Quai de la Régence,residential,False,False,197.343,,"LINESTRING (5.5692883 50.5311195, 5.5695233 50.5309833, 5.5699906 50.5305658, 5.5701219 50.5303322, 5.570186 50.5301383, 5.5701926 50.5301151, 5.5703311 50.529612, 5.5703622 50.5295348)",,,,,,
37602874,Quai de la Régence,residential,False,True,148.207,,"LINESTRING (5.5692883 50.5311195, 5.5691185 50.5311865, 5.5690107 50.531229, 5.5686983 50.5313555, 5.568217 50.5315271, 5.5680655 50.5315709, 5.5678663 50.5316285, 5.5676862 50.5316821, 5.5674329 50.5317288)",,,,,,
152064616,Quai de la Régence,residential,False,False,28.798000000000002,,"LINESTRING (5.5692883 50.5311195, 5.5691211 50.5309993, 5.5690136 50.5309283)",,,,,,
100138822,Rue Derrière la Tour,residential,False,False,335.59499999999997,,"LINESTRING (5.5652283 50.5292662, 5.5651077 50.5293113, 5.5649181 50.5293916, 5.5645899 50.5295999, 5.56389 50.5300478, 5.5637659 50.5301778, 5.5637174 50.5303184, 5.5636819 50.5305513, 5.563663 50.5307092, 5.5635637 50.5308352, 5.5633897 50.5309865, 5.5630695 50.5312428, 5.5627573 50.5313856, 5.5625119 50.5314837, 5.5624191 50.5315455)",,,,destination,,
689511946,Avenue Iris Crahay,residential,False,True,33.244,,"LINESTRING (5.5652283 50.5292662, 5.5653117 50.5292752, 5.5655958 50.5292776, 5.5656974 50.529277)",,,,,,
689362411,Rue du Mont,residential,False,True,17.965,,"LINESTRING (5.5708653 50.5343317, 5.5710993 50.5343948)",,,,,,
154537955,Chemin du Fy,residential,False,True,138.41400000000002,,"LINESTRING (5.5708653 50.5343317, 5.5708363 50.534294, 5.5707619 50.5342503, 5.5705646 50.5341937, 5.5703229 50.5341433, 5.5700598 50.5340741, 5.5699745 50.5340275, 5.569784 50.5338979, 5.5696956 50.5338211, 5.5696724 50.5337869, 5.5696536 50.5337031, 5.5696697 50.5335825, 5.5696847 50.5335119)",,,,destination,,
154537956,Rue du Mont,residential,False,False,68.154,,"LINESTRING (5.5708653 50.5343317, 5.5705161 50.5342618, 5.5700079 50.5341896, 5.5699318 50.5341805)",,,,,,
121136641,Résidence du Parc,residential,False,False,65.88,,"LINESTRING (5.5656085 50.5356569, 5.565768 50.5358285, 5.5657968 50.5358463, 5.5658174 50.5358591, 5.5662547 50.5360707)",,,,,,
121136641,Résidence du Parc,residential,False,True,69.192,,"LINESTRING (5.5656085 50.5356569, 5.5656804 50.5356195, 5.5662734 50.535201)",,,,,,
224093213,Résidence du Parc,residential,False,True,38.104,,"LINESTRING (5.5656085 50.5356569, 5.5653626 50.5356457, 5.5652643 50.5356303, 5.5650882 50.5355827)",,,,,,
121136641,Résidence du Parc,residential,False,True,65.88,,"LINESTRING (5.5662547 50.5360707, 5.5658174 50.5358591, 5.5657968 50.5358463, 5.565768 50.5358285, 5.5656085 50.5356569)",,,,,,
332693582,Rue des Carrières,residential,False,False,112.886,,"LINESTRING (5.5741687 50.5308478, 5.5742468 50.530963, 5.5743322 50.5310744, 5.57437 50.5310993, 5.5743796 50.5311057, 5.5745847 50.5312408, 5.5747347 50.5313263, 5.5748884 50.5313911, 5.5751749 50.5314786, 5.5752309 50.5315021, 5.5752579 50.5315433)",,,,,,
37432245,Rue Grandfosse,tertiary,False,False,186.17999999999998,,"LINESTRING (5.5752579 50.5315433, 5.5745868 50.5314979, 5.5741726 50.531465, 5.5740066 50.5314408, 5.5739496 50.5314256, 5.5735451 50.5313175, 5.5734004 50.5312953, 5.5731596 50.5312778, 5.5730574 50.5312776, 5.5729609 50.5312775, 5.5728611 50.5312772, 5.5728096 50.5312772, 5.57268 50.5312783)",,30,,,,
332693582,Rue des Carrières,residential,False,True,112.886,,"LINESTRING (5.5752579 50.5315433, 5.5752309 50.5315021, 5.5751749 50.5314786, 5.5748884 50.5313911, 5.5747347 50.5313263, 5.5745847 50.5312408, 5.5743796 50.5311057, 5.57437 50.5310993, 5.5743322 50.5310744, 5.5742468 50.530963, 5.5741687 50.5308478)",,,,,,
152064616,Quai de la Régence,residential,False,True,28.798000000000002,,"LINESTRING (5.5690136 50.5309283, 5.5691211 50.5309993, 5.5692883 50.5311195)",,,,,,
44499380,Rue de Dolembreux,residential,True,False,26.258,,"LINESTRING (5.5747459 50.5350086, 5.5751153 50.5350338)",,,,,,
781610510,Résidence Bois-Madame,residential,True,False,24.469,,"LINESTRING (5.5747459 50.5350086, 5.5750604 50.5349166)",,,,,,
781610511,Résidence Bois-Madame,residential,True,False,14.041,,"LINESTRING (5.5750604 50.5349166, 5.5750649 50.5349814, 5.5751153 50.5350338)",,,,,,
