osmid,name,highway,maxspeed,access,oneway,reversed,length,geometry,lanes,ref,bridge
438200631,Rue Collebrine,residential,50,destination,False,True,131.137,"LINESTRING (4.6976396 50.6878747, 4.6975518 50.6878435, 4.6972506 50.6877362, 4.6969328 50.6876283, 4.6967746 50.6875798, 4.6965801 50.6875152, 4.6964755 50.6874702, 4.6964192 50.6874277, 4.6963628 50.6873657, 4.6963119 50.687302, 4.6962515 50.6872238, 4.6962324 50.6871731)",,,
496747059,Chaussée de Huy,secondary,50,,False,False,11.906,"LINESTRING (4.6949321 50.6835987, 4.695027 50.6835101)",3,N243,
483322364,Rue de Corroy,tertiary,50,,True,False,26.942,"LINESTRING (4.6949321 50.6835987, 4.694875 50.6835525, 4.6948394 50.6834795, 4.6947898 50.683377)",,,
496881416,Chaussée de Huy,secondary,50,,False,True,41.757000000000005,"LINESTRING (4.6949321 50.6835987, 4.6948658 50.6836732, 4.6947633 50.6837816, 4.6946412 50.6839258)",,N243,
27383759,Rue de Wavre,residential,50,,False,False,111.271,"LINESTRING (4.6946412 50.6839258, 4.6945625 50.6839144, 4.6944092 50.6838716, 4.6940161 50.6837504, 4.6938572 50.6836951, 4.6937367 50.6836637, 4.6936418 50.6836498, 4.6935146 50.683638, 4.6933358 50.6836266, 4.6931593 50.6836315)",,,
"[496746862, 1056422388, 583675352, 583675353, 583675354, 583675355, 583675356, 583675357, 583675358]",Chaussée de Huy,secondary,50,,False,True,196.221,"LINESTRING (4.6946412 50.6839258, 4.6945667 50.684016, 4.6944208 50.6842029, 4.6942438 50.6844263, 4.6941578 50.6845423, 4.6939918 50.6847521, 4.6939539 50.6847961, 4.6939035 50.6848542, 4.6938437 50.684917, 4.6937222 50.6850434, 4.6936832 50.68508, 4.6935898 50.6851629, 4.6933889 50.6853195, 4.693226 50.6854364)",,N243,
496881416,Chaussée de Huy,secondary,50,,False,False,41.757,"LINESTRING (4.6946412 50.6839258, 4.6947633 50.6837816, 4.6948658 50.6836732, 4.6949321 50.6835987)",,N243,
"[256435699, 499381348, 499381349]",Rue de Wavre,tertiary,50,,False,True,171.72200000000004,"LINESTRING (4.6946412 50.6839258, 4.6946989 50.6839353, 4.6947489 50.6839447, 4.6949103 50.6839727, 4.6950698 50.6839915, 4.6950955 50.6839945, 4.6953382 50.6840179, 4.6953964 50.6840235, 4.6956763 50.6840567, 4.6957019 50.6840598, 4.6957262 50.6840621, 4.6958104 50.6840711, 4.6958636 50.6840749, 4.6959145 50.6840787, 4.6959543 50.6840816, 4.6960604 50.6840817, 4.6962017 50.6840773, 4.6964462 50.6840655, 4.6966759 50.6840552, 4.6967618 50.6840522, 4.6968678 50.6840546, 4.6969431 50.6840572, 4.6970492 50.684074)",,,yes
31013915,Rue Colleau,tertiary,50,,False,True,161.694,"LINESTRING (4.6975483 50.6841971, 4.6976421 50.6842209, 4.6977983 50.6842606, 4.6981309 50.6843457, 4.6984733 50.6844396, 4.6985338 50.6844562, 4.6988908 50.6845478, 4.6992096 50.6846092, 4.6993563 50.6846297, 4.6996482 50.6846603, 4.6997108 50.6846672)",,,
"[486893856, 105177714, 493114694, 493114695]",Rue Collebrine,residential,50,,False,True,303.7939999999999,"LINESTRING (4.6975483 50.6841971, 4.6975002 50.6842667, 4.6974563 50.6843225, 4.6973714 50.6844594, 4.6973242 50.6845621, 4.697234 50.6847726, 4.6971974 50.6848583, 4.6971888 50.6848783, 4.6971193 50.6850782, 4.6970439 50.6852401, 4.6969941 50.6853689, 4.6969607 50.6854694, 4.6969298 50.6855856, 4.6968955 50.6856867, 4.6968458 50.6858165, 4.6967911 50.6859535, 4.6967682 50.686047, 4.6967746 50.6861207, 4.6967866 50.6862109, 4.6967709 50.6862945, 4.6967521 50.6863443, 4.6967114 50.6864195, 4.6966269 50.6865673, 4.6965809 50.6866556, 4.6964793 50.686827)",,,yes
499533954,Rue Colleau,tertiary,50,,False,False,37.753,"LINESTRING (4.6975483 50.6841971, 4.6973271 50.6841393, 4.6971927 50.6841041, 4.6970492 50.684074)",,,
"[689935763, 32200557]",Rue Zaine,residential,"['30', '50']",,False,False,277.5,"LINESTRING (4.6970492 50.684074, 4.697075 50.6840123, 4.6971183 50.6839036, 4.6971426 50.6838292, 4.6971584 50.6837616, 4.6971827 50.6836392, 4.6971868 50.6836186, 4.6972138 50.6834723, 4.6972262 50.6833457, 4.6972361 50.6832542, 4.6972369 50.6830881, 4.6972117 50.6829305, 4.6971995 50.6828375, 4.6972012 50.6827771, 4.6971549 50.6824414, 4.6971394 50.6822275, 4.6971264 50.6820553, 4.6971078 50.6819251, 4.6970827 50.68185, 4.6970397 50.6817629, 4.6969868 50.6816914, 4.6969713 50.6816734, 4.6969085 50.6816215)",,,
