osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction,access,bridge
26574329,Windstraat,residential,,False,False,102.664,,,"LINESTRING (4.3632123 51.0859034, 4.3628241 51.0854329, 4.3625551 51.0850777)",,,
"[591225405, 256228531, 26574333, 182186983]","['Grote Markt', 'Groene Hofstraat']",residential,30,True,False,236.712,,,"LINESTRING (4.3632123 51.0859034, 4.3633023 51.085885, 4.3634397 51.085813, 4.3634927 51.0857721, 4.3636057 51.0857211, 4.3638182 51.0856094, 4.3641348 51.0854474, 4.3646366 51.0852192, 4.3649715 51.085112, 4.3660858 51.0848134)",,,
26572788,Leopoldstraat,residential,30,True,False,140.64100000000002,,,"LINESTRING (4.3660858 51.0848134, 4.3661072 51.0848465, 4.3661335 51.0848873, 4.3661687 51.0849705, 4.3662403 51.0855141, 4.3662565 51.086035, 4.3662575 51.0860675)",,,
12653510,Grote Markt,residential,,True,False,41.226,,,"LINESTRING (4.3640091 51.0860719, 4.3637582 51.0860503, 4.3634278 51.0860087)",,,
26501398,Antwerpsestraat,residential,50,True,False,197.419,,,"LINESTRING (4.3662575 51.0860675, 4.3662297 51.0861549, 4.3657897 51.0873424, 4.3656439 51.0877357, 4.3656211 51.0877973)",,,
26504996,Blauwstraat,residential,30,False,True,45.439,,,"LINESTRING (4.3662575 51.0860675, 4.3663574 51.0860763, 4.3664451 51.0860993, 4.3668418 51.0862388)",,,
26504999,Hoogstraat,residential,30,True,False,157.306,,,"LINESTRING (4.3662575 51.0860675, 4.366027 51.0860721, 4.3645147 51.0861019, 4.3642691 51.0860953, 4.3640091 51.0860719)",,yes,
26504996,Blauwstraat,residential,30,False,False,45.439,,,"LINESTRING (4.3668418 51.0862388, 4.3664451 51.0860993, 4.3663574 51.0860763, 4.3662575 51.0860675)",,,
86497493,Blauwstraat,residential,30,True,False,42.854000000000006,,,"LINESTRING (4.3668418 51.0862388, 4.3669334 51.0862829, 4.3672217 51.0864584, 4.3672859 51.0865038)",,,
26993098,Brandstraat,residential,30,False,True,115.149,,,"LINESTRING (4.3672859 51.0865038, 4.367299 51.0865798, 4.3674772 51.0869106, 4.3675363 51.0870027, 4.3675874 51.0870597, 4.3679333 51.0873867, 4.3679796 51.0874305)",,,
38627988,Blauwstraat,residential,30,True,False,178.994,,,"LINESTRING (4.3672859 51.0865038, 4.3674093 51.086541, 4.3674476 51.0865505, 4.3676554 51.0866147, 4.3678123 51.0866502, 4.3679546 51.0866733, 4.3681265 51.0866872, 4.3683187 51.0866717, 4.3691119 51.0866773, 4.3692484 51.0866848, 4.3693859 51.0866913, 4.369473 51.0867064, 4.3695821 51.0867385, 4.3696475 51.086774, 4.3696682 51.0868398)",,,
139257878,Vrijheidshoek,residential,,False,True,143.998,,,"LINESTRING (4.3638946 51.08972, 4.3627068 51.0886615)",,,
22938240,Vrijheidstraat,secondary,,True,False,40.266,,,"LINESTRING (4.3603975 51.0871125, 4.3606795 51.0869227, 4.3607939 51.0868496)",,,
139257878,Vrijheidshoek,residential,,False,False,257.48600000000005,,,"LINESTRING (4.3603975 51.0871125, 4.3604553 51.0871595, 4.3605985 51.0872479, 4.3609674 51.0874948, 4.3612676 51.0877261, 4.3612895 51.0877148, 4.3614972 51.0876077, 4.3615365 51.0876119, 4.3620872 51.0880972, 4.3627068 51.0886615)",,,
"[22909817, 121706307]",Kaai,residential,,False,True,78.33699999999999,,,"LINESTRING (4.3615675 51.0853897, 4.3617501 51.0853026, 4.3618824 51.0852576, 4.3622693 51.0851309, 4.3623547 51.0851197, 4.3624477 51.0851165, 4.3625153 51.0850982, 4.3625551 51.0850777)",,,
24243400,,motorway_link,,True,False,71.783,1,,"LINESTRING (4.3644257 51.0913482, 4.3645902 51.0913998, 4.3647648 51.0914124, 4.3649203 51.0913855, 4.3650662 51.0913046, 4.3651435 51.0912292, 4.3651496 51.0911228)",,,
24243489,,motorway_link,,True,False,69.136,2,,"LINESTRING (4.3644257 51.0913482, 4.3645285 51.0914531, 4.3646716 51.0915477, 4.3648602 51.0916135, 4.3650405 51.0916489, 4.3652015 51.0917014)",,,
24243491,,secondary,50,True,False,21.183,2,,"LINESTRING (4.3652015 51.0917014, 4.365448 51.0918124)",,,
351234108,Antwerpsestraat,secondary,50,True,False,64.732,2,N177,"LINESTRING (4.3652015 51.0917014, 4.3652242 51.0915486, 4.365215 51.0914383, 4.36519 51.091293, 4.3651496 51.0911228)",,,
351234108,Antwerpsestraat,secondary,50,True,False,157.342,2,N177,"LINESTRING (4.3651496 51.0911228, 4.3650732 51.0908183, 4.3650335 51.0906437, 4.3649999 51.0903818, 4.3649259 51.0901369, 4.3648528 51.0899257, 4.3648459 51.0899074, 4.3647621 51.0897317)",,,
22912877,Antwerpsestraat,tertiary,50,False,True,7.335,,,"LINESTRING (4.364861 51.0897095, 4.3647621 51.0897317)",,,
24234986,Antwerpsestraat,secondary,50,True,False,119.06,,N177,"LINESTRING (4.364861 51.0897095, 4.3649391 51.0899016, 4.3649596 51.0899349, 4.3650418 51.0901259, 4.3650901 51.0902857, 4.3651334 51.0905506, 4.3651715 51.0907592)",,,
256228521,Antwerpsestraat,tertiary,50,False,False,180.69799999999998,,,"LINESTRING (4.364861 51.0897095, 4.3649286 51.0896877, 4.3649948 51.0896709, 4.3650603 51.0896358, 4.3651319 51.0895356, 4.3651637 51.0894387, 4.3651733 51.0894095, 4.3652293 51.0891051, 4.3653581 51.0885552, 4.3654554 51.0882037, 4.3654611 51.0881832)",,,
26576709,Varkensmarkt,unclassified,30,True,False,52.155,,,"LINESTRING (4.3706942 51.0885335, 4.3706169 51.0884741, 4.370369 51.088114)",,,
130642828,Advokaatstraat,residential,30,False,False,120.87599999999999,,,"LINESTRING (4.3706942 51.0885335, 4.3708611 51.0884772, 4.3710009 51.088436, 4.371697 51.0882613, 4.3721197 51.0881497, 4.3722073 51.0881098, 4.3722643 51.0880838)",,,
"[26993099, 130642828]",Advokaatstraat,residential,30,False,True,84.93599999999999,,,"LINESTRING (4.3706942 51.0885335, 4.3705302 51.0885975, 4.3703103 51.0886834, 4.3702007 51.0887262, 4.3696809 51.0889553)",,,
316082409,Jozef Van Cleemputplein,unclassified,30,False,True,158.633,,,"LINESTRING (4.3706942 51.0885335, 4.3707456 51.088573, 4.3710047 51.0887897, 4.371531 51.0892281, 4.3718054 51.0894567, 4.3718376 51.0895005, 4.3718481 51.0895337, 4.3718132 51.0895806, 4.3716426 51.0896633)",,,
22912863,Kerkhofstraat,residential,50,True,False,208.308,,,"LINESTRING (4.3722643 51.0880838, 4.3720123 51.0878599, 4.3716465 51.0875817, 4.3713769 51.0873744, 4.371137 51.0872236, 4.3709504 51.0871278, 4.3707222 51.0870418, 4.3703659 51.0869206, 4.3702914 51.0868956, 4.3701061 51.0868347)",,,
130642828,Advokaatstraat,residential,30,False,True,120.876,,,"LINESTRING (4.3722643 51.0880838, 4.3722073 51.0881098, 4.3721197 51.0881497, 4.371697 51.0882613, 4.3710009 51.088436, 4.3708611 51.0884772, 4.3706942 51.0885335)",,,
26501275,Brandstraat,residential,30,False,False,90.396,,,"LINESTRING (4.3696809 51.0889553, 4.3696562 51.0889335, 4.3689659 51.0883245, 4.3689278 51.0882942)",,,
"[26993099, 130642828]",Advokaatstraat,residential,30,False,False,84.93599999999999,,,"LINESTRING (4.3696809 51.0889553, 4.3702007 51.0887262, 4.3703103 51.0886834, 4.3705302 51.0885975, 4.3706942 51.0885335)",,,
"[26501161, 660414799]",Advokaatstraat,residential,"['50', '30']",True,False,117.511,,,"LINESTRING (4.3683298 51.0895851, 4.3685956 51.0894612, 4.3694013 51.0890855, 4.3696809 51.0889553)",,,
26501179,Sint Pieterstraat,residential,,False,True,75.084,,,"LINESTRING (4.3683298 51.0895851, 4.3686643 51.0898643, 4.368906 51.0901526)",,,
26501161,Advokaatstraat,residential,50,True,False,70.269,,,"LINESTRING (4.3664389 51.090271, 4.367324 51.0899705)",,,
"[26501242, 26504988]","['Kruisstraat', 'Esperantostraat']",residential,,False,False,130.291,,,"LINESTRING (4.3664389 51.090271, 4.3669028 51.0907386, 4.3672677 51.0906154, 4.3677784 51.0904507)",,,
24234986,Antwerpsestraat,secondary,50,True,False,118.696,,N177,"LINESTRING (4.3651715 51.0907592, 4.3652103 51.0909118, 4.3653133 51.0912782, 4.365448 51.0918124)",,,
26501161,Advokaatstraat,residential,50,True,False,105.919,,,"LINESTRING (4.3651715 51.0907592, 4.3652436 51.0907503, 4.3654198 51.0907317, 4.3655228 51.0906994, 4.3656773 51.0906455, 4.3657632 51.0905808, 4.3658919 51.0905053, 4.3660135 51.0904472, 4.3664389 51.090271)",,,
26504988,Kruisstraat,residential,,False,True,45.392,,,"LINESTRING (4.368906 51.0901526, 4.3683028 51.0903046)",,,
189660197,Sint Pieterstraat,residential,,False,False,120.586,,,"LINESTRING (4.368906 51.0901526, 4.3697076 51.0911131)",,,
26501179,Sint Pieterstraat,residential,,False,False,75.084,,,"LINESTRING (4.368906 51.0901526, 4.3686643 51.0898643, 4.3683298 51.0895851)",,,
26501249,Sint Janstraat,residential,,True,False,118.296,,,"LINESTRING (4.3685707 51.091391, 4.3677784 51.0904507)",,,
130642830,Molenstraat,residential,,False,True,39.777,,,"LINESTRING (4.3685707 51.091391, 4.3691032 51.0912641)",,,
130642830,Molenstraat,residential,,False,False,101.11,,,"LINESTRING (4.3685707 51.091391, 4.3680074 51.0915252, 4.367217 51.0917134)",,,
26504988,Kruisstraat,residential,,False,False,40.066,,,"LINESTRING (4.3677784 51.0904507, 4.3683028 51.0903046)",,,
"[26501242, 26504988]","['Kruisstraat', 'Esperantostraat']",residential,,False,True,130.291,,,"LINESTRING (4.3677784 51.0904507, 4.3672677 51.0906154, 4.3669028 51.0907386, 4.3664389 51.090271)",,,
130642830,Molenstraat,residential,,False,False,39.777,,,"LINESTRING (4.3691032 51.0912641, 4.3685707 51.091391)",,,
130642830,Molenstraat,residential,,False,True,45.428,,,"LINESTRING (4.3691032 51.0912641, 4.3697076 51.0911131)",,,
26501253,Veldstraat,residential,,True,False,120.449,,,"LINESTRING (4.3683028 51.0903046, 4.3691032 51.0912641)",,,
26504988,Kruisstraat,residential,,False,False,45.392,,,"LINESTRING (4.3683028 51.0903046, 4.368906 51.0901526)",,,
26504988,Kruisstraat,residential,,False,True,40.066,,,"LINESTRING (4.3683028 51.0903046, 4.3677784 51.0904507)",,,
26501161,Advokaatstraat,residential,50,True,False,77.337,,,"LINESTRING (4.367324 51.0899705, 4.3680146 51.0897335, 4.368275 51.0896163)",,,
26501265,Gasstraat,residential,30,False,True,45.596,,,"LINESTRING (4.366526 51.089079, 4.3663904 51.0891231, 4.3660384 51.0892374, 4.3659455 51.0892666)",,,
151098690,Hospitaalstraat,residential,30,True,False,131.745,,,"LINESTRING (4.366526 51.089079, 4.3659004 51.0883846, 4.3656899 51.0881827, 4.3654879 51.0881113)",,,
438127614,Hospitaalstraat,residential,,True,False,113.724,,,"LINESTRING (4.366526 51.089079, 4.3667438 51.0893223, 4.3672962 51.0899395, 4.367324 51.0899705)",,,
256228521,Antwerpsestraat,tertiary,50,False,True,8.211,,,"LINESTRING (4.3654879 51.0881113, 4.3654611 51.0881832)",,,
256228521,Antwerpsestraat,tertiary,50,False,False,36.132999999999996,,,"LINESTRING (4.3654879 51.0881113, 4.3655121 51.0880542, 4.3656211 51.0877973)",,,
438075425,Gasstraat,residential,30,False,False,125.146,,,"LINESTRING (4.3673424 51.0888186, 4.3688574 51.0883186, 4.3689278 51.0882942)",,,
438075426,Gasstraat,residential,30,True,False,63.95099999999999,,,"LINESTRING (4.3673424 51.0888186, 4.3669947 51.0889295, 4.3665799 51.0890618, 4.366526 51.089079)",,,
26501275,Brandstraat,residential,30,False,False,116.662,,,"LINESTRING (4.3689278 51.0882942, 4.3688658 51.0882351, 4.3680239 51.0874708, 4.3679796 51.0874305)",,,
26501275,Brandstraat,residential,30,False,True,90.396,,,"LINESTRING (4.3689278 51.0882942, 4.3689659 51.0883245, 4.3696562 51.0889335, 4.3696809 51.0889553)",,,
438075425,Gasstraat,residential,30,False,True,125.146,,,"LINESTRING (4.3689278 51.0882942, 4.3688574 51.0883186, 4.3673424 51.0888186)",,,
24243518,Tuyaertsstraat,tertiary,50,False,False,136.625,,,"LINESTRING (4.3679796 51.0874305, 4.3680439 51.0874038, 4.3692521 51.0869028, 4.3693651 51.0868711, 4.3694929 51.0868532, 4.3696682 51.0868398)",,,
24243518,Tuyaertsstraat,tertiary,50,False,True,183.916,,,"LINESTRING (4.3679796 51.0874305, 4.3679027 51.0874613, 4.366873 51.0879096, 4.3667874 51.0879365, 4.3667104 51.0879462, 4.3666453 51.0879397, 4.3657178 51.0878107, 4.3656211 51.0877973)",,,
26501275,Brandstraat,residential,30,False,True,116.662,,,"LINESTRING (4.3679796 51.0874305, 4.3680239 51.0874708, 4.3688658 51.0882351, 4.3689278 51.0882942)",,,
26993098,Brandstraat,residential,30,False,False,115.149,,,"LINESTRING (4.3679796 51.0874305, 4.3679333 51.0873867, 4.3675874 51.0870597, 4.3675363 51.0870027, 4.3674772 51.0869106, 4.367299 51.0865798, 4.3672859 51.0865038)",,,
26501161,Advokaatstraat,residential,50,True,False,5.166,,,"LINESTRING (4.368275 51.0896163, 4.3683298 51.0895851)",,,
151098694,Kloosterstraat,residential,50,True,False,110.047,,,"LINESTRING (4.368275 51.0896163, 4.3673424 51.0888186)",,,
88666422,,unclassified,30,False,False,17.55,,,"LINESTRING (4.3694338 51.0844211, 4.3692112 51.0843479)",,,
"[26574321, 633165627]",Hoek,residential,30,False,False,133.822,,,"LINESTRING (4.3694338 51.0844211, 4.3694617 51.0843937, 4.3694858 51.0843702, 4.3695378 51.0843388, 4.3695784 51.0843232, 4.3710274 51.0837649)",,,
"[26572784, 633165628]",Pachterslei,unclassified,30,False,True,135.429,,,"LINESTRING (4.3694338 51.0844211, 4.3695212 51.0844747, 4.3695501 51.0844952, 4.3695836 51.0845191, 4.3697801 51.0847247, 4.3702242 51.0851894, 4.3703241 51.0853123, 4.3703671 51.0853498, 4.3704123 51.0853624, 4.3704708 51.085375, 4.3705441 51.0853758)",,,
"[26574321, 633165627]",Hoek,residential,30,False,True,133.82199999999997,,,"LINESTRING (4.3710274 51.0837649, 4.3695784 51.0843232, 4.3695378 51.0843388, 4.3694858 51.0843702, 4.3694617 51.0843937, 4.3694338 51.0844211)",,,
26572838,Hoek,residential,,False,False,32.059,,,"LINESTRING (4.3677432 51.0840286, 4.367787 51.0843156)",,,
"[22909817, 22909815]",Kaai,residential,,False,False,407.4479999999999,,,"LINESTRING (4.3677432 51.0840286, 4.3676831 51.0839338, 4.3676018 51.0838498, 4.3674755 51.0838373, 4.3665634 51.0840545, 4.3664474 51.0840865, 4.3664094 51.084106, 4.3663777 51.0841383, 4.3663167 51.0841821, 4.3662151 51.0842164, 4.3661339 51.0842331, 4.3660643 51.0842386, 4.3658525 51.0842131, 4.3657546 51.0842239, 4.3656397 51.0842569, 4.365584 51.0842731, 4.3653382 51.0843444, 4.3648373 51.0844821, 4.3647551 51.084507, 4.3646556 51.0845284, 4.3645425 51.0845384, 4.364448 51.084541, 4.36432 51.0845695, 4.3639588 51.0846607, 4.3634326 51.0847911, 4.3632615 51.0848382, 4.3626821 51.0850133, 4.3626006 51.0850445, 4.3625551 51.0850777)",,,
88666404,Hoek,unclassified,,False,True,31.327,,,"LINESTRING (4.3677432 51.0840286, 4.3681065 51.0839359, 4.3681586 51.0839224)",,,
26572798,Bassinstraat,residential,30,True,False,36.066,,,"LINESTRING (4.366546 51.0846689, 4.3662803 51.0847371, 4.3660858 51.0848134)",,,
"[26572876, 1019393509]",Onze Lieve Vrouwstraat,residential,30,True,False,177.63599999999997,,,"LINESTRING (4.366546 51.0846689, 4.3666816 51.0849139, 4.3668023 51.0854133, 4.3669052 51.0859813, 4.3668991 51.0860513, 4.3668906 51.0860957, 4.3668716 51.0861689, 4.3668418 51.0862388)",,,
26572838,Hoek,residential,,False,True,9.439,,,"LINESTRING (4.3677686 51.0843997, 4.367787 51.0843156)",,,
26572798,Bassinstraat,residential,30,True,False,90.493,,,"LINESTRING (4.3677686 51.0843997, 4.3667874 51.0846171, 4.366546 51.0846689)",,,
252428701,Bassinstraat,living_street,,False,False,39.045,,,"LINESTRING (4.3677686 51.0843997, 4.3678442 51.0844669, 4.3678928 51.0844931, 4.3682348 51.0845713)",,,
88666422,,unclassified,30,False,True,17.55,,,"LINESTRING (4.3692112 51.0843479, 4.3694338 51.0844211)",,,
"[252428700, 633165629, 252428701]",Bassinstraat,"['residential', 'living_street']",30,False,True,73.94,,,"LINESTRING (4.3692112 51.0843479, 4.3691394 51.0843794, 4.3690896 51.0844013, 4.3689179 51.0844512, 4.3686453 51.0845086, 4.3682891 51.0845837, 4.3682348 51.0845713)",,,
"[88666404, 633165630]",Hoek,unclassified,,False,False,32.826,,,"LINESTRING (4.3692112 51.0843479, 4.3691287 51.0843019, 4.3690651 51.0842598, 4.3689429 51.0841105)",,,
24243518,Tuyaertsstraat,tertiary,50,False,True,136.625,,,"LINESTRING (4.3696682 51.0868398, 4.3694929 51.0868532, 4.3693651 51.0868711, 4.3692521 51.0869028, 4.3680439 51.0874038, 4.3679796 51.0874305)",,,
26504994,Kapelstraat,tertiary,,False,False,30.643,,,"LINESTRING (4.3696682 51.0868398, 4.3698699 51.0868294, 4.3701061 51.0868347)",,yes,
26504994,Kapelstraat,tertiary,,False,True,30.643,,,"LINESTRING (4.3701061 51.0868347, 4.3698699 51.0868294, 4.3696682 51.0868398)",,yes,
"[176407017, 1054688572, 128173734]",Kapelstraat,tertiary,50,True,False,264.35,,,"LINESTRING (4.3701061 51.0868347, 4.3703717 51.0868014, 4.3704549 51.086791, 4.3706464 51.0867581, 4.3708359 51.0867103, 4.3711456 51.0866395, 4.3712729 51.0866043, 4.371461 51.0865465, 4.3715749 51.0864992, 4.3717614 51.08641, 4.3725119 51.0860628, 4.3730538 51.0859119, 4.3732376 51.0858881, 4.3733321 51.085902, 4.3734954 51.085926)",,yes,
130642830,Molenstraat,residential,,False,False,45.428,,,"LINESTRING (4.3697076 51.0911131, 4.3691032 51.0912641)",,,
189660197,Sint Pieterstraat,residential,,False,True,120.586,,,"LINESTRING (4.3697076 51.0911131, 4.368906 51.0901526)",,,
"[22909817, 121706307]",Kaai,residential,,False,False,78.337,,,"LINESTRING (4.3625551 51.0850777, 4.3625153 51.0850982, 4.3624477 51.0851165, 4.3623547 51.0851197, 4.3622693 51.0851309, 4.3618824 51.0852576, 4.3617501 51.0853026, 4.3615675 51.0853897)",,,
"[22909817, 22909815]",Kaai,residential,,False,True,407.44800000000004,,,"LINESTRING (4.3625551 51.0850777, 4.3626006 51.0850445, 4.3626821 51.0850133, 4.3632615 51.0848382, 4.3634326 51.0847911, 4.3639588 51.0846607, 4.36432 51.0845695, 4.364448 51.084541, 4.3645425 51.0845384, 4.3646556 51.0845284, 4.3647551 51.084507, 4.3648373 51.0844821, 4.3653382 51.0843444, 4.365584 51.0842731, 4.3656397 51.0842569, 4.3657546 51.0842239, 4.3658525 51.0842131, 4.3660643 51.0842386, 4.3661339 51.0842331, 4.3662151 51.0842164, 4.3663167 51.0841821, 4.3663777 51.0841383, 4.3664094 51.084106, 4.3664474 51.0840865, 4.3665634 51.0840545, 4.3674755 51.0838373, 4.3676018 51.0838498, 4.3676831 51.0839338, 4.3677432 51.0840286)",,,
26574329,Windstraat,residential,,False,True,102.664,,,"LINESTRING (4.3625551 51.0850777, 4.3628241 51.0854329, 4.3632123 51.0859034)",,,
"[142600165, 769107270, 769111177, 1019430610, 8024212, 22938231, 22938232]","['Frans De Schutterlaan', 'Rupelbrug']",secondary,50,False,"[False, True]",493.57000000000005,"['2', '3', '4']",N177,"LINESTRING (4.3596533 51.0829614, 4.3597095 51.0830531, 4.3597464 51.0831087, 4.3597504 51.0831369, 4.3597407 51.0831819, 4.3596981 51.0832452, 4.3595767 51.0833947, 4.3595596 51.0834513, 4.3595391 51.0835095, 4.3595609 51.0835842, 4.3595814 51.0836066, 4.3597618 51.0838151, 4.3598887 51.0839591, 4.3602113 51.0843276, 4.361091 51.0853235, 4.3615124 51.0858302, 4.3617347 51.0861261, 4.3617929 51.0861957, 4.3620565 51.0864845, 4.3620921 51.086534, 4.3621983 51.0866576, 4.3624037 51.0869111)",,,yes
134019740,Vrijheidstraat,secondary,,True,False,7.872999999999999,,,"LINESTRING (4.3611618 51.0868269, 4.361156 51.0868351, 4.3611387 51.0868592, 4.3611021 51.0868861)",roundabout,,
341035189,Emile Vanderveldestraat,secondary,50,True,False,44.112,1,,"LINESTRING (4.3611618 51.0868269, 4.3612874 51.0868911, 4.3613434 51.0869196, 4.3614318 51.0869812, 4.361503 51.0870493, 4.3615776 51.0871206)",,,
"[24243248, 26574327]",Colonel Silvertopstraat,residential,,False,True,173.76700000000002,,,"LINESTRING (4.3611424 51.0867292, 4.3611726 51.0867089, 4.3612875 51.0866489, 4.3613846 51.0865983, 4.3617205 51.0864254, 4.3620958 51.0862189, 4.3621582 51.0861888, 4.3622212 51.0861643, 4.3623501 51.0861082, 4.3624818 51.086065, 4.3626438 51.0860173, 4.3628149 51.0859785, 4.3629254 51.0859532, 4.3630099 51.085933, 4.3631105 51.0859187, 4.3632123 51.0859034)",,,
255736497,Vrijheidstraat,secondary,,True,False,11.218,,,"LINESTRING (4.3611424 51.0867292, 4.3611629 51.0867603, 4.3611696 51.0867936, 4.3611618 51.0868269)",roundabout,,
341035208,Vrijheidstraat,secondary,,True,False,17.858,,,"LINESTRING (4.3611021 51.0868861, 4.361048 51.0869075, 4.3609859 51.0869169, 4.3609222 51.0869135, 4.3608635 51.0868976)",roundabout,,
38627866,Vrijheidstraat,secondary,,True,False,40.385999999999996,,,"LINESTRING (4.3608635 51.0868976, 4.3608207 51.0869151, 4.3607278 51.0869566, 4.3603975 51.0871125)",,,
260919142,Vrijheidstraat,secondary,,True,False,7.295,,,"LINESTRING (4.3608635 51.0868976, 4.3608359 51.0868843, 4.3608125 51.0868681, 4.3607939 51.0868496)",roundabout,,
88666404,Hoek,unclassified,,False,False,74.08500000000001,,,"LINESTRING (4.3689429 51.0841105, 4.3687043 51.0838497, 4.3686198 51.0838252, 4.3685259 51.0838328, 4.368211 51.0839093, 4.3681586 51.0839224)",,,
"[88666404, 633165630]",Hoek,unclassified,,False,True,32.826,,,"LINESTRING (4.3689429 51.0841105, 4.3690651 51.0842598, 4.3691287 51.0843019, 4.3692112 51.0843479)",,,
1026716747,Robert Vekemansplein,residential,,False,True,47.307,,,"LINESTRING (4.3689429 51.0841105, 4.3686907 51.0841531, 4.368285 51.0842112)",,destination,
260919141,Vrijheidstraat,secondary,,True,False,42.745000000000005,,,"LINESTRING (4.3607939 51.0868496, 4.3607741 51.0868117, 4.3607744 51.0867719, 4.3607946 51.0867341, 4.3608328 51.0867022, 4.360885 51.0866795, 4.3609459 51.0866683, 4.3610037 51.0866691, 4.3610587 51.0866803, 4.3611063 51.0867009, 4.3611424 51.0867292)",roundabout,,
256228533,Kapelstraat,tertiary,50,True,False,8.486,,,"LINESTRING (4.3736508 51.0858506, 4.3737094 51.0858532, 4.3737671 51.0858687)",roundabout,,
422945019,Brouwerslei,residential,,True,False,35.354,,,"LINESTRING (4.3736508 51.0858506, 4.3736985 51.0857404, 4.3737251 51.085679, 4.3738125 51.0855501)",,,
260919113,Kapelstraat,tertiary,,True,False,8.213,,,"LINESTRING (4.3737417 51.0860698, 4.3737118 51.0860763, 4.3736816 51.0860794, 4.3736264 51.0860768)",roundabout,,
