osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,access,junction
24327453,False,Zegestraat,tertiary,50,False,80.297,"LINESTRING (4.3582239 51.0604257, 4.3583375 51.06042, 4.358412 51.0603886, 4.3584783 51.0603161, 4.3586305 51.0600247, 4.3586879 51.0599307, 4.3587267 51.0598853, 4.3587911 51.0598533)",,,,
338953859,False,Dendermondsesteenweg,tertiary,50,True,384.616,"LINESTRING (4.3582239 51.0604257, 4.3579062 51.0603902, 4.3552806 51.0600967, 4.3537664 51.0599274, 4.352937 51.0598347, 4.3528852 51.0598289, 4.3528055 51.05982)",2,,,
648178195,True,Emiel Vanderveldestraat,residential,,False,55.708999999999996,"LINESTRING (4.3582239 51.0604257, 4.3581878 51.0604695, 4.3581591 51.0605271, 4.3581572 51.060596, 4.3581909 51.06068, 4.3582862 51.0608254, 4.3583364 51.0608663, 4.3583695 51.0608833)",,,,
22950820,True,Captain Trippstraat,tertiary,,False,101.284,"LINESTRING (4.3587911 51.0598533, 4.3587582 51.0597912, 4.3583816 51.0589796)",,,,
24327453,False,Zegestraat,tertiary,50,True,80.29700000000001,"LINESTRING (4.3587911 51.0598533, 4.3587267 51.0598853, 4.3586879 51.0599307, 4.3586305 51.0600247, 4.3584783 51.0603161, 4.358412 51.0603886, 4.3583375 51.06042, 4.3582239 51.0604257)",,,,
24327613,True,Oud-Strijdersstraat,residential,,False,54.762,"LINESTRING (4.3587911 51.0598533, 4.3587019 51.05981, 4.3586329 51.059803, 4.3585264 51.0598215, 4.3581032 51.0598951, 4.3580549 51.0598841)",,,,
38349836,False,Oud-Strijdersstraat,tertiary,,False,102.061,"LINESTRING (4.3587911 51.0598533, 4.3589006 51.0598462, 4.3595888 51.0599274, 4.3600366 51.0599831, 4.3602258 51.0600089)",,,,
"[22950796, 22950797, 24232484]",False,Vredesbrug,tertiary,,True,65.077,"LINESTRING (4.3641045 51.0598162, 4.3639102 51.0598317, 4.3632861 51.0598678, 4.3631778 51.0598726)",,movable,,
"[761084336, 8024211]",False,Oud Sasplein,"['residential', 'unclassified']",,"[False, True]",76.37700000000001,"LINESTRING (4.3631778 51.0598726, 4.3632247 51.059969, 4.3633084 51.0605527)",,,,
"[22950796, 24232484, 22950797]",False,Vredesbrug,tertiary,,False,65.077,"LINESTRING (4.3631778 51.0598726, 4.3632861 51.0598678, 4.3639102 51.0598317, 4.3641045 51.0598162)",,movable,,
"[38349841, 24327454]",False,Dokter Persoonslaan,tertiary,,True,207.10100000000003,"LINESTRING (4.3631778 51.0598726, 4.3631206 51.0598709, 4.3629035 51.0598772, 4.3624311 51.0598875, 4.3623525 51.0598895, 4.3622579 51.0598918, 4.362006 51.0598982, 4.3617091 51.0599177, 4.3616144 51.059925, 4.3612604 51.059949, 4.3605505 51.0599985, 4.3603204 51.0600142, 4.3602258 51.0600089)",,,,
22950798,False,Groene Laan,unclassified,,False,113.988,"LINESTRING (4.3635961 51.062399, 4.3637541 51.0634193)",,,,
24232485,False,Groene Laan,unclassified,,False,206.329,"LINESTRING (4.3635961 51.062399, 4.3635077 51.0618014, 4.3633841 51.0611896, 4.3633084 51.0605527)",,,,
22950798,False,Groene Laan,unclassified,,False,41.957,"LINESTRING (4.3637656 51.0637504, 4.3638213 51.0641261)",,,,
22950798,False,Groene Laan,unclassified,,True,36.992000000000004,"LINESTRING (4.3637656 51.0637504, 4.3637849 51.0635837, 4.3637541 51.0634193)",,,,
78180551,True,Tonstraat,residential,,False,74.079,"LINESTRING (4.362255 51.0637504, 4.3630342 51.0632987)",,,,
818877322,False,August Van Landeghemstraat,residential,30,False,26.236,"LINESTRING (4.362255 51.0637504, 4.3622805 51.0639858)",,,,
818877323,True,August Van Landeghemstraat,residential,30,False,130.412,"LINESTRING (4.362255 51.0637504, 4.3620511 51.0634789, 4.3614584 51.0626898)",,,,
"[179043076, 22912917]",False,August Van Landeghemstraat,residential,30,False,122.842,"LINESTRING (4.3613793 51.0660736, 4.3613188 51.0661079, 4.3611183 51.0661995, 4.360104 51.0666627, 4.3600293 51.0666969, 4.3599719 51.066734)",,,,
179043076,False,August Van Landeghemstraat,residential,30,True,206.80200000000002,"LINESTRING (4.3613793 51.0660736, 4.3617013 51.0658772, 4.3617797 51.0658174, 4.3619533 51.0656851, 4.3620147 51.0656383, 4.3622101 51.0654052, 4.3623217 51.0652759, 4.3623961 51.0651481, 4.3624183 51.0650777, 4.3624333 51.0649684, 4.3623697 51.0644298)",,,,
"[179043076, 22912917]",False,August Van Landeghemstraat,residential,30,True,122.84200000000001,"LINESTRING (4.3599719 51.066734, 4.3600293 51.0666969, 4.360104 51.0666627, 4.3611183 51.0661995, 4.3613188 51.0661079, 4.3613793 51.0660736)",,,,
26783008,False,Veert,residential,,False,42.041,"LINESTRING (4.3599719 51.066734, 4.3598977 51.0666995, 4.3598391 51.0666583, 4.3596283 51.066429)",2,,,
348833940,False,Boomsesteenweg,residential,50,False,12.485,"LINESTRING (4.3599719 51.066734, 4.3599203 51.0667809, 4.3598846 51.0668314)",,,,
26782979,False,Bedrijvenpark De Veert,unclassified,,False,149.39600000000002,"LINESTRING (4.3578715 51.066867, 4.3576777 51.0668677, 4.3566005 51.0669274, 4.3560958 51.0669554, 4.3557408 51.0669734)",,,,
1097228186,False,Oud-Stationsplein,residential,,False,123.34299999999999,"LINESTRING (4.3578715 51.066867, 4.3584514 51.066536, 4.3585818 51.0665097, 4.3590458 51.0664771, 4.3594211 51.0664493)",,,,
34111447,False,Veert,residential,,True,33.819,"LINESTRING (4.3593912 51.0661645, 4.3594549 51.0662199, 4.3595595 51.0663442, 4.3596283 51.066429)",,,,
78174633,True,IJzerenwegstraat,residential,,False,140.578,"LINESTRING (4.3593912 51.0661645, 4.3612137 51.0660338, 4.3612595 51.0660426, 4.3613793 51.0660736)",,,,
"[83834600, 83834601]",True,IJzerenwegstraat,residential,,False,221.763,"LINESTRING (4.3593912 51.0661645, 4.359287 51.0661336, 4.3576788 51.066243, 4.3570533 51.066263, 4.3566826 51.0662749, 4.3565905 51.0662777, 4.3564322 51.0662608, 4.3563258 51.0662134, 4.3562822 51.0661874)",,,,
24232210,False,Stationsplein,residential,,False,45.047,"LINESTRING (4.3554546 51.0660786, 4.3555486 51.0660793, 4.3558306 51.0660464, 4.356094 51.0660369)",,,,
134030855,False,Jozef Wautersstraat,residential,50,False,164.162,"LINESTRING (4.3554546 51.0660786, 4.3554074 51.0660513, 4.3543031 51.0648734, 4.3542495 51.0648133)",2,,,
"[974324256, 27893401, 235543048, 243038341]",False,Stationsplein,residential,,False,353.67400000000004,"LINESTRING (4.3554546 51.0660786, 4.3553346 51.0661034, 4.3546722 51.0662322, 4.3545953 51.0662432, 4.3539125 51.0663801, 4.3535793 51.0664126, 4.3531421 51.0664379, 4.3530051 51.0663795, 4.3522172 51.0664109, 4.3515541 51.0664436, 4.3513612 51.0661463, 4.3508235 51.0661674)",,,,
"[24232176, 243041816]",False,Eduard Anseelestraat,residential,30,False,82.41300000000001,"LINESTRING (4.3542495 51.0648133, 4.3543785 51.0647723, 4.3544104 51.0647624, 4.3553062 51.0644842)",,,,
"[27893170, 243041815]",False,Eduard Anseelestraat,residential,50,False,89.884,"LINESTRING (4.3542495 51.0648133, 4.3541517 51.0648417, 4.3541234 51.0648503, 4.3535224 51.0650355, 4.3534974 51.0650429, 4.3530931 51.0651672)",2,,,
134030855,False,Jozef Wautersstraat,residential,50,False,140.709,"LINESTRING (4.3542495 51.0648133, 4.354224 51.0647447, 4.353999 51.064139, 4.3538675 51.0637918, 4.3538279 51.0636872, 4.3537828 51.0635824)",2,,,
134030855,False,Jozef Wautersstraat,residential,50,True,164.162,"LINESTRING (4.3542495 51.0648133, 4.3543031 51.0648734, 4.3554074 51.0660513, 4.3554546 51.0660786)",2,,,
24232165,False,Herman Vosstraat,residential,,False,120.67600000000002,"LINESTRING (4.3537828 51.0635824, 4.353972 51.0635231, 4.3553331 51.063214, 4.3553974 51.0631997)",,,,
66993653,False,Berkenlei,residential,,True,84.673,"LINESTRING (4.3537828 51.0635824, 4.3536549 51.0635936, 4.3532725 51.0636833, 4.3531244 51.0637189, 4.3527442 51.0638167, 4.3526475 51.0638424)",,,,
134030855,False,Jozef Wautersstraat,residential,50,False,174.708,"LINESTRING (4.3537828 51.0635824, 4.3537397 51.0634862, 4.3537089 51.0634191, 4.3536696 51.0633617, 4.3536191 51.0633043, 4.3533176 51.0629563, 4.3532877 51.0629218, 4.3533014 51.0628479, 4.3531727 51.0626957, 4.3530791 51.0626669, 4.3530672 51.0626535, 4.3526726 51.0622076)",2,,,
134030855,False,Jozef Wautersstraat,residential,50,True,140.709,"LINESTRING (4.3537828 51.0635824, 4.3538279 51.0636872, 4.3538675 51.0637918, 4.353999 51.064139, 4.354224 51.0647447, 4.3542495 51.0648133)",2,,,
24231992,False,Emiel Vanderveldestraat,residential,30,False,69.636,"LINESTRING (4.3526726 51.0622076, 4.3523092 51.0623669, 4.3518569 51.0625673)",,,,
27892679,False,Emiel Vanderveldestraat,residential,,False,15.004999999999999,"LINESTRING (4.3526726 51.0622076, 4.3527216 51.0621418, 4.3527637 51.0620854)",2,,,
134030855,False,Jozef Wautersstraat,residential,50,True,174.708,"LINESTRING (4.3526726 51.0622076, 4.3530672 51.0626535, 4.3530791 51.0626669, 4.3531727 51.0626957, 4.3533014 51.0628479, 4.3532877 51.0629218, 4.3533176 51.0629563, 4.3536191 51.0633043, 4.3536696 51.0633617, 4.3537089 51.0634191, 4.3537397 51.0634862, 4.3537828 51.0635824)",2,,,
24327519,True,Overwinningsstraat,residential,30,False,21.819000000000003,"LINESTRING (4.3602258 51.0600089, 4.3602341 51.0600671, 4.3602559 51.060143, 4.3602739 51.0602026)",,,,
38349836,False,Oud-Strijdersstraat,tertiary,,True,102.06099999999999,"LINESTRING (4.3602258 51.0600089, 4.3600366 51.0599831, 4.3595888 51.0599274, 4.3589006 51.0598462, 4.3587911 51.0598533)",,,,
