osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,width,ref,maxspeed,access
35140876,,residential,,False,False,15.192,"LINESTRING (5.3460205 50.8053505, 5.3460164 50.8054871)",Walstraat,,,30,
35140877,,residential,,False,False,60.48,"LINESTRING (5.3460205 50.8053505, 5.3468777 50.8053017)",Walstraat,,,,
35140876,,residential,,False,True,83.336,"LINESTRING (5.3460205 50.8053505, 5.3460244 50.8052681, 5.3460506 50.8047131, 5.3460413 50.8046676, 5.3460186 50.8046356, 5.3459863 50.8046125)",Walstraat,,,30,
35140876,,residential,,False,True,15.192,"LINESTRING (5.3460164 50.8054871, 5.3460205 50.8053505)",Walstraat,,,30,
35140876,,residential,,False,False,149.627,"LINESTRING (5.3460164 50.8054871, 5.3460338 50.8056419, 5.3460842 50.805832, 5.3462378 50.8063764, 5.3463613 50.8068142)",Walstraat,,,30,
35140880,,residential,,False,True,74.219,"LINESTRING (5.3460164 50.8054871, 5.3468628 50.805431, 5.3468777 50.8053017)",Walstraat,,,,
35140876,,residential,,False,True,149.62699999999998,"LINESTRING (5.3463613 50.8068142, 5.3462378 50.8063764, 5.3460842 50.805832, 5.3460338 50.8056419, 5.3460164 50.8054871)",Walstraat,,,30,
35140877,,residential,,False,False,71.766,"LINESTRING (5.3468777 50.8053017, 5.3478934 50.8052343)",Walstraat,,,,
35140877,,residential,,False,True,60.48,"LINESTRING (5.3468777 50.8053017, 5.3460205 50.8053505)",Walstraat,,,,
35140880,,residential,,False,False,74.219,"LINESTRING (5.3468777 50.8053017, 5.3468628 50.805431, 5.3460164 50.8054871)",Walstraat,,,,
35140877,,residential,,False,True,71.766,"LINESTRING (5.3478934 50.8052343, 5.3468777 50.8053017)",Walstraat,,,,
35140878,,unclassified,,False,False,167.952,"LINESTRING (5.3478934 50.8052343, 5.3478742 50.8051643, 5.3478741 50.805103, 5.3478887 50.8050105, 5.3479131 50.8045446, 5.3479698 50.8038392, 5.3479858 50.803727)",Langesteeg,3,,,
255840824,,residential,,False,False,30.081,"LINESTRING (5.3478934 50.8052343, 5.3479948 50.8053038, 5.3481008 50.8053466, 5.3482417 50.8053838)",Walstraat,,,,
25467257,2,secondary,,False,True,254.49999999999997,"LINESTRING (5.3482417 50.8053838, 5.3483409 50.8052398, 5.3485689 50.8048965, 5.3487934 50.8045152, 5.349335 50.8037004, 5.349462 50.8035481, 5.3496132 50.8034609, 5.3497252 50.803421, 5.3498571 50.8033998)",Guldenbodemlaan,,N76k,50,
255840824,,residential,,False,True,30.081000000000003,"LINESTRING (5.3482417 50.8053838, 5.3481008 50.8053466, 5.3479948 50.8053038, 5.3478934 50.8052343)",Walstraat,,,,
35140878,,unclassified,,False,True,167.952,"LINESTRING (5.3479858 50.803727, 5.3479698 50.8038392, 5.3479131 50.8045446, 5.3478887 50.8050105, 5.3478741 50.805103, 5.3478742 50.8051643, 5.3478934 50.8052343)",Langesteeg,3,,,
35140879,,residential,,False,True,108.63300000000001,"LINESTRING (5.3479858 50.803727, 5.3480539 50.8036481, 5.3483339 50.8034013, 5.3485582 50.8032387, 5.3488638 50.8030192, 5.3489229 50.8029538)",Langesteeg,3,,,
208954514,,residential,,False,False,157.95300000000003,"LINESTRING (5.3479858 50.803727, 5.3479061 50.8037258, 5.3477845 50.8037608, 5.3475584 50.8038977, 5.3473551 50.8040471, 5.3471442 50.8041815, 5.3469314 50.8042948, 5.3466957 50.8044076, 5.3464402 50.804505, 5.3463865 50.8045185, 5.3463532 50.8045151, 5.3463265 50.8045092, 5.3462393 50.8044591)",Walstraat,5,,30,destination
25484129,1,primary,roundabout,True,False,20.671,"LINESTRING (5.3411612 50.7993425, 5.3411655 50.7993796, 5.3411559 50.7994162, 5.3411328 50.7994504, 5.3410975 50.7994801, 5.341052 50.7995038)",,,,,
25484129,1,primary,roundabout,True,False,13.003,"LINESTRING (5.3409158 50.7995282, 5.3408547 50.7995228, 5.3407977 50.7995079, 5.3407483 50.7994846)",,,,,
197665380,1,primary,,True,False,126.309,"LINESTRING (5.3407483 50.7994846, 5.3406858 50.7994961, 5.34064 50.7995083, 5.3405952 50.7995216, 5.3402352 50.7996474, 5.339755 50.7998678, 5.3392525 50.800106)",Sint-Truidersteenweg,,N79,70,
242683576,1,primary,roundabout,True,False,11.502,"LINESTRING (5.3407483 50.7994846, 5.3407135 50.7994581, 5.3406888 50.7994273, 5.3406753 50.7993939)",,,,,
242683578,1,primary,roundabout,True,False,18.783,"LINESTRING (5.3406753 50.7993939, 5.3406752 50.7993517, 5.340693 50.799311, 5.3407275 50.7992748, 5.3407761 50.7992458)",,,,,
25781037,1,secondary,,True,False,30.843,"LINESTRING (5.3407761 50.7992458, 5.3407764 50.7991936, 5.3407717 50.7991486, 5.3407469 50.7990338, 5.3407551 50.7989698)",Neremstraat,,N784,,
753663340,1,primary,roundabout,True,False,12.322,"LINESTRING (5.3407761 50.7992458, 5.3408274 50.7992281, 5.3408838 50.7992184, 5.3409422 50.7992174)",,,,,
115354683,,residential,,True,False,9.829,"LINESTRING (5.3407432 50.8065531, 5.3407257 50.8064654)",Slachthuisstraat,,,,
753680098,,residential,,True,False,17.558,"LINESTRING (5.3407432 50.8065531, 5.3405094 50.8066088)",Koningin Astridlaan,,,,
140246748,,tertiary,,False,False,25.019,"LINESTRING (5.3410803 50.799787, 5.3411542 50.8000071)",Nieuwesteenweg,5,,,
265121684,1,tertiary,,True,False,31.033,"LINESTRING (5.3410803 50.799787, 5.3410379 50.7997288, 5.3409719 50.7996207, 5.3409447 50.7995703, 5.3409158 50.7995282)",Nieuwesteenweg,,,,
927703721,,tertiary,,False,False,34.823,"LINESTRING (5.340668 50.8069055, 5.3405094 50.8066088)",Tramstraat,5,,,
161447856,,residential,,False,True,117.06200000000001,"LINESTRING (5.3395397 50.8017243, 5.3394791 50.8015312, 5.3394236 50.8015326, 5.3392973 50.8014985, 5.3391608 50.8015142, 5.3390883 50.8015526, 5.3389464 50.8015715, 5.3388947 50.8016246, 5.3388834 50.8016868, 5.3389277 50.8018394, 5.3389169 50.8019038, 5.3389657 50.8020506)",Begijnhof,,,,
161447850,,residential,,False,True,8.065,"LINESTRING (5.339537 50.80199, 5.3395336 50.8020625)",Begijnhof,,,,
161447856,,residential,,False,False,117.062,"LINESTRING (5.3389657 50.8020506, 5.3389169 50.8019038, 5.3389277 50.8018394, 5.3388834 50.8016868, 5.3388947 50.8016246, 5.3389464 50.8015715, 5.3390883 50.8015526, 5.3391608 50.8015142, 5.3392973 50.8014985, 5.3394236 50.8015326, 5.3394791 50.8015312, 5.3395397 50.8017243)",Begijnhof,,,,
161447858,,residential,,False,False,41.063,"LINESTRING (5.3389657 50.8020506, 5.3391248 50.8020436, 5.3393308 50.8020885, 5.3395336 50.8020625)",Begijnhof,,,,
161447858,,residential,,False,True,41.53,"LINESTRING (5.3389657 50.8020506, 5.3387951 50.8021464, 5.3384373 50.8021841)",Begijnhof,,,,
161447850,,residential,,False,False,8.065,"LINESTRING (5.3395336 50.8020625, 5.339537 50.80199)",Begijnhof,,,,
161447858,,residential,,False,False,51.723,"LINESTRING (5.3395336 50.8020625, 5.3396353 50.8023484, 5.339731 50.8023818, 5.3398851 50.8024154)",Begijnhof,,,,
161447858,,residential,,False,True,41.063,"LINESTRING (5.3395336 50.8020625, 5.3393308 50.8020885, 5.3391248 50.8020436, 5.3389657 50.8020506)",Begijnhof,,,,
255840821,,residential,,False,True,46.902,"LINESTRING (5.3384373 50.8021841, 5.3383648 50.8017648)",Kogelstraat,4,,,
161447858,,residential,,False,False,41.53,"LINESTRING (5.3384373 50.8021841, 5.3387951 50.8021464, 5.3389657 50.8020506)",Begijnhof,,,,
255840821,,residential,,False,False,151.477,"LINESTRING (5.3384373 50.8021841, 5.3385156 50.8025519, 5.338727 50.803534)",Kogelstraat,4,,,
161447858,,residential,,False,True,51.723,"LINESTRING (5.3398851 50.8024154, 5.339731 50.8023818, 5.3396353 50.8023484, 5.3395336 50.8020625)",Begijnhof,,,,
341026607,2,primary,,False,True,139.349,"LINESTRING (5.3392525 50.800106, 5.3378012 50.8009599)",Sint-Truidersteenweg,,N79,70,
197665388,1,primary,,True,False,127.97699999999999,"LINESTRING (5.3392525 50.800106, 5.3397324 50.799814, 5.3402364 50.799587, 5.3405452 50.7994601, 5.3405801 50.7994457, 5.3406275 50.7994237, 5.3406753 50.7993939)",Sint-Truidersteenweg,,N79,70,
265120923,,residential,,False,False,8.796,"LINESTRING (5.3430768 50.8020678, 5.3429537 50.8020535)",Klappoel,,,,
249376201,,residential,,False,False,9.741,"LINESTRING (5.3419071 50.8045385, 5.3419072 50.8046261)",,,,,
25483752,,tertiary,,True,False,41.421,"LINESTRING (5.3419071 50.8045385, 5.3420427 50.8045523, 5.3423454 50.8045482, 5.3424877 50.8045768)",Graaf Lodewijkplein,,,,
249376201,,residential,,False,True,9.741,"LINESTRING (5.3419072 50.8046261, 5.3419071 50.8045385)",,,,,
25483740,,tertiary,,True,False,98.302,"LINESTRING (5.3419072 50.8046261, 5.3418721 50.8046265, 5.3414791 50.8046357, 5.34123 50.8046415, 5.3409974 50.804647, 5.3408392 50.8046507, 5.3405817 50.8046568, 5.3405098 50.8046511)",Graaf Lodewijkplein,,,,
26263024,,residential,,True,False,23.77,"LINESTRING (5.3407257 50.8064654, 5.3409058 50.8064788, 5.3410627 50.8064805)",Koningin Astridlaan,,,,
115354683,,residential,,True,False,210.19400000000002,"LINESTRING (5.3407257 50.8064654, 5.340719 50.8063967, 5.3407459 50.8063005, 5.340963 50.8056558, 5.3409803 50.8056036, 5.3409869 50.8055383, 5.3409751 50.8054665, 5.3409422 50.8053775, 5.3406311 50.8048362, 5.3405778 50.8048027, 5.3405124 50.8046888, 5.3405098 50.8046511)",Slachthuisstraat,,,,
26263024,,residential,,True,False,19.2,"LINESTRING (5.3404592 50.8065035, 5.3407257 50.8064654)",Koningin Astridlaan,,,,
927703721,,tertiary,,False,True,12.229,"LINESTRING (5.3404592 50.8065035, 5.3405094 50.8066088)",Tramstraat,5,,,
"[208954512, 927703721]",2,tertiary,,False,False,206.04700000000003,"LINESTRING (5.3404592 50.8065035, 5.3404248 50.8064103, 5.3403753 50.8062908, 5.3401477 50.8056884, 5.3400009 50.8052998, 5.3399594 50.8052024, 5.3399349 50.8051276, 5.3399226 50.8050423, 5.3399261 50.8049808, 5.3399413 50.804915, 5.3399674 50.8048638, 5.3400095 50.8048004, 5.3400634 50.8047459, 5.3400994 50.8047165)",Tramstraat,5,,,
265120925,,residential,,True,False,50.161,"LINESTRING (5.343495 50.8014418, 5.3435064 50.8013853, 5.343466 50.801237, 5.3434334 50.8009942)",Kortestraat,2.5,,,
265120921,,residential,,False,False,5.402,"LINESTRING (5.3429582 50.802005, 5.3429537 50.8020535)",Klappoel,,,,
25467257,2,secondary,,False,False,254.5,"LINESTRING (5.3498571 50.8033998, 5.3497252 50.803421, 5.3496132 50.8034609, 5.349462 50.8035481, 5.349335 50.8037004, 5.3487934 50.8045152, 5.3485689 50.8048965, 5.3483409 50.8052398, 5.3482417 50.8053838)",Guldenbodemlaan,,N76k,50,
161446901,2,secondary,,False,False,88.434,"LINESTRING (5.3498571 50.8033998, 5.3498255 50.8033167, 5.3498093 50.8032891, 5.3497742 50.8032297, 5.3496854 50.8031524, 5.3495238 50.8031055, 5.3491138 50.8030077, 5.3489229 50.8029538)",Gillebroek,,N76,50,
344891428,,residential,,False,True,12.147,"LINESTRING (5.3452789 50.8011398, 5.3454224 50.8012007)",Padonck,,,,
"[249376200, 927687442]",,residential,,False,True,58.316,"LINESTRING (5.3418522 50.8017945, 5.3417613 50.8016308, 5.341744 50.8015998, 5.3416165 50.8014131, 5.3415788 50.8013762, 5.3415392 50.8013619, 5.3414785 50.8013448)",Trapkensstraat,,,,
641559166,,residential,,False,True,171.946,"LINESTRING (5.3380282 50.8048748, 5.3380705 50.8048189, 5.3381397 50.8047775, 5.3389256 50.8045044, 5.3394346 50.804437, 5.3395544 50.8044288, 5.3396512 50.8044533, 5.3400994 50.8047165)",Milleniumhof,,,,
641559167,,residential,,False,False,99.787,"LINESTRING (5.3380282 50.8048748, 5.3381436 50.8049064, 5.3388782 50.8049744, 5.3389474 50.8049696, 5.3394006 50.8048655)",Milleniumhof,,,,
641559167,,residential,,False,True,68.841,"LINESTRING (5.3380282 50.8048748, 5.3373102 50.8046671, 5.3372338 50.8046211, 5.3372046 50.804571)",Milleniumhof,,,,
641559167,,residential,,False,True,99.78699999999999,"LINESTRING (5.3394006 50.8048655, 5.3389474 50.8049696, 5.3388782 50.8049744, 5.3381436 50.8049064, 5.3380282 50.8048748)",Milleniumhof,,,,
641559167,,residential,,False,False,68.841,"LINESTRING (5.3372046 50.804571, 5.3372338 50.8046211, 5.3373102 50.8046671, 5.3380282 50.8048748)",Milleniumhof,,,,
753680095,,residential,,False,True,24.277,"LINESTRING (5.3480914 50.8028382, 5.3480452 50.8027895, 5.3478363 50.8026964)",Kapittel,,,,
25483627,,tertiary,,True,False,225.974,"LINESTRING (5.3478363 50.8026964, 5.347735 50.8027895, 5.3474689 50.8030637, 5.3474008 50.8031349, 5.3471594 50.8034023, 5.346675 50.8039614, 5.3464558 50.8042144, 5.3463265 50.8043643, 5.3462785 50.8044241, 5.3462393 50.8044591)",Kanunnik Darisstraat,5,,,
753680095,,residential,,False,False,24.277,"LINESTRING (5.3478363 50.8026964, 5.3480452 50.8027895, 5.3480914 50.8028382)",Kapittel,,,,
753680098,,residential,,True,False,23.898,"LINESTRING (5.3410627 50.8064805, 5.3409272 50.8065178, 5.3407432 50.8065531)",Koningin Astridlaan,,,,
753680099,,residential,,False,True,141.452,"LINESTRING (5.3410627 50.8064805, 5.3427887 50.8061737, 5.3430034 50.8061433)",Koningin Astridlaan,,,,
25483627,,tertiary,,True,False,185.81699999999998,"LINESTRING (5.3454692 50.8047687, 5.3453837 50.8047859, 5.3451692 50.8047982, 5.3449288 50.8047921, 5.3445442 50.8047712, 5.343296 50.8046738, 5.3430665 50.8046449, 5.3429409 50.8046185, 5.3428653 50.8045894)",Kanunnik Darisstraat,5,,,
886333075,,unclassified,,False,False,157.88799999999998,"LINESTRING (5.3454692 50.8047687, 5.3454002 50.8053075, 5.3453786 50.8053335, 5.3453027 50.8053754, 5.3452847 50.805401, 5.3452565 50.8055108, 5.3452363 50.8055393, 5.3452035 50.8055678, 5.3451695 50.8055819, 5.3451365 50.8055888, 5.3442964 50.805635)",Kanunnik Darisstraat,,,,
886333075,,unclassified,,False,True,157.88799999999998,"LINESTRING (5.3442964 50.805635, 5.3451365 50.8055888, 5.3451695 50.8055819, 5.3452035 50.8055678, 5.3452363 50.8055393, 5.3452565 50.8055108, 5.3452847 50.805401, 5.3453027 50.8053754, 5.3453786 50.8053335, 5.3454002 50.8053075, 5.3454692 50.8047687)",Kanunnik Darisstraat,,,,
