osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,ref,access,tunnel,lanes
145240718,Grote Kaai,tertiary,30,False,False,89.277,"LINESTRING (3.9908262 51.1073604, 3.9907178 51.1071909, 3.990665 51.1071007, 3.9905128 51.1068409, 3.9903896 51.106606)",,,,,,
145240730,Sportlaan,secondary,50,True,False,295.55899999999997,"LINESTRING (3.9908262 51.1073604, 3.9910724 51.1075833, 3.9911136 51.107613, 3.9912076 51.1076634, 3.9914392 51.1077808, 3.9918708 51.1079738, 3.99207 51.1080605, 3.9923572 51.108151, 3.9925568 51.1082048, 3.9928587 51.1082721, 3.9930816 51.1083057, 3.9932454 51.1083254, 3.9934019 51.1083406, 3.9935874 51.1083502, 3.9936151 51.1083502, 3.9938582 51.10835, 3.9939783 51.108345, 3.9941288 51.1083387, 3.9943042 51.1083233, 3.9945241 51.1082887)",,,,,,
145240718,Grote Kaai,tertiary,30,False,True,40.438,"LINESTRING (3.9897529 51.1055572, 3.9897894 51.1056229, 3.9899579 51.1058973)",,,,,,
"[951417196, 951417197, 145240717]",Grote Kaai,tertiary,30,True,False,35.39,"LINESTRING (3.9897529 51.1055572, 3.9896883 51.105589, 3.9896452 51.1056085, 3.9894068 51.1057143, 3.989341 51.1057426)",yes,,,,,
145294823,Grote Kaai,tertiary,30,True,False,58.736999999999995,"LINESTRING (3.989341 51.1057426, 3.9892772 51.1057329, 3.9890196 51.1056609, 3.9888628 51.1056073, 3.9886744 51.1055216, 3.9886175 51.1054841)",,,,,,
"[951417200, 145294843, 73546092]","['Koophandelstraat', 'Prosper Thuysbaertlaan']",tertiary,30,True,False,273.15,"LINESTRING (3.989341 51.1057426, 3.9893057 51.105809, 3.9892915 51.1058581, 3.9893017 51.1058963, 3.9893172 51.1059279, 3.9897042 51.1065631, 3.9898253 51.1067822, 3.9898224 51.1068141, 3.9898013 51.1068412, 3.9897627 51.1068794, 3.9887571 51.1077755, 3.988628 51.1079008)",,,,,,
951479242,Stationsplein,tertiary,30,True,False,10.442,"LINESTRING (3.988628 51.1079008, 3.988594 51.1079507, 3.9885683 51.1079869)",,roundabout,,,,
39727311,Markt,tertiary,30,True,False,35.587,"LINESTRING (3.9889307 51.105177, 3.9890859 51.1051564, 3.9894368 51.1051636)",,,,,,
1152088090,Durmelaan,tertiary,30,False,True,14.649,"LINESTRING (3.9889307 51.105177, 3.9887858 51.1051348, 3.9887395 51.1051228)",,,,,,
145294847,Stationsplein,tertiary,30,True,False,28.12,"LINESTRING (3.988253 51.1078563, 3.9882407 51.1077762, 3.9882214 51.1077384, 3.9881922 51.1076965, 3.9881309 51.1076185)",,,,,,
948434181,Stationsplein,tertiary,30,True,False,23.965000000000003,"LINESTRING (3.988253 51.1078563, 3.9882692 51.1078227, 3.9882933 51.1078066, 3.9883175 51.1077905, 3.9883483 51.1077744, 3.9883825 51.1077622, 3.9884391 51.1077571, 3.9885177 51.1077674)",,roundabout,,,,
"[39727303, 1038002152, 1038002153, 145287950, 145287995]","['Roomstraat', 'Groentemarkt', 'Markt']",tertiary,30,False,True,373.664,"LINESTRING (3.9901211 51.1040904, 3.9900747 51.104071, 3.990027 51.1040516, 3.9899839 51.1040342, 3.9899357 51.1040169, 3.9894708 51.1038951, 3.9894307 51.1038861, 3.9893365 51.1038648, 3.9889131 51.1037711, 3.9884532 51.1036728, 3.9883322 51.1036456, 3.9883049 51.1036367, 3.9882794 51.1036245, 3.9882545 51.1036093, 3.9882131 51.103579, 3.9882038 51.1035709, 3.9879049 51.1033105, 3.9878074 51.1031971, 3.9877435 51.1030786, 3.9877388 51.1030441, 3.9878032 51.102382, 3.9878026 51.1022858, 3.9877881 51.1022201, 3.9877529 51.1021497, 3.9875671 51.1019134, 3.987514 51.1018557, 3.9874515 51.101778, 3.9873681 51.1016795)",,,N407b,,,
73546094,Markt,tertiary,30,True,False,79.78,"LINESTRING (3.9901211 51.1040904, 3.9901846 51.1040886, 3.9902481 51.1040845, 3.9905233 51.1040615, 3.99108 51.1040203, 3.9912561 51.1040087)",,,N473b,,,
73546091,Kerkstraat,tertiary,30,False,False,27.299,"LINESTRING (3.9925907 51.1038392, 3.9924907 51.1038448, 3.9924147 51.1038542, 3.9922066 51.1038831)",,,N473b,,,
145287964,Kerkstraat,tertiary,30,True,False,107.305,"LINESTRING (3.9925907 51.1038392, 3.9926249 51.1038228, 3.992717 51.1037786, 3.992882 51.1037069, 3.9930912 51.1035464, 3.9931011 51.1035388, 3.9931118 51.1035017, 3.9935729 51.1031135)",,,N473b,,,
"[503420265, 73546097]",Poststraat,residential,30,False,True,190.61700000000002,"LINESTRING (3.9925907 51.1038392, 3.9930606 51.1040102, 3.9933643 51.1041108, 3.9936265 51.1041934, 3.9936716 51.1042079, 3.9943155 51.1044214, 3.9949444 51.10463, 3.9949984 51.1046467)",,,,,,
145287964,Kerkstraat,tertiary,30,True,False,85.636,"LINESTRING (3.9935729 51.1031135, 3.9937058 51.1029827, 3.9937516 51.1029266, 3.9937873 51.1029096, 3.9939627 51.1026653, 3.9940491 51.102539, 3.9940844 51.1024903, 3.9941163 51.1024286)",,,N473b,,,
"[503420264, 145287966]",Knokkestraat,residential,30,True,False,167.45499999999998,"LINESTRING (3.9935729 51.1031135, 3.9938898 51.1032396, 3.9947549 51.1035333, 3.9953492 51.1037351, 3.9955619 51.1038073, 3.9956695 51.1038438)",,,,,,
70993325,Stationsplein,tertiary,30,True,False,21.32,"LINESTRING (3.9885683 51.1079869, 3.9885383 51.1080231, 3.9885165 51.1080494, 3.9884905 51.108069, 3.9884764 51.1080768, 3.9884535 51.1080896, 3.9884118 51.1081051, 3.9883574 51.1081081)",,roundabout,,,,
145294855,Stationsstraat,tertiary,30,True,False,106.55,"LINESTRING (3.9875019 51.1064895, 3.9875609 51.1064395, 3.9883008 51.1057725, 3.9883745 51.1057034)",,,,,,
73546095,Gasstraat,residential,30,True,False,207.334,"LINESTRING (3.9849714 51.1055337, 3.985049 51.1055545, 3.9857444 51.1057458, 3.986179 51.1058768, 3.9862932 51.105927, 3.986377 51.1059638, 3.9872027 51.1063488, 3.9874205 51.1064498, 3.9875019 51.1064895)",,,,,,
145294809,Gasstraat,residential,30,False,True,126.041,"LINESTRING (3.9849714 51.1055337, 3.9846706 51.1054558, 3.9833018 51.1051026)",,,,,,
145294838,Pompiersstraat,residential,30,False,False,61.272,"LINESTRING (3.9849714 51.1055337, 3.9846692 51.1059759, 3.9846464 51.1060106, 3.9846172 51.1060372)",,,,,,
89259906,Uebergdreef,unclassified,30,False,True,181.218,"LINESTRING (3.9877142 51.1084776, 3.9876569 51.1084276, 3.9876184 51.1084099, 3.986811 51.1081845, 3.9864096 51.1080401, 3.9859741 51.1078422, 3.985735 51.107736, 3.9855127 51.1076363)",,,,,,
949222309,Groendreef,tertiary,30,False,False,16.378,"LINESTRING (3.9877142 51.1084776, 3.9878151 51.1084456, 3.9879313 51.1084232)",,,,,,
"[496027985, 145308086]",Molenstraat,residential,30,True,False,223.34099999999998,"LINESTRING (3.9961888 51.1009282, 3.9961029 51.1009936, 3.9959201 51.1011415, 3.9958115 51.1012275, 3.9953473 51.1015472, 3.9947473 51.1018965, 3.9944355 51.1020781, 3.9942498 51.1022093, 3.9941804 51.1022861, 3.9941286 51.1023636, 3.9941163 51.1024286)",,,,,,
145308103,Veldstraat,residential,30,False,True,94.01,"LINESTRING (3.9961888 51.1009282, 3.9959781 51.1008366, 3.995917 51.1008174, 3.9956244 51.1007444, 3.9950559 51.1006029, 3.9949624 51.100591)",,,,,,
41523427,Kapellestraat,tertiary,30,False,False,112.43900000000001,"LINESTRING (3.9829356 51.1019668, 3.9830812 51.1018805, 3.9833089 51.1017356, 3.9838441 51.1015539, 3.9840718 51.1014943, 3.9842913 51.1014495)",,,,,,
